i,item,reason
7372,KR65333726B9,payment_lag_not_identifiable_from_maturity
7374,KR65333716B0,payment_lag_not_identifiable_from_maturity
7378,KR65933096B1,missing_explicit_survival_coupon
7379,KR65133106B6,unsupported_ki_window
7380,KR65933176B1,missing_explicit_survival_coupon
7384,KR65133116B5,unsupported_ki_window
7389,20161031000363_3639,unsupported_ki_window
7393,KR65333936B4,payment_lag_not_identifiable_from_maturity
7394,KR65533116B1,missing_explicit_survival_coupon
7395,KR65333946B3,extra_formula_or_level_PMT_1_FRML
7398,KR65333926B5,payment_lag_not_identifiable_from_maturity
7399,KR65433186B5,nonpositive_annual_coupon
7402,KR65333A16B4,missing_explicit_survival_coupon
7406,KR65333A06B5,missing_explicit_survival_coupon
7407,KR65333996B8,payment_lag_not_identifiable_from_maturity
7408,KR65333876B2,payment_lag_not_identifiable_from_maturity
7409,KR65333886B1,payment_lag_not_identifiable_from_maturity
7410,KR65033196B8,extra_formula_or_level_STRK_2
7416,KR65333986B9,payment_lag_not_identifiable_from_maturity
7417,KR65333916B6,payment_lag_not_identifiable_from_maturity
7418,KR65733626B7,missing_explicit_survival_coupon
7433,KR65733436B1,missing_explicit_survival_coupon
7436,KR65333AL6B9,payment_lag_not_identifiable_from_maturity
7437,KR65933486B4,missing_explicit_survival_coupon
7438,KR65933476B5,missing_explicit_survival_coupon
7442,KR65133566B1,unsupported_ki_window
7443,KR65133476B3,unsupported_ki_window
7445,KR65333AD6B9,payment_lag_not_identifiable_from_maturity
7446,KR65333AK6B0,payment_lag_not_identifiable_from_maturity
7447,KR65333AM6B8,payment_lag_not_identifiable_from_maturity
7448,KR65833846B0,payment_lag_not_identifiable_from_maturity
7449,KR65133456B5,unsupported_ki_window
7453,KR65733796B8,missing_explicit_survival_coupon
7454,KR66633216B6,unsupported_ki_window
7457,KR65933396B5,missing_explicit_survival_coupon
7460,KR65333656B8,extra_formula_or_level_PMT_1_FRML
7461,KR65433326B7,nonpositive_annual_coupon
7463,KR65133466B4,unsupported_ki_window
7465,KR65833826B2,payment_lag_not_identifiable_from_maturity
7466,KR65433296B2,nonpositive_annual_coupon
7467,KR67333096B3,payment_lag_not_identifiable_from_maturity
7469,KR65333AG6B6,payment_lag_not_identifiable_from_maturity
7473,KR65333616B2,missing_explicit_survival_coupon
7480,KR65333666B7,extra_formula_or_level_PMT_1_FRML
7481,KR65933496B3,missing_explicit_survival_coupon
7483,KR65333676B6,missing_explicit_survival_coupon
7484,KR65333AJ6B3,missing_explicit_survival_coupon
7489,KR65933426B0,missing_explicit_survival_coupon
7495,KR65433276B4,nonpositive_annual_coupon
7496,KR65433256B6,nonpositive_annual_coupon
7498,KR65933416B1,missing_explicit_survival_coupon
7499,KR65933406B2,missing_explicit_survival_coupon
7500,KR65433306B9,nonpositive_annual_coupon
7504,KR65433376B2,nonpositive_annual_coupon
7505,KR65433386B1,nonpositive_annual_coupon
7506,KR65433346B5,nonpositive_annual_coupon
7510,KR65033476B4,extra_formula_or_level_STRK_2
7513,KR65433466B1,nonpositive_annual_coupon
7514,KR65433456B2,nonpositive_annual_coupon
7519,KR65333CT6B9,extra_formula_or_level_PMT_1_FRML
7521,KR65933AC6B4,missing_explicit_survival_coupon
7523,KR65333BC6B9,missing_explicit_survival_coupon
7524,KR65333B56B8,payment_lag_not_identifiable_from_maturity
7525,KR65333BA6B1,missing_explicit_survival_coupon
7528,KR65433566B8,nonpositive_annual_coupon
7530,KR65233A56B2,missing_explicit_survival_coupon
7531,KR65433596B5,nonpositive_annual_coupon
7532,KR65333BB6B0,missing_explicit_survival_coupon
7534,KR65333B76B6,extra_formula_or_level_PMT_1_FRML
7535,KR65333B86B5,extra_formula_or_level_PMT_1_FRML
7537,KR66593216B4,averaging_not_supported
7541,KR65433576B7,nonpositive_annual_coupon
7543,KR67333266B2,payment_lag_not_identifiable_from_maturity
7546,KR65333DW6B3,payment_lag_not_identifiable_from_maturity
7547,KR65133AK6B2,unsupported_ki_window
7549,KR65333D96B0,payment_lag_not_identifiable_from_maturity
7552,KR65933916B0,missing_explicit_survival_coupon
7556,KR65933886B5,missing_explicit_survival_coupon
7557,KR65933906B1,missing_explicit_survival_coupon
7558,KR65133A96B0,unsupported_ki_window
7559,KR65333DA6B9,payment_lag_not_identifiable_from_maturity
7561,KR65133AB6B3,unsupported_ki_window
7562,KR65333DX6B2,payment_lag_not_identifiable_from_maturity
7564,KR65433696B3,nonpositive_annual_coupon
7565,KR65833B86B4,payment_lag_not_identifiable_from_maturity
7566,KR65333DV6B4,payment_lag_not_identifiable_from_maturity
7568,20161121000212_3653,unsupported_ki_window
7570,KR65933896B4,missing_explicit_survival_coupon
7571,KR65433606B2,nonpositive_annual_coupon
7573,KR65333DY6B1,missing_explicit_survival_coupon
7577,KR65333DB6B8,payment_lag_not_identifiable_from_maturity
7578,KR65433726B8,nonpositive_annual_coupon
7580,KR65333E26B5,payment_lag_not_identifiable_from_maturity
7581,KR65433706B0,nonpositive_annual_coupon
7585,KR65333E16B6,missing_explicit_survival_coupon
7587,KR65333DR6B0,payment_lag_not_identifiable_from_maturity
7588,KR65333E46B3,missing_explicit_survival_coupon
7591,KR65333DT6B8,payment_lag_not_identifiable_from_maturity
7594,KR65033AF6B0,extra_formula_or_level_STRK_2
7598,KR65733AW6B2,missing_explicit_survival_coupon
7600,KR65333E36B4,payment_lag_not_identifiable_from_maturity
7603,KR65333066C8,payment_lag_not_identifiable_from_maturity
7604,KR65333146C8,missing_explicit_survival_coupon
7608,KR65333096C5,extra_formula_or_level_PMT_1_FRML
7610,KR65333136C9,missing_explicit_survival_coupon
7611,KR65333156C7,missing_explicit_survival_coupon
7615,KR65733CK6B4,missing_explicit_survival_coupon
7625,KR65433016C2,nonpositive_annual_coupon
7626,KR65433026C1,nonpositive_annual_coupon
7636,KR65333546C9,payment_lag_not_identifiable_from_maturity
7637,KR65133176C7,unsupported_ki_window
7638,KR65933056C3,missing_explicit_survival_coupon
7643,KR65933046C4,missing_explicit_survival_coupon
7644,KR65133076C9,unsupported_ki_window
7645,KR65133096C7,unsupported_ki_window
7646,KR65933036C5,missing_explicit_survival_coupon
7651,KR65933096C9,missing_explicit_survival_coupon
7653,KR65933026C6,missing_explicit_survival_coupon
7655,KR65933066C2,missing_explicit_survival_coupon
7660,KR65333406C6,payment_lag_not_identifiable_from_maturity
7661,KR65333416C5,payment_lag_not_identifiable_from_maturity
7663,KR65333586C5,payment_lag_not_identifiable_from_maturity
7664,KR65333566C7,payment_lag_not_identifiable_from_maturity
7667,KR65333596C4,payment_lag_not_identifiable_from_maturity
7673,KR65333286C2,missing_explicit_survival_coupon
7674,KR65333526C1,payment_lag_not_identifiable_from_maturity
7676,KR65433216C8,nonpositive_annual_coupon
7677,KR65333876C0,missing_explicit_survival_coupon
7679,KR65333276C3,missing_explicit_survival_coupon
7680,KR65333296C1,missing_explicit_survival_coupon
7682,KR65733116C7,missing_explicit_survival_coupon
7683,KR65333826C5,missing_explicit_survival_coupon
7684,KR65333836C4,payment_lag_not_identifiable_from_maturity
7685,KR65433156C6,nonpositive_annual_coupon
7686,KR65333516C2,payment_lag_not_identifiable_from_maturity
7687,KR65333486C8,payment_lag_not_identifiable_from_maturity
7689,KR65333496C7,payment_lag_not_identifiable_from_maturity
7693,KR65333846C3,missing_explicit_survival_coupon
7694,20161129000051_14936,payment_lag_not_identifiable_from_maturity
7696,KR65033086C9,extra_formula_or_level_STRK_2
7698,KR65333896C8,payment_lag_not_identifiable_from_maturity
7699,KR65333886C9,missing_explicit_survival_coupon
7701,KR65333816C6,missing_explicit_survival_coupon
7702,KR65333506C3,payment_lag_not_identifiable_from_maturity
7705,KR65333256C5,extra_formula_or_level_PMT_1_FRML
7708,KR65333806C7,missing_explicit_survival_coupon
7714,KR65733436C9,missing_explicit_survival_coupon
7723,KR65333736C6,extra_formula_or_level_PMT_1_FRML
7724,KR65333766C3,missing_explicit_survival_coupon
7734,KR65433296C0,nonpositive_annual_coupon
7736,20161205000083_15000,missing_explicit_survival_coupon
7738,20161205000083_14999,payment_lag_not_identifiable_from_maturity
7739,KR65333776C2,missing_explicit_survival_coupon
7740,KR65433266C3,nonpositive_annual_coupon
7741,KR65433326C5,nonpositive_annual_coupon
7748,KR65933166C0,missing_explicit_survival_coupon
7752,KR65133476C1,unsupported_ki_window
7758,KR65333B36C8,payment_lag_not_identifiable_from_maturity
7759,KR65333B56C6,payment_lag_not_identifiable_from_maturity
7761,KR67033236C6,missing_explicit_survival_coupon
7763,KR65933146C2,missing_explicit_survival_coupon
7764,KR65933156C1,missing_explicit_survival_coupon
7766,KR65333AL6C7,payment_lag_not_identifiable_from_maturity
7768,KR65333B66C5,extra_formula_or_level_PMT_1_FRML
7774,KR65833326C1,payment_lag_not_identifiable_from_maturity
7775,KR65133376C3,unsupported_ki_window
7776,KR65333AM6C6,payment_lag_not_identifiable_from_maturity
7777,KR65733686C9,missing_explicit_survival_coupon
7778,KR65333BG6C3,missing_explicit_survival_coupon
7780,KR65333BC6C7,payment_lag_not_identifiable_from_maturity
7782,KR65333B96C2,payment_lag_not_identifiable_from_maturity
7785,KR65333BE6C5,payment_lag_not_identifiable_from_maturity
7787,KR65333BB6C8,payment_lag_not_identifiable_from_maturity
7788,KR65333BF6C4,payment_lag_not_identifiable_from_maturity
7790,KR65333BA6C9,payment_lag_not_identifiable_from_maturity
7793,KR65333BK6C7,missing_explicit_survival_coupon
7795,KR65333BJ6C0,missing_explicit_survival_coupon
7807,KR65433446C1,nonpositive_annual_coupon
7811,KR65733BK6C3,missing_explicit_survival_coupon
7814,20161208000020_15015,missing_explicit_survival_coupon
7815,KR65333A56C8,payment_lag_not_identifiable_from_maturity
7817,KR65333AC6C8,missing_explicit_survival_coupon
7821,KR65333AD6C7,missing_explicit_survival_coupon
7822,KR65333A86C5,extra_formula_or_level_PMT_1_FRML
7824,KR67333266C0,payment_lag_not_identifiable_from_maturity
7834,KR65133766C5,unsupported_ki_window
7835,KR65933496C1,missing_explicit_survival_coupon
7836,KR65333CV6C3,extra_formula_or_level_PMT_1_FRML
7837,KR65333CY6C0,payment_lag_not_identifiable_from_maturity
7838,KR65333CS6C8,payment_lag_not_identifiable_from_maturity
7840,KR65133696C4,unsupported_ki_window
7841,20161208000023_15021,payment_lag_not_identifiable_from_maturity
7845,KR65933476C3,missing_explicit_survival_coupon
7848,KR65333C96C0,payment_lag_not_identifiable_from_maturity
7854,KR66633266C9,unsupported_ki_window
7857,KR65133706C1,unsupported_ki_window
7858,KR65333CA6C8,payment_lag_not_identifiable_from_maturity
7860,KR65333D36C4,payment_lag_not_identifiable_from_maturity
7862,KR65333CP6C1,payment_lag_not_identifiable_from_maturity
7871,KR65333CQ6C0,missing_explicit_survival_coupon
7872,KR65333D56C2,payment_lag_not_identifiable_from_maturity
7873,KR65333D66C1,missing_explicit_survival_coupon
7878,KR65733BT6C4,missing_explicit_survival_coupon
7880,KR65333CR6C9,payment_lag_not_identifiable_from_maturity
7889,KR65333C06C9,missing_explicit_survival_coupon
7892,KR65333C26C7,missing_explicit_survival_coupon
7895,KR65333C16C8,missing_explicit_survival_coupon
7896,KR65933636C2,missing_explicit_survival_coupon
7900,KR65333D26C5,missing_explicit_survival_coupon
7902,KR65333BW6C3,extra_formula_or_level_PMT_1_FRML
7905,KR65933646C1,missing_explicit_survival_coupon
7912,KR65333BZ6C0,missing_explicit_survival_coupon
7914,KR65333DY6C9,payment_lag_not_identifiable_from_maturity
7916,KR65733E36C3,missing_explicit_survival_coupon
7921,KR65133A76C0,unsupported_ki_window
7922,KR65133A66C1,unsupported_ki_window
7923,KR65133AF6C7,unsupported_ki_window
7925,KR67033626C8,missing_explicit_survival_coupon
7934,KR65333EP6C9,missing_explicit_survival_coupon
7937,KR65333EN6C1,payment_lag_not_identifiable_from_maturity
7939,KR65233AG6C5,missing_explicit_survival_coupon
7942,KR65733DK6C1,missing_explicit_survival_coupon
7945,KR65333DP6C0,missing_explicit_survival_coupon
7946,KR65333DS6C7,unsupported_PRCP_GRTE_RT
7953,KR65333DL6C4,extra_formula_or_level_PMT_1_FRML
7955,KR65333DQ6C9,missing_explicit_survival_coupon
7956,KR66733256C9,monthly_evaluation_outside_life
7957,KR65333DR6C8,payment_lag_not_identifiable_from_maturity
7959,KR65333DM6C3,missing_explicit_survival_coupon
7979,KR65733FM6C7,missing_explicit_survival_coupon
7984,KR6543305710,nonpositive_annual_coupon
7985,KR6533320711,payment_lag_not_identifiable_from_maturity
7986,KR6533319713,missing_explicit_survival_coupon
7990,KR6573301712,missing_explicit_survival_coupon
7995,KR6573330711,missing_explicit_survival_coupon
8005,KR6533318715,payment_lag_not_identifiable_from_maturity
8009,KR6533309714,missing_explicit_survival_coupon
8011,KR6533340719,payment_lag_not_identifiable_from_maturity
8014,KR6533310712,missing_explicit_survival_coupon
8020,KR6533311710,missing_explicit_survival_coupon
8024,KR6533307718,extra_formula_or_level_PMT_1_FRML
8025,KR6533341717,missing_explicit_survival_coupon
8029,KR6533305712,payment_lag_not_identifiable_from_maturity
8032,KR6513304719,unsupported_ki_window
8033,KR6513305716,unsupported_ki_window
8042,KR6573383710,missing_explicit_survival_coupon
8043,KR6533359719,extra_formula_or_level_PMT_1_FRML
8044,KR6533358711,payment_lag_not_identifiable_from_maturity
8053,KR6513313710,unsupported_ki_window
8075,KR6533370716,missing_explicit_survival_coupon
8076,KR6573377712,missing_explicit_survival_coupon
8081,KR6533364719,payment_lag_not_identifiable_from_maturity
8087,KR65733A2713,missing_explicit_survival_coupon
8093,KR6533331718,missing_explicit_survival_coupon
8094,KR6583334711,payment_lag_not_identifiable_from_maturity
8096,KR6583330719,payment_lag_not_identifiable_from_maturity
8103,KR6533333714,missing_explicit_survival_coupon
8105,KR6583332715,payment_lag_not_identifiable_from_maturity
8106,KR6533329712,extra_formula_or_level_PMT_1_FRML
8109,KR6533332716,payment_lag_not_identifiable_from_maturity
8126,KR6513332710,unsupported_ki_window
8129,KR6513325714,unsupported_ki_window
8134,KR6663308718,unsupported_ki_window
8151,KR65333AM716,payment_lag_not_identifiable_from_maturity
8157,KR6503368716,extra_formula_or_level_STRK_2
8161,KR65733BM715,missing_explicit_survival_coupon
8169,KR65333AK710,payment_lag_not_identifiable_from_maturity
8178,KR65333AL718,payment_lag_not_identifiable_from_maturity
8182,KR6523349712,missing_explicit_survival_coupon
8187,KR65333BH714,missing_explicit_survival_coupon
8190,KR6533382711,missing_explicit_survival_coupon
8193,KR6583385713,missing_explicit_survival_coupon
8196,20170117000208_1619,payment_lag_not_identifiable_from_maturity
8198,KR6583383718,payment_lag_not_identifiable_from_maturity
8199,KR6533383719,missing_explicit_survival_coupon
8201,KR6583381712,payment_lag_not_identifiable_from_maturity
8202,KR6533379717,extra_formula_or_level_PMT_1_FRML
8204,KR6583379716,payment_lag_not_identifiable_from_maturity
8206,KR65733CE710,missing_explicit_survival_coupon
8233,KR6513364713,unsupported_ki_window
8237,KR6513358715,payment_lag_not_identifiable_from_maturity
8239,KR65333C5718,payment_lag_not_identifiable_from_maturity
8240,KR6513355711,payment_lag_not_identifiable_from_maturity
8242,KR65333BD713,payment_lag_not_identifiable_from_maturity
8243,KR65333BE711,payment_lag_not_identifiable_from_maturity
8246,KR6513356719,payment_lag_not_identifiable_from_maturity
8253,KR65033AC713,extra_formula_or_level_STRK_2
8254,KR65333C2715,payment_lag_not_identifiable_from_maturity
8256,KR65333CL714,missing_explicit_survival_coupon
8257,KR65333CH712,missing_explicit_survival_coupon
8259,KR65333C3713,extra_formula_or_level_PMT_1_FRML
8263,KR65033AB715,extra_formula_or_level_STRK_2
8264,KR65333C8712,payment_lag_not_identifiable_from_maturity
8265,KR65333CK716,payment_lag_not_identifiable_from_maturity
8271,KR65333C9710,payment_lag_not_identifiable_from_maturity
8272,KR65333C4711,payment_lag_not_identifiable_from_maturity
8273,KR65333CJ718,missing_explicit_survival_coupon
8289,KR65333DG712,payment_lag_not_identifiable_from_maturity
8292,KR6513382715,unsupported_ki_window
8294,KR65833AJ711,payment_lag_not_identifiable_from_maturity
8295,KR65833AN713,missing_explicit_survival_coupon
8296,KR65333B2716,missing_explicit_survival_coupon
8297,KR65333AZ718,extra_formula_or_level_PMT_1_FRML
8298,KR65833AL717,payment_lag_not_identifiable_from_maturity
8300,KR65333B1718,payment_lag_not_identifiable_from_maturity
8304,KR65833AD714,monthly_evaluation_outside_life
8314,KR6513388712,unsupported_ki_window
8315,KR6513383713,unsupported_ki_window
8318,20170124000244_1623,payment_lag_not_identifiable_from_maturity
8319,KR65333DH710,payment_lag_not_identifiable_from_maturity
8322,KR65733E5712,missing_explicit_survival_coupon
8326,20170123000312_3683,unsupported_ki_window
8332,KR6533330728,extra_formula_or_level_PMT_1_FRML
8336,KR6533328722,payment_lag_not_identifiable_from_maturity
8341,KR6503339725,extra_formula_or_level_STRK_2
8342,KR6533316727,payment_lag_not_identifiable_from_maturity
8344,20170119000038_15277,payment_lag_not_identifiable_from_maturity
8348,KR6533326726,payment_lag_not_identifiable_from_maturity
8353,KR6533339729,payment_lag_not_identifiable_from_maturity
8354,KR6533324721,payment_lag_not_identifiable_from_maturity
8356,KR6533340727,missing_explicit_survival_coupon
8359,KR6533333722,extra_formula_or_level_PMT_1_FRML
8363,KR6533332724,payment_lag_not_identifiable_from_maturity
8366,KR6533331726,extra_formula_or_level_PMT_1_FRML
