segment,n,gap_legacy,gap_corrected,MAPE_legacy,MAPE_corrected
"(0.699, 0.875]",7351,-992.5064841100581,-1078.298643717342,12.51549341431277,13.473224208565743
"(0.875, 0.903]",7351,-748.1020181846217,-820.0661716210024,9.354048237091355,10.082778260807514
"(0.903, 0.922]",7351,-650.3950506809972,-711.3529980865673,7.694202224183855,8.291992774449136
"(0.922, 0.94]",7349,-523.273259051427,-584.7059918083553,6.216277526593724,6.776385812449009
"(0.94, 0.961]",7350,-323.4162838962921,-389.573196408803,4.398474817111456,4.8879175706946345
"(0.961, 1.049]",7351,-48.603086763223374,-131.80370109224464,2.8100866068925123,3.08450116976398
