item,i,case,monthly,structure,axis,h,mc,delta,delta_se,affected,seed_min,seed_max
KR6SH0001D24,35274,21,False,STEP no-KI,last_strike,0.005,0.9528308252918456,-15.645663047542172,0.7296846847246242,458,-17.01748120019503,-14.851114670339097
KR6SH0001D24,35274,22,False,STEP no-KI,last_strike,0.01,0.9512750906611311,-31.20300935468697,1.0253728327628908,919,-32.810007918965375,-28.843646090069804
KR6SH0001D24,35274,23,False,STEP no-KI,last_strike,0.025,0.9469308925029608,-74.64499093638887,1.5636857005411564,2237,-78.79252743107183,-68.59674333833843
KR6SH0001D24,35274,24,False,STEP no-KI,last_strike,0.05,0.9403098827925072,-140.85508804092538,2.0982296399696936,4349,-146.81556371773596,-135.2494790848367
KR6SY0000L16,35275,0,True,STEP no-KI,base,0.0,0.9575894066683222,0.0,0.0,0,0.0,0.0
KR6SY0000L16,35275,1,True,STEP no-KI,coupon_regular,-0.01,0.9459289982079538,-116.60408460368359,0.22573980170496036,120000,-117.08806366135971,-115.73254108867938
KR6SY0000L16,35275,2,True,STEP no-KI,coupon_regular,-0.005,0.9517592024381379,-58.302042301841446,0.11286990085248132,120000,-58.5440318306795,-57.86627054433935
KR6SY0000L16,35275,3,True,STEP no-KI,coupon_regular,-0.0025,0.9546743045532302,-29.151021150920467,0.05643495042624062,120000,-29.2720159153395,-28.933135272169416
KR6SY0000L16,35275,4,True,STEP no-KI,coupon_regular,-0.001,0.9564233658222853,-11.660408460368032,0.02257398017049681,120000,-11.708806366135649,-11.57325410886761
KR6SY0000L16,35275,5,True,STEP no-KI,coupon_regular,0.001,0.9587554475143589,11.660408460368132,0.022573980170497106,120000,11.573254108867705,11.708806366135747
KR6SY0000L16,35275,6,True,STEP no-KI,coupon_regular,0.0025,0.9605045087834143,29.151021150920986,0.05643495042624075,120000,28.933135272169938,29.272015915340017
KR6SY0000L16,35275,7,True,STEP no-KI,coupon_regular,0.005,0.9634196108985063,58.302042301841404,0.11286990085248122,120000,57.8662705443393,58.54403183067947
KR6SY0000L16,35275,8,True,STEP no-KI,coupon_regular,0.01,0.9692498151286908,116.60408460368397,0.2257398017049603,120000,115.73254108867977,117.08806366136007
KR6SY0000L16,35275,9,True,STEP no-KI,first_strike,-0.05,0.9701663055277643,125.7689885944202,2.4847854209194167,26216,121.25543585328313,129.7815428300408
KR6SY0000L16,35275,10,True,STEP no-KI,first_strike,-0.025,0.9629576772634665,53.682705951443616,1.6753185899004959,13485,52.11771084072578,54.6921566272237
KR6SY0000L16,35275,11,True,STEP no-KI,first_strike,-0.01,0.9597251348744001,21.357282060778235,1.0535487694465242,5359,18.934459045843912,22.955860731989308
KR6SY0000L16,35275,12,True,STEP no-KI,first_strike,-0.005,0.958579500862407,9.900941940847684,0.7212961193045214,2660,9.1203853998006,11.048610289388169
KR6SY0000L16,35275,13,True,STEP no-KI,first_strike,0.005,0.9566885629039559,-9.008437643663122,0.6940780601166501,2685,-10.429275959880309,-6.339317255713203
KR6SY0000L16,35275,14,True,STEP no-KI,first_strike,0.01,0.9558897809393405,-16.996257289815265,0.9616978563117387,5373,-18.77451211072408,-14.023581029919558
KR6SY0000L16,35275,15,True,STEP no-KI,first_strike,0.025,0.9539239829522281,-36.65423716094053,1.4437486479993122,13073,-38.58763737160206,-34.30719532140625
KR6SY0000L16,35275,16,True,STEP no-KI,first_strike,0.05,0.9515955934355137,-59.93813232808437,1.8907998932214929,24751,-64.03350616471315,-54.94503950222173
KR6SY0000L16,35275,17,True,STEP no-KI,last_strike,-0.05,0.9717620821135265,141.72675445204396,2.0257315257605524,4710,137.42304211689935,147.35695830587014
KR6SY0000L16,35275,18,True,STEP no-KI,last_strike,-0.025,0.9644767545434018,68.87347875079722,1.401902737430571,2367,64.64629966688162,72.36262513282782
KR6SY0000L16,35275,19,True,STEP no-KI,last_strike,-0.01,0.9603449052938914,27.55498625569121,0.882564437107509,967,26.58999580337951,28.961237771235314
KR6SY0000L16,35275,20,True,STEP no-KI,last_strike,-0.005,0.9589588029564141,13.693962880921022,0.6212039905321675,484,12.139636029171475,15.614768293861719
KR6SY0000L16,35275,21,True,STEP no-KI,last_strike,0.005,0.9563785229553391,-12.108837129831873,0.5801985034426019,434,-12.970336480526829,-11.212900566955728
KR6SY0000L16,35275,22,True,STEP no-KI,last_strike,0.01,0.9551084196534309,-24.809870148912385,0.8257729174593086,896,-25.673275706379247,-23.58445953606786
KR6SY0000L16,35275,23,True,STEP no-KI,last_strike,0.025,0.9518281969844777,-57.61209683844318,1.2389619670191834,2125,-58.89464091672414,-56.64811306094261
KR6SY0000L16,35275,24,True,STEP no-KI,last_strike,0.05,0.9471009586136044,-104.88448054717693,1.6304597986630545,4008,-107.77296891740056,-102.63969562868826
KR6BK00004A9,35277,0,False,STEP KI,base,0.0,0.9838516502834551,0.0,0.0,0,0.0,0.0
KR6BK00004A9,35277,1,False,STEP KI,coupon_regular,-0.01,0.9763543364356129,-74.9731384784179,0.19483126188986252,112965,-75.75783723610094,-74.4378526262826
KR6BK00004A9,35277,2,False,STEP KI,coupon_regular,-0.005,0.980102993359534,-37.48656923920923,0.09741563094493212,112965,-37.87891861805076,-37.21892631314158
KR6BK00004A9,35277,3,False,STEP KI,coupon_regular,-0.0025,0.9819773218214946,-18.743284619604502,0.048707815472466644,112965,-18.939459309025267,-18.609463156570676
KR6BK00004A9,35277,4,False,STEP KI,coupon_regular,-0.001,0.9831019188986707,-7.49731384784201,0.01948312618898734,112965,-7.575783723610319,-7.443785262628476
KR6BK00004A9,35277,5,False,STEP KI,coupon_regular,0.001,0.9846013816682391,7.497313847841675,0.019483126188985993,112965,7.443785262628147,7.575783723609979
KR6BK00004A9,35277,6,False,STEP KI,coupon_regular,0.0025,0.9857259787454155,18.74328461960583,0.0487078154724625,112965,18.60946315657202,18.939459309026574
KR6BK00004A9,35277,7,False,STEP KI,coupon_regular,0.005,0.9876003072073758,37.48656923921029,0.09741563094492885,112965,37.21892631314266,37.8789186180518
KR6BK00004A9,35277,8,False,STEP KI,coupon_regular,0.01,0.9913489641312968,74.97313847841963,0.19483126188986158,112965,74.43785262628434,75.75783723610266
KR6BK00004A9,35277,9,False,STEP KI,ki_barrier,-0.05,0.9959703347388111,121.18684455356096,2.2944428963659336,2755,117.63561417432679,126.25211502334041
KR6BK00004A9,35277,10,False,STEP KI,ki_barrier,-0.025,0.9900849813932269,62.3333110977199,1.6362261299839638,1448,59.87716079904055,65.1328973556405
KR6BK00004A9,35277,11,False,STEP KI,ki_barrier,-0.01,0.9863583755370615,25.067252536066427,1.032714724674536,592,22.87100545824521,27.2498367451037
KR6BK00004A9,35277,12,False,STEP KI,ki_barrier,-0.005,0.9850079741947199,11.563239112649544,0.6999078087256124,275,9.69071201148358,13.839311919486143
KR6BK00004A9,35277,13,False,STEP KI,ki_barrier,0.005,0.9826143341984508,-12.373160850042463,0.7224466859921757,295,-13.79870682489915,-11.122366004142032
KR6BK00004A9,35277,14,False,STEP KI,ki_barrier,0.01,0.9813947961768412,-24.568541066136635,1.0127288466530902,591,-25.81747033770311,-23.122085976025772
KR6BK00004A9,35277,15,False,STEP KI,ki_barrier,0.025,0.9778342331267061,-60.174171567489125,1.5687933404653727,1467,-63.13265647782193,-56.71064252404718
KR6BK00004A9,35277,16,False,STEP KI,ki_barrier,0.05,0.9727445348039211,-111.07115479533692,2.098067098959995,2764,-114.08396889738134,-108.52823224804484
KR6BK00004A9,35277,17,False,STEP KI,first_strike,-0.05,0.9926401623930867,87.88512109631635,2.2898230550255296,17438,85.59072098211071,89.3616574780904
KR6BK00004A9,35277,18,False,STEP KI,first_strike,-0.025,0.9883108801592535,44.59229875798663,1.6427674347292502,9608,43.57634310372333,46.024051179701196
KR6BK00004A9,35277,19,False,STEP KI,first_strike,-0.01,0.9855415967290703,16.899464456153,1.0241563371503961,4030,14.188348910848914,19.251350927134116
KR6BK00004A9,35277,20,False,STEP KI,first_strike,-0.005,0.9847608446618947,9.09194378439707,0.7497093360037574,2117,7.850937441277361,10.200896678221476
KR6BK00004A9,35277,21,False,STEP KI,first_strike,0.005,0.9830680244403946,-7.836258430602055,0.713694358920269,2170,-9.56165188132925,-6.19339919746915
KR6BK00004A9,35277,22,False,STEP KI,first_strike,0.01,0.9823818515386759,-14.6979874477923,0.984554273008878,4324,-15.359855669231822,-13.445437930010861
KR6BK00004A9,35277,23,False,STEP KI,first_strike,0.025,0.980481181892003,-33.70468391451921,1.5083417745571386,11257,-34.227080992716466,-33.22484096384288
KR6BK00004A9,35277,24,False,STEP KI,first_strike,0.05,0.9780259006274474,-58.25749656007454,2.0296609119289006,23457,-60.009656978875036,-57.075654417198905
KR6BK00004A9,35277,25,False,STEP KI,last_strike,-0.05,0.9844823177725021,6.3066748904724035,0.45986805724296015,188,5.632925533940578,7.6385315237209985
KR6BK00004A9,35277,26,False,STEP KI,last_strike,-0.025,0.984127604330112,2.759540466571483,0.299254142674249,85,2.1357385465936125,3.5155344401949593
KR6BK00004A9,35277,27,False,STEP KI,last_strike,-0.01,0.9839213636638106,0.6971338035557173,0.14861984425672062,22,0.6650264857612289,0.75958846268998
KR6BK00004A9,35277,28,False,STEP KI,last_strike,-0.005,0.9838894656611882,0.3781537773329061,0.10915921008668522,12,0.2834555472278706,0.4726708911004191
KR6BK00004A9,35277,29,False,STEP KI,last_strike,0.005,0.9837894173277466,-0.6223295570844333,0.139147317713165,20,-0.8397769616607191,-0.2803622279521023
KR6BK00004A9,35277,30,False,STEP KI,last_strike,0.01,0.9837464425029073,-1.0520778054763484,0.1804103965416274,34,-1.2991239476079683,-0.74192904257362
KR6BK00004A9,35277,31,False,STEP KI,last_strike,0.025,0.9836476035544692,-2.040467289857233,0.24925796160437158,67,-2.6466887526397844,-1.190711884235288
KR6BK00004A9,35277,32,False,STEP KI,last_strike,0.05,0.9835571728964665,-2.9447738698849184,0.2960706496032892,99,-3.2352748578490456,-2.463575869026037
KR6MZ0000MW9,35279,0,False,LIZARD KI,base,0.0,0.9941081786689021,0.0,0.0,0,0.0,0.0
KR6MZ0000MW9,35279,1,False,LIZARD KI,coupon_regular,-0.01,0.9826668128174934,-114.41365851408762,0.28214383051627984,101215,-114.81258049728815,-113.90820032036765
KR6MZ0000MW9,35279,2,False,LIZARD KI,coupon_regular,-0.005,0.9883874957431976,-57.20682925704411,0.14107191525813845,101215,-57.40629024864438,-56.95410016018414
KR6MZ0000MW9,35279,3,False,LIZARD KI,coupon_regular,-0.0025,0.9912478372060498,-28.60341462852195,0.07053595762907118,101215,-28.703145124322088,-28.477050080091953
KR6MZ0000MW9,35279,4,False,LIZARD KI,coupon_regular,-0.001,0.9929640420837614,-11.441365851408506,0.028214383051628017,101215,-11.481258049728558,-11.390820032036508
KR6MZ0000MW9,35279,5,False,LIZARD KI,coupon_regular,0.001,0.9952523152540429,11.44136585140898,0.02821438305162812,101215,11.390820032036983,11.481258049729039
KR6MZ0000MW9,35279,6,False,LIZARD KI,coupon_regular,0.0025,0.9969685201317542,28.603414628521715,0.07053595762906976,101215,28.47705008009173,28.70314512432186
KR6MZ0000MW9,35279,7,False,LIZARD KI,coupon_regular,0.005,0.9998288615946064,57.20682925704366,0.1410719152581417,101215,56.95410016018367,57.406290248643934
KR6MZ0000MW9,35279,8,False,LIZARD KI,coupon_regular,0.01,1.0055495445203106,114.41365851408682,0.2821438305162821,101215,113.90820032036686,114.81258049728739
KR6MZ0000MW9,35279,9,False,LIZARD KI,ki_barrier,-0.05,1.009293112368009,151.84933699106918,2.582723509985966,3392,147.83640378225823,157.43530919246803
KR6MZ0000MW9,35279,10,False,LIZARD KI,ki_barrier,-0.025,1.00234932594052,82.41147271618112,1.8939540647655735,1881,80.34555926851998,85.27300721444956
KR6MZ0000MW9,35279,11,False,LIZARD KI,ki_barrier,-0.01,0.997690208782977,35.820301140749315,1.2466631405739865,827,33.49437539892074,37.412883234631536
KR6MZ0000MW9,35279,12,False,LIZARD KI,ki_barrier,-0.005,0.9958360672022192,17.27888533316969,0.8631028721111597,403,16.108650930978165,18.09852597555252
KR6MZ0000MW9,35279,13,False,LIZARD KI,ki_barrier,0.005,0.9922474737189241,-18.60704949978021,0.8913449611782899,438,-20.184229921362743,-16.97163893905495
KR6MZ0000MW9,35279,14,False,LIZARD KI,ki_barrier,0.01,0.9904663625254361,-36.41816143465959,1.240175503368264,864,-39.91821750104761,-33.25775782398391
KR6MZ0000MW9,35279,15,False,LIZARD KI,ki_barrier,0.025,0.9843755436808643,-97.32634988037671,2.0058202732243866,2329,-101.64292013253979,-94.24429436724088
KR6MZ0000MW9,35279,16,False,LIZARD KI,ki_barrier,0.05,0.9739673813803023,-201.40797288599828,2.8240930504390396,4921,-207.55239026085476,-195.46948838296316
KR6MZ0000MW9,35279,17,False,LIZARD KI,first_strike,-0.05,0.994912718120029,8.045394511270251,1.3644221764161957,18785,5.082829745662636,10.068355267553601
KR6MZ0000MW9,35279,18,False,LIZARD KI,first_strike,-0.025,0.9942762379788668,1.6805930996462384,0.7973073824191992,7530,0.5848228457585829,2.715904525418475
KR6MZ0000MW9,35279,19,False,LIZARD KI,first_strike,-0.01,0.9941200993804823,0.11920711580174619,0.43730208648531393,2642,-0.8605181934735284,1.6114539350499724
KR6MZ0000MW9,35279,20,False,LIZARD KI,first_strike,-0.005,0.9941356242128939,0.27445543991804294,0.31199486539521426,1232,-0.16122493977005015,0.8935750771611402
KR6MZ0000MW9,35279,21,False,LIZARD KI,first_strike,0.005,0.9941429337101837,0.347550412815141,0.2521182097686141,1129,0.05667203658105771,0.6114849213998164
KR6MZ0000MW9,35279,22,False,LIZARD KI,first_strike,0.01,0.9941057680803137,-0.0241058858846581,0.3957407811406415,2195,-0.3459461921603227,0.3199027870895871
KR6MZ0000MW9,35279,23,False,LIZARD KI,first_strike,0.025,0.9941382799986145,0.3010132971237617,0.5584770548181631,4718,0.04509949757729692,0.43801209041512346
KR6MZ0000MW9,35279,24,False,LIZARD KI,first_strike,0.05,0.9942194225830925,1.1124391419039164,0.6632356023036009,7382,0.1726912653549746,1.6449486368762682
KR6MZ0000MW9,35279,25,False,LIZARD KI,last_strike,-0.05,0.9947448468165204,6.366681476183722,0.46423352245275934,188,5.66108705733451,7.33075247315968
KR6MZ0000MW9,35279,26,False,LIZARD KI,last_strike,-0.025,0.9943565457572513,2.4836708834931174,0.28484971160953615,76,2.156403329258568,2.7484723238967312
KR6MZ0000MW9,35279,27,False,LIZARD KI,last_strike,-0.01,0.9941752463224086,0.6706765350656685,0.14634571056364543,21,0.5727434715674852,0.7701793288988323
KR6MZ0000MW9,35279,28,False,LIZARD KI,last_strike,-0.005,0.9941430791738043,0.3490050490231829,0.10522530122625678,11,0.09487955289325833,0.47655807373726605
KR6MZ0000MW9,35279,29,False,LIZARD KI,last_strike,0.005,0.9940454343423039,-0.6274432659814797,0.14029036953597185,20,-0.8465190759273303,-0.37690244946867657
KR6MZ0000MW9,35279,30,False,LIZARD KI,last_strike,0.01,0.9940206909906925,-0.8748767820962782,0.16532201326422727,28,-1.0318292994023213,-0.6553240514813261
KR6MZ0000MW9,35279,31,False,LIZARD KI,last_strike,0.025,0.9939302089649662,-1.7796970393583182,0.23367536829138086,58,-1.9347831565472413,-1.6682648816705212
KR6MZ0000MW9,35279,32,False,LIZARD KI,last_strike,0.05,0.9938355026081277,-2.726760607744475,0.2859377671054299,91,-3.1461615076264913,-2.2659532905224675
KR6MZ0000MX7,35281,0,False,LIZARD no-KI,base,0.0,0.9978423391101054,0.0,0.0,0,0.0,0.0
KR6MZ0000MX7,35281,1,False,LIZARD no-KI,coupon_regular,-0.01,0.9942831166598681,-35.59222450237393,0.1241193989272117,72843,-35.80288445616734,-35.38003474315215
KR6MZ0000MX7,35281,2,False,LIZARD no-KI,coupon_regular,-0.005,0.9960627278849866,-17.7961122511876,0.0620596994636065,72843,-17.901442228084306,-17.690017371576715
KR6MZ0000MX7,35281,3,False,LIZARD no-KI,coupon_regular,-0.0025,0.9969525334975463,-8.898056125593763,0.031029849731802648,72843,-8.950721114042114,-8.845008685788322
KR6MZ0000MX7,35281,4,False,LIZARD no-KI,coupon_regular,-0.001,0.9974864168650817,-3.5592224502380057,0.012411939892721477,72843,-3.5802884456173443,-3.538003474315829
KR6MZ0000MX7,35281,5,False,LIZARD no-KI,coupon_regular,0.001,0.998198261355129,3.5592224502367897,0.012411939892720906,72843,3.538003474314613,3.580288445616133
KR6MZ0000MX7,35281,6,False,LIZARD no-KI,coupon_regular,0.0025,0.9987321447226647,8.89805612559258,0.031029849731802606,72843,8.845008685787136,8.950721114040938
KR6MZ0000MX7,35281,7,False,LIZARD no-KI,coupon_regular,0.005,0.9996219503352242,17.796112251186376,0.06205969946360581,72843,17.69001737157549,17.901442228083084
KR6MZ0000MX7,35281,8,False,LIZARD no-KI,coupon_regular,0.01,1.0014015615603429,35.592224502372716,0.12411939892721119,72843,35.380034743150944,35.80288445616614
KR6MZ0000MX7,35281,9,False,LIZARD no-KI,first_strike,-0.05,0.9979257908504524,0.8345174034699403,0.2090436541637985,287,0.7566415331001035,0.9371118511736554
KR6MZ0000MX7,35281,10,False,LIZARD no-KI,first_strike,-0.025,0.9978546489513662,0.1230984126066893,0.0852156928380974,95,0.041331962293087304,0.1644065972032544
KR6MZ0000MX7,35281,11,False,LIZARD no-KI,first_strike,-0.01,0.9978519016047072,0.09562494601895337,0.06966766842027992,33,0.07965226317299046,0.1140072055934967
KR6MZ0000MX7,35281,12,False,LIZARD no-KI,first_strike,-0.005,0.9978445859346644,0.022468245590592406,0.03251240995290569,13,-0.010971687020421728,0.08667776891176465
KR6MZ0000MX7,35281,13,False,LIZARD no-KI,first_strike,0.005,0.9978432582560142,0.009191459086517714,0.003155081534252529,11,0.00622600883967428,0.013047023300313154
KR6MZ0000MX7,35281,14,False,LIZARD no-KI,first_strike,0.01,0.9978438116790221,0.014725689166228184,0.003712402346136246,19,0.01245201767934856,0.01927303213998743
KR6MZ0000MX7,35281,15,False,LIZARD no-KI,first_strike,0.025,0.9978455411259219,0.03202015816532341,0.005073385467700009,44,0.020753362798914265,0.048327740058467406
KR6MZ0000MX7,35281,16,False,LIZARD no-KI,first_strike,0.05,0.9978469938613179,0.046547512124563394,0.0059815990485354185,65,0.03528071675815425,0.06285509401770739
KR6MZ0000MX7,35281,17,False,LIZARD no-KI,last_strike,-0.05,1.000613809140485,27.714700303796434,0.9987096937168793,766,26.997584075163,28.935648861652417
KR6MZ0000MX7,35281,18,False,LIZARD no-KI,last_strike,-0.025,0.9991595419408613,13.17202830755835,0.6792282317509813,375,11.83229356799904,14.199443495937729
KR6MZ0000MX7,35281,19,False,LIZARD no-KI,last_strike,-0.01,0.9983779846860287,5.356455759231707,0.4299744739605163,155,3.939144020134989,6.321359332209934
KR6MZ0000MX7,35281,20,False,LIZARD no-KI,last_strike,-0.005,0.9980896067637277,2.472676536222763,0.29132329910728866,72,1.8571916714605494,3.090306760481581
KR6MZ0000MX7,35281,21,False,LIZARD no-KI,last_strike,0.005,0.9976184062951396,-2.2393281496584465,0.27556915138500665,66,-2.543241693829251,-1.8314831419944735
KR6MZ0000MX7,35281,22,False,LIZARD no-KI,last_strike,0.01,0.9974171363032973,-4.252028068081932,0.3786118479744637,126,-4.656001592906458,-3.6443491227391034
KR6MZ0000MX7,35281,23,False,LIZARD no-KI,last_strike,0.025,0.9967494180219277,-10.929210881777044,0.6008995005666687,330,-11.434501244401332,-10.521007450612458
KR6MZ0000MX7,35281,24,False,LIZARD no-KI,last_strike,0.05,0.9957703171434148,-20.720219666905077,0.8148044416433523,644,-22.963994566621878,-18.194751522125053
KR6MD0001HW4,36071,0,False,LIZARD no-KI,base,0.0,0.9548447758194378,0.0,0.0,0,0.0,0.0
KR6MD0001HW4,36071,1,False,LIZARD no-KI,coupon_regular,-0.01,0.9460091901622193,-88.35585657218621,0.26204999010529934,88240,-89.52984565239566,-87.6259712340044
KR6MD0001HW4,36071,2,False,LIZARD no-KI,coupon_regular,-0.005,0.9504269829908286,-44.177928286093014,0.13102499505265058,88240,-44.76492282619773,-43.81298561700211
KR6MD0001HW4,36071,3,False,LIZARD no-KI,coupon_regular,-0.0025,0.9526358794051333,-22.088964143045718,0.06551249752632517,88240,-22.382461413098078,-21.90649280850026
KR6MD0001HW4,36071,4,False,LIZARD no-KI,coupon_regular,-0.001,0.9539612172537161,-8.835585657218115,0.026204999010530493,88240,-8.952984565239063,-8.762597123399935
KR6MD0001HW4,36071,5,False,LIZARD no-KI,coupon_regular,0.001,0.9557283343851597,8.835585657218438,0.026204999010529476,88240,8.762597123400253,8.95298456523938
KR6MD0001HW4,36071,6,False,LIZARD no-KI,coupon_regular,0.0025,0.9570536722337426,22.08896414304661,0.06551249752632396,88240,21.906492808501163,22.382461413098966
KR6MD0001HW4,36071,7,False,LIZARD no-KI,coupon_regular,0.005,0.9592625686480473,44.177928286093504,0.13102499505264845,88240,43.81298561700262,44.76492282619822
KR6MD0001HW4,36071,8,False,LIZARD no-KI,coupon_regular,0.01,0.9636803614766565,88.35585657218647,0.26204999010529917,88240,87.62597123400465,89.5298456523959
KR6MD0001HW4,36071,9,False,LIZARD no-KI,first_strike,-0.05,0.9607042561326042,58.59480313166482,2.0647618851274063,26760,56.26371339112777,60.787502604736325
KR6MD0001HW4,36071,10,False,LIZARD no-KI,first_strike,-0.025,0.9568123253217645,19.67549502326572,1.3056309610495964,13150,19.274240786840746,20.160297154023638
KR6MD0001HW4,36071,11,False,LIZARD no-KI,first_strike,-0.01,0.9553698127901106,5.250369706727028,0.7504233115209804,5073,3.802482962456413,6.054093257135496
KR6MD0001HW4,36071,12,False,LIZARD no-KI,first_strike,-0.005,0.9550229996949999,1.7822387556213126,0.4951180261570109,2490,0.11714901002061434,3.367722578926732
KR6MD0001HW4,36071,13,False,LIZARD no-KI,first_strike,0.005,0.9546241406205203,-2.206351989175752,0.5017714174213093,2373,-2.4953616609140683,-1.7143929747262792
KR6MD0001HW4,36071,14,False,LIZARD no-KI,first_strike,0.01,0.9544606893333981,-3.840864860397814,0.6845631169939637,4721,-5.646841911421675,-2.340069523562569
KR6MD0001HW4,36071,15,False,LIZARD no-KI,first_strike,0.025,0.9541440471953107,-7.00728624127301,1.0065672768615854,11227,-8.740522712368815,-5.353902721014984
KR6MD0001HW4,36071,16,False,LIZARD no-KI,first_strike,0.05,0.953968889988385,-8.75885831052693,1.2802695965085766,20414,-10.060053658092782,-6.732301382016551
KR6MD0001HW4,36071,17,False,LIZARD no-KI,last_strike,-0.05,0.973406858921351,185.6208310191337,2.6074104412421413,4867,183.1113855324786,190.05944168746674
KR6MD0001HW4,36071,18,False,LIZARD no-KI,last_strike,-0.025,0.9638765210837473,90.31745264309609,1.8133841797162518,2431,88.71357282311601,91.5740139882243
KR6MD0001HW4,36071,19,False,LIZARD no-KI,last_strike,-0.01,0.9583978883221588,35.531125027209576,1.1350658432916796,972,33.88197396520127,37.2929432340692
KR6MD0001HW4,36071,20,False,LIZARD no-KI,last_strike,-0.005,0.9566366728260868,17.918970066489816,0.8053777510904867,493,16.894951908997903,18.5369169790779
KR6MD0001HW4,36071,21,False,LIZARD no-KI,last_strike,0.005,0.9531728316156188,-16.71944203818913,0.7738490081332182,465,-17.800352808759886,-15.963661150795232
KR6MD0001HW4,36071,22,False,LIZARD no-KI,last_strike,0.01,0.9514839461696946,-33.60829649743178,1.0919074370815105,940,-34.860406757995435,-32.29460650518871
KR6MD0001HW4,36071,23,False,LIZARD no-KI,last_strike,0.025,0.9464126180136851,-84.32157805752615,1.7045120046429427,2399,-86.12680041829873,-81.59810120277672
KR6MD0001HW4,36071,24,False,LIZARD no-KI,last_strike,0.05,0.9389216355725466,-159.23140246891168,2.2889387352469552,4657,-161.69327897104202,-156.2292622378443
KR6MZ0000RS6,36113,0,False,LIZARD KI,base,0.0,1.0075171211388718,0.0,0.0,0,0.0,0.0
KR6MZ0000RS6,36113,1,False,LIZARD KI,coupon_regular,-0.01,1.000073658135188,-74.43463003684009,0.22931399544999057,99266,-74.82304044077748,-73.90363399741814
KR6MZ0000RS6,36113,2,False,LIZARD KI,coupon_regular,-0.005,1.0037953896370302,-37.21731501841971,0.11465699772499353,99266,-37.41152022038841,-36.95181699870875
