item,i,case,monthly,structure,axis,h,mc,delta,delta_se,affected,seed_min,seed_max
KR6KB0002KE2,39199,8,True,STEP no-KI,coupon_regular,0.01,1.0231165848817907,109.46299629679152,0.2041941547641407,120000,109.20203232210315,109.77645960624119
KR6KB0002KE2,39199,9,True,STEP no-KI,first_strike,-0.05,1.0101009310409563,-20.693542111554347,1.2528813841797617,24341,-21.10917453515202,-20.300225652870946
KR6KB0002KE2,39199,10,True,STEP no-KI,first_strike,-0.025,1.0108315721877164,-13.387130643953881,0.800004235942134,12410,-14.184591535846085,-12.982202779115365
KR6KB0002KE2,39199,11,True,STEP no-KI,first_strike,-0.01,1.0115078111858002,-6.624740663115305,0.44396178023343597,4905,-7.7583450431452405,-6.051323493912633
KR6KB0002KE2,39199,12,True,STEP no-KI,first_strike,-0.005,1.0118741505519397,-2.9613470017194063,0.3267309189249348,2434,-3.5319421657264756,-2.405340169472788
KR6KB0002KE2,39199,13,True,STEP no-KI,first_strike,0.005,1.0124765234141884,3.062381620766503,0.30994856428310563,2439,2.818216484711548,3.5080166471883962
KR6KB0002KE2,39199,14,True,STEP no-KI,first_strike,0.01,1.012718551486653,5.482662345414,0.45015177407457413,4796,4.196397824154033,6.503083964648162
KR6KB0002KE2,39199,15,True,STEP no-KI,first_strike,0.025,1.0135081252735167,13.378400214051412,0.6848156002493226,11545,12.232212620721526,14.29431987618643
KR6KB0002KE2,39199,16,True,STEP no-KI,first_strike,0.05,1.0147914627572328,26.211775051211184,0.8875208821213546,21649,23.081796001150373,29.317226303565963
KR6KB0002KE2,39199,17,True,STEP no-KI,last_strike,-0.05,1.0214858736529686,93.15588400857078,1.8456371438088879,2497,90.79385168546028,95.1208462849481
KR6KB0002KE2,39199,18,True,STEP no-KI,last_strike,-0.025,1.0170414303370316,48.711450849198776,1.323909868935508,1339,47.175876648321605,49.986775748804604
KR6KB0002KE2,39199,19,True,STEP no-KI,last_strike,-0.01,1.0141539822949623,19.836970428505214,0.8408645311264388,554,18.361779272629178,21.384566344595008
KR6KB0002KE2,39199,20,True,STEP no-KI,last_strike,-0.005,1.013224840138975,10.545548868632347,0.6121968091031559,296,10.365015566125305,10.795710514093033
KR6KB0002KE2,39199,21,True,STEP no-KI,last_strike,0.005,1.0113144849060645,-8.558003460470589,0.5484451263888369,243,-8.768354942807441,-8.34608737699018
KR6KB0002KE2,39199,22,True,STEP no-KI,last_strike,0.01,1.010489229626081,-16.81055626030634,0.7657769163645864,480,-17.121748407085974,-16.603703953232525
KR6KB0002KE2,39199,23,True,STEP no-KI,last_strike,0.025,1.007922175184231,-42.48110067880579,1.2032461993945023,1234,-43.46583498511282,-41.62353815461222
KR6KB0002KE2,39199,24,True,STEP no-KI,last_strike,0.05,1.0037732721230441,-83.97013129067493,1.659060485672744,2511,-87.91997830269888,-81.63052971645732
KR6KW0000LS0,39200,0,False,STEP KI,base,0.0,1.0540155493775676,0.0,0.0,0,0.0,0.0
KR6KW0000LS0,39200,1,False,STEP KI,coupon_regular,-0.01,1.0411850633468647,-128.30486030703045,0.2518852569931857,119501,-129.06262253675646,-127.92510092293645
KR6KW0000LS0,39200,2,False,STEP KI,coupon_regular,-0.005,1.0476003063622163,-64.15243015351521,0.125942628496592,119501,-64.5313112683782,-63.9625504614682
KR6KW0000LS0,39200,3,False,STEP KI,coupon_regular,-0.0025,1.0508079278698919,-32.0762150767573,0.06297131424829651,119501,-32.2656556341888,-31.981275230733793
KR6KW0000LS0,39200,4,False,STEP KI,coupon_regular,-0.001,1.0527325007744974,-12.830486030702732,0.025188525699320872,119501,-12.906262253675335,-12.792510092293332
KR6KW0000LS0,39200,5,False,STEP KI,coupon_regular,0.001,1.0552985979806382,12.830486030704076,0.02518852569931502,119501,12.792510092294675,12.906262253676665
KR6KW0000LS0,39200,6,False,STEP KI,coupon_regular,0.0025,1.0572231708852433,32.07621507675814,0.06297131424829472,119501,31.98127523073463,32.265655634189635
KR6KW0000LS0,39200,7,False,STEP KI,coupon_regular,0.005,1.0604307923929193,64.15243015351604,0.1259426284965909,119501,63.96255046146902,64.53131126837903
KR6KW0000LS0,39200,8,False,STEP KI,coupon_regular,0.01,1.0668460354082707,128.30486030703148,0.25188525699318215,119501,127.92510092293743,129.06262253675746
KR6KW0000LS0,39200,9,False,STEP KI,ki_barrier,-0.05,1.0564816886906498,24.66139313082239,1.2276122650935366,403,20.920525116707815,26.791466274211444
KR6KW0000LS0,39200,10,False,STEP KI,ki_barrier,-0.025,1.055617760625531,16.022112479634007,0.9838902275748386,265,13.016285753372305,17.984126956977263
KR6KW0000LS0,39200,11,False,STEP KI,ki_barrier,-0.01,1.054757898589935,7.423492123672877,0.6668425138304245,124,6.128752042092691,8.444297572397655
KR6KW0000LS0,39200,12,False,STEP KI,ki_barrier,-0.005,1.0544158222774287,4.002728998610431,0.4892571409525533,67,3.2628448635763583,4.633327793975041
KR6KW0000LS0,39200,13,False,STEP KI,ki_barrier,0.005,1.0536458908239166,-3.696585536511319,0.4661017801696523,63,-4.269459731884631,-3.143225601858922
KR6KW0000LS0,39200,14,False,STEP KI,ki_barrier,0.01,1.053153457941483,-8.620914360845601,0.71135642944739,147,-9.370824449463276,-7.378226633917457
KR6KW0000LS0,39200,15,False,STEP KI,ki_barrier,0.025,1.0515704245672022,-24.451248103654397,1.1898661763788512,422,-24.729099097978818,-23.927352256457194
KR6KW0000LS0,39200,16,False,STEP KI,ki_barrier,0.05,1.0479438776577386,-60.71671719829067,1.84474909275432,1078,-63.39912020758366,-58.801013599642786
KR6KW0000LS0,39200,17,False,STEP KI,first_strike,-0.05,1.04353314881894,-104.824005586275,0.8306405466415145,28664,-105.76224397021682,-103.28563344732723
KR6KW0000LS0,39200,18,False,STEP KI,first_strike,-0.025,1.049077943754973,-49.37605622594621,0.5730474177863814,14398,-49.55902767897139,-49.281711046787926
KR6KW0000LS0,39200,19,False,STEP KI,first_strike,-0.01,1.0520651403599064,-19.50409017661184,0.3582614196062773,5862,-19.76114152924071,-19.136245553152143
KR6KW0000LS0,39200,20,False,STEP KI,first_strike,-0.005,1.0530318322496994,-9.83717127868304,0.24254242344231572,2975,-10.153753290923909,-9.350786585355852
KR6KW0000LS0,39200,21,False,STEP KI,first_strike,0.005,1.054938099254602,9.225498770343066,0.24470828453785473,2835,8.651899413443758,9.557331048499641
KR6KW0000LS0,39200,22,False,STEP KI,first_strike,0.01,1.0558227920510437,18.07242673475961,0.3204529388270027,5568,17.513761307778985,18.389763963626145
KR6KW0000LS0,39200,23,False,STEP KI,first_strike,0.025,1.0581923415495147,41.76792171947193,0.4936366437621678,13566,41.26875564296689,42.0334471670874
KR6KW0000LS0,39200,24,False,STEP KI,first_strike,0.05,1.0614442246146025,74.28675237034791,0.6178351224064255,25208,73.96697335665645,74.61848017889466
KR6KW0000LS0,39200,25,False,STEP KI,last_strike,-0.05,1.0540155493775676,0.0,0.0,0,0.0,0.0
KR6KW0000LS0,39200,26,False,STEP KI,last_strike,-0.025,1.0540155493775676,0.0,0.0,0,0.0,0.0
KR6KW0000LS0,39200,27,False,STEP KI,last_strike,-0.01,1.0540155493775676,0.0,0.0,0,0.0,0.0
KR6KW0000LS0,39200,28,False,STEP KI,last_strike,-0.005,1.0540155493775676,0.0,0.0,0,0.0,0.0
KR6KW0000LS0,39200,29,False,STEP KI,last_strike,0.005,1.0540155493775676,0.0,0.0,0,0.0,0.0
KR6KW0000LS0,39200,30,False,STEP KI,last_strike,0.01,1.0540155493775676,0.0,0.0,0,0.0,0.0
KR6KW0000LS0,39200,31,False,STEP KI,last_strike,0.025,1.0540155493775676,0.0,0.0,0,0.0,0.0
KR6KW0000LS0,39200,32,False,STEP KI,last_strike,0.05,1.0540155493775676,0.0,0.0,0,0.0,0.0
KR6MZ0001984,39378,0,False,LIZARD KI,base,0.0,0.9727519502281956,0.0,0.0,0,0.0,0.0
KR6MZ0001984,39378,1,False,LIZARD KI,coupon_regular,-0.01,0.9655591524164341,-71.92797811761587,0.24995561181808407,106439,-72.17882031848725,-71.74191458583034
KR6MZ0001984,39378,2,False,LIZARD KI,coupon_regular,-0.005,0.9691555513223148,-35.963989058807876,0.12497780590904302,106439,-36.08941015924357,-35.870957292915115
KR6MZ0001984,39378,3,False,LIZARD KI,coupon_regular,-0.0025,0.9709537507752554,-17.981994529403984,0.062488902954521,106439,-18.044705079621835,-17.935478646457597
KR6MZ0001984,39378,4,False,LIZARD KI,coupon_regular,-0.001,0.9720326704470196,-7.192797811761638,0.024995561181808335,106439,-7.217882031848781,-7.174191458583081
KR6MZ0001984,39378,5,False,LIZARD KI,coupon_regular,0.001,0.9734712300093717,7.192797811761366,0.024995561181808047,106439,7.174191458582822,7.217882031848504
KR6MZ0001984,39378,6,False,LIZARD KI,coupon_regular,0.0025,0.9745501496811361,17.981994529404094,0.06248890295452169,106439,17.935478646457717,18.044705079621938
KR6MZ0001984,39378,7,False,LIZARD KI,coupon_regular,0.005,0.9763483491340765,35.963989058807876,0.12497780590904048,106439,35.870957292915136,36.08941015924357
KR6MZ0001984,39378,8,False,LIZARD KI,coupon_regular,0.01,0.9799447480399572,71.9279781176158,0.2499556118180833,106439,71.74191458583027,72.17882031848717
KR6MZ0001984,39378,9,False,LIZARD KI,ki_barrier,-0.05,0.9913633589133025,186.11408685106886,2.917787785265423,3972,179.84496264975823,193.00331870787224
KR6MZ0001984,39378,10,False,LIZARD KI,ki_barrier,-0.025,0.9821329258656817,93.80975637485973,2.0649422730728633,2047,91.05004704959643,96.82985825480239
KR6MZ0001984,39378,11,False,LIZARD KI,ki_barrier,-0.01,0.9765515698545736,37.99619626377966,1.3136555582204805,838,35.26832350673716,41.71019433406522
KR6MZ0001984,39378,12,False,LIZARD KI,ki_barrier,-0.005,0.974647446644019,18.954964158233317,0.9272967235296539,420,18.19587088879654,19.926163119448912
KR6MZ0001984,39378,13,False,LIZARD KI,ki_barrier,0.005,0.9709101551140578,-18.417951141378435,0.91308945815062,409,-19.364506262628932,-17.489082057546746
KR6MZ0001984,39378,14,False,LIZARD KI,ki_barrier,0.01,0.9689835419094751,-37.68408318720352,1.2973213172768798,845,-39.42502111112354,-36.300566844094135
KR6MZ0001984,39378,15,False,LIZARD KI,ki_barrier,0.025,0.9637404480726177,-90.11502155578052,1.9844834258760113,2044,-91.30037988533181,-88.7763148749536
KR6MZ0001984,39378,16,False,LIZARD KI,ki_barrier,0.05,0.955809758607449,-169.421916207467,2.6724540953605262,3920,-175.06467334627854,-164.35135407499874
KR6MZ0001984,39378,17,False,LIZARD KI,first_strike,-0.05,0.9785063703273534,57.54420099157711,2.1294164001692195,30386,54.02106100440564,60.62893330479568
KR6MZ0001984,39378,18,False,LIZARD KI,first_strike,-0.025,0.974824388988241,20.7243876004532,1.31761544290634,15168,18.322929736569726,24.297317232785844
KR6MZ0001984,39378,19,False,LIZARD KI,first_strike,-0.01,0.9733604858042716,6.0853557607584525,0.7440306022108311,5970,5.268421250741536,6.965213262708913
KR6MZ0001984,39378,20,False,LIZARD KI,first_strike,-0.005,0.9729967145572616,2.447643290659171,0.4873168108888682,2986,1.990510637798515,2.983614510483179
KR6MZ0001984,39378,21,False,LIZARD KI,first_strike,0.005,0.9724497895746989,-3.02160653496708,0.5030551852388386,2980,-3.6719912953873113,-2.512930904746053
KR6MZ0001984,39378,22,False,LIZARD KI,first_strike,0.01,0.9722118996442578,-5.400505839378292,0.6734913790607697,5802,-5.6795611944161575,-4.868278422851565
KR6MZ0001984,39378,23,False,LIZARD KI,first_strike,0.025,0.9717035791926679,-10.483710355278903,0.9611520735144241,13695,-10.932852914664782,-9.834056088802337
KR6MZ0001984,39378,24,False,LIZARD KI,first_strike,0.05,0.9715662264914108,-11.857237367849107,1.1108095365153943,24831,-11.99141126918633,-11.714868905494255
KR6MZ0001984,39378,25,False,LIZARD KI,last_strike,-0.05,0.9739435767510983,11.916265229027978,0.6614529466923154,324,11.208379802409963,12.79659874042952
KR6MZ0001984,39378,26,False,LIZARD KI,last_strike,-0.025,0.9732359574087668,4.840071805711031,0.41485301789084045,136,3.738396340592128,5.548263952758962
KR6MZ0001984,39378,27,False,LIZARD KI,last_strike,-0.01,0.9729231888264819,1.71238598286215,0.24458209106767978,49,1.0474545962012545,2.2034938985610957
KR6MZ0001984,39378,28,False,LIZARD KI,last_strike,-0.005,0.9728318832363143,0.7993300811872448,0.16665735691048883,23,0.5215411018290939,1.043218881792478
KR6MZ0001984,39378,29,False,LIZARD KI,last_strike,0.005,0.9726660665435283,-0.85883684667388,0.1717511488430879,25,-1.1335934645598829,-0.41292058329187065
KR6MZ0001984,39378,30,False,LIZARD KI,last_strike,0.01,0.9725947918473772,-1.5715838081835574,0.2316796035096667,46,-2.152017862564672,-1.2335828580840835
KR6MZ0001984,39378,31,False,LIZARD KI,last_strike,0.025,0.9723559786932197,-3.959715349760896,0.36439449405437546,118,-4.438698639532923,-3.6174270521110024
KR6MZ0001984,39378,32,False,LIZARD KI,last_strike,0.05,0.9721126562441025,-6.392939840932445,0.45769712014969255,195,-6.527066866784761,-6.174211920987117
KR6MD0002922,39491,0,False,LIZARD no-KI,base,0.0,1.004609840741968,0.0,0.0,0,0.0,0.0
KR6MD0002922,39491,1,False,LIZARD no-KI,coupon_regular,-0.01,1.000807004383988,-38.02836357979667,0.11777690338621898,78407,-38.07700050549887,-37.936224654070635
KR6MD0002922,39491,2,False,LIZARD no-KI,coupon_regular,-0.005,1.0027084225629779,-19.014181789898323,0.05888845169310932,78407,-19.038500252749426,-18.96811232703531
KR6MD0002922,39491,3,False,LIZARD no-KI,coupon_regular,-0.0025,1.003659131652473,-9.507090894949124,0.029444225846554362,78407,-9.519250126374676,-9.48405616351762
KR6MD0002922,39491,4,False,LIZARD no-KI,coupon_regular,-0.001,1.00422955710617,-3.802836357979142,0.011777690338621407,78407,-3.8077000505493634,-3.793622465406535
KR6MD0002922,39491,5,False,LIZARD no-KI,coupon_regular,0.001,1.0049901243777661,3.802836357980455,0.011777690338622738,78407,3.7936224654078576,3.8077000505506735
KR6MD0002922,39491,6,False,LIZARD no-KI,coupon_regular,0.0025,1.0055605498314628,9.507090894950494,0.029444225846555927,78407,9.484056163518996,9.519250126376043
KR6MD0002922,39491,7,False,LIZARD no-KI,coupon_regular,0.005,1.0065112589209577,19.014181789899645,0.05888845169311069,78407,18.968112327036636,19.038500252750744
KR6MD0002922,39491,8,False,LIZARD no-KI,coupon_regular,0.01,1.0084126770999478,38.02836357979942,0.11777690338622218,78407,37.9362246540734,38.07700050550162
KR6MD0002922,39491,9,False,LIZARD no-KI,first_strike,-0.05,1.0046938253807942,0.8398463882646765,0.29686402320324407,1152,0.722168965193035,0.9951502108674649
KR6MD0002922,39491,10,False,LIZARD no-KI,first_strike,-0.025,1.004632182157517,0.22341415548982266,0.15789946213283612,345,0.029931101999867954,0.6063962720939917
KR6MD0002922,39491,11,False,LIZARD no-KI,first_strike,-0.01,1.004601914732857,-0.07926009110747993,0.03798320712855925,109,-0.10170552185611124,-0.04035190736645916
KR6MD0002922,39491,12,False,LIZARD no-KI,first_strike,-0.005,1.0046087591739872,-0.010815679806908543,0.036691183232803286,48,-0.05982677756241839,0.05729312692290195
KR6MD0002922,39491,13,False,LIZARD no-KI,first_strike,0.005,1.0046097103109923,-0.0013043097543877595,0.034261120263149696,30,-0.04878301243497707,0.02393071102496736
KR6MD0002922,39491,14,False,LIZARD no-KI,first_strike,0.01,1.004609095098596,-0.007456433719076283,0.0493199742307134,60,-0.0543524384315166,0.05982677756241839
KR6MD0002922,39491,15,False,LIZARD no-KI,first_strike,0.025,1.004612531886361,0.02691144393164141,0.06304131686975588,125,-0.0736930771308848,0.13424594419025654
KR6MD0002922,39491,16,False,LIZARD no-KI,first_strike,0.05,1.0046189688110125,0.0912806904457427,0.06361888620056755,187,-0.01984897732470825,0.21368280636396547
KR6MD0002922,39491,17,False,LIZARD no-KI,last_strike,-0.05,1.007240494114579,26.306533726110814,1.0176948672444,665,25.97939931069856,26.69063339364103
KR6MD0002922,39491,18,False,LIZARD no-KI,last_strike,-0.025,1.0058440201257164,12.34179383748436,0.6890833766776812,320,11.083010226845472,13.452745166017959
KR6MD0002922,39491,19,False,LIZARD no-KI,last_strike,-0.01,1.005027010874804,4.171701328362353,0.39758229078889357,110,3.985703695216108,4.43979774348756
KR6MD0002922,39491,20,False,LIZARD no-KI,last_strike,-0.005,1.0048325342863267,2.2269354435888764,0.2898534581681509,59,1.6983519069112616,2.945701657243614
KR6MD0002922,39491,21,False,LIZARD no-KI,last_strike,0.005,1.0043446247140315,-2.6521602793625285,0.3146632609716659,71,-2.9146082100461688,-2.353800772524565
KR6MD0002922,39491,22,False,LIZARD no-KI,last_strike,0.01,1.0041118313964061,-4.980093455616849,0.4299844834168139,134,-5.241319593757049,-4.794167177142266
KR6MD0002922,39491,23,False,LIZARD no-KI,last_strike,0.025,1.003447165454587,-11.626752873809988,0.6512195210557427,318,-12.047824628766156,-11.29878267037365
KR6MD0002922,39491,24,False,LIZARD no-KI,last_strike,0.05,1.0026409057309826,-19.689350109851908,0.837289725086658,551,-20.54510887950299,-18.480311402581926
KR6SH0002VM2,40628,0,False,STEP no-KI,base,0.0,1.0016043442919138,0.0,0.0,0,0.0,0.0
KR6SH0002VM2,40628,1,False,STEP no-KI,coupon_regular,-0.01,0.9964110502349879,-51.932940569263735,0.066219885825419,117737,-51.99155814677475,-51.8528200418043
KR6SH0002VM2,40628,2,False,STEP no-KI,coupon_regular,-0.005,0.9990076972634505,-25.966470284629782,0.03310994291271047,117737,-25.995779073385293,-25.92641002090006
KR6SH0002VM2,40628,3,False,STEP no-KI,coupon_regular,-0.0025,1.0003060207776824,-12.983235142314864,0.016554971456355053,117737,-12.99788953669262,-12.963205010450007
KR6SH0002VM2,40628,4,False,STEP no-KI,coupon_regular,-0.001,1.0010850148862214,-5.193294056925127,0.006621988582542538,117737,-5.19915581467623,-5.185282004179182
KR6SH0002VM2,40628,5,False,STEP no-KI,coupon_regular,0.001,1.0021236736976062,5.193294056925121,0.006621988582542521,117737,5.185282004179175,5.199155814676225
KR6SH0002VM2,40628,6,False,STEP no-KI,coupon_regular,0.0025,1.0029026678061455,12.983235142314879,0.016554971456354966,117737,12.963205010450014,12.997889536692632
KR6SH0002VM2,40628,7,False,STEP no-KI,coupon_regular,0.005,1.004200991320377,25.966470284629757,0.03310994291271009,117737,25.926410020900033,25.995779073385272
KR6SH0002VM2,40628,8,False,STEP no-KI,coupon_regular,0.01,1.00679763834884,51.93294056925953,0.06621988582542034,117737,51.85282004180009,51.99155814677055
KR6SH0002VM2,40628,9,False,STEP no-KI,first_strike,-0.05,1.0078649899361565,62.60645644242764,1.7341944581121844,4405,58.44220673934269,65.10226839530529
KR6SH0002VM2,40628,10,False,STEP no-KI,first_strike,-0.025,1.0052752995782808,36.709552863669934,1.3319536195767407,2790,36.10979632662055,37.08164787208006
KR6SH0002VM2,40628,11,False,STEP no-KI,first_strike,-0.01,1.0031655090733922,15.611647814784321,0.8708871969758962,1301,15.033580216613377,16.467474902536274
KR6SH0002VM2,40628,12,False,STEP no-KI,first_strike,-0.005,1.0024002388247906,7.958945328768577,0.6230577119381397,683,7.569619254341392,8.200129976999252
KR6SH0002VM2,40628,13,False,STEP no-KI,first_strike,0.005,1.000775162609523,-8.291816823909093,0.6332040246123799,763,-8.533568970504472,-7.966917643233697
KR6SH0002VM2,40628,14,False,STEP no-KI,first_strike,0.01,0.9998616182129304,-17.427260789834154,0.9178144833315068,1573,-18.391190756242153,-16.49973497970693
KR6SH0002VM2,40628,15,False,STEP no-KI,first_strike,0.025,0.9970058063161124,-45.98537975801372,1.4964069481709479,4345,-46.99773531195652,-44.90410441919356
KR6SH0002VM2,40628,16,False,STEP no-KI,first_strike,0.05,0.9916789927609484,-99.25351530965422,2.195167828717372,10531,-101.17600144321608,-96.35706633450228
KR6SH0002VM2,40628,17,False,STEP no-KI,last_strike,-0.05,1.002947003384576,13.426590926622293,0.7179536447294688,349,13.144970819495434,13.940551013506653
KR6SH0002VM2,40628,18,False,STEP no-KI,last_strike,-0.025,1.0022495750950342,6.4523080312029535,0.4916810702284478,172,6.09378657638529,6.635466205637567
KR6SH0002VM2,40628,19,False,STEP no-KI,last_strike,-0.01,1.0018258601285188,2.2151583660509533,0.2859101519729099,60,1.3294790268765655,2.9964321665239506
KR6SH0002VM2,40628,20,False,STEP no-KI,last_strike,-0.005,1.0016924083035148,0.8806401160105319,0.17974337997703216,24,0.5506649825733683,1.5405819755839767
KR6SH0002VM2,40628,21,False,STEP no-KI,last_strike,0.005,1.0015244592920602,-0.798849998535155,0.1703012716258204,22,-0.8723268327440524,-0.6531209977819281
KR6SH0002VM2,40628,22,False,STEP no-KI,last_strike,0.01,1.0014167814426571,-1.875628492567674,0.2600530875300591,52,-2.0561709796968755,-1.7295557833089612
KR6SH0002VM2,40628,23,False,STEP no-KI,last_strike,0.025,1.0011500557893178,-4.542885025960604,0.401374628927872,128,-4.901904137834966,-3.9433041891383938
KR6SH0002VM2,40628,24,False,STEP no-KI,last_strike,0.05,1.000796709948262,-8.076343436518671,0.5288401845907541,233,-8.609743785572334,-7.265127538781026
KR6KW0000TD5,40971,0,False,STEP KI,base,0.0,1.0340902822277105,0.0,0.0,0,0.0,0.0
KR6KW0000TD5,40971,1,False,STEP KI,coupon_regular,-0.01,1.0214364992148068,-126.53783012903726,0.2865409756028727,111387,-127.08077988978914,-125.61483207441796
KR6KW0000TD5,40971,2,False,STEP KI,coupon_regular,-0.005,1.0277633907212584,-63.26891506451989,0.14327048780143667,111387,-63.54038994489582,-62.80741603721023
KR6KW0000TD5,40971,3,False,STEP KI,coupon_regular,-0.0025,1.0309268364744846,-31.634457532259596,0.07163524390072004,111387,-31.770194972447552,-31.40370801860476
KR6KW0000TD5,40971,4,False,STEP KI,coupon_regular,-0.001,1.0328249039264201,-12.653783012904725,0.02865409756028943,111387,-12.708077988979912,-12.561483207442786
KR6KW0000TD5,40971,5,False,STEP KI,coupon_regular,0.001,1.0353556605290009,12.653783012903407,0.02865409756028716,111387,12.561483207441473,12.708077988978602
KR6KW0000TD5,40971,6,False,STEP KI,coupon_regular,0.0025,1.0372537279809362,31.634457532258548,0.07163524390071806,111387,31.403708018603727,31.77019497244652
KR6KW0000TD5,40971,7,False,STEP KI,coupon_regular,0.005,1.0404171737341623,63.26891506451909,0.14327048780143667,111387,62.80741603720942,63.54038994489503
KR6KW0000TD5,40971,8,False,STEP KI,coupon_regular,0.01,1.0467440652406141,126.53783012903682,0.2865409756028727,111387,125.6148320744175,127.08077988978869
KR6KW0000TD5,40971,9,False,STEP KI,ki_barrier,-0.05,1.059313722894475,252.23440666764216,3.8023728365075664,4272,244.86269681822455,262.81541539715795
KR6KW0000TD5,40971,10,False,STEP KI,ki_barrier,-0.025,1.0479633267964934,138.73044568782865,2.818165383282731,2391,131.93864819807462,145.82885048477334
KR6KW0000TD5,40971,11,False,STEP KI,ki_barrier,-0.01,1.0397953551331587,57.05072905448127,1.8031346734523357,1000,55.68245277233247,58.03724934808338
KR6KW0000TD5,40971,12,False,STEP KI,ki_barrier,-0.005,1.0368266388038851,27.3635657617481,1.2486001083131775,482,26.71740486766989,27.97413293717608
KR6KW0000TD5,40971,13,False,STEP KI,ki_barrier,0.005,1.0310389661069987,-30.513161207116966,1.3149109866277624,540,-35.268887814978854,-24.113528089372647
KR6KW0000TD5,40971,14,False,STEP KI,ki_barrier,0.01,1.0281972080502033,-58.93074177507238,1.8208389164559968,1046,-62.11112748674978,-54.792503867108564
KR6KW0000TD5,40971,15,False,STEP KI,ki_barrier,0.025,1.0183226456965073,-157.67636531203138,2.939167458490068,2832,-158.592093537184,-156.0677809418529
KR6KW0000TD5,40971,16,False,STEP KI,ki_barrier,0.05,1.0013560192375903,-327.3426299012016,4.134055662104225,6008,-328.4718365894739,-326.3434196423394
KR6KW0000TD5,40971,17,False,STEP KI,first_strike,-0.05,1.0282069865631944,-58.83295664516054,2.257527782568755,22656,-61.0513626065922,-57.524839459265316
KR6KW0000TD5,40971,18,False,STEP KI,first_strike,-0.025,1.0310516927187399,-30.38589508970486,1.5297705716584842,11313,-33.266139219622104,-25.927402192819734
KR6KW0000TD5,40971,19,False,STEP KI,first_strike,-0.01,1.0329831521626018,-11.07130065108684,0.9563261164925226,4488,-11.929373854389794,-10.297153515969526
KR6KW0000TD5,40971,20,False,STEP KI,first_strike,-0.005,1.03353478536272,-5.5549686499067725,0.6474378780315876,2177,-6.4385166464419985,-4.426932193121516
KR6KW0000TD5,40971,21,False,STEP KI,first_strike,0.005,1.034755562666805,6.652804390945991,0.6189918225097841,2238,6.044989134153793,7.131550388227452
KR6KW0000TD5,40971,22,False,STEP KI,first_strike,0.01,1.035419190293497,13.289080657867341,0.8587374848246453,4399,12.064695197371808,14.38405672675234
KR6KW0000TD5,40971,23,False,STEP KI,first_strike,0.025,1.037183437463901,30.931552361905943,1.3085358880747509,10541,29.870493949856474,32.64478038062748
KR6KW0000TD5,40971,24,False,STEP KI,first_strike,0.05,1.0402658169093102,61.75534681599579,1.6952190140330143,20045,60.41163342415754,63.17091468917282
KR6KW0000TD5,40971,25,False,STEP KI,last_strike,-0.05,1.0342417396959198,1.5145746820950103,0.2490391007501523,37,1.2213283818681937,1.8555506255008583
KR6KW0000TD5,40971,26,False,STEP KI,last_strike,-0.025,1.0341581163515323,0.6783412382175898,0.1645219660589312,17,0.47299620031127754,0.964235217507329
KR6KW0000TD5,40971,27,False,STEP KI,last_strike,-0.01,1.0341020017823361,0.11719554625774971,0.0676634198561758,3,0.0,0.23485388487515427
KR6KW0000TD5,40971,28,False,STEP KI,last_strike,-0.005,1.0340980637139647,0.07781486254418614,0.05502318793641317,2,0.0,0.11673275389809483
KR6KW0000TD5,40971,29,False,STEP KI,last_strike,0.005,1.034078739476036,-0.11542751674365818,0.06664181791544392,3,-0.11587999070874674,-0.11512621212479368
KR6KW0000TD5,40971,30,False,STEP KI,last_strike,0.01,1.0340673000821463,-0.22982145564075424,0.09382359983468415,6,-0.2304524555784414,-0.22919938843600213
KR6KW0000TD5,40971,31,False,STEP KI,last_strike,0.025,1.0340412005896278,-0.49081638082702045,0.13613737046672755,13,-0.5667524935298258,-0.4527952448726527
KR6KW0000TD5,40971,32,False,STEP KI,last_strike,0.05,1.0340269826622028,-0.6329956550767067,0.15358077238936324,17,-0.6757958738455803,-0.5597857590803011
KR6MZ0001GL2,41027,0,False,LIZARD KI,base,0.0,0.9871580052725819,0.0,0.0,0,0.0,0.0
KR6MZ0001GL2,41027,1,False,LIZARD KI,coupon_regular,-0.01,0.9820037590495025,-51.54246223079416,0.20127450845959452,74145,-51.80309989228641,-51.34859326083646
KR6MZ0001GL2,41027,2,False,LIZARD KI,coupon_regular,-0.005,0.9845808821610423,-25.77123111539649,0.1006372542297964,74145,-25.901549946142623,-25.67429663041764
KR6MZ0001GL2,41027,3,False,LIZARD KI,coupon_regular,-0.0025,0.9858694437168121,-12.885615557698726,0.0503186271148978,74145,-12.950774973071788,-12.837148315209308
KR6MZ0001GL2,41027,4,False,LIZARD KI,coupon_regular,-0.001,0.9866425806502738,-5.154246223079572,0.020127450845959457,74145,-5.180309989228797,-5.134859326083806
KR6MZ0001GL2,41027,5,False,LIZARD KI,coupon_regular,0.001,0.9876734298948899,5.15424622307951,0.020127450845959686,74145,5.13485932608374,5.180309989228737
KR6MZ0001GL2,41027,6,False,LIZARD KI,coupon_regular,0.0025,0.9884465668283519,12.885615557698943,0.05031862711489975,74145,12.837148315209518,12.950774973072011
KR6MZ0001GL2,41027,7,False,LIZARD KI,coupon_regular,0.005,0.9897351283841218,25.771231115397654,0.10063725422979798,74145,25.674296630418805,25.901549946143785
