payoff,model,monthly,axis,h,contracts,mean_MC_delta,delta_MAE,delta_RMSE,resolved_rows,direction_agreement
legacy,xgb,True,ki_barrier,-0.025,1,78.990946825788,20.286212977216223,21.584448311991576,5,1.0
legacy,xgb,True,ki_barrier,-0.01,1,32.01478121543838,13.885790088424221,14.470044274927208,5,1.0
legacy,xgb,True,ki_barrier,-0.005,1,15.902230319763808,3.952918613476437,4.639555865735373,5,1.0
legacy,xgb,True,ki_barrier,0.005,1,-12.659567379359013,12.659567379359013,12.659567379359013,5,0.0
legacy,xgb,True,ki_barrier,0.01,1,-27.167382647038608,27.167382647038608,27.167382647038608,5,0.0
legacy,xgb,True,ki_barrier,0.025,1,-67.53519785491764,17.14852087445176,17.948454351759192,5,1.0
legacy,xgb,True,ki_barrier,0.05,1,-127.37819970806042,26.164744507865112,29.26873090985471,5,1.0
legacy,xgb,True,last_strike,-0.05,33,94.24343331432198,89.73376465324158,105.4533850124562,165,0.6424242424242425
legacy,xgb,True,last_strike,-0.025,33,46.83745888608692,42.65508369401905,51.40790937875277,165,0.6424242424242425
legacy,xgb,True,last_strike,-0.01,33,18.492174848538358,19.88132774559216,27.4659720537914,165,0.6242424242424243
legacy,xgb,True,last_strike,-0.005,33,9.222382831971835,17.023781121647154,27.532347750074187,165,0.6242424242424243
legacy,xgb,True,last_strike,0.005,33,-8.945134604454363,8.945134604454363,10.437390872527025,165,0.0
legacy,xgb,True,last_strike,0.01,33,-17.973568415022175,20.291969546096173,26.007962736518397,165,0.1696969696969697
legacy,xgb,True,last_strike,0.025,33,-43.749495764198855,39.27325132866153,47.92418826014061,165,0.4
legacy,xgb,True,last_strike,0.05,33,-84.27902501685017,69.44379547776141,78.64897633351214,165,0.6303030303030303
