payoff,model,monthly,axis,h,contracts,mean_MC_delta,delta_MAE,delta_RMSE,resolved_rows,direction_agreement
corrected,deeponet,False,last_strike,0.025,64,-16.145281797847367,16.3912866038389,23.52511742113468,260,0.8615384615384616
corrected,deeponet,False,last_strike,0.05,64,-29.55108097201374,37.29915185936203,55.459291601908554,270,0.8703703703703703
corrected,deeponet,True,coupon_regular,-0.01,33,-99.31185905504967,27.623413616002587,31.656809447500393,165,0.9939393939393939
corrected,deeponet,True,coupon_regular,-0.005,33,-49.65592952752487,14.530634382739184,16.49351378107204,165,0.9939393939393939
corrected,deeponet,True,coupon_regular,-0.0025,33,-24.827964763762342,7.4642124723809085,8.44537476831388,165,0.9939393939393939
corrected,deeponet,True,coupon_regular,-0.001,33,-9.93118590550494,3.034565855031995,3.4289454545454037,165,0.9939393939393939
corrected,deeponet,True,coupon_regular,0.001,33,9.931185905505114,3.101353983539578,3.49961099855805,165,0.9939393939393939
corrected,deeponet,True,coupon_regular,0.0025,33,24.827964763762544,7.882604412406539,8.886113876251004,165,0.9939393939393939
corrected,deeponet,True,coupon_regular,0.005,33,49.65592952752506,16.210088935089704,18.242490478935025,165,0.9939393939393939
corrected,deeponet,True,coupon_regular,0.01,33,99.3118590550499,34.336456724520765,38.43162067685191,165,0.9939393939393939
corrected,deeponet,True,first_strike,-0.05,33,29.74368001640128,38.45810395146663,49.25174778339804,165,0.7575757575757576
corrected,deeponet,True,first_strike,-0.025,33,11.33685415412883,19.417197213620707,24.9685182894765,155,0.7290322580645161
corrected,deeponet,True,first_strike,-0.01,33,3.8432598635618818,7.877008387003551,10.124659547930408,150,0.7266666666666667
corrected,deeponet,True,first_strike,-0.005,33,1.7668073910318864,3.9908430571054057,5.2128326926206165,150,0.7266666666666667
corrected,deeponet,True,first_strike,0.005,33,-1.452857977968435,3.8976852449951958,5.092666483253929,135,0.762962962962963
corrected,deeponet,True,first_strike,0.01,33,-2.64283683702295,7.612270503192086,10.08920909985422,150,0.78
corrected,deeponet,True,first_strike,0.025,33,-5.4510249509266355,19.440721479712913,25.54854020681618,155,0.7483870967741936
corrected,deeponet,True,first_strike,0.05,33,-6.773477489675271,39.05390055036075,51.1046636262703,160,0.725
corrected,deeponet,True,ki_barrier,-0.05,1,157.57702964280546,80.40619713331759,81.14873773775244,5,1.0
corrected,deeponet,True,ki_barrier,-0.025,1,78.990946825788,38.186658803179284,38.651317675954424,5,1.0
corrected,deeponet,True,ki_barrier,-0.01,1,32.01478121543838,14.193123600235447,14.420916079191908,5,1.0
corrected,deeponet,True,ki_barrier,-0.005,1,15.902230319763808,7.073691311095567,7.193171843222088,5,1.0
corrected,deeponet,True,ki_barrier,0.005,1,-12.659567379359013,10.03680846750378,10.12928609336807,5,1.0
corrected,deeponet,True,ki_barrier,0.01,1,-27.167382647038608,17.922815869807096,18.138880781843014,5,1.0
corrected,deeponet,True,ki_barrier,0.025,1,-67.53519785491764,42.71908986480892,43.35851940558659,5,1.0
corrected,deeponet,True,ki_barrier,0.05,1,-127.37819970806042,83.78210245410999,85.31837681142126,5,1.0
corrected,deeponet,True,last_strike,-0.05,33,94.24343331432198,26.378985711092714,36.521947771713215,165,0.9818181818181818
corrected,deeponet,True,last_strike,-0.025,33,46.83745888608692,14.048926154144747,20.433942568364213,165,0.9757575757575757
corrected,deeponet,True,last_strike,-0.01,33,18.492174848538358,6.038772643318503,9.111320296650923,165,0.9818181818181818
corrected,deeponet,True,last_strike,-0.005,33,9.222382831971835,3.066581746131955,4.7027623394328195,165,0.9757575757575757
corrected,deeponet,True,last_strike,0.005,33,-8.945134604454363,3.2009937642365354,5.041122606871816,165,0.9757575757575757
corrected,deeponet,True,last_strike,0.01,33,-17.973568415022175,6.5773777269627125,10.49884293627377,165,0.9757575757575757
corrected,deeponet,True,last_strike,0.025,33,-43.749495764198855,18.11401089361875,29.7502867742494,165,0.9696969696969697
corrected,deeponet,True,last_strike,0.05,33,-84.27902501685017,40.1720111025933,67.53637608047676,165,0.9636363636363636
corrected,xgb,False,coupon_regular,-0.01,64,-69.61215837841334,47.71816344998154,59.35464899780026,320,0.875
corrected,xgb,False,coupon_regular,-0.005,64,-34.806079189206734,25.725962943546023,37.43255690115141,320,0.834375
corrected,xgb,False,coupon_regular,-0.0025,64,-17.40303959460337,13.773219796205495,16.890436258471468,320,0.70625
corrected,xgb,False,coupon_regular,-0.001,64,-6.9612158378413,6.145662927757528,7.769914378140761,320,0.690625
corrected,xgb,False,coupon_regular,0.001,64,6.96121583784133,5.803009407461703,7.982816430338908,320,0.721875
