cohort,model,seed,axis,n_rows,n_families,price_mae,price_rmse,price_r2,delta_mae,delta_rmse,delta_bias,within_1,within_5,within_10,resolved_n,resolved_sign
monthly_test,affine_coupon_delta,47,last_strike,1024,128,60.85944511219148,103.98649002025546,0.9690070082298717,11.541667169437606,21.50753191660184,-0.2035448876215601,0.1484375,0.5078125,0.69140625,997.0,0.950852557673019
monthly_test,affine_coupon_delta,47,monthly_barrier,1004,128,60.0252501385861,102.88172146918033,0.9697059870888197,3.7460245337827205,5.965898676825835,0.43870664875982646,0.3047808764940239,0.7569721115537849,0.899402390438247,977.0,0.9948822927328557
monthly_test,affine_coupon_delta,ensemble,ALL,4548,128,92.25082155031002,166.4566772276355,0.9223683578063564,6.411082983321,13.386547936404723,-0.716144906172465,0.29457013574660634,0.6864253393665158,0.8343891402714932,4305.0,0.9507549361207898
monthly_test,affine_coupon_delta,ensemble,base,128,128,96.87927218210305,172.54803587668528,0.914346654215036,,,,,,,,
monthly_test,affine_coupon_delta,ensemble,coupon_regular,1024,128,96.98054924526625,172.674923469036,0.9150784853398197,3.875584866593755,6.618534354237035,1.1641531719452924e-06,0.365234375,0.7578125,0.888671875,1024.0,1.0
monthly_test,affine_coupon_delta,ensemble,first_strike,1024,128,94.97854245670507,169.28210254770735,0.9176242315228098,8.3607140415814,15.761804393237144,-2.669512228223252,0.21875,0.6044921875,0.7744140625,970.0,0.8134020618556701
monthly_test,affine_coupon_delta,ensemble,ki_barrier,344,43,45.79312509923386,77.40657419209269,0.9865352171819878,7.065059330841664,12.205408205926298,-0.2872473422140458,0.1744186046511628,0.6308139534883721,0.7877906976744186,337.0,0.9584569732937686
monthly_test,affine_coupon_delta,ensemble,last_strike,1024,128,96.41979132499043,172.3980972867077,0.9148127498943774,10.130646904644587,20.220517585477705,-0.5120233715517661,0.2646484375,0.5986328125,0.7568359375,997.0,0.9839518555667001
monthly_test,affine_coupon_delta,ensemble,monthly_barrier,1004,128,95.7204963324258,172.3758098042198,0.9149580910821915,2.9908903029301515,4.773843522913527,0.19058153637062475,0.3715139442231076,0.8057768924302788,0.9352589641434262,977.0,0.9989764585465711
monthly_test,augmented_delta,101,ALL,4548,128,86.04323114266977,145.4300551902265,0.9407423166611575,8.270412060232665,14.097301568178574,-0.9357757506252659,0.16515837104072398,0.5647058823529412,0.753393665158371,4305.0,0.9823461091753775
monthly_test,augmented_delta,101,base,128,128,87.17680965415548,146.70663571252425,0.9380810179720056,,,,,,,,
monthly_test,augmented_delta,101,coupon_regular,1024,128,87.51157696459332,146.9528636746784,0.9384943100756405,6.094429481619343,9.909090637654105,-0.08547445759180325,0.2177734375,0.6337890625,0.80859375,1024.0,1.0
monthly_test,augmented_delta,101,first_strike,1024,128,86.8144287861181,145.38527411063117,0.9392399350588007,7.416621824560416,12.87794134263503,-1.5809007182618444,0.18359375,0.5927734375,0.76171875,970.0,0.9783505154639175
monthly_test,augmented_delta,101,ki_barrier,344,43,89.37564659204259,162.79273701421388,0.9404456199069136,11.819655379807896,20.030722627897173,-2.920620977897982,0.09593023255813954,0.4796511627906977,0.6802325581395349,337.0,1.0
monthly_test,augmented_delta,101,last_strike,1024,128,86.5552401099076,145.6374747394636,0.939206668657601,7.895162548638883,13.630893891781914,-1.9188786706893228,0.15234375,0.5634765625,0.767578125,997.0,1.0
monthly_test,augmented_delta,101,monthly_barrier,1004,128,81.95056315955541,136.99030012778132,0.9462894010346238,10.527188115777077,16.692440399731908,0.5377138819653707,0.1294820717131474,0.4960159362549801,0.6992031872509961,977.0,0.9437052200614124
monthly_test,augmented_delta,233,ALL,4548,128,128.30825546762895,207.0049212998626,0.8799401844392868,7.883254683834898,16.84501335590531,-1.5581483023663694,0.23778280542986424,0.6266968325791855,0.7959276018099547,4305.0,0.9853658536585366
monthly_test,augmented_delta,233,base,128,128,135.48252525302297,215.15748777515515,0.8668205486757197,,,,,,,,
monthly_test,augmented_delta,233,coupon_regular,1024,128,135.4943177059492,215.09659218325137,0.8682270565788729,4.541384448896898,7.141454945316975,0.03551773261275751,0.265625,0.7080078125,0.869140625,1024.0,1.0
monthly_test,augmented_delta,233,first_strike,1024,128,132.5288687487945,211.45753477936736,0.8714643140025299,15.174030678544936,28.573901756463943,-4.302642630217022,0.140625,0.4423828125,0.6337890625,970.0,0.9628865979381444
monthly_test,augmented_delta,233,ki_barrier,344,43,53.44750366253697,83.33512988141615,0.9843937021347542,11.907134687055953,19.744572426071826,-4.104149171105656,0.0755813953488372,0.4738372093023256,0.6482558139534884,337.0,0.9762611275964391
monthly_test,augmented_delta,233,last_strike,1024,128,134.3207120264189,213.20801433082417,0.8697083111456485,6.644965728399781,13.795021231061938,-1.3356780716224097,0.2734375,0.6708984375,0.8349609375,997.0,0.9819458375125376
monthly_test,augmented_delta,233,monthly_barrier,1004,128,135.27698140414972,216.03784751835528,0.8664204290069537,3.739941607391622,6.06486087239596,0.26103790726006615,0.32768924302788843,0.7390438247011952,0.897410358565737,977.0,0.9989764585465711
monthly_test,augmented_delta,47,ALL,4548,128,150.82834833392366,246.61857472248866,0.8295928166697598,7.915955770801039,14.689054738500536,-0.9884065171097983,0.20656108597285067,0.607918552036199,0.7714932126696833,4305.0,0.9800232288037166
monthly_test,augmented_delta,47,base,128,128,158.98146967750068,256.01028980044725,0.811444530640483,,,,,,,,
monthly_test,augmented_delta,47,coupon_regular,1024,128,159.14188517169913,256.08092625326253,0.8132271906707063,9.117980150071197,16.774615177530823,-0.36957149859520944,0.201171875,0.572265625,0.744140625,1024.0,1.0
monthly_test,augmented_delta,47,first_strike,1024,128,157.04535249767312,251.80751674456687,0.8177301775822045,8.561442507953021,16.42584385501673,-3.0737211655726497,0.189453125,0.6064453125,0.751953125,970.0,0.9412371134020618
monthly_test,augmented_delta,47,ki_barrier,344,43,59.39249140679632,102.44167642162589,0.9764171107040055,8.486859020943864,14.5828405719825,-1.9172131696606838,0.14244186046511628,0.5843023255813954,0.7412790697674418,337.0,0.9643916913946587
monthly_test,augmented_delta,47,last_strike,1024,128,158.79733256562892,255.0361446354161,0.8135711452455077,7.750084142251073,14.633173980271097,-0.4108409945859098,0.2421875,0.625,0.787109375,997.0,0.9839518555667001
monthly_test,augmented_delta,47,monthly_barrier,1004,128,158.16980392369084,256.2539463864111,0.8120590204908472,6.005209203440242,9.821493158158743,0.23645158496197818,0.2151394422310757,0.6364541832669323,0.8137450199203188,977.0,0.9989764585465711
monthly_test,augmented_delta,ensemble,ALL,4548,128,114.77295258719316,187.0955668562484,0.9019238689158671,6.185049545519606,12.072649929223394,-1.1607768567004901,0.2416289592760181,0.669683257918552,0.8389140271493213,4305.0,0.991869918699187
monthly_test,augmented_delta,ensemble,base,128,128,120.46879260135701,193.7347784662899,0.8920209573092122,,,,,,,,
monthly_test,augmented_delta,ensemble,coupon_regular,1024,128,120.3709975853686,193.56291487562015,0.8932903994115485,4.277482358881294,7.480638351203467,-0.1398427411914369,0.306640625,0.744140625,0.8818359375,1024.0,1.0
monthly_test,augmented_delta,ensemble,first_strike,1024,128,118.40911309355954,190.37679901046724,0.895814943687118,8.582850694918548,16.301705806382955,-2.985754838017174,0.169921875,0.58203125,0.783203125,970.0,0.9721649484536082
monthly_test,augmented_delta,ensemble,ki_barrier,344,43,60.37641505418794,105.9827047788922,0.9747585873781357,10.107500193254502,16.764238989092654,-2.9806611062214836,0.08430232558139535,0.5058139534883721,0.7005813953488372,337.0,0.9881305637982196
monthly_test,augmented_delta,ensemble,last_strike,1024,128,119.57435006608833,192.16248158020068,0.8941607241704441,6.718902152969292,13.183699018317805,-1.2217992456325646,0.216796875,0.6513671875,0.833984375,997.0,0.9969909729187563
monthly_test,augmented_delta,ensemble,monthly_barrier,1004,128,118.36945052992363,192.59659206288964,0.8938359305265015,3.7966156105433404,6.321760916812076,0.34506779139580473,0.32768924302788843,0.7579681274900398,0.9043824701195219,977.0,0.9989764585465711
monthly_test,augmented_price,101,ALL,4548,128,109.75958672331679,181.2656173723995,0.9079407992501173,12.38739192005193,20.416243607272154,-1.4781683087274202,0.11357466063348416,0.4434389140271493,0.6380090497737556,4305.0,0.9714285714285714
monthly_test,augmented_price,101,base,128,128,110.6181946678056,181.5662411388814,0.905159355341851,,,,,,,,
monthly_test,augmented_price,101,coupon_regular,1024,128,110.79889686286944,181.50893166806708,0.9061670892795637,6.317665542969614,9.813788146514877,-0.06547546945515405,0.19140625,0.6103515625,0.79296875,1024.0,1.0
monthly_test,augmented_price,101,first_strike,1024,128,109.63271506441004,180.56878086018514,0.9062734304596494,16.92017001713393,26.76984210934036,-4.265751778883285,0.0888671875,0.333984375,0.5439453125,970.0,0.9721649484536082
monthly_test,augmented_price,101,ki_barrier,344,43,128.41109655409167,235.61103861919906,0.8752516167254666,18.352094370361993,30.09872742638813,-6.38468872255226,0.11337209302325581,0.33430232558139533,0.5261627906976745,337.0,1.0
monthly_test,augmented_price,101,last_strike,1024,128,110.03699329847711,180.93874887112955,0.9061632779164321,10.637843917771367,17.226914401900885,-1.7814340851275707,0.12109375,0.4833984375,0.66015625,997.0,1.0
monthly_test,augmented_price,101,monthly_barrier,1004,128,102.04601846054119,159.27591967389938,0.9273926470321922,13.695673344503085,19.819461214908625,1.9145360572230803,0.05179282868525897,0.38147410358565736,0.5916334661354582,977.0,0.901740020470829
monthly_test,augmented_price,233,ALL,4548,128,125.46940668573332,183.8814263156583,0.9052646511736943,11.852166420440266,21.46559937017845,-2.2845615706757427,0.13914027149321267,0.49615384615384617,0.6739819004524887,4305.0,0.9932636469221835
monthly_test,augmented_price,233,base,128,128,128.29465396365174,186.3374512688557,0.9001094064561623,,,,,,,,
monthly_test,augmented_price,233,coupon_regular,1024,128,128.73441030421608,186.60741886816166,0.9008216225796906,6.465655928902091,10.884108192012594,0.20675477571782339,0.1787109375,0.6240234375,0.8046875,1024.0,1.0
monthly_test,augmented_price,233,first_strike,1024,128,126.5824036684903,185.19530612729355,0.9014089844227637,19.919038730332662,31.67399454834155,-6.056006388542599,0.052734375,0.3017578125,0.5029296875,970.0,0.979381443298969
monthly_test,augmented_price,233,ki_barrier,344,43,118.03494719701852,193.8248416213858,0.9155766592123417,19.24456239423235,32.662304401768026,-6.448320146236312,0.09011627906976744,0.36046511627906974,0.5377906976744186,337.0,1.0
monthly_test,augmented_price,233,last_strike,1024,128,127.046783476274,185.1202818140468,0.9017759882368065,12.220177756192538,20.003742848133758,-2.788905085903265,0.1044921875,0.4462890625,0.630859375,997.0,1.0
monthly_test,augmented_price,233,monthly_barrier,1004,128,121.58247039426035,174.40971723830097,0.9129393877077154,6.210215897741545,10.526189006886366,0.9620841109721345,0.23904382470119523,0.6613545816733067,0.8057768924302788,977.0,0.9907881269191402
monthly_test,augmented_price,47,ALL,4548,128,99.55373268582997,173.79117791348722,0.9153763439434353,12.811754643616563,23.05991287629765,-2.4257622771058935,0.14547511312217196,0.47036199095022624,0.6493212669683258,4305.0,0.9960511033681766
monthly_test,augmented_price,47,base,128,128,100.06741562863095,175.2065898010647,0.9116868928022862,,,,,,,,
monthly_test,augmented_price,47,coupon_regular,1024,128,100.1594073749204,175.1682794696759,0.9126083144463784,7.439560759059587,12.242359854559062,0.028445501811771343,0.1923828125,0.5849609375,0.759765625,1024.0,1.0
monthly_test,augmented_price,47,first_strike,1024,128,101.67075026394093,175.57057024259183,0.9113903890917301,23.13160349941314,36.348951186301576,-6.267892751646585,0.04296875,0.2451171875,0.4462890625,970.0,0.9824742268041237
monthly_test,augmented_price,47,ki_barrier,344,43,110.435223024392,199.068584621819,0.9109468849176503,19.011562686680136,31.575377928245416,-6.487077026885613,0.08430232558139535,0.3488372093023256,0.5087209302325582,337.0,1.0
monthly_test,augmented_price,47,last_strike,1024,128,100.5454163427638,174.64963122915552,0.912573114268394,13.14316488661851,20.100078854290484,-2.7225861874415065,0.0693359375,0.3974609375,0.6025390625,997.0,1.0
monthly_test,augmented_price,47,monthly_barrier,1004,128,91.97155635170813,159.6305082926499,0.9270690023867315,5.303291748997821,9.32320150184755,0.6840711874617084,0.300796812749004,0.6992031872509961,0.8396414342629482,977.0,1.0
monthly_test,augmented_price,ensemble,ALL,4548,128,103.33182401149294,173.83683610378105,0.9153318736707855,11.69595122893589,20.56835245592882,-2.0628307188363584,0.1246606334841629,0.47850678733031676,0.6692307692307692,4305.0,0.9925667828106852
monthly_test,augmented_price,ensemble,base,128,128,104.56301776937724,175.2162264459636,0.9116771778085832,,,,,,,,
monthly_test,augmented_price,ensemble,coupon_regular,1024,128,104.80122109495792,175.1726163807278,0.9126039870115261,5.607633419497775,9.166104781421486,0.05657493602480697,0.244140625,0.6484375,0.8232421875,1024.0,1.0
monthly_test,augmented_price,ensemble,first_strike,1024,128,104.12652663222224,174.358778288173,0.9126093388991567,19.24027204868365,30.488298463922764,-5.529883639690844,0.06640625,0.3134765625,0.517578125,970.0,0.9804123711340206
monthly_test,augmented_price,ensemble,ki_barrier,344,43,112.65620985594416,206.55348220783256,0.9041242663086176,18.620617323323714,31.10967513586261,-6.440028631891394,0.10465116279069768,0.35755813953488375,0.5174418604651163,337.0,1.0
monthly_test,augmented_price,ensemble,last_strike,1024,128,104.18732771446449,174.34615437103486,0.9128766818734019,11.671072044914693,18.68308353778477,-2.430975119490784,0.103515625,0.455078125,0.6416015625,997.0,1.0
monthly_test,augmented_price,ensemble,monthly_barrier,1004,128,96.79830267639515,158.27852485227598,0.9282991425599942,7.863724202453033,11.878832512597983,1.1868971185523125,0.09063745019920319,0.5388446215139442,0.7470119521912351,977.0,0.9866939611054247
previous_canonical_4,affine_coupon_delta,101,ALL,116,4,32.80924308184345,37.92837816909941,0.8903399432926051,5.778583267760717,10.225918862503946,-1.6411642119479226,0.25,0.6607142857142857,0.8392857142857143,112.0,1.0
previous_canonical_4,affine_coupon_delta,101,base,4,4,31.133420160701462,37.25128991097711,0.8562127438685689,,,,,,,,
previous_canonical_4,affine_coupon_delta,101,coupon_regular,32,4,32.10572547495394,37.47538810004053,0.8803734403886898,2.7810727250382867,4.092552185458891,9.313225730567254e-05,0.375,0.75,0.9375,32.0,1.0
previous_canonical_4,affine_coupon_delta,101,first_strike,32,4,31.857115910229425,37.36987442835306,0.8940139618081467,3.8103713511258768,5.922967863585322,-0.4847794629488019,0.28125,0.78125,0.9375,32.0,1.0
previous_canonical_4,affine_coupon_delta,101,ki_barrier,16,2,40.36420139852419,43.34227493413736,0.7942308872780189,13.825136065705886,20.75268867260665,-4.280936426531396,0.0625,0.4375,0.5625,16.0,1.0
previous_canonical_4,affine_coupon_delta,101,last_strike,32,4,30.896886567149352,36.07132974294635,0.893886438033802,6.721029328145403,9.941095652087949,-3.118920197860535,0.1875,0.5625,0.78125,32.0,1.0
previous_canonical_4,affine_coupon_delta,233,ALL,116,4,36.96981225080967,43.37320341066136,0.8565954539509432,6.202698620179427,12.165974358284114,-1.4173966674058824,0.25892857142857145,0.7053571428571429,0.8125,112.0,1.0
previous_canonical_4,affine_coupon_delta,233,base,4,4,35.88602454735246,42.13030863780583,0.8160808098108419,,,,,,,,
previous_canonical_4,affine_coupon_delta,233,coupon_regular,32,4,36.08751696341699,42.37576118441179,0.8470426469915888,3.1874273907945123,4.553698545176596,9.313225730567254e-05,0.25,0.75,0.875,32.0,1.0
previous_canonical_4,affine_coupon_delta,233,first_strike,32,4,35.95705434003622,41.93822445275877,0.8665171530842639,3.10533524199961,5.2264789740436886,-1.4255270220193892,0.375,0.875,0.9375,32.0,1.0
previous_canonical_4,affine_coupon_delta,233,ki_barrier,16,2,41.49570284586582,50.115404813204215,0.7248945050319828,22.64543139956819,29.33076874077058,-4.7822859948984,0.0,0.125,0.375,16.0,1.0
previous_canonical_4,affine_coupon_delta,233,last_strike,32,4,36.73739361437987,42.27657728433571,0.8542373595210514,4.093966838049776,6.311815264545247,-1.1443114487093051,0.28125,0.78125,0.84375,32.0,1.0
previous_canonical_4,affine_coupon_delta,47,ALL,116,4,41.67571518731192,55.283428236367676,0.767024713514441,7.237885499159151,12.621395704881714,-1.8730049927510581,0.23214285714285715,0.6160714285714286,0.7678571428571429,112.0,1.0
previous_canonical_4,affine_coupon_delta,47,base,4,4,41.735894373347946,57.896527403544845,0.6526696001739427,,,,,,,,
previous_canonical_4,affine_coupon_delta,47,coupon_regular,32,4,41.73595025270174,58.01648453220904,0.7132930943375798,2.6501287710473505,3.728108133266704,-5.5879354632804024e-05,0.375,0.8125,1.0,32.0,1.0
previous_canonical_4,affine_coupon_delta,47,first_strike,32,4,42.02908294111495,56.0278154678767,0.7617610532086132,5.62853396695043,9.137138392251366,-1.2972280241403609,0.25,0.6875,0.8125,32.0,1.0
previous_canonical_4,affine_coupon_delta,47,ki_barrier,16,2,35.92298311926481,40.04084616019,0.8243843268424692,16.156830119732255,24.40263162922728,-6.181616789709649,0.125,0.3125,0.5,16.0,1.0
previous_canonical_4,affine_coupon_delta,47,last_strike,32,4,44.130956003888116,57.907417152824024,0.7265266713113269,8.975521449193122,12.744347763571813,-2.1674251762788854,0.125,0.5,0.625,32.0,1.0
previous_canonical_4,affine_coupon_delta,ensemble,ALL,116,4,35.55063235313953,43.639011245211265,0.854832390586664,5.995348004106321,10.969037529907725,-1.6438552907014696,0.24107142857142858,0.6160714285714286,0.8482142857142857,112.0,1.0
previous_canonical_4,affine_coupon_delta,ensemble,base,4,4,35.06181328623552,44.086649707150734,0.7986034819202376,,,,,,,,
previous_canonical_4,affine_coupon_delta,ensemble,coupon_regular,32,4,35.06179465978329,44.23268611283552,0.8333436133013031,2.872876295626705,3.591132526750652,4.346172014368932e-05,0.25,0.75,1.0,32.0,1.0
previous_canonical_4,affine_coupon_delta,ensemble,first_strike,32,4,34.86746217975025,43.1068670142644,0.8589742881182012,3.028631650051892,5.2613177074429025,-1.0691781697027354,0.40625,0.78125,0.9375,32.0,1.0
previous_canonical_4,affine_coupon_delta,ensemble,ki_barrier,16,2,38.092169989521835,43.175506382578696,0.7958113210813555,17.085323870404896,24.259111051297904,-5.081613070379745,0.0,0.125,0.5,16.0,1.0
previous_canonical_4,affine_coupon_delta,ensemble,last_strike,32,4,35.512973785056886,43.74435055956415,0.8439403838546676,6.53954813349108,9.289204154333875,-2.1435522742826767,0.1875,0.5625,0.78125,32.0,1.0
previous_canonical_4,augmented_delta,101,ALL,116,4,53.94149408406242,59.90174228703948,0.7264738643768094,9.138021732124548,16.386756506087355,-4.702368296276164,0.16071428571428573,0.5714285714285714,0.75,112.0,1.0
previous_canonical_4,augmented_delta,101,base,4,4,56.66365493231842,61.861873591262864,0.6034628297526524,,,,,,,,
previous_canonical_4,augmented_delta,101,coupon_regular,32,4,56.59665558629979,61.958537948118796,0.6730076016557818,4.073663079142922,5.774487536737009,-0.0669993460179934,0.1875,0.78125,0.9375,32.0,1.0
previous_canonical_4,augmented_delta,101,first_strike,32,4,50.61111037460006,57.283494781340956,0.7509627036453762,7.5306917935983275,12.700667449963285,-6.174266324177745,0.21875,0.625,0.78125,32.0,1.0
previous_canonical_4,augmented_delta,101,ki_barrier,16,2,55.93594568541755,62.55661117319138,0.5713496254145012,22.427650928720105,31.205545547041666,-8.6664971774927,0.0,0.0625,0.375,16.0,1.0
previous_canonical_4,augmented_delta,101,last_strike,32,4,53.279220384577854,58.75378683464578,0.7184741266916118,9.164895725334613,16.071576286523765,-5.88377477802449,0.15625,0.5625,0.71875,32.0,1.0
previous_canonical_4,augmented_delta,233,ALL,116,4,28.489920236878678,31.398212045558598,0.9248498663445807,6.889630918592933,11.975235501341144,-2.327117880133566,0.1875,0.6339285714285714,0.8035714285714286,112.0,1.0
previous_canonical_4,augmented_delta,233,base,4,4,27.78034931968341,30.08059854000789,0.9062414868107946,,,,,,,,
previous_canonical_4,augmented_delta,233,coupon_regular,32,4,27.692339336381565,30.497613893101033,0.9207741224715578,3.7858207714364496,5.623609877092964,0.37191435694678926,0.25,0.75,0.90625,32.0,1.0
previous_canonical_4,augmented_delta,233,first_strike,32,4,27.756366334829238,30.370393996533213,0.9299986793632389,4.465290294270085,7.293569713597634,-0.5068890608701735,0.28125,0.75,0.875,32.0,1.0
previous_canonical_4,augmented_delta,233,ki_barrier,16,2,34.472281263433274,37.52288739564309,0.8457769528591732,15.110711053633379,22.36512827577967,-7.905047840487084,0.0625,0.4375,0.5,16.0,1.0
previous_canonical_4,augmented_delta,233,last_strike,32,4,27.118570890797344,30.068984997231283,0.9262632274588395,8.307241622552038,12.922898281002936,-4.057413956300552,0.09375,0.5,0.78125,32.0,1.0
previous_canonical_4,augmented_delta,47,ALL,116,4,28.0136026554348,34.408228168441404,0.9097505549632513,6.62869700157694,11.707607758246692,-1.5048824491436188,0.23214285714285715,0.6339285714285714,0.7946428571428571,112.0,1.0
previous_canonical_4,augmented_delta,47,base,4,4,25.1771739211772,30.340907783331357,0.9046117446431495,,,,,,,,
previous_canonical_4,augmented_delta,47,coupon_regular,32,4,25.042113521407146,30.49567992059503,0.9207841701960309,2.1166672929863415,3.8738288589108736,0.0006146728990903405,0.5625,0.875,0.9375,32.0,1.0
previous_canonical_4,augmented_delta,47,first_strike,32,4,26.931339234488007,33.230771629685044,0.9161918540605375,5.426504002593257,8.948712567337076,-2.139907316103938,0.15625,0.6875,0.875,32.0,1.0
previous_canonical_4,augmented_delta,47,ki_barrier,16,2,40.34219267804417,47.34265811603371,0.7544940306833204,18.449636936410535,24.32088679851911,-4.158299869906029,0.0,0.125,0.375,16.0,1.0
previous_canonical_4,augmented_delta,47,last_strike,32,4,26.25761379088675,31.96445994104563,0.9166738473120816,6.432449741734422,9.428653350251865,-1.0486459938448032,0.09375,0.59375,0.78125,32.0,1.0
previous_canonical_4,augmented_delta,ensemble,ALL,116,4,17.02366802879641,20.20975480736218,0.9688654917906301,6.443145946626402,12.27974274391464,-2.8447895418511355,0.30357142857142855,0.6607142857142857,0.8214285714285714,112.0,1.0
previous_canonical_4,augmented_delta,ensemble,base,4,4,17.121933588324282,19.33772730794872,0.9612520591521241,,,,,,,,
previous_canonical_4,augmented_delta,ensemble,coupon_regular,32,4,17.223776816266252,19.6623743522624,0.9670688228388132,2.5604734511977587,3.5506085719658693,0.10184322794261769,0.40625,0.84375,1.0,32.0,1.0
previous_canonical_4,augmented_delta,ensemble,first_strike,32,4,15.59503132994331,17.880472964580708,0.9757359447640449,4.194440424229475,7.442317957148113,-2.9403542337173088,0.4375,0.78125,0.84375,32.0,1.0
previous_canonical_4,augmented_delta,ensemble,ki_barrier,16,2,20.928348835688666,26.680090544651602,0.9220293099525265,17.756534258747347,25.335069598935245,-6.909948295961871,0.0,0.1875,0.5,16.0,1.0
previous_canonical_4,augmented_delta,ensemble,last_strike,32,4,16.287572341792554,19.27684050769402,0.969694720339105,6.917829808391497,11.783229306963417,-3.663278242723352,0.21875,0.59375,0.78125,32.0,1.0
previous_canonical_4,augmented_price,101,ALL,116,4,75.6499216919818,82.43727730310908,0.48195534105781146,11.803775553472466,20.03198827196904,-5.7112035183160685,0.10714285714285714,0.4642857142857143,0.6517857142857143,112.0,1.0
previous_canonical_4,augmented_price,101,base,4,4,79.58745230132172,83.64058520627542,0.27511036455432203,,,,,,,,
previous_canonical_4,augmented_price,101,coupon_regular,32,4,80.06598446660985,84.53850178068096,0.3912423550403632,5.086793028712625,7.7674107514283355,0.4785321652887693,0.1875,0.65625,0.84375,32.0,1.0
previous_canonical_4,augmented_price,101,first_strike,32,4,71.84011742564445,79.91816345572762,0.5152739372376649,16.224330423072225,24.69609678200376,-7.937613860503198,0.0,0.28125,0.53125,32.0,1.0
