family,seed,paths,base_price_krw,delta_krw,delta_se_krw
published_KR6MD0003TN4,91801,40000,9904.083302216997,-11.525690171977761,1.5297642493078984
published_KR6MD0003TN4,91802,40000,9903.2041318405,-9.477879272669156,1.4755212053799212
published_KR6MD0003TN4,91803,40000,9893.342587016148,-7.5247206955392905,1.3948169138507678
published_KR6523325910,91801,40000,10224.786689952392,39.49967407490559,1.5872469171738857
published_KR6523325910,91802,40000,10230.599220013279,37.3683043661193,1.6485956633052288
published_KR6523325910,91803,40000,10223.70234393709,36.90042971026417,1.6930749438775563
