cohort,model,training_seed,axis,offset,n_families,n_rows,price_mae,price_rmse,price_r2,delta_mae,delta_rmse,delta_bias,within_1,within_5,within_10,resolved_n,resolved_sign
monthly_test_128,augmented_price,47,tenor_months,-12,128,128,164.5690994485788,188.45613266250334,0.8448805427319923,141.13595137464034,165.09250032299522,40.661877151534526,0.0,0.0078125,0.03125,127,0.952755905511811
monthly_test_128,augmented_price,47,tenor_months,-6,128,128,307.6566407552384,333.53177024387765,0.6181711601805165,229.79984122612674,245.73407277072138,228.7971034667246,0.0,0.0078125,0.015625,128,0.9765625
monthly_test_128,augmented_price,47,tenor_months,-3,128,128,228.19903539141728,274.1307794289896,0.7618071976351286,149.85305602386796,162.63061116745178,148.89032995625172,0.0,0.0078125,0.0078125,121,0.9256198347107438
monthly_test_128,augmented_price,47,tenor_months,-1,128,128,141.71629059018466,211.94120765027904,0.8645743217034751,59.9666364588535,69.27443931886633,55.76404166050807,0.0390625,0.0546875,0.0625,99,0.2727272727272727
monthly_test_128,augmented_price,47,tenor_months,1,128,128,98.02452471291787,172.5417690783837,0.916704843053909,11.212939641796897,16.507805892466866,-7.7752371908184115,0.109375,0.40625,0.625,125,0.952
monthly_test_128,augmented_price,47,tenor_months,3,128,128,100.59051798619538,163.328799444524,0.9286462309079594,38.15132639927987,44.57755210216928,-34.42499421270354,0.0078125,0.0390625,0.09375,128,1.0
monthly_test_128,augmented_price,47,tenor_months,6,128,128,116.11435121789427,160.14983272616047,0.9362152415811967,88.06579979561633,100.70917650171168,-83.2910724739327,0.0,0.0234375,0.046875,127,0.9921259842519685
monthly_test_128,augmented_price,47,tenor_months,12,128,128,158.09725436175927,191.44978664867983,0.9189486657059753,171.07310860172123,193.43998007652775,-163.6991464684346,0.0,0.0078125,0.015625,128,0.96875
monthly_test_128,augmented_price,ensemble,ALL,0,128,1536,168.0911925267569,224.61420206524429,0.8570468013975896,145.1507424984991,185.75387492779996,-23.166462689856246,0.007102272727272727,0.027698863636363636,0.05752840909090909,1353,0.7413155949741316
monthly_test_128,augmented_price,ensemble,base,0,128,128,104.78147876402478,174.9925052344857,0.9126391473799597,,,,,,,0,
monthly_test_128,augmented_price,ensemble,nobs_early,1,128,128,112.03282253080127,175.0572351634329,0.8709846880958226,122.02996740954656,161.24126785286975,3.2353184555304964,0.0078125,0.015625,0.03125,127,0.7480314960629921
monthly_test_128,augmented_price,ensemble,nobs_late,1,128,128,167.8781864051245,191.18354760813185,0.8937828127867261,212.843100955968,227.90335597750868,-212.843100955968,0.0,0.0,0.0,123,0.08130081300813008
monthly_test_128,augmented_price,ensemble,nobs_middle,1,128,128,153.6202196022613,190.8903706908584,0.8936922798300688,196.5164839175784,229.3558826714529,-195.89375103553894,0.015625,0.015625,0.015625,120,0.13333333333333333
monthly_test_128,augmented_price,ensemble,tenor_months,-12,128,128,338.02774493235046,372.84594865920485,0.39283799829433597,260.59873098978744,300.0698856663231,242.6681774419602,0.0078125,0.0078125,0.015625,127,0.9606299212598425
monthly_test_128,augmented_price,ensemble,tenor_months,-6,128,128,276.75634493142593,308.62732487743637,0.6730637628796624,182.27448171201758,201.3512165837679,181.64528304302223,0.0,0.0,0.015625,128,0.96875
monthly_test_128,augmented_price,ensemble,tenor_months,-3,128,128,210.3811778084999,255.97119274558,0.7923197411497747,115.55590174645195,130.06643968024594,113.83410027547514,0.0,0.015625,0.015625,121,0.9173553719008265
monthly_test_128,augmented_price,ensemble,tenor_months,-1,128,128,151.13580527516262,214.99904021234468,0.8606383586859209,56.004631642462265,65.83665365470365,51.99903976746456,0.015625,0.0703125,0.125,99,0.2727272727272727
monthly_test_128,augmented_price,ensemble,tenor_months,1,128,128,97.76932879196974,168.39901183676673,0.9206566861624202,17.356443523094143,21.618960777061915,-15.19896620571184,0.015625,0.1484375,0.3671875,125,0.96
monthly_test_128,augmented_price,ensemble,tenor_months,3,128,128,95.07831268275785,153.3239297760673,0.937120183893517,60.374146869342,67.3298129590321,-58.37273573857212,0.015625,0.0234375,0.0390625,128,1.0
monthly_test_128,augmented_price,ensemble,tenor_months,6,128,128,121.56931816369863,156.95882711578082,0.9387317570610599,130.22778752709655,144.1173251211334,-127.61367616654374,0.0,0.0078125,0.0078125,127,0.9921259842519685
monthly_test_128,augmented_price,ensemble,tenor_months,12,128,128,188.06357043300582,220.56175625773997,0.8924251329966567,242.87649119014532,267.2082269310772,-238.2907784695366,0.0,0.0,0.0,128,0.96875
public_monthly_6,affine_coupon_delta,101,ALL,0,6,72,218.3568202784806,308.62358540181776,0.08573066052538747,183.25626883280935,284.07085755735284,-124.60389550170068,0.015151515151515152,0.10606060606060606,0.15151515151515152,64,0.640625
public_monthly_6,affine_coupon_delta,101,base,0,6,6,86.53108920372779,97.7079015935848,0.9091163197364674,,,,,,,0,
public_monthly_6,affine_coupon_delta,101,nobs_early,1,6,6,357.4941589478155,371.85119621232633,-0.9889804625241669,303.9953917394224,310.0610840517788,-303.9953917394224,0.0,0.0,0.0,6,0.3333333333333333
public_monthly_6,affine_coupon_delta,101,nobs_late,1,6,6,603.7417832157547,629.9695175254733,-2.9087621013914546,550.2430160073612,564.5471213358734,-550.2430160073612,0.0,0.0,0.0,5,0.2
public_monthly_6,affine_coupon_delta,101,nobs_middle,1,6,6,629.7792920122025,652.1359185035667,-3.1788287653776965,576.28052480381,587.1612055065971,-576.28052480381,0.0,0.0,0.0,5,0.2
public_monthly_6,affine_coupon_delta,101,tenor_months,-12,6,6,250.0703538635777,266.10994038110124,-0.22868302535252205,265.3871827614633,297.6806538440996,220.07697266785112,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,affine_coupon_delta,101,tenor_months,-6,6,6,113.59503733891749,151.55973248839456,0.7286119323551856,64.10793301799318,85.31959823518774,-17.017733018955493,0.0,0.0,0.16666666666666666,6,0.5
public_monthly_6,affine_coupon_delta,101,tenor_months,-3,6,6,104.04521111798174,117.44228251233962,0.8497736418684827,23.164705870058743,29.093262407352036,-2.1161060980574375,0.0,0.16666666666666666,0.3333333333333333,6,0.6666666666666666
public_monthly_6,affine_coupon_delta,101,tenor_months,-1,6,6,65.22627735480091,80.80089453059873,0.9344000971309037,43.666128818190835,47.0419802957072,23.027886337455044,0.0,0.0,0.0,6,0.5
public_monthly_6,affine_coupon_delta,101,tenor_months,1,6,6,82.90824323907661,94.12621351799405,0.9194880722848979,4.364856326400832,7.842531098416466,-2.672028533975359,0.0,0.8333333333333334,0.8333333333333334,6,1.0
public_monthly_6,affine_coupon_delta,101,tenor_months,3,6,6,85.06357798512575,102.53757549433466,0.9101399140780841,28.159317151912944,39.864990830984354,-28.159317151912944,0.16666666666666666,0.16666666666666666,0.16666666666666666,6,1.0
public_monthly_6,affine_coupon_delta,101,tenor_months,6,6,6,116.61131724074978,126.96157310226481,0.8744121303717386,63.112550032356985,87.43724789430854,-63.112550032356985,0.0,0.0,0.16666666666666666,6,0.8333333333333334
public_monthly_6,affine_coupon_delta,101,tenor_months,12,6,6,125.21550182203676,153.03577215414725,0.8438825863379253,93.33735063193235,140.7145958744093,-70.15104213816198,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,affine_coupon_delta,233,ALL,0,6,72,256.7446386612241,331.59658951899945,-0.055446056095064256,232.36882790567404,307.22322975031096,-126.44253623489939,0.0,0.0,0.030303030303030304,64,0.640625
public_monthly_6,affine_coupon_delta,233,base,0,6,6,79.56305685146162,103.27045967750297,0.8984736547344176,,,,,,,0,
public_monthly_6,affine_coupon_delta,233,nobs_early,1,6,6,283.3531334046026,309.57121545171765,-0.37852071286163236,234.43865876695943,248.2991310519306,-234.43865876695943,0.0,0.0,0.0,6,0.3333333333333333
public_monthly_6,affine_coupon_delta,233,nobs_late,1,6,6,626.3666136206721,651.7288782935403,-3.183445328499272,577.4521389830286,595.6103586145135,-577.4521389830286,0.0,0.0,0.0,5,0.2
public_monthly_6,affine_coupon_delta,233,nobs_middle,1,6,6,589.067928855566,608.2318498951488,-2.6351024029338497,540.1534542179232,552.8082623564951,-540.1534542179232,0.0,0.0,0.0,5,0.2
public_monthly_6,affine_coupon_delta,233,tenor_months,-12,6,6,336.6284688643027,363.61610652839073,-1.294055325475255,385.5429435019474,391.80441156437314,385.5429435019474,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,affine_coupon_delta,233,tenor_months,-6,6,6,165.0649407575147,185.14630485295126,0.5950017130043654,141.4695273226888,165.99361170934503,141.4695273226888,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,affine_coupon_delta,233,tenor_months,-3,6,6,153.7636866000997,175.03337639928566,0.6663132874581363,92.18877863749084,111.03085308981002,-39.45454174792926,0.0,0.0,0.0,6,0.3333333333333333
public_monthly_6,affine_coupon_delta,233,tenor_months,-1,6,6,74.2227429149134,94.4506424561048,0.9103643666537559,31.73317959308301,43.767391222603464,26.696850246604214,0.0,0.0,0.3333333333333333,6,0.5
public_monthly_6,affine_coupon_delta,233,tenor_months,1,6,6,90.06169468179512,114.41203363924983,0.8810450664592262,19.50994331872471,20.876833051078478,-19.50994331872471,0.0,0.0,0.0,6,1.0
public_monthly_6,affine_coupon_delta,233,tenor_months,3,6,6,131.44205142593182,156.8621759579642,0.7897009982379447,79.99608593802542,80.78034516529037,-79.99608593802542,0.0,0.0,0.0,6,1.0
public_monthly_6,affine_coupon_delta,233,tenor_months,6,6,6,219.22081256265938,235.21692711915895,0.568937495520591,170.3063379250165,172.3918400958336,-170.3063379250165,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,affine_coupon_delta,233,tenor_months,12,6,6,332.18053339516973,345.2588109345007,0.20538827218597422,283.26605875752637,290.27201967099904,-283.26605875752637,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,affine_coupon_delta,47,ALL,0,6,72,256.0872222665682,334.7810964551041,-0.07581547202431538,252.71263160718004,339.9955524916922,-27.36020898462101,0.0,0.015151515151515152,0.045454545454545456,64,0.71875
public_monthly_6,affine_coupon_delta,47,base,0,6,6,66.80031163000574,73.71914873043633,0.948264678102579,,,,,,,0,
public_monthly_6,affine_coupon_delta,47,nobs_early,1,6,6,122.53813155436546,144.11517587268008,0.7012474757536207,119.06908847441825,167.61773089193917,103.32318046389587,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,affine_coupon_delta,47,nobs_late,1,6,6,398.1119178872838,415.24572982971017,-0.6982847807501602,358.8194210557317,375.14148304748795,-358.8194210557317,0.0,0.0,0.0,5,0.2
public_monthly_6,affine_coupon_delta,47,nobs_middle,1,6,6,328.710270787227,346.83977231262935,-0.18205073771186653,289.4177739556755,313.9413748706575,-289.4177739556755,0.0,0.0,0.0,5,0.2
public_monthly_6,affine_coupon_delta,47,tenor_months,-12,6,6,661.0637029341269,714.5900641574067,-7.859956911448396,700.3561997656803,752.5637728542521,700.3561997656803,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,affine_coupon_delta,47,tenor_months,-6,6,6,343.7272376291979,364.1218926754965,-0.5664504853653141,383.01973446075027,401.6310346614589,383.01973446075027,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,affine_coupon_delta,47,tenor_months,-3,6,6,68.24115890275941,79.59026067778787,0.9310050940892449,24.661970010317077,33.43266267296851,-3.9230209044234052,0.0,0.16666666666666666,0.5,6,0.8333333333333334
public_monthly_6,affine_coupon_delta,47,tenor_months,-1,6,6,50.80485063705237,60.83564293412153,0.9628133494063775,47.06846128304476,50.0078082098045,21.92510106803569,0.0,0.0,0.0,6,0.3333333333333333
public_monthly_6,affine_coupon_delta,47,tenor_months,1,6,6,98.19047679518826,106.0123483350305,0.8978703230342985,40.44518072640904,42.01601169382999,-40.44518072640904,0.0,0.0,0.0,6,1.0
public_monthly_6,affine_coupon_delta,47,tenor_months,3,6,6,173.44436960175244,190.9188190728235,0.6884711874915687,134.1518727701991,136.96540898342138,-134.1518727701991,0.0,0.0,0.0,6,1.0
public_monthly_6,affine_coupon_delta,47,tenor_months,6,6,6,303.8351689215054,317.9882618098249,0.21218312105381965,264.5426720899538,268.29676903990367,-264.5426720899538,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,affine_coupon_delta,47,tenor_months,12,6,6,457.5790699183529,473.2289131378178,-0.492821811215155,418.2865730868009,424.728667718833,-418.2865730868009,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,affine_coupon_delta,ensemble,ALL,0,6,72,228.6801926638426,295.5126482698558,0.16176058336382082,210.74071961616735,280.1630549784622,-92.80221357374027,0.0,0.0,0.0,64,0.640625
public_monthly_6,affine_coupon_delta,ensemble,base,0,6,6,74.6965031740092,89.37927725408777,0.9239498264467446,,,,,,,0,
public_monthly_6,affine_coupon_delta,ensemble,nobs_early,1,6,6,192.27220290669115,213.1458880796237,0.34649928213854275,145.03695668082847,162.28007034508067,-145.03695668082847,0.0,0.0,0.0,6,0.3333333333333333
public_monthly_6,affine_coupon_delta,ensemble,nobs_late,1,6,6,542.7401049079035,561.5346079808761,-2.1056550937112393,495.5048586820405,507.97758912087346,-495.5048586820405,0.0,0.0,0.0,5,0.2
public_monthly_6,affine_coupon_delta,ensemble,nobs_middle,1,6,6,515.8524972183319,528.0348199487436,-1.7397028238931709,468.61725099246956,476.52264615327874,-468.61725099246956,0.0,0.0,0.0,5,0.2
public_monthly_6,affine_coupon_delta,ensemble,tenor_months,-12,6,6,388.0901257526287,417.1662826406982,-2.019507147169015,435.32537197849297,459.3857595133163,435.32537197849297,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,affine_coupon_delta,ensemble,tenor_months,-6,6,6,139.90383337633043,163.34253489701496,0.6847742615351433,169.15717625482807,182.10134948196378,169.15717625482807,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,affine_coupon_delta,ensemble,tenor_months,-3,6,6,97.01139944280385,116.370949724484,0.8525019326442814,38.81715713472084,48.166421115543216,-15.164556250136519,0.0,0.0,0.0,6,0.5
public_monthly_6,affine_coupon_delta,ensemble,tenor_months,-1,6,6,56.92501140941325,74.90174621884766,0.9436291291369293,40.82258989810639,44.662904980257835,23.88327921736492,0.0,0.0,0.0,6,0.3333333333333333
public_monthly_6,affine_coupon_delta,ensemble,tenor_months,1,6,6,90.38680490535323,102.50323019208513,0.9045196171877417,20.875717526369577,21.176228359745043,-20.875717526369577,0.0,0.0,0.0,6,1.0
public_monthly_6,affine_coupon_delta,ensemble,tenor_months,3,6,6,128.59159174431534,147.6303658635973,0.813726046158778,80.7690919533792,81.09313629236662,-80.7690919533792,0.0,0.0,0.0,6,1.0
public_monthly_6,affine_coupon_delta,ensemble,tenor_months,6,6,6,213.22243290830465,223.62326179479822,0.6103837522737876,165.98718668244226,166.84606577462645,-165.98718668244226,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,affine_coupon_delta,ensemble,tenor_months,12,6,6,304.4698042200259,313.3704367956249,0.34539174835065245,257.2345579941629,261.8811385904856,-257.2345579941629,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,augmented_delta,101,ALL,0,6,72,252.95938522322206,338.7512287597606,-0.10148272286081594,264.86100835359446,349.8450869370347,-3.6566157883301114,0.0,0.0,0.0,64,0.65625
public_monthly_6,augmented_delta,101,base,0,6,6,55.97163779043664,67.82328753703719,0.9562090661503773,,,,,,,0,
public_monthly_6,augmented_delta,101,nobs_early,1,6,6,176.49024386768542,208.99003985689154,0.37173433076491746,194.71279679436054,229.2682862061556,194.71279679436054,0.0,0.0,0.0,6,0.6666666666666666
public_monthly_6,augmented_delta,101,nobs_late,1,6,6,370.3474783044591,383.42349803930324,-0.4479635104860753,352.1249253777837,362.17002801791944,-352.1249253777837,0.0,0.0,0.0,5,0.2
public_monthly_6,augmented_delta,101,nobs_middle,1,6,6,270.16211834048016,282.30922161879613,0.21687973467404975,251.93956541380533,266.28547564969165,-251.93956541380533,0.0,0.0,0.0,5,0.2
public_monthly_6,augmented_delta,101,tenor_months,-12,6,6,782.7304919889975,826.816196712529,-10.861390778181887,800.9530449156742,844.9436419304543,800.9530449156742,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,augmented_delta,101,tenor_months,-6,6,6,219.72613200277374,243.09186266968584,0.3018255824179231,237.94868492944943,253.343570803838,237.94868492944943,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,augmented_delta,101,tenor_months,-3,6,6,133.75454690406846,172.4598317335452,0.6760536518243019,151.97709983074503,162.3918219268361,151.97709983074503,0.0,0.0,0.0,6,0.5
public_monthly_6,augmented_delta,101,tenor_months,-1,6,6,56.14988073055368,81.75320862195778,0.9328446723790583,51.032532638724575,53.8927185723208,51.032532638724575,0.0,0.0,0.0,6,0.16666666666666666
public_monthly_6,augmented_delta,101,tenor_months,1,6,6,86.02785100554593,90.0021701775238,0.9263886112104965,43.29785902535923,44.173799094450864,-43.29785902535923,0.0,0.0,0.0,6,1.0
public_monthly_6,augmented_delta,101,tenor_months,3,6,6,156.64003210022656,168.06459735464378,0.758591131984104,138.41747917354994,141.8172807967535,-138.41747917354994,0.0,0.0,0.0,6,1.0
public_monthly_6,augmented_delta,101,tenor_months,6,6,6,286.58409460738795,292.3647341153363,0.3340324396921299,268.36154168071306,273.3881692522882,-268.36154168071306,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,augmented_delta,101,tenor_months,12,6,6,440.92811503604906,448.41045313935103,-0.3403458864687008,422.7055621093737,432.98451935501413,-422.7055621093737,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,augmented_delta,233,ALL,0,6,72,243.7112806820938,322.54056574135194,0.001415966441117411,238.93267430973356,317.47804614198395,-31.262344457930162,0.0,0.015151515151515152,0.045454545454545456,64,0.671875
public_monthly_6,augmented_delta,233,base,0,6,6,75.25622390214114,96.54715645763713,0.9112628436976625,,,,,,,0,
public_monthly_6,augmented_delta,233,nobs_early,1,6,6,112.38152560477647,143.04573875166787,0.7056649368550573,140.0964537967529,161.47770090052302,2.8448492159303505,0.0,0.0,0.0,6,0.6666666666666666
public_monthly_6,augmented_delta,233,nobs_late,1,6,6,376.01329715465846,406.00803408015383,-0.623564035497546,350.2542336015081,375.14666701439205,-350.2542336015081,0.0,0.0,0.0,5,0.2
public_monthly_6,augmented_delta,233,nobs_middle,1,6,6,329.3366162627417,354.2503503328447,-0.23310173917394317,303.5775527095919,327.9844025360099,-303.5775527095919,0.0,0.0,0.0,5,0.2
public_monthly_6,augmented_delta,233,tenor_months,-12,6,6,677.4724642764935,706.1192987200855,-7.651149667295396,703.2315278296452,718.0339576236136,703.2315278296452,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,augmented_delta,233,tenor_months,-6,6,6,272.23385040690783,308.1510028350826,-0.1218899548996355,297.99291396005856,307.12327532263475,297.99291396005856,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,augmented_delta,233,tenor_months,-3,6,6,108.55580957866398,137.6431546404316,0.793649080813554,45.532774484848154,58.16500530519953,22.97138954682985,0.0,0.16666666666666666,0.3333333333333333,6,0.6666666666666666
public_monthly_6,augmented_delta,233,tenor_months,-1,6,6,91.33846034711678,128.58880416066216,0.8338588647074259,47.50533361213544,52.26311725083792,22.973944133933315,0.0,0.0,0.16666666666666666,6,0.16666666666666666
public_monthly_6,augmented_delta,233,tenor_months,1,6,6,87.10530430093574,108.9135300298676,0.8922039822880032,30.452760053038674,31.939773167123853,-30.452760053038674,0.0,0.0,0.0,6,1.0
public_monthly_6,augmented_delta,233,tenor_months,3,6,6,141.32976660664676,164.2428337964402,0.7694455016713533,107.62194472174734,111.4958318535086,-107.62194472174734,0.0,0.0,0.0,6,1.0
public_monthly_6,augmented_delta,233,tenor_months,6,6,6,246.8307767744412,268.39286811265015,0.4387646128869267,221.07171322129128,226.4190196686471,-221.07171322129128,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,augmented_delta,233,tenor_months,12,6,6,406.6812729696021,433.9987408536325,-0.2555741581963835,380.9222094164517,391.9214917883097,-380.9222094164517,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,augmented_delta,47,ALL,0,6,72,206.0610005909788,264.9235472032042,0.3263147265908549,198.91492046570238,257.651175446114,-23.420305840940557,0.0,0.015151515151515152,0.045454545454545456,64,0.703125
public_monthly_6,augmented_delta,47,base,0,6,6,75.13959748053064,83.12293807446916,0.9342238721823225,,,,,,,0,
public_monthly_6,augmented_delta,47,nobs_early,1,6,6,118.67650226412358,132.85689601765623,0.7461013716865661,93.26960327812792,112.9218565752136,-70.04636626741723,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,augmented_delta,47,nobs_late,1,6,6,410.20053457633,421.5169435078664,-0.7499685364452651,366.1315201946274,375.6549361406337,-366.1315201946274,0.0,0.0,0.0,5,0.2
public_monthly_6,augmented_delta,47,nobs_middle,1,6,6,416.28181225552936,419.9844351190242,-0.7331842125139028,372.21279787382736,375.85897393878133,-372.21279787382736,0.0,0.0,0.0,5,0.2
public_monthly_6,augmented_delta,47,tenor_months,-12,6,6,400.97853743348605,458.37098695034194,-2.6454563673454623,445.04755181519,477.3267064786381,445.04755181519,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,augmented_delta,47,tenor_months,-6,6,6,252.18910639216787,310.9593928188211,-0.1424322328168086,296.2581207738708,321.4170291440701,296.2581207738708,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,augmented_delta,47,tenor_months,-3,6,6,135.06493625663552,174.1467891791054,0.6696851371436959,170.09065335476237,182.09522315047653,170.09065335476237,0.0,0.0,0.0,6,0.5
public_monthly_6,augmented_delta,47,tenor_months,-1,6,6,65.00138558858028,89.3703105768685,0.9197477175257708,42.212435987011524,54.739810400893305,42.212435987011524,0.0,0.16666666666666666,0.16666666666666666,6,0.5
public_monthly_6,augmented_delta,47,tenor_months,1,6,6,75.58750469676822,87.10053647970922,0.931058503172037,11.436394842823423,12.620227793047338,-11.436394842823423,0.0,0.0,0.3333333333333333,6,1.0
public_monthly_6,augmented_delta,47,tenor_months,3,6,6,99.89601290975618,115.38046358700488,0.8862201648913813,55.82699852805226,58.83723563191117,-55.82699852805226,0.0,0.0,0.0,6,1.0
public_monthly_6,augmented_delta,47,tenor_months,6,6,6,167.59514356012642,173.68698993871763,0.7649622173863109,123.5261291784243,127.86672314448904,-123.5261291784243,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,augmented_delta,47,tenor_months,12,6,6,256.12093367771166,259.6339841624095,0.5506461105465447,212.05191929600906,218.65879230966675,-212.05191929600906,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,augmented_delta,ensemble,ALL,0,6,72,227.68781217864287,297.89795227473286,0.1481738526272065,229.63011512103003,298.22409515973555,-19.44642202906683,0.015151515151515152,0.030303030303030304,0.030303030303030304,64,0.671875
public_monthly_6,augmented_delta,ensemble,base,0,6,6,68.7891530577026,80.0393291663151,0.9390135417771449,,,,,,,0,
public_monthly_6,augmented_delta,ensemble,nobs_early,1,6,6,81.15822848563555,100.68276332056772,0.8541849320664101,106.98293851225299,123.15608149572508,42.50375991429116,0.16666666666666666,0.16666666666666666,0.16666666666666666,6,0.8333333333333334
public_monthly_6,augmented_delta,ensemble,nobs_late,1,6,6,385.52043667848255,402.00192958508376,-0.5916825053672079,356.1702263913062,369.046473885912,-356.1702263913062,0.0,0.0,0.0,5,0.2
public_monthly_6,augmented_delta,ensemble,nobs_middle,1,6,6,338.59351561958346,348.2322079643752,-0.19156079754709743,309.2433053324079,318.5100296726119,-309.2433053324079,0.0,0.0,0.0,5,0.2
public_monthly_6,augmented_delta,ensemble,tenor_months,-12,6,6,620.3938312329919,651.4297043501767,-6.362965727233567,649.7440415201696,670.762783998902,649.7440415201696,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,augmented_delta,ensemble,tenor_months,-6,6,6,248.04969626728325,283.8126006363533,0.048329877085570905,277.3999065544598,290.3223750089375,277.3999065544598,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,augmented_delta,ensemble,tenor_months,-3,6,6,109.61264206436165,141.7614989475346,0.7811161264030573,115.01304757744624,124.34774779828876,115.01304757744624,0.0,0.0,0.0,6,0.5
public_monthly_6,augmented_delta,ensemble,tenor_months,-1,6,6,66.3103918894376,93.2365678418928,0.9126539207869186,39.48029669434288,45.408255642165,38.7396375865566,0.0,0.16666666666666666,0.16666666666666666,6,0.16666666666666666
public_monthly_6,augmented_delta,ensemble,tenor_months,1,6,6,82.27338754483571,93.42442487216583,0.9206841624867106,28.395671307073712,29.37168686022389,-28.395671307073712,0.0,0.0,0.0,6,1.0
public_monthly_6,augmented_delta,ensemble,tenor_months,3,6,6,129.972351094961,147.28336556410508,0.8146006786056664,100.62214080778328,103.65174637688176,-100.62214080778328,0.0,0.0,0.0,6,1.0
public_monthly_6,augmented_delta,ensemble,tenor_months,6,6,6,233.67000498065195,242.90349720250956,0.5403040908374704,204.31979469347615,208.17077586981046,-204.31979469347615,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,augmented_delta,ensemble,tenor_months,12,6,6,367.9101072277875,377.3347194366079,0.05088472153123014,338.55989694061134,344.71269579060737,-338.55989694061134,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,augmented_price,101,ALL,0,6,72,240.07060968020153,328.92256948716096,-0.03849229704121093,243.5016472469774,330.0121222335031,13.79612993828418,0.015151515151515152,0.015151515151515152,0.015151515151515152,64,0.6875
public_monthly_6,augmented_price,101,base,0,6,6,80.1206583033354,84.58590217226784,0.9318881770454248,,,,,,,0,
public_monthly_6,augmented_price,101,nobs_early,1,6,6,140.04907424926083,209.79714045866046,0.36687235039291755,155.95244242969588,208.29235285671962,141.1551425725079,0.0,0.0,0.0,6,1.0
public_monthly_6,augmented_price,101,nobs_late,1,6,6,284.97932187135365,319.5221529416115,-0.0055463991124728995,261.1608862110153,277.18040724432603,-261.1608862110153,0.0,0.0,0.0,5,0.2
public_monthly_6,augmented_price,101,nobs_middle,1,6,6,223.81444063280802,269.63150178305494,0.28563594350837673,199.99600497247027,233.3833359183467,-199.99600497247027,0.0,0.0,0.0,5,0.2
public_monthly_6,augmented_price,101,tenor_months,-12,6,6,782.8065872521607,806.8812877539294,-10.29631907486326,806.6250229125004,823.2453238237845,806.6250229125004,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,augmented_price,101,tenor_months,-6,6,6,230.49301569392568,266.5881600455087,0.1603374121919775,254.31145135426428,263.78228521723764,254.31145135426428,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,augmented_price,101,tenor_months,-3,6,6,135.08337668801292,181.1417061849803,0.642616843246138,158.65828380469318,165.03721064595487,158.65828380469318,0.0,0.0,0.0,6,0.5
public_monthly_6,augmented_price,101,tenor_months,-1,6,6,73.12047332149207,92.64839516650014,0.913752471126879,47.14039344795191,52.29556445768693,46.838054444805714,0.16666666666666666,0.16666666666666666,0.16666666666666666,6,0.16666666666666666
public_monthly_6,augmented_price,101,tenor_months,1,6,6,90.80536523652245,101.21447235448919,0.9069054452233619,33.197752627094665,34.823136692901834,-33.197752627094665,0.0,0.0,0.0,6,1.0
public_monthly_6,augmented_price,101,tenor_months,3,6,6,145.28115719095663,159.32642924706497,0.7830416411910687,114.81890755515188,117.60976432608554,-114.81890755515188,0.0,0.0,0.0,6,1.0
public_monthly_6,augmented_price,101,tenor_months,6,6,6,260.3345070715298,273.2099280793208,0.41843795140984175,236.516071411192,240.18598230154979,-236.516071411192,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,augmented_price,101,tenor_months,12,6,6,433.9593386510596,445.555681064815,-0.32333378610037666,410.1409029907214,416.2757107597562,-410.1409029907214,0.0,0.0,0.0,6,0.8333333333333334
