family,case,axis,offset,structure,monthly,cohort,nobs,horizon_days,monthly_coupon_count,monthly_total_accrual,mc_price_krw,mc_price_se_krw,mc_delta_krw,mc_delta_se_krw,affected,actual_horizon_change_days,final_stub_coupon,price_krw,price_se_krw,mc_difference_krw,z_independent_mc
test-monthly-00062,0,base,0,STEP no-KI,True,monthly_test_128,6,1091,36,3.000000000000001,9021.17724401322,6.2876102042980495,0.0,0.0,0,0,False,9023.498971056117,6.278784474049621,-2.3217270428958727,-0.2612855275071568
test-regular-00063,0,base,0,LIZARD no-KI,False,regular_test_128,12,1095,0,0.0,9956.747059018106,3.6320424192277194,0.0,0.0,0,0,False,9952.267762301595,3.657097027590036,4.479296716510362,0.8690524844181475
test-monthly-00063,0,base,0,LIZARD no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,8366.765780572909,9.368397349137052,0.0,0.0,0,0,False,8347.23891203127,9.396696208546976,19.526868541639487,1.4716223415389247
test-regular-00064,0,base,0,STEP KI,False,regular_test_128,12,1095,0,0.0,9112.673084668886,9.09993339171218,0.0,0.0,0,0,False,9126.410594932046,9.084622827171374,-13.737510263159493,-1.0683662668204759
test-monthly-00064,0,base,0,STEP KI,True,monthly_test_128,6,1091,36,3.000000000000001,9005.927864030962,6.839101540325727,0.0,0.0,0,0,False,9004.996879292761,6.851391122206594,0.9309847382010048,0.09616971025859329
test-regular-00065,0,base,0,STEP no-KI,False,regular_test_128,7,1095,0,0.0,9957.594906429907,3.189703056237754,0.0,0.0,0,0,False,9954.187365997008,3.204575937608513,3.407540432899623,0.7536388173819293
test-monthly-00065,0,base,0,STEP no-KI,True,monthly_test_128,6,1095,36,3.000000000000001,9337.846588097744,7.562887632763147,0.0,0.0,0,0,False,9321.917939064526,7.576502626940963,15.92864903321788,1.4879398705892537
test-regular-00066,0,base,0,LIZARD KI,False,regular_test_128,12,1095,0,0.0,9921.285433670326,3.108771470661307,0.0,0.0,0,0,False,9921.529099002262,3.096004844075217,-0.2436653319364268,-0.05553690740899598
test-monthly-00066,0,base,0,LIZARD no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,9152.22061699588,7.322726996961386,0.0,0.0,0,0,False,9154.48449783398,7.3281439463258655,-2.2638808380997943,-0.21852699258585687
test-regular-00067,0,base,0,LIZARD no-KI,False,regular_test_128,12,1095,0,0.0,9447.400027692149,5.79401291694438,0.0,0.0,0,0,False,9440.735328638257,5.827218654566488,6.664699053892036,0.811038766210009
test-monthly-00067,0,base,0,STEP KI,True,monthly_test_128,6,1091,36,3.000000000000001,8449.458549739773,7.664533315283395,0.0,0.0,0,0,False,8461.896824174937,7.648955014545338,-12.438274435164203,-1.1486845399207077
test-regular-00068,0,base,0,STEP KI,False,regular_test_128,6,1095,0,0.0,8880.246186762548,9.99445997844492,0.0,0.0,0,0,False,8870.598970700643,10.01220903314048,9.647216061905056,0.681933530117411
test-monthly-00068,0,base,0,STEP no-KI,True,monthly_test_128,6,1089,36,3.000000000000001,9465.343044817875,5.362668912134183,0.0,0.0,0,0,False,9465.5779444646,5.374586689850977,-0.2348996467244433,-0.030938824023353396
test-regular-00069,0,base,0,STEP no-KI,False,regular_test_128,6,1095,0,0.0,8183.53264212884,8.655314939553179,0.0,0.0,0,0,False,8175.596753883459,8.667713491860257,7.935888245380738,0.6478681228255052
test-monthly-00069,0,base,0,LIZARD no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,9436.981579776426,6.069654680792008,0.0,0.0,0,0,False,9448.197863328098,6.033179363299668,-11.21628355167195,-1.3106143754022672
test-regular-00070,0,base,0,LIZARD KI,False,regular_test_128,7,1095,0,0.0,8203.721703915027,9.167213209224244,0.0,0.0,0,0,False,8234.996994702506,9.127185282098935,-31.275290787478298,-2.4176708815733274
test-monthly-00070,0,base,0,STEP KI,True,monthly_test_128,6,1093,36,3.000000000000001,9696.38779684271,6.789126151133009,0.0,0.0,0,0,False,9685.789621768869,6.816906965197582,10.598175073841048,1.1015739529282897
test-regular-00071,0,base,0,LIZARD no-KI,False,regular_test_128,6,1095,0,0.0,8642.21904099609,9.065235493524384,0.0,0.0,0,0,False,8629.886001999148,9.088123200778384,12.333038996941468,0.960788438428686
test-monthly-00071,0,base,0,STEP no-KI,True,monthly_test_128,6,1092,36,3.000000000000001,8399.173339925665,8.195334354750159,0.0,0.0,0,0,False,8425.73377392559,8.15370302162488,-26.560433999926317,-2.2975055558899315
test-regular-00072,0,base,0,STEP KI,False,regular_test_128,6,1095,0,0.0,9340.515191041388,6.275733946201054,0.0,0.0,0,0,False,9322.155361039937,6.332568158567135,18.359830001450973,2.059314298474694
test-monthly-00072,0,base,0,LIZARD no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,9957.91157321924,3.953206274700062,0.0,0.0,0,0,False,9943.53899711252,4.0358922431867965,14.372576106719862,2.544067199791672
test-regular-00073,0,base,0,STEP no-KI,False,regular_test_128,7,1095,0,0.0,8992.45975243562,7.660241468084429,0.0,0.0,0,0,False,8979.809520210234,7.679205796960572,12.65023222538548,1.1662816787976749
test-monthly-00073,0,base,0,STEP KI,True,monthly_test_128,6,1096,36,3.000000000000001,8621.130091373529,8.482730778833862,0.0,0.0,0,0,False,8617.261840404823,8.501477886364457,3.868250968705979,0.32209505652521886
test-regular-00074,0,base,0,LIZARD KI,False,regular_test_128,7,1095,0,0.0,9260.823141192725,6.771172069961909,0.0,0.0,0,0,False,9255.954790181457,6.788973878009836,4.868351011267805,0.5077292029201171
test-monthly-00074,0,base,0,STEP no-KI,True,monthly_test_128,6,1093,36,3.000000000000001,8961.952262118577,7.493742438882487,0.0,0.0,0,0,False,8941.176181118415,7.5514564151863315,20.776081000161867,1.9528887342160166
test-regular-00075,0,base,0,LIZARD no-KI,False,regular_test_128,7,1095,0,0.0,8201.182475142261,8.137119373231863,0.0,0.0,0,0,False,8199.515472711286,8.140366725200655,1.667002430975117,0.1448317869985247
test-monthly-00075,0,base,0,LIZARD no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,8726.871901745882,8.394420105643071,0.0,0.0,0,0,False,8725.425945881309,8.386878806315313,1.445955864573989,0.12185529847959141
test-regular-00076,0,base,0,STEP KI,False,regular_test_128,7,1095,0,0.0,9155.147057546876,7.1946688813366775,0.0,0.0,0,0,False,9167.155211295278,7.1714054448599285,-12.008153748402037,-1.1820954868382159
test-monthly-00076,0,base,0,STEP KI,True,monthly_test_128,6,1096,36,3.000000000000001,8849.13992837621,8.028520701590056,0.0,0.0,0,0,False,8845.144359638254,8.027581485630735,3.995568737955182,0.35192772336987393
test-regular-00077,0,base,0,STEP no-KI,False,regular_test_128,12,1095,0,0.0,8730.81820977764,10.061173979101394,0.0,0.0,0,0,False,8730.948939420123,10.046356022511045,-0.1307296424820379,-0.009194544689765353
test-monthly-00077,0,base,0,STEP no-KI,True,monthly_test_128,6,1095,36,3.000000000000001,9344.778514812984,6.513313787951972,0.0,0.0,0,0,False,9352.561214247024,6.502680905185024,-7.782699434039387,-0.8456054015441888
test-regular-00078,0,base,0,LIZARD KI,False,regular_test_128,6,1095,0,0.0,8416.799731771622,7.93084635551018,0.0,0.0,0,0,False,8420.53179258299,7.919503005832261,-3.7320608113677736,-0.3329850682244228
test-monthly-00078,0,base,0,LIZARD no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,9745.762493131837,5.9650909121254205,0.0,0.0,0,0,False,9739.04828985223,5.982087982050255,6.714203279607318,0.7947740477696208
test-regular-00079,0,base,0,LIZARD no-KI,False,regular_test_128,6,1095,0,0.0,8999.594194976416,6.867267071026535,0.0,0.0,0,0,False,9000.90746300104,6.866815457923915,-1.3132680246235395,-0.13522865080608873
test-monthly-00079,0,base,0,STEP KI,True,monthly_test_128,6,1096,36,3.000000000000001,8041.484599103629,8.695493642965356,0.0,0.0,0,0,False,8058.545546135972,8.67319137546035,-17.060947032342483,-1.389155411805438
test-regular-00080,0,base,0,STEP KI,False,regular_test_128,7,1095,0,0.0,8958.873391069052,8.734711026549588,0.0,0.0,0,0,False,8961.75015182874,8.725064584025983,-2.876760759689205,-0.2330129293675798
test-monthly-00080,0,base,0,STEP no-KI,True,monthly_test_128,6,1095,36,3.000000000000001,9466.213690743038,6.11011366404878,0.0,0.0,0,0,False,9457.96423072806,6.132891988015961,8.249460014978467,0.9529096347012056
test-regular-00081,0,base,0,STEP no-KI,False,regular_test_128,6,1095,0,0.0,8355.579299387045,8.816524270298462,0.0,0.0,0,0,False,8341.056329341935,8.83788723362349,14.522970045110924,1.1633673635813515
test-monthly-00081,0,base,0,LIZARD no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,9489.708492994114,7.44795430404676,0.0,0.0,0,0,False,9486.764007250124,7.453466049620223,2.944485743990299,0.27944526693992744
test-regular-00082,0,base,0,LIZARD KI,False,regular_test_128,6,1095,0,0.0,9280.317036117358,8.595172844099363,0.0,0.0,0,0,False,9283.422483857405,8.570358958881299,-3.1054477400466567,-0.2558476936797718
test-monthly-00082,0,base,0,STEP KI,True,monthly_test_128,6,1092,36,3.0000000000000004,9166.36415184946,7.959803990043856,0.0,0.0,0,0,False,9172.649837770185,7.960357413717435,-6.285685920724063,-0.5583675973557883
test-regular-00083,0,base,0,LIZARD no-KI,False,regular_test_128,7,1095,0,0.0,9893.08561175992,4.3294904020660745,0.0,0.0,0,0,False,9884.929334768003,4.361865118463789,8.156276991916457,1.3271390741295526
test-monthly-00083,0,base,0,STEP no-KI,True,monthly_test_128,6,1093,36,3.000000000000001,8895.886930009648,8.43109426874525,0.0,0.0,0,0,False,8895.995943492742,8.446517136033131,-0.1090134830938041,-0.009134484626222905
test-regular-00084,0,base,0,STEP KI,False,regular_test_128,6,1095,0,0.0,9151.490255799055,8.065841551604763,0.0,0.0,0,0,False,9160.992980149267,8.039621279648154,-9.502724350211793,-0.8344289131284915
test-monthly-00084,0,base,0,LIZARD no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,8896.056032998638,8.629387120877704,0.0,0.0,0,0,False,8904.229823000001,8.625652880510415,-8.173790001363159,-0.6699193049852064
test-regular-00085,0,base,0,STEP no-KI,False,regular_test_128,12,1095,0,0.0,8975.428732578655,8.27995018659299,0.0,0.0,0,0,False,8962.589036120802,8.290837241975911,12.839696457853279,1.09578793565079
test-monthly-00085,0,base,0,STEP KI,True,monthly_test_128,6,1096,36,3.000000000000001,8027.530757202932,9.178476293939749,0.0,0.0,0,0,False,8024.214376206409,9.169244983940152,3.3163809965235487,0.2556214103442905
test-regular-00086,0,base,0,LIZARD KI,False,regular_test_128,6,1095,0,0.0,8217.502040958481,10.279951400019788,0.0,0.0,0,0,False,8203.94440646495,10.292527913815212,13.557634493530713,0.9319920413679963
test-monthly-00086,0,base,0,STEP no-KI,True,monthly_test_128,6,1094,36,3.000000000000001,8333.069710303664,8.985106647005397,0.0,0.0,0,0,False,8383.125703103264,8.90976378352414,-50.05599279960006,-3.9558395655430116
test-regular-00087,0,base,0,LIZARD no-KI,False,regular_test_128,7,1095,0,0.0,9314.496301205429,6.239188086792253,0.0,0.0,0,0,False,9320.512293489868,6.229739935111764,-6.015992284439562,-0.6823277367853939
test-monthly-00087,0,base,0,LIZARD no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,8884.404899139783,7.787610507534247,0.0,0.0,0,0,False,8872.46528354247,7.822241835045466,11.939615597313605,1.0816966350816195
test-regular-00088,0,base,0,STEP KI,False,regular_test_128,7,1095,0,0.0,8240.557624865787,9.013258678305965,0.0,0.0,0,0,False,8237.506073315077,9.027818405026112,3.0515515507104283,0.2392065708717713
test-monthly-00088,0,base,0,STEP KI,True,monthly_test_128,6,1087,35,2.9166666666666674,8592.310683363914,8.393753884741892,0.0,0.0,0,0,False,8577.012549521563,8.42229441057569,15.29813384235058,1.2865565570952164
test-regular-00089,0,base,0,STEP no-KI,False,regular_test_128,7,1095,0,0.0,9302.493272672711,7.403199376085053,0.0,0.0,0,0,False,9300.498695674814,7.412885246255512,1.9945769978967292,0.1903847953599966
test-monthly-00089,0,base,0,STEP no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,8184.695639368292,9.081615607419316,0.0,0.0,0,0,False,8166.083797156083,9.08756763980249,18.611842212209012,1.448668215119441
test-regular-00090,0,base,0,LIZARD KI,False,regular_test_128,7,1095,0,0.0,10071.03186709556,0.9057852776693458,0.0,0.0,0,0,False,10070.534513785562,0.9074103782832356,0.49735330999828875,0.38791374305361664
test-monthly-00090,0,base,0,LIZARD no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,9840.077380423432,5.32156802194233,0.0,0.0,0,0,False,9839.32951409455,5.317830488489356,0.7478663288820826,0.09940812338691331
test-regular-00091,0,base,0,LIZARD no-KI,False,regular_test_128,12,1095,0,0.0,8866.318627629656,7.184860469187677,0.0,0.0,0,0,False,8863.509009247746,7.180192265192925,2.8096183819106955,0.27660185343248406
test-monthly-00091,0,base,0,STEP KI,True,monthly_test_128,6,1096,36,3.000000000000001,9093.286958647886,6.772410846712022,0.0,0.0,0,0,False,9107.68264185287,6.731957279980308,-14.39568320498438,-1.5075476981402967
test-regular-00092,0,base,0,STEP KI,False,regular_test_128,12,1095,0,0.0,9390.745061641386,5.918967440444361,0.0,0.0,0,0,False,9397.886729543095,5.890308514447552,-7.141667901709297,-0.8552441235271042
test-monthly-00092,0,base,0,STEP no-KI,True,monthly_test_128,6,1090,36,3.000000000000001,8696.430768588492,8.277052423391677,0.0,0.0,0,0,False,8690.501710071652,8.293628801867785,5.929058516840087,0.5060112289457166
test-regular-00093,0,base,0,STEP no-KI,False,regular_test_128,6,1095,0,0.0,9165.105285036998,8.97485516812103,0.0,0.0,0,0,False,9164.507342777346,8.984631375752256,0.5979422596519726,0.04708474965392948
test-monthly-00093,0,base,0,LIZARD no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,8940.85145538055,8.094291252463748,0.0,0.0,0,0,False,8931.653800272665,8.102004748517121,9.197655107886021,0.8031124597670418
test-regular-00094,0,base,0,LIZARD KI,False,regular_test_128,12,1095,0,0.0,8789.963049373562,8.322122884882516,0.0,0.0,0,0,False,8789.077444454848,8.322055773485298,0.8856049187143071,0.07524759933469331
test-monthly-00094,0,base,0,STEP KI,True,monthly_test_128,6,1092,36,3.000000000000001,10383.410667346354,3.596655444635063,0.0,0.0,0,0,False,10378.07866355486,3.624873266818645,5.3320037914945715,1.044174275663812
test-regular-00095,0,base,0,LIZARD no-KI,False,regular_test_128,7,1095,0,0.0,10033.98158094062,1.8781837321307568,0.0,0.0,0,0,False,10035.239696207052,1.841296217229043,-1.2581152664333786,-0.4783346610711796
test-monthly-00095,0,base,0,STEP no-KI,True,monthly_test_128,6,1093,36,3.000000000000001,8932.815185719483,6.724863681855879,0.0,0.0,0,0,False,8924.779326648662,6.746598447014817,8.035859070820152,0.8435911398169108
test-regular-00096,0,base,0,STEP KI,False,regular_test_128,6,1095,0,0.0,8821.841034579767,8.486614777090278,0.0,0.0,0,0,False,8832.714432343646,8.462027423780118,-10.873397763878529,-0.9072874525040151
test-monthly-00096,0,base,0,LIZARD no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,9434.548803477066,6.268209610429488,0.0,0.0,0,0,False,9439.799276649826,6.251862104579236,-5.250473172760394,-0.5930704080034129
test-regular-00097,0,base,0,STEP no-KI,False,regular_test_128,6,1095,0,0.0,8807.450044184428,6.515324581447588,0.0,0.0,0,0,False,8798.749688146265,6.54466518863094,8.70035603816359,0.9421240500530458
test-monthly-00097,0,base,0,STEP KI,True,monthly_test_128,6,1091,36,3.000000000000001,8740.831302324717,7.6969634578432515,0.0,0.0,0,0,False,8738.696950748877,7.6899729883334045,2.1343515758399008,0.19616826549474198
test-regular-00098,0,base,0,LIZARD KI,False,regular_test_128,7,1095,0,0.0,9571.023430461692,4.554544344686492,0.0,0.0,0,0,False,9567.178860248068,4.562621428654876,3.8445702136232285,0.5963521273085929
test-monthly-00098,0,base,0,STEP no-KI,True,monthly_test_128,6,1091,36,3.000000000000001,8627.302154147406,7.772031082482055,0.0,0.0,0,0,False,8616.305680412474,7.80462748513574,10.996473734932806,0.9983738281146017
test-regular-00099,0,base,0,LIZARD no-KI,False,regular_test_128,12,1095,0,0.0,9817.688946167498,4.422369222104198,0.0,0.0,0,0,False,9812.640416898555,4.443629958233787,5.04852926894273,0.8052874683191374
test-monthly-00099,0,base,0,LIZARD no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,8887.057978833807,7.89721071361314,0.0,0.0,0,0,False,8894.475558799908,7.885833435979877,-7.417579966100675,-0.6646398098583411
test-regular-00100,0,base,0,STEP KI,False,regular_test_128,7,1095,0,0.0,9299.984842635526,6.05237376539267,0.0,0.0,0,0,False,9282.974188056987,6.122231427426084,17.01065457853838,1.9759410684783099
test-monthly-00100,0,base,0,STEP KI,True,monthly_test_128,6,1095,36,3.000000000000001,8584.526581334065,7.791930092976486,0.0,0.0,0,0,False,8591.030717224676,7.789723835459515,-6.504135890610996,-0.5903248229013128
test-regular-00101,0,base,0,STEP no-KI,False,regular_test_128,7,1095,0,0.0,9478.776582809152,4.457350763805136,0.0,0.0,0,0,False,9470.404257105874,4.50370564715036,8.372325703277966,1.3212837416348882
test-monthly-00101,0,base,0,STEP no-KI,True,monthly_test_128,6,1091,36,3.000000000000001,9212.061064126989,6.674232784933414,0.0,0.0,0,0,False,9205.31488527708,6.689622103991317,6.746178849909484,0.7139056340554975
test-regular-00102,0,base,0,LIZARD KI,False,regular_test_128,12,1095,0,0.0,9402.53421473516,6.59883493317392,0.0,0.0,0,0,False,9400.356434248675,6.609535693316805,2.1777804864850623,0.23317377867672115
test-monthly-00102,0,base,0,LIZARD no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,9653.5443685157,5.850076787045545,0.0,0.0,0,0,False,9657.645898218914,5.8296529225493,-4.1015297032136,-0.4966236555714907
test-regular-00103,0,base,0,LIZARD no-KI,False,regular_test_128,6,1095,0,0.0,7137.532098572301,9.7188567921932,0.0,0.0,0,0,False,7119.010216030237,9.721766652199996,18.521882542064304,1.3473794846739051
test-monthly-00103,0,base,0,STEP KI,True,monthly_test_128,6,1091,35,2.9166666666666674,8730.971637876983,7.1848319638399945,0.0,0.0,0,0,False,8724.658291506152,7.208067353496018,6.313346370830914,0.6203342516507583
test-regular-00104,0,base,0,STEP KI,False,regular_test_128,7,1095,0,0.0,9189.966070092523,6.3909616443791775,0.0,0.0,0,0,False,9193.978985971153,6.374183318841316,-4.012915878629428,-0.44457898240721155
test-monthly-00104,0,base,0,STEP no-KI,True,monthly_test_128,6,1092,36,3.000000000000001,7925.594483077109,9.182582370945893,0.0,0.0,0,0,False,7933.285791900695,9.171146368815888,-7.691308823586041,-0.5926398550110739
test-regular-00105,0,base,0,STEP no-KI,False,regular_test_128,7,1095,0,0.0,8794.1485682083,7.814589802826647,0.0,0.0,0,0,False,8815.224386338421,7.757748193969657,-21.07581813012075,-1.9140034903287673
test-monthly-00105,0,base,0,LIZARD no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,9085.085937309828,7.154187689995354,0.0,0.0,0,0,False,9080.798020290662,7.1664690257927495,4.287917019166343,0.4234462352688824
test-regular-00106,0,base,0,LIZARD KI,False,regular_test_128,7,1095,0,0.0,9333.733629471306,6.92155384585348,0.0,0.0,0,0,False,9340.67802751374,6.892242578493611,-6.944398042434841,-0.7109442968349816
test-monthly-00106,0,base,0,STEP KI,True,monthly_test_128,6,1087,36,3.000000000000001,9144.746796710711,6.4922209627191965,0.0,0.0,0,0,False,9138.3063972766,6.492796840174756,6.440399434111896,0.701431477116183
test-regular-00107,0,base,0,LIZARD no-KI,False,regular_test_128,6,1095,0,0.0,8638.063990548928,8.218246239182307,0.0,0.0,0,0,False,8643.116160767495,8.210903098992535,-5.052170218566971,-0.4348884279872467
test-monthly-00107,0,base,0,STEP no-KI,True,monthly_test_128,6,1095,36,3.000000000000001,8852.696884676106,7.898590107303733,0.0,0.0,0,0,False,8839.563394386316,7.923570485895529,13.133490289790643,1.1738938453308922
test-regular-00108,0,base,0,STEP KI,False,regular_test_128,12,1095,0,0.0,9762.528158190064,4.289653568961626,0.0,0.0,0,0,False,9764.938007828712,4.265553928180762,-2.409849638648666,-0.3983572019335134
test-monthly-00108,0,base,0,LIZARD no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,8909.459018143982,8.073910103447677,0.0,0.0,0,0,False,8904.45249338295,8.085307917958424,5.00652476103096,0.43815817366697635
test-regular-00109,0,base,0,STEP no-KI,False,regular_test_128,12,1095,0,0.0,8709.911506896859,9.39397264923267,0.0,0.0,0,0,False,8694.552725138628,9.4247232215411,15.35878175823018,1.1542015777903198
test-monthly-00109,0,base,0,STEP KI,True,monthly_test_128,6,1087,36,3.000000000000001,8344.29098161483,8.585886876896772,0.0,0.0,0,0,False,8355.276076017997,8.582650603256372,-10.98509440316775,-0.904868526562914
test-regular-00110,0,base,0,LIZARD KI,False,regular_test_128,7,1095,0,0.0,9359.847686954352,6.754325927593908,0.0,0.0,0,0,False,9350.490781425106,6.784023275018167,9.356905529246433,0.9774183445254837
test-monthly-00110,0,base,0,STEP no-KI,True,monthly_test_128,6,1090,36,3.000000000000001,9832.334267410226,5.355480005568306,0.0,0.0,0,0,False,9826.334556471278,5.364749872881065,5.999710938947828,0.791482039492795
test-regular-00111,0,base,0,LIZARD no-KI,False,regular_test_128,6,1095,0,0.0,9593.885796121618,4.544683688332304,0.0,0.0,0,0,False,9596.772113575753,4.5282052436075695,-2.886317454134769,-0.4498966742766811
test-monthly-00111,0,base,0,LIZARD no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,9796.773225196916,5.097610755936175,0.0,0.0,0,0,False,9795.792409315429,5.105062841489363,0.9808158814867056,0.13595286946559762
test-regular-00112,0,base,0,STEP KI,False,regular_test_128,6,1095,0,0.0,8551.293006808644,9.255761789060776,0.0,0.0,0,0,False,8561.606541307114,9.216301890617997,-10.31353449846938,-0.7895981378973274
test-monthly-00112,0,base,0,STEP KI,True,monthly_test_128,6,1087,35,2.9166666666666674,8649.277542558868,8.29273567435568,0.0,0.0,0,0,False,8644.377318501589,8.272374008078303,4.900224057279047,0.4183466465397035
test-regular-00113,0,base,0,STEP no-KI,False,regular_test_128,7,1095,0,0.0,9725.263083118323,5.111263623098413,0.0,0.0,0,0,False,9735.671115572595,5.070868209443607,-10.40803245427196,-1.445577906744054
test-monthly-00113,0,base,0,STEP no-KI,True,monthly_test_128,6,1097,36,3.000000000000001,8759.736232174862,7.813095387437329,0.0,0.0,0,0,False,8758.104946633926,7.81493160721037,1.6312855409360054,0.1476185139020292
test-regular-00114,0,base,0,LIZARD KI,False,regular_test_128,12,1095,0,0.0,9823.005443516426,3.229569818718947,0.0,0.0,0,0,False,9821.82812673842,3.2426027644336086,1.1773167780047515,0.25725117147092214
test-monthly-00114,0,base,0,LIZARD no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,10194.230193245994,4.1353794890403055,0.0,0.0,0,0,False,10199.49591900303,4.092473601900871,-5.265725757035398,-0.9050671480170899
test-regular-00115,0,base,0,LIZARD no-KI,False,regular_test_128,6,1095,0,0.0,9980.406195899055,4.432075613293366,0.0,0.0,0,0,False,9981.75341661018,4.4177697257542485,-1.3472207111244643,-0.21528684839872525
test-monthly-00115,0,base,0,STEP KI,True,monthly_test_128,6,1096,36,3.000000000000001,8465.38196625286,8.237003565613618,0.0,0.0,0,0,False,8456.822028547234,8.232874633483766,8.559937705625998,0.7350133054790884
test-regular-00116,0,base,0,STEP KI,False,regular_test_128,12,1095,0,0.0,10106.073028941935,2.049357632497888,0.0,0.0,0,0,False,10100.197249119068,2.1180740134043257,5.875779822867116,1.9936687213531843
test-monthly-00116,0,base,0,STEP no-KI,True,monthly_test_128,6,1095,36,3.000000000000001,8388.55978360426,8.342355988961206,0.0,0.0,0,0,False,8393.403535153104,8.344218423684167,-4.843751548844011,-0.4105155990124923
test-regular-00117,0,base,0,STEP no-KI,False,regular_test_128,7,1095,0,0.0,9107.837247830294,6.943967065817088,0.0,0.0,0,0,False,9119.292027123733,6.903340292844075,-11.45477929343906,-1.1698616987620263
test-monthly-00117,0,base,0,LIZARD no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,9026.21512369002,7.671323373965482,0.0,0.0,0,0,False,9039.3422977443,7.644066968924531,-13.127174054279749,-1.2121531197254116
test-regular-00118,0,base,0,LIZARD KI,False,regular_test_128,6,1095,0,0.0,9685.608198315487,7.2610949944180545,0.0,0.0,0,0,False,9687.664019188138,7.24927803856637,-2.0558208726506564,-0.20036485548640198
test-monthly-00118,0,base,0,STEP KI,True,monthly_test_128,6,1091,36,3.000000000000001,8914.509404949451,7.22288258630961,0.0,0.0,0,0,False,8937.166692070652,7.1839542487427375,-22.65728712120108,-2.2240916675477935
test-regular-00119,0,base,0,LIZARD no-KI,False,regular_test_128,12,1095,0,0.0,9370.382529058188,5.523586693260803,0.0,0.0,0,0,False,9367.86492087921,5.523246630847513,2.5176081789777527,0.3223037340478894
test-monthly-00119,0,base,0,STEP no-KI,True,monthly_test_128,6,1095,36,3.000000000000001,9531.716498896263,4.844094246722564,0.0,0.0,0,0,False,9531.553019923704,4.84021888362668,0.1634789725594601,0.023873057235283174
test-regular-00120,0,base,0,STEP KI,False,regular_test_128,12,1095,0,0.0,9234.51696694914,7.450777622375455,0.0,0.0,0,0,False,9236.288203545078,7.459533204531255,-1.7712365959378076,-0.16799826732997802
test-monthly-00120,0,base,0,LIZARD no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,9937.899869208904,5.261618809609835,0.0,0.0,0,0,False,9920.131072616769,5.344234781496161,17.768796592135914,2.3692681170747503
test-regular-00121,0,base,0,STEP no-KI,False,regular_test_128,12,1095,0,0.0,9517.016397393783,7.078449717648292,0.0,0.0,0,0,False,9528.948479551736,7.03748583720732,-11.932082157953118,-1.1954178521663361
test-monthly-00121,0,base,0,STEP KI,True,monthly_test_128,6,1096,36,3.000000000000001,9489.111427034,5.9549302527378885,0.0,0.0,0,0,False,9483.09768750091,5.973184568419238,6.013739533091211,0.7129963264754829
test-regular-00122,0,base,0,LIZARD KI,False,regular_test_128,6,1095,0,0.0,8988.490836322593,6.85448002059124,0.0,0.0,0,0,False,8987.164432928554,6.8617685580284284,1.3264033940395166,0.1367587787173995
test-monthly-00122,0,base,0,STEP no-KI,True,monthly_test_128,6,1097,36,3.000000000000001,8808.66441890372,7.901112858683757,0.0,0.0,0,0,False,8814.849729652546,7.888737256842828,-6.185310748825941,-0.5539854778707981
test-regular-00123,0,base,0,LIZARD no-KI,False,regular_test_128,12,1095,0,0.0,10134.02608881955,1.2389542832499831,0.0,0.0,0,0,False,10131.72340085898,1.272333576718106,2.3026879605695285,1.2966275083425036
test-monthly-00123,0,base,0,LIZARD no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,10078.456049343727,5.558296028143134,0.0,0.0,0,0,False,10073.146344551697,5.572525098855161,5.309704792030971,0.6746178298853336
test-regular-00124,0,base,0,STEP KI,False,regular_test_128,7,1095,0,0.0,8901.528310244057,7.4065340349417,0.0,0.0,0,0,False,8890.023723930908,7.449019307462119,11.504586313149048,1.0952049434435271
test-monthly-00124,0,base,0,STEP KI,True,monthly_test_128,6,1087,35,2.9166666666666674,9004.624453242091,7.747308099628905,0.0,0.0,0,0,False,9008.988765064683,7.751496459529815,-4.364311822591844,-0.39822869699452523
test-regular-00125,0,base,0,STEP no-KI,False,regular_test_128,6,1095,0,0.0,8359.533979437865,9.37853972582174,0.0,0.0,0,0,False,8347.79163653872,9.393218460770788,11.742342899146024,0.8846361294421178
