item,isu_ord,year,tenor,NS,bootstrap,difference_bp,par_reprice_max_bp
KR65733CW563,735775,2015,7.0,0.025124744497596888,0.021448235326689602,-36.76509170907286,1.5959455978986625e-12
KR65733CW563,735775,2015,10.0,0.024680000000000007,0.02300909148254491,-16.70908517455098,1.5959455978986625e-12
KR6533358570,735796,2015,0.25,0.016500000000000008,0.016960433190519455,4.6043319051944716,1.6653345369377348e-12
KR6533358570,735796,2015,0.5,0.01861388310467372,0.016297543019472192,-23.163400852015265,1.6653345369377348e-12
KR6533358570,735796,2015,1.0,0.02173292845180879,0.015966097933948563,-57.668305178602274,1.6653345369377348e-12
KR6533358570,735796,2015,1.5,0.023757590949416506,0.01640192091542145,-73.55670033995055,1.6653345369377348e-12
KR6533358570,735796,2015,2.0,0.025027890844251124,0.016619832406157897,-84.08058438093228,1.6653345369377348e-12
KR6533358570,735796,2015,3.0,0.02618793529305146,0.01768282562804404,-85.05109665007421,1.6653345369377348e-12
KR6533358570,735796,2015,4.0,0.026381221157883245,0.018727980890244716,-76.53240267638527,1.6653345369377348e-12
KR6533358570,735796,2015,5.0,0.026169739261989577,0.019756440743473987,-64.13298518515589,1.6653345369377348e-12
KR6533358570,735796,2015,7.0,0.02543906178909561,0.021287109222622086,-41.51952566473525,1.6653345369377348e-12
KR6533358570,735796,2015,10.0,0.02450000000000001,0.02292576460424048,-15.74235395759533,1.6653345369377348e-12
KR6703337586,735817,2015,0.25,0.01640000000000001,0.0164641512684106,0.6415126841059077,1.97758476261356e-12
KR6703337586,735817,2015,0.5,0.018261438666603177,0.01609951326475701,-21.61925401846166,1.97758476261356e-12
KR6703337586,735817,2015,1.0,0.02099626850358678,0.01591719426293022,-50.7907424065656,1.97758476261356e-12
KR6703337586,735817,2015,1.5,0.022757400904043813,0.016302502359136193,-64.5489854490762,1.97758476261356e-12
KR6703337586,735817,2015,2.0,0.02384897703314317,0.016495156407239184,-73.53820625903985,1.97758476261356e-12
KR6703337586,735817,2015,3.0,0.024811731420225556,0.01738057521984165,-74.31156200383906,1.97758476261356e-12
KR6703337586,735817,2015,4.0,0.02492625288991752,0.018297848530173046,-66.28404359744475,1.97758476261356e-12
KR6703337586,735817,2015,5.0,0.024691731337757754,0.019196838234341505,-54.948931034162484,1.97758476261356e-12
KR6703337586,735817,2015,7.0,0.02397486588005375,0.020464712796135393,-35.10153083918357,1.97758476261356e-12
KR6703337586,735817,2015,10.0,0.023080000000000007,0.02194234381601131,-11.376561839886966,1.97758476261356e-12
KR65733C3586,735838,2015,0.25,0.01640000000000001,0.016463058632472223,0.6305863247221475,2.185751579730777e-12
KR65733C3586,735838,2015,0.5,0.018261438666603177,0.01589956088803443,-23.61877778568746,2.185751579730777e-12
KR65733C3586,735838,2015,1.0,0.02099626850358678,0.01561781201581553,-53.78456487771249,2.185751579730777e-12
KR65733C3586,735838,2015,1.5,0.022757400904043813,0.01585263475978868,-69.04766144255132,2.185751579730777e-12
KR65733C3586,735838,2015,2.0,0.02384897703314317,0.01597004613177526,-78.7893090136791,2.185751579730777e-12
KR65733C3586,735838,2015,3.0,0.024811731420225556,0.01662771715388903,-81.84014266336526,2.185751579730777e-12
KR65733C3586,735838,2015,4.0,0.02492625288991752,0.017494181989154083,-74.32070900763439,2.185751579730777e-12
KR65733C3586,735838,2015,5.0,0.024691731337757754,0.018289455908979842,-64.02275428777911,2.185751579730777e-12
KR65733C3586,735838,2015,7.0,0.02397486588005375,0.019452371900451577,-45.22493979602173,2.185751579730777e-12
KR65733C3586,735838,2015,10.0,0.023080000000000007,0.0208211700934434,-22.58829906556608,2.185751579730777e-12
KR6593387592,735862,2015,0.25,0.016000000000000018,0.0163622833427303,3.622833427302831,2.3592239273284576e-12
KR6593387592,735862,2015,0.5,0.01749723354478675,0.01558334530349475,-19.13888241292001,2.3592239273284576e-12
KR6593387592,735862,2015,1.0,0.0197222954811899,0.015193876283876973,-45.28419197312929,2.3592239273284576e-12
KR6593387592,735862,2015,1.5,0.02118577287850871,0.015361926280647788,-58.23846597860921,2.3592239273284576e-12
KR6593387592,735862,2015,2.0,0.022122096926184068,0.015445951279033195,-66.76145647150872,2.3592239273284576e-12
KR6593387592,735862,2015,3.0,0.023023296584252034,0.016078389671839135,-69.449069124129,2.3592239273284576e-12
KR6593387592,735862,2015,4.0,0.023235593442920838,0.016919006524731293,-63.165869181895445,2.3592239273284576e-12
KR6593387592,735862,2015,5.0,0.02315119740706597,0.01768805170968448,-54.631456973814885,2.3592239273284576e-12
KR6593387592,735862,2015,7.0,0.02273311891684187,0.01890285369276332,-38.302652240785505,2.3592239273284576e-12
KR6593387592,735862,2015,10.0,0.022160000000000016,0.020215761588911547,-19.442384110884696,2.3592239273284576e-12
KR65733C45A2,735899,2015,0.25,0.01580000000000001,0.015965895498638798,1.6589549863878923,1.8388068845354155e-12
KR65733C45A2,735899,2015,0.5,0.017047166345393914,0.015551520465940279,-14.956458794536353,1.8388068845354155e-12
KR65733C45A2,735899,2015,1.0,0.01889895337953273,0.015344332949591019,-35.54620429941712,1.8388068845354155e-12
KR65733C45A2,735899,2015,1.5,0.020114951114098854,0.015461852572939652,-46.53098541159202,1.8388068845354155e-12
KR65733C45A2,735899,2015,2.0,0.020891099379684794,0.015520612384613969,-53.70486995070825,1.8388068845354155e-12
KR65733C45A2,735899,2015,3.0,0.021633537254976597,0.01592523295725608,-57.08304297720516,1.8388068845354155e-12
KR65733C45A2,735899,2015,4.0,0.021802563742892408,0.016383059975330797,-54.195037675616106,1.8388068845354155e-12
KR65733C45A2,735899,2015,5.0,0.021725487228969373,0.01681794033853832,-49.07546890431054,1.8388068845354155e-12
KR65733C45A2,735899,2015,7.0,0.021366930717446726,0.017722203357284774,-36.44727360161953,1.8388068845354155e-12
KR65733C45A2,735899,2015,10.0,0.02088000000000001,0.01895843011234575,-19.215698876542607,1.8388068845354155e-12
KR65533AL5B9,735932,2015,0.25,0.015900000000000015,0.015773059409826505,-1.2694059017350976,2.185751579730777e-12
KR65533AL5B9,735932,2015,0.5,0.017162618396799004,0.016518792368801855,-6.438260279971499,2.185751579730777e-12
KR65533AL5B9,735932,2015,1.0,0.019085519382204215,0.01689165884828953,-21.938605339146857,2.185751579730777e-12
KR65533AL5B9,735932,2015,1.5,0.020405844940357295,0.017141990969416026,-32.63853970941269,2.185751579730777e-12
KR65533AL5B9,735932,2015,2.0,0.02130255509964123,0.017267157029979274,-40.35398069661956,2.185751579730777e-12
KR65533AL5B9,735932,2015,3.0,0.02229542678805461,0.017823265651127306,-44.72161136927305,2.185751579730777e-12
KR65533AL5B9,735932,2015,4.0,0.022695164434484837,0.01833203259778123,-43.63131836703609,2.185751579730777e-12
KR65533AL5B9,735932,2015,5.0,0.02281542257884832,0.018767065499061965,-40.483570797863536,2.185751579730777e-12
KR65533AL5B9,735932,2015,7.0,0.022753980830150435,0.019542215057363282,-32.117657727871524,2.185751579730777e-12
KR65533AL5B9,735932,2015,10.0,0.022540000000000008,0.020650275497810643,-18.897245021893653,2.185751579730777e-12
KR65733EL5C1,735963,2015,0.25,0.016700000000000007,0.015869114411071448,-8.308855889285587,2.0469737016526324e-12
KR65733EL5C1,735963,2015,0.5,0.01902462681427283,0.01596849443024788,-30.561323840249504,2.0469737016526324e-12
KR65733EL5C1,735963,2015,1.0,0.022335971174872512,0.016018184439836092,-63.177867350364195,2.0469737016526324e-12
KR65733EL5C1,735963,2015,1.5,0.024342612399566102,0.016034819210946044,-83.07793188620057,2.0469737016526324e-12
KR65733EL5C1,735963,2015,2.0,0.02546627351368179,0.01604313659650102,-94.23136917180767,2.0469737016526324e-12
KR65733EL5C1,735963,2015,3.0,0.026147757797762974,0.01639740275835066,-97.50355039412315,2.0469737016526324e-12
KR65733EL5C1,735963,2015,4.0,0.02579718371328223,0.016881273483177823,-89.15910230104407,2.0469737016526324e-12
KR65733EL5C1,735963,2015,5.0,0.025076190889432703,0.01734230369991525,-77.33887189517452,2.0469737016526324e-12
KR65733EL5C1,735963,2015,7.0,0.023529872458084532,0.01822109398938618,-53.08778468698351,2.0469737016526324e-12
KR65733EL5C1,735963,2015,10.0,0.02181000000000001,0.01937854582266469,-24.314541773353195,2.0469737016526324e-12
KR6703307621,735995,2016,0.25,0.016400000000000012,0.01666014022049627,2.601402204962591,1.942890293094024e-12
KR6703307621,735995,2016,0.5,0.018213695789825898,0.015715516727001236,-24.981790628246618,1.942890293094024e-12
KR6703307621,735995,2016,1.0,0.020728801751742822,0.01524320498025372,-54.85596771489102,1.942890293094024e-12
KR6703307621,735995,2016,1.5,0.022167587928040144,0.015093555334286203,-70.74032593753941,1.942890293094024e-12
KR6703307621,735995,2016,2.0,0.022886658718918786,0.015018730511302444,-78.67928207616342,1.942890293094024e-12
KR6703307621,735995,2016,3.0,0.023075636837253707,0.015297906367159839,-77.77730470093869,1.942890293094024e-12
KR6703307621,735995,2016,4.0,0.022477319983843468,0.015756455654107077,-67.2086432973639,1.942890293094024e-12
KR6703307621,735995,2016,5.0,0.021633084936208684,0.01619159023381055,-54.41494702398134,1.942890293094024e-12
KR6703307621,735995,2016,7.0,0.019998211044648714,0.016913034842785554,-30.8517620186316,1.942890293094024e-12
KR6703307621,735995,2016,10.0,0.018260000000000012,0.017935443852937404,-3.245561470626088,1.942890293094024e-12
KR6533374635,736031,2016,0.25,0.016300000000000005,0.016361281747634415,0.6128174763440908,1.457167719820518e-12
KR6533374635,736031,2016,0.5,0.01799777493839403,0.015400053400947359,-25.977215374466713,1.457167719820518e-12
KR6533374635,736031,2016,1.0,0.020368182446079488,0.014919439227603828,-54.4874321847566,1.457167719820518e-12
KR6533374635,736031,2016,1.5,0.02174475545619278,0.014686177320691593,-70.58578135501186,1.457167719820518e-12
KR6533374635,736031,2016,2.0,0.022454838960002454,0.014569546367235476,-78.85292592766979,1.457167719820518e-12
KR6533374635,736031,2016,3.0,0.02271212792289279,0.014747768801561374,-79.64359121331414,1.457167719820518e-12
KR6533374635,736031,2016,4.0,0.02222823631092224,0.01505352401408081,-71.74712296841432,1.457167719820518e-12
KR6533374635,736031,2016,5.0,0.021504037874012085,0.015283396152798884,-62.20641721213201,1.457167719820518e-12
KR6533374635,736031,2016,7.0,0.020074146498596925,0.015876386242479067,-41.97760256117858,1.457167719820518e-12
KR6533374635,736031,2016,10.0,0.01854000000000001,0.016660329084626994,-18.79670915373017,1.457167719820518e-12
KR6503327647,736065,2016,0.25,0.016100000000000014,0.016261141329893987,1.6114132989397332,1.1449174941446927e-12
KR6503327647,736065,2016,0.5,0.01755602807437317,0.015200469458154162,-23.55558616219007,1.1449174941446927e-12
KR6503327647,736065,2016,1.0,0.01959145280739927,0.014670133522284249,-49.213192851150225,1.1449174941446927e-12
KR6503327647,736065,2016,1.5,0.02077672267515285,0.014403521066427656,-63.73201608725196,1.1449174941446927e-12
KR6503327647,736065,2016,2.0,0.021391548339633568,0.014270214838499358,-71.2133350113421,1.1449174941446927e-12
KR6503327647,736065,2016,3.0,0.02162492449604397,0.014296909259526097,-73.28015236517874,1.1449174941446927e-12
KR6503327647,736065,2016,4.0,0.021221991598674356,0.014501197503032344,-67.20794095642012,1.1449174941446927e-12
KR6503327647,736065,2016,5.0,0.020611369807388768,0.014783013327292255,-58.283564800965124,1.1449174941446927e-12
KR6503327647,736065,2016,7.0,0.01940098528296532,0.01522030340562113,-41.806818773441904,1.1449174941446927e-12
KR6503327647,736065,2016,10.0,0.01810000000000001,0.016004800887963692,-20.951991120363168,1.1449174941446927e-12
20160428000382_15470,736088,2016,0.25,0.015800000000000005,0.01606203678175571,2.6203678175570553,1.214306433183765e-12
20160428000382_15470,736088,2016,0.5,0.01689766699763943,0.015017912442091441,-18.797545555479903,1.214306433183765e-12
20160428000382_15470,736088,2016,1.0,0.018450219491140965,0.014495850272259305,-39.5436921888166,1.214306433183765e-12
20160428000382_15470,736088,2016,1.5,0.01937729167365139,0.014179061393041176,-51.98230280610214,1.214306433183765e-12
20160428000382_15470,736088,2016,2.0,0.019882462383170808,0.014020666953432112,-58.61795429738696,1.214306433183765e-12
20160428000382_15470,736088,2016,3.0,0.020148999162965343,0.014199087969274262,-59.49911193691081,1.214306433183765e-12
20160428000382_15470,736088,2016,4.0,0.019931097797856855,0.014530258827522673,-54.00838970334183,1.214306433183765e-12
20160428000382_15470,736088,2016,5.0,0.019545234502612738,0.014837011059576365,-47.08223443036373,1.214306433183765e-12
20160428000382_15470,736088,2016,7.0,0.018746007272634965,0.015428902233857249,-33.171050387777164,1.214306433183765e-12
20160428000382_15470,736088,2016,10.0,0.017870000000000007,0.01634400653715628,-15.259934628437284,1.214306433183765e-12
KR6503311666,736118,2016,0.25,0.014300000000000005,0.015763589070345925,14.635890703459197,1.0755285551056204e-12
KR6503311666,736118,2016,0.5,0.01611379484143748,0.014785720243855733,-13.280745975817466,1.0755285551056204e-12
KR6503311666,736118,2016,1.0,0.018629356662016375,0.014296785830610635,-43.3257083140574,1.0755285551056204e-12
KR6503311666,736118,2016,1.5,0.02006881160641362,0.014096980834351125,-59.71830772062495,1.0755285551056204e-12
KR6503311666,736118,2016,2.0,0.02078865522994417,0.01399707833622137,-67.91576893722801,1.0755285551056204e-12
KR6503311666,736118,2016,3.0,0.020979238693235,0.014048733808065178,-69.30504885169823,1.0755285551056204e-12
KR6503311666,736118,2016,4.0,0.02038240075750754,0.014303652825373788,-60.78747932133753,1.0755285551056204e-12
KR6503311666,736118,2016,5.0,0.019539430675631,0.014636399932091879,-49.0303074353912,1.0755285551056204e-12
KR6503311666,736118,2016,7.0,0.017906461365883995,0.015072794208243487,-28.33667157640508,1.0755285551056204e-12
KR6503311666,736118,2016,10.0,0.016170000000000004,0.01585640014260821,-3.135998573917942,1.0755285551056204e-12
KR6593385661,736145,2016,0.25,0.014300000000000005,0.015756668443990297,14.56668443990292,1.1796119636642288e-12
KR6593385661,736145,2016,0.5,0.01611379484143748,0.013519245620775774,-25.945492206617057,1.1796119636642288e-12
KR6593385661,736145,2016,1.0,0.018629356662016375,0.012400534209168512,-62.288224528478636,1.1796119636642288e-12
KR6593385661,736145,2016,1.5,0.02006881160641362,0.012101447804372036,-79.67363802041584,1.1796119636642288e-12
KR6593385661,736145,2016,2.0,0.02078865522994417,0.011951904601973797,-88.36750627970375,1.1796119636642288e-12
KR6593385661,736145,2016,3.0,0.020979238693235,0.011827559176047405,-91.51679517187596,1.1796119636642288e-12
KR6593385661,736145,2016,4.0,0.02038240075750754,0.011879526641031521,-85.0287411647602,1.1796119636642288e-12
KR6593385661,736145,2016,5.0,0.019539430675631,0.011982203448818788,-75.5722722681221,1.1796119636642288e-12
KR6593385661,736145,2016,7.0,0.017906461365883995,0.012316397842081677,-55.900635238023185,1.1796119636642288e-12
KR6593385661,736145,2016,10.0,0.016170000000000004,0.0128613998108634,-33.08600189136604,1.1796119636642288e-12
KR6513399677,736173,2016,0.25,0.013600000000000011,0.014267920263114249,6.679202631142377,7.112366251504909e-13
KR6513399677,736173,2016,0.5,0.015159963680804946,0.013057812494110435,-21.021511866945104,7.112366251504909e-13
KR6513399677,736173,2016,1.0,0.01728492796996487,0.012452758609608526,-48.321693603563446,7.112366251504909e-13
KR6513399677,736173,2016,1.5,0.018451490063812602,0.012169557398205319,-62.81932665607283,7.112366251504909e-13
KR6513399677,736173,2016,2.0,0.018981790264481154,0.012027956792503713,-69.53833471977441,7.112366251504909e-13
KR6513399677,736173,2016,3.0,0.018952608836671325,0.011928386532081017,-70.24222304590307,7.112366251504909e-13
KR6513399677,736173,2016,4.0,0.018256301658245065,0.01195470880801926,-63.01592850225805,7.112366251504909e-13
KR6513399677,736173,2016,5.0,0.017372582399486962,0.012006250203660532,-53.66332195826429,7.112366251504909e-13
KR6513399677,736173,2016,7.0,0.015726760959548218,0.012186363782240878,-35.403971773073394,7.112366251504909e-13
KR6513399677,736173,2016,10.0,0.014010000000000009,0.012628101373045467,-13.818986269545416,7.112366251504909e-13
KR6523369686,736206,2016,0.25,0.01350000000000001,0.013574171435814643,0.7417143581463226,1.0581813203458523e-12
KR6523369686,736206,2016,0.5,0.014942854210034216,0.013060222901525172,-18.82631308509044,1.0581813203458523e-12
KR6523369686,736206,2016,1.0,0.016917649741019104,0.012803248634380437,-41.14401106638667,1.0581813203458523e-12
KR6523369686,736206,2016,1.5,0.0180139734514838,0.012586331930720512,-54.27641520763289,1.0581813203458523e-12
KR6523369686,736206,2016,2.0,0.018526012373260462,0.01247787357889055,-60.48138794369912,1.0581813203458523e-12
KR6523369686,736206,2016,3.0,0.01854587765053516,0.0124282888136847,-61.17588836850459,1.0581813203458523e-12
KR6523369686,736206,2016,4.0,0.017946248701355177,0.01247966680317403,-54.665818981811476,1.0581813203458523e-12
KR6523369686,736206,2016,5.0,0.017167386464222743,0.012530949410704631,-46.36437053518112,1.0581813203458523e-12
KR6523369686,736206,2016,7.0,0.015703692558673064,0.012685176355176773,-30.185162034962914,1.0581813203458523e-12
KR6523369686,736206,2016,10.0,0.014170000000000009,0.013127550242047764,-10.424497579522452,1.0581813203458523e-12
KR6503396691,736233,2016,0.25,0.013400000000000006,0.013474508088528089,0.7450808852808334,1.214306433183765e-12
KR6503396691,736233,2016,0.5,0.014613885003906018,0.012960553765706194,-16.533312381998236,1.214306433183765e-12
KR6503396691,736233,2016,1.0,0.01631250352762491,0.012703576604295245,-36.08926923329666,1.214306433183765e-12
KR6503396691,736233,2016,1.5,0.017303795180619117,0.012570241585362192,-47.33553595256925,1.214306433183765e-12
KR6503396691,736233,2016,2.0,0.017820271675163236,0.012503574075895665,-53.16697599267572,1.214306433183765e-12
KR6503396691,736233,2016,3.0,0.01802331364527008,0.012453726723545356,-55.69586921724724,1.214306433183765e-12
KR6503396691,736233,2016,4.0,0.01769542379177025,0.012555773422008823,-51.39650369761426,1.214306433183765e-12
KR6503396691,736233,2016,5.0,0.017193318783076242,0.012709079560260874,-44.84239222815368,1.214306433183765e-12
KR6503396691,736233,2016,7.0,0.016194822782392593,0.012888109883504223,-33.067128988883695,1.214306433183765e-12
KR6503396691,736233,2016,10.0,0.015120000000000001,0.013408354623787453,-17.116453762125484,1.214306433183765e-12
KR65333C66A7,736255,2016,0.25,0.013500000000000005,0.013376755115989682,-1.2324488401032305,1.2663481374630692e-12
KR65333C66A7,736255,2016,0.5,0.014960584448505437,0.013210933923131767,-17.4965052537367,1.2663481374630692e-12
KR65333C66A7,736255,2016,1.0,0.017016978679981885,0.01312802332670281,-38.88955353279076,1.2663481374630692e-12
KR65333C66A7,736255,2016,1.5,0.018233011880331624,0.013077996294861042,-51.55015585470582,1.2663481374630692e-12
KR65333C66A7,736255,2016,2.0,0.018883387846800208,0.013052982778940158,-58.3040506786005,1.2663481374630692e-12
KR65333C66A7,736255,2016,3.0,0.019190609871182367,0.013280478006190283,-59.10131864992084,1.2663481374630692e-12
KR65333C66A7,736255,2016,4.0,0.01885570718722084,0.013559625649695643,-52.960815375251954,1.2663481374630692e-12
