payoff,cohort,model,seed,scope,n_rows,n_families,price_mae,price_rmse,price_r2,delta_mae,delta_rmse,delta_bias,within_1,within_5,within_10,resolved_n,resolved_sign
detailed,monthly_test,augmented_price,47,schedule,1408,128,181.91120195016842,228.68227466535265,0.7098595272792438,165.88883794354632,205.4411667083356,-11.540090608683787,0.008522727272727272,0.030539772727272728,0.056107954545454544,1351,0.5640266469282014
detailed,monthly_test,augmented_price,47,terms,4548,128,73.76006189379629,92.26316223532943,0.9564012974999597,12.046334832740355,19.18565457122615,-0.633849332613854,0.11018099547511312,0.43846153846153846,0.6447963800904978,4223,0.8908358986502486
detailed,monthly_test,augmented_price,ensemble,schedule,1408,128,169.6048513818118,210.6985969153877,0.7536987621022397,160.80150717840164,199.23098400730453,-14.309569628759231,0.0035511363636363635,0.026988636363636364,0.04758522727272727,1351,0.5544041450777202
detailed,monthly_test,augmented_price,ensemble,terms,4548,128,50.484324988540735,76.56087549532268,0.9699786183301374,11.896375761602297,19.78927011117415,-0.5703596427078327,0.10407239819004525,0.4450226244343891,0.6481900452488688,4223,0.8950982713710632
detailed,monthly_test,prior_frozen_affine_coupon_delta,ensemble,schedule,1408,128,237.68965245085795,310.23226599124234,0.46602953311817596,203.09290321213072,268.45060373209355,-79.49675763524509,0.004261363636363636,0.015625,0.03622159090909091,1351,0.540340488527017
detailed,monthly_test,prior_frozen_affine_coupon_delta,ensemble,terms,4548,128,100.89877484518347,127.24813759554668,0.9170684536944642,7.903340745884605,13.923470156611344,0.35672951875514797,0.22918552036199094,0.5886877828054299,0.7515837104072398,4223,0.9848448969926592
detailed,other_diagnostic,affine_coupon_delta,101,terms,2478,86,110.1019128511838,214.42553493727394,0.9019418715461096,10.863218737076503,20.32105540485747,-1.6217867991760693,0.15635451505016723,0.5117056856187291,0.6931438127090301,2116,0.946124763705104
detailed,other_diagnostic,affine_coupon_delta,233,terms,2478,86,119.5096554965361,222.6437375997609,0.8942813609502746,10.291222307032694,18.82814405756843,-1.5093390984044697,0.1701505016722408,0.5246655518394648,0.7119565217391305,2116,0.9480151228733459
detailed,other_diagnostic,affine_coupon_delta,47,terms,2478,86,115.8714137667958,232.18536471837436,0.8850258311922543,10.129669374992828,19.031680936216787,-1.4826383605214535,0.16513377926421405,0.5305183946488294,0.7061036789297659,2116,0.9503780718336484
detailed,other_diagnostic,affine_coupon_delta,ensemble,terms,2478,86,107.2661841632671,218.66006064554114,0.8980306797905736,9.931181108563933,18.83147762581633,-1.5379214193673052,0.1810200668896321,0.5426421404682275,0.7161371237458194,2116,0.9536862003780718
detailed,other_diagnostic,augmented_delta,101,terms,2478,86,112.24811233382833,225.33055200298253,0.8917143876423262,10.286717787896382,19.993602930121344,-1.355750736839782,0.19272575250836121,0.5464046822742475,0.721989966555184,2116,0.9385633270321361
detailed,other_diagnostic,augmented_delta,233,terms,2478,86,146.84752428266435,251.5893328288134,0.865005820831725,11.1132904233708,20.616529513456484,-1.9906159554201495,0.15802675585284282,0.5146321070234113,0.697742474916388,2116,0.9267485822306238
detailed,other_diagnostic,augmented_delta,47,terms,2478,86,142.52113077673786,250.43683881487576,0.8662397653480851,10.577964034190481,19.555972424200856,-1.0321500933851955,0.16555183946488294,0.5150501672240803,0.6998327759197325,2116,0.9475425330812854
detailed,other_diagnostic,augmented_delta,ensemble,terms,2478,86,125.98334694563233,237.8817148390567,0.8793151606251998,10.010230153003093,19.373005880271887,-1.4595055952150564,0.18896321070234115,0.5551839464882943,0.7244983277591973,2116,0.9574669187145558
detailed,other_diagnostic,augmented_price,101,terms,2478,86,117.6607526528779,230.23050295750713,0.8869537084287149,11.476385278536776,21.82831975268623,-1.3535138183776223,0.16178929765886288,0.5158862876254181,0.6877090301003345,2116,0.9517958412098299
detailed,other_diagnostic,augmented_price,233,terms,2478,86,137.9202734636004,258.7792764928493,0.8571798173281487,12.564476289604658,23.141282515072323,-1.775329061830709,0.1500836120401338,0.4790969899665552,0.6622073578595318,2116,0.9390359168241966
detailed,other_diagnostic,augmented_price,47,terms,2478,86,136.41392321054553,253.33007361996997,0.8631313151334457,12.59924023123588,22.54881207654281,-1.3266498654347072,0.11747491638795987,0.451505016722408,0.6479933110367893,2116,0.9612476370510397
detailed,other_diagnostic,augmented_price,ensemble,terms,2478,86,123.77583408700099,237.06269222159892,0.8801447616281731,11.764383424495513,21.91779048073747,-1.4851642485478287,0.14005016722408026,0.4891304347826087,0.6801839464882943,2116,0.9565217391304348
detailed,other_diagnostic,prior_frozen_affine_coupon_delta,ensemble,terms,2478,86,147.91535679277598,253.81473864265948,0.862607106388567,10.832562155083329,20.45726017432468,-0.40355632003776065,0.13879598662207357,0.5016722408026756,0.6822742474916388,2116,0.9480151228733459
detailed,published_monthly_6,affine_coupon_delta,101,schedule,66,6,148.82782927784197,199.46749457947365,0.24810491950169178,147.44787313668016,198.3459407887576,-85.82807021749738,0.0,0.030303030303030304,0.07575757575757576,63,0.6825396825396826
detailed,published_monthly_6,affine_coupon_delta,101,terms,206,6,17.117160960472354,18.56065335443709,0.9937116919540415,4.024146989954363,6.24987308851936,0.1525785132593833,0.24,0.745,0.9,195,1.0
detailed,published_monthly_6,affine_coupon_delta,233,schedule,66,6,215.91543584953328,274.17397020234534,-0.4205790961831073,210.4335228878701,268.8516217331543,-53.81943674840707,0.0,0.015151515151515152,0.06060606060606061,63,0.6190476190476191
detailed,published_monthly_6,affine_coupon_delta,233,terms,206,6,25.155698962862694,29.10061949528718,0.9845420550058506,4.069571753017511,6.823650896993735,0.39928809844920254,0.33,0.75,0.89,195,1.0
detailed,published_monthly_6,affine_coupon_delta,47,schedule,66,6,207.1999415801976,265.98891743401947,-0.3370266433756055,206.5449879338098,265.0612931991662,-34.98437803039042,0.015151515151515152,0.015151515151515152,0.030303030303030304,63,0.6349206349206349
detailed,published_monthly_6,affine_coupon_delta,47,terms,206,6,10.8497387275887,12.073432579953787,0.9973392209562256,3.3742220691702074,5.573695754898957,0.1349116965479575,0.39,0.785,0.915,195,1.0
detailed,published_monthly_6,affine_coupon_delta,ensemble,schedule,66,6,188.38816533316722,240.3068183154527,-0.0913025365015312,186.80359712871586,237.49475848620636,-58.2106283320984,0.015151515151515152,0.015151515151515152,0.030303030303030304,63,0.6507936507936508
detailed,published_monthly_6,affine_coupon_delta,ensemble,terms,206,6,12.465659643566097,16.549916210664033,0.9950003582323604,3.3234856718269508,5.5663077662244325,0.22892610275206438,0.345,0.795,0.93,195,1.0
detailed,published_monthly_6,augmented_delta,101,schedule,66,6,214.76131728285867,270.87028630815513,-0.38655056280228717,214.44641199814987,269.37004597172137,-14.507121038743911,0.0,0.0,0.0,63,0.5555555555555556
detailed,published_monthly_6,augmented_delta,101,terms,206,6,16.827240424372878,20.988784082758364,0.9919587817698828,3.95566802588769,6.441638583452494,0.21233813011118996,0.3,0.765,0.89,195,1.0
detailed,published_monthly_6,augmented_delta,233,schedule,66,6,207.6015420552015,263.1705651592223,-0.30884314911606214,205.82382158405545,261.9122989209457,-26.38479147132596,0.0,0.0,0.015151515151515152,63,0.6190476190476191
detailed,published_monthly_6,augmented_delta,233,terms,206,6,23.154494221916146,27.23703916061854,0.9864584904827652,6.433731977531111,10.35717187341015,-0.24513049877217186,0.255,0.63,0.81,195,0.958974358974359
detailed,published_monthly_6,augmented_delta,47,schedule,66,6,222.64208709144938,271.5021662418884,-0.3930271343129137,216.3999632616701,266.6168924437503,-22.131295648072673,0.0,0.015151515151515152,0.030303030303030304,63,0.5873015873015873
detailed,published_monthly_6,augmented_delta,47,terms,206,6,35.76167072764071,40.58850151694569,0.9699286223526696,5.275265376775186,8.871724557015373,-0.18172307766011123,0.28,0.72,0.83,195,0.958974358974359
detailed,published_monthly_6,augmented_delta,ensemble,schedule,66,6,213.93460302020827,264.0582214247441,-0.31768731572572406,212.1435594542324,261.66356357479617,-21.007736052714666,0.0,0.0,0.015151515151515152,63,0.5873015873015873
detailed,published_monthly_6,augmented_delta,ensemble,terms,206,6,20.799352130884103,25.349903063226,0.9882699491515486,4.759814771120937,7.584960963089466,-0.07150514877421443,0.27,0.675,0.855,195,1.0
detailed,published_monthly_6,augmented_price,101,schedule,66,6,160.75391509817052,207.77792708761896,0.18414722278935225,159.65148275384834,203.84626770221635,12.696222092581555,0.0,0.0,0.045454545454545456,63,0.5873015873015873
detailed,published_monthly_6,augmented_price,101,terms,206,6,25.005698165,29.27673427365862,0.9843543881862503,6.355093063819884,10.383212067472556,0.13596967899272067,0.255,0.635,0.79,195,0.958974358974359
detailed,published_monthly_6,augmented_price,233,schedule,66,6,174.87675874175653,213.49670145838846,0.13861894269996689,165.80173383895632,204.13307404377423,-25.73586847885085,0.0,0.015151515151515152,0.015151515151515152,63,0.6349206349206349
detailed,published_monthly_6,augmented_price,233,terms,206,6,39.593779188443555,49.96575998388385,0.9544286091302221,7.393289613033418,12.086326682123032,-0.133595307236222,0.17,0.575,0.77,195,0.958974358974359
detailed,published_monthly_6,augmented_price,47,schedule,66,6,171.0182169766026,205.61497015267332,0.20104477748754546,169.1147586777218,204.15782605293955,-6.152094143394232,0.0,0.0,0.045454545454545456,63,0.6190476190476191
detailed,published_monthly_6,augmented_price,47,terms,206,6,21.00467774863435,27.926793959337346,0.9857639517738095,6.527571457488836,11.152561986727681,-0.3185336188130654,0.185,0.64,0.805,195,0.958974358974359
detailed,published_monthly_6,augmented_price,ensemble,schedule,66,6,167.66890856291405,202.73187482967296,0.2232933004304083,164.85599175684223,199.63460852021055,-6.397246843221057,0.0,0.015151515151515152,0.015151515151515152,63,0.5873015873015873
detailed,published_monthly_6,augmented_price,ensemble,terms,206,6,22.61876549008249,32.05152676099627,0.9812481235726297,6.4656397698653105,10.820951061261587,-0.10538641568534271,0.23,0.645,0.79,195,0.958974358974359
detailed,published_monthly_6,prior_frozen_affine_coupon_delta,ensemble,schedule,66,6,243.03593276660428,307.4981700718289,-0.7868909493232954,232.16139084691451,297.13738332719583,-99.5009994370227,0.0,0.0,0.015151515151515152,63,0.6031746031746031
detailed,published_monthly_6,prior_frozen_affine_coupon_delta,ensemble,terms,206,6,47.48793705133807,54.7622010787941,0.9452594596583364,4.99030546005561,8.567943307749806,0.23229773882502192,0.285,0.735,0.835,195,0.9743589743589743
detailed,regular_test,affine_coupon_delta,101,schedule,1267,128,115.63563014593889,177.143205841597,0.8569565576012531,92.98869581105065,157.0264004615043,-17.430610522628257,0.01499605367008682,0.07655880031570639,0.15785319652722968,1156,0.606401384083045
detailed,regular_test,affine_coupon_delta,101,terms,3712,128,61.85781444380629,80.59077913302572,0.9685233433998134,10.142976884336031,19.42754213318126,-1.0691868794739885,0.16824776785714285,0.5424107142857143,0.7273995535714286,2992,0.9187834224598931
detailed,regular_test,affine_coupon_delta,233,schedule,1267,128,107.41164756223968,160.5602982790579,0.8824844640641794,77.7692952303974,133.38257488451998,-11.791351100699348,0.020520915548539857,0.10734017363851618,0.21783741120757696,1156,0.657439446366782
detailed,regular_test,affine_coupon_delta,233,terms,3712,128,62.88359045052739,84.98123862188025,0.9650003258810387,9.737365367841978,19.147517467858663,-0.8859080849405485,0.20982142857142858,0.5672433035714286,0.7410714285714286,2992,0.928475935828877
detailed,regular_test,affine_coupon_delta,47,schedule,1267,128,103.49167715380361,161.12579591117927,0.8816552206493096,80.12900578302506,140.54182215890899,-16.752588165082,0.026045777426992895,0.12075769534333071,0.2280978689818469,1156,0.6401384083044983
detailed,regular_test,affine_coupon_delta,47,terms,3712,128,54.60764690292313,73.12508789490744,0.9740850312555628,8.863423954448868,17.221869871046472,-0.7364452804761912,0.21344866071428573,0.5915178571428571,0.7569754464285714,2992,0.9324866310160428
detailed,regular_test,affine_coupon_delta,ensemble,schedule,1267,128,104.16276612536456,161.374900711525,0.8812890093782249,82.20330911851003,142.03006087593133,-15.324849929469911,0.03867403314917127,0.12154696132596685,0.2123125493291239,1156,0.6323529411764706
detailed,regular_test,affine_coupon_delta,ensemble,terms,3712,128,54.15319640558646,71.24433448152058,0.9754009375512701,9.12261704231071,18.06115050139016,-0.897180081630294,0.21763392857142858,0.5929129464285714,0.7541852678571429,2992,0.9361631016042781
detailed,regular_test,augmented_delta,101,schedule,1267,128,100.29768220004917,150.2899578680759,0.8970375475617643,71.36126841284627,125.78679448602162,-15.817638269128393,0.021310181531176007,0.11917916337805841,0.23283346487766376,1156,0.671280276816609
detailed,regular_test,augmented_delta,101,terms,3712,128,61.788679834531656,82.38658474284743,0.967104924530841,9.32160527464418,18.456747821285287,-0.7459683864168396,0.21819196428571427,0.5831473214285714,0.7494419642857143,2992,0.9288101604278075
detailed,regular_test,augmented_delta,233,schedule,1267,128,94.51667547320585,134.9125176237214,0.9170295498030864,62.50903028063717,111.05077511287493,-13.033857200180488,0.04577742699289661,0.17916337805840568,0.2801894238358327,1156,0.6920415224913494
detailed,regular_test,augmented_delta,233,terms,3712,128,68.62983679968092,88.28319830637331,0.9622276501242341,9.759927445366495,19.43460059711221,-1.1102089779641584,0.21010044642857142,0.578125,0.7449776785714286,2992,0.9251336898395722
detailed,regular_test,augmented_delta,47,schedule,1267,128,103.38854761957896,152.4032871122712,0.8941215386629459,69.17020411036864,127.88899520039237,-17.466766596652388,0.03946329913180742,0.17758484609313338,0.2904498816101026,1156,0.7136678200692042
detailed,regular_test,augmented_delta,47,terms,3712,128,68.86142928940933,92.14810034782813,0.9588480271552745,9.293886700115504,17.61557873512873,-0.6612188636648443,0.19698660714285715,0.5678013392857143,0.7407924107142857,2992,0.9244652406417112
detailed,regular_test,augmented_delta,ensemble,schedule,1267,128,92.42581624260032,138.39550681450422,0.912690211972564,64.15057083197509,117.66314674775036,-15.43942068865379,0.02920284135753749,0.15785319652722968,0.2841357537490134,1156,0.7093425605536332
detailed,regular_test,augmented_delta,ensemble,terms,3712,128,60.31523876810783,79.4236447833028,0.9694284461205324,9.074884504622135,17.989011090021062,-0.8391320760153054,0.22098214285714285,0.5901227678571429,0.7564174107142857,2992,0.9314839572192514
detailed,regular_test,augmented_price,101,schedule,1267,128,96.95839878218003,135.36234638576556,0.9164753430272486,50.97635036764219,94.02765295365766,-13.344659434086477,0.037884767166535126,0.18153117600631413,0.31570639305445936,1156,0.6903114186851211
detailed,regular_test,augmented_price,101,terms,3712,128,80.42116561088517,106.64024127409301,0.9448862292802849,11.241851029608105,22.702670100467994,-0.9645935335785791,0.18666294642857142,0.5404575892857143,0.7075892857142857,2992,0.9174465240641712
detailed,regular_test,augmented_price,233,schedule,1267,128,100.2650358816486,138.75417406312238,0.9122370796343605,52.95580208520441,97.37788033345635,-11.767344118635158,0.03393843725335438,0.17363851617995266,0.2959747434885556,1156,0.6600346020761245
detailed,regular_test,augmented_price,233,terms,3712,128,82.33728998032834,108.0785249972401,0.9433895372160863,11.500830963369253,22.96085116006312,-1.274581591617699,0.18191964285714285,0.5287388392857143,0.7045200892857143,2992,0.9197860962566845
detailed,regular_test,augmented_price,47,schedule,1267,128,99.87934267682895,142.62461593348715,0.9072726328473999,59.160654288546965,106.14846850696962,-16.101361082651106,0.05209155485398579,0.20363062352012629,0.3149171270718232,1156,0.6877162629757786
detailed,regular_test,augmented_price,47,terms,3712,128,74.09710991188047,98.27216336727224,0.9531964364709891,11.324104327152813,22.790813121534363,-0.8557230887592476,0.1875,0.5357142857142857,0.7084263392857143,2992,0.9137700534759359
detailed,regular_test,augmented_price,ensemble,schedule,1267,128,92.89463157346833,132.24582734958616,0.9202771329150689,51.81139960629234,96.08153672901031,-13.737788211790864,0.05445935280189424,0.19731649565903708,0.3314917127071823,1156,0.6963667820069204
detailed,regular_test,augmented_price,ensemble,terms,3712,128,73.95831439492903,98.31358271741551,0.9531569750070246,11.071353305198661,22.427126695686542,-1.0316327379850956,0.18833705357142858,0.5482700892857143,0.7112165178571429,2992,0.9114304812834224
detailed,regular_test,prior_frozen_affine_coupon_delta,ensemble,schedule,1267,128,161.21110995884203,226.19511099912404,0.7667694799823914,120.09955214762668,189.76949922940122,-23.93440230787464,0.010260457774269928,0.0702446724546172,0.1420678768745067,1156,0.6072664359861591
detailed,regular_test,prior_frozen_affine_coupon_delta,ensemble,terms,3712,128,100.25480380943264,132.31486159111302,0.9151532638231766,11.013216951890731,21.189800502947616,-0.22928010155347062,0.18777901785714285,0.5354352678571429,0.7056361607142857,2992,0.9227941176470589
reference,monthly_test,affine_coupon_delta,101,schedule,1408,128,225.73157909826065,299.54095461326295,0.5588484979466174,236.56293392263606,319.4266865071388,-148.42228903687356,0.0014204545454545455,0.009232954545454546,0.01775568181818182,1263,0.5542359461599367
reference,monthly_test,affine_coupon_delta,101,terms,4548,128,61.07641851491197,76.06899270881287,0.9729038916904396,10.054188183620997,20.72839821107546,-0.065700780495079,0.2753393665158371,0.6002262443438914,0.7581447963800905,3381,0.8917480035492458
reference,monthly_test,affine_coupon_delta,233,schedule,1408,128,298.9738965919521,387.06386911270744,0.2633849118545204,296.1079730408653,384.2175984076676,-105.0121568210919,0.0007102272727272727,0.002840909090909091,0.009232954545454546,1263,0.5613618368962787
reference,monthly_test,affine_coupon_delta,233,terms,4548,128,29.49394189026477,41.49083808972118,0.9919388685420064,10.870236383259194,20.53942322494786,-0.23198250112688124,0.17669683257918553,0.5398190045248868,0.7298642533936651,3381,0.8893818396923987
reference,monthly_test,affine_coupon_delta,47,schedule,1408,128,241.0951828888973,347.56140717077136,0.40606565859786403,243.93674256487265,350.89683882158056,-59.07937443051369,0.002840909090909091,0.009943181818181818,0.014914772727272728,1263,0.5859065716547902
reference,monthly_test,affine_coupon_delta,47,terms,4548,128,27.381945687185524,39.61611438069833,0.9926508799367417,7.525571154340695,15.614296444808014,0.033971401078849245,0.2690045248868778,0.6549773755656109,0.8063348416289593,3381,0.9476486246672582
reference,monthly_test,affine_coupon_delta,ensemble,schedule,1408,128,249.5605364521658,336.18718529051563,0.4443035102929519,254.59939120416493,342.06247608893807,-104.17127342949301,0.0007102272727272727,0.005681818181818182,0.012073863636363636,1263,0.5676959619952494
reference,monthly_test,affine_coupon_delta,ensemble,terms,4548,128,32.01043147661126,41.12165423619155,0.9920816855768048,9.171429438065124,18.450717372534207,-0.0879039601809991,0.2339366515837104,0.6180995475113122,0.7787330316742082,3381,0.90150842945874
reference,monthly_test,augmented_delta,101,schedule,1408,128,353.1247648181862,456.73529206484403,-0.02566251867804592,350.86169623480146,456.24881617722326,-51.01918605916422,0.0,0.004971590909090909,0.020596590909090908,1263,0.5898653998416469
reference,monthly_test,augmented_delta,101,terms,4548,128,63.49814737226716,87.11700712242143,0.9644616317988713,10.461115607838225,21.795256396575738,0.004943129960408976,0.24615384615384617,0.5807692307692308,0.7361990950226245,3381,0.8944099378881988
reference,monthly_test,augmented_delta,233,schedule,1408,128,328.09282570755926,418.0800316918146,0.1406022865586305,329.71936573598396,427.3343193959485,-106.89092401074635,0.0007102272727272727,0.0078125,0.017045454545454544,1263,0.5637371338083927
reference,monthly_test,augmented_delta,233,terms,4548,128,83.67831767939377,115.77015367830381,0.9372397292749869,12.874701393719675,25.401346573876882,-0.9240486603105043,0.17443438914027148,0.5081447963800905,0.6701357466063348,3381,0.8893818396923987
reference,monthly_test,augmented_delta,47,schedule,1408,128,326.7349906336037,419.5822762858921,0.13441521744846674,326.36020790897044,424.83460204278254,-64.13173208858021,0.0,0.01065340909090909,0.019176136363636364,1263,0.6080760095011877
reference,monthly_test,augmented_delta,47,terms,4548,128,63.4496407364282,90.06581760147799,0.9620150481379748,10.059970485491887,21.335060096991086,-0.1774438466009863,0.2167420814479638,0.5726244343891402,0.7411764705882353,3381,0.8944099378881988
reference,monthly_test,augmented_delta,ensemble,schedule,1408,128,335.27239483276537,427.617585034229,0.10094459507489306,333.9117637829071,431.7977724502496,-74.01394738616354,0.002130681818181818,0.022017045454545456,0.040482954545454544,1263,0.5882818685669042
reference,monthly_test,augmented_delta,ensemble,terms,4548,128,65.11405026569379,96.06152184618372,0.9567893783854776,10.83905613671289,22.50225225282476,-0.3655164589836605,0.2167420814479638,0.564027149321267,0.7307692307692307,3381,0.8947057083703046
reference,monthly_test,augmented_price,101,schedule,1408,128,307.79891886654,399.37994763528906,0.21576204953961342,309.4416503267072,397.55787058258466,-45.58353412894583,0.0014204545454545455,0.009943181818181818,0.020596590909090908,1263,0.5463182897862233
reference,monthly_test,augmented_price,101,terms,4548,128,86.27873136556384,120.14447542203368,0.9324073925993466,13.730550917189763,24.28121437271542,-0.7842644407326632,0.12375565610859729,0.43529411764705883,0.6201357466063349,3381,0.8769594794439515
reference,monthly_test,augmented_price,233,schedule,1408,128,234.69887886905664,296.2066897360788,0.5686149714159086,234.00348066489988,303.04399391662855,-77.03917294738865,0.002840909090909091,0.013494318181818182,0.032670454545454544,1263,0.56215360253365
reference,monthly_test,augmented_price,233,terms,4548,128,84.81190095399472,111.15407422814883,0.942144805156526,14.882561688158372,23.959730034328036,-1.466076713084994,0.08438914027149322,0.38710407239819006,0.5721719457013574,3381,0.9044661342797988
reference,monthly_test,augmented_price,47,schedule,1408,128,296.6324826458896,381.83617552703083,0.28314802483564305,295.1131729168065,380.78349384876213,-48.12137205829217,0.0014204545454545455,0.007102272727272727,0.06960227272727272,1263,0.5787806809184481
reference,monthly_test,augmented_price,47,terms,4548,128,53.37199875655063,67.78447084440242,0.9784844719694887,15.70492305351714,28.401381247025512,-1.0708721614658914,0.09140271493212669,0.39683257918552034,0.5889140271493213,3381,0.8671990535344573
reference,monthly_test,augmented_price,ensemble,schedule,1408,128,276.63713917010676,353.94246822258293,0.38405675958628016,278.7482524292914,356.1273004889674,-56.91469304487554,0.0007102272727272727,0.014914772727272728,0.02556818181818182,1263,0.5542359461599367
reference,monthly_test,augmented_price,ensemble,terms,4548,128,69.64655370620767,93.97498017039999,0.958646137994316,14.613342905959112,25.047346777389343,-1.1070711050944868,0.09434389140271493,0.4147058823529412,0.5884615384615385,3381,0.8725229222123632
reference,monthly_test,prior_frozen_affine_coupon_delta,ensemble,schedule,1408,128,238.2479862965578,303.9922955249771,0.5456395751676768,187.30299170955433,261.53381757708564,-100.68151757345048,0.004971590909090909,0.020596590909090908,0.08948863636363637,1263,0.5534441805225653
reference,monthly_test,prior_frozen_affine_coupon_delta,ensemble,terms,4548,128,175.94333680003666,249.68400260804793,0.7080738335245176,17.126358879761167,30.087325322070747,-0.2451534194951576,0.08981900452488688,0.3934389140271493,0.566289592760181,3381,0.857438627624963
reference,other_diagnostic,affine_coupon_delta,101,terms,2478,86,85.33877036994433,140.29047285633092,0.9625915801271914,9.089279743249786,16.160289720624675,-1.285907931407402,0.17224080267558528,0.5505852842809364,0.7311872909698997,2289,0.9217999126256007
reference,other_diagnostic,affine_coupon_delta,233,terms,2478,86,102.64731576558427,187.6663918095115,0.933059952824239,9.097213438538693,15.755187790307547,-1.6920298599637105,0.17474916387959866,0.5510033444816054,0.7249163879598662,2289,0.9309742245522062
