item,isu_ord,opt_type,ki_yn,fair,mc,mc_iv,n_iv_udl
KR65333D5832,736768,LIZARD,0,1.0014151515151517,1.0112153,1.0093384,3
KR6523383836,736768,LIZARD,0,0.9391353535353536,1.0155251,1.0145502,3
KR6543325833,736768,STEP,1,1.021111111111111,1.0122875,1.0077863,3
KR6573378835,736768,STEP,1,0.9582656565656564,1.0094007,1.0042865,3
KR6503358832,736768,STEP,1,0.9478505050505048,1.0119201,1.0081052,3
KR65333D4835,736768,STEP,0,0.9969203629032258,1.0296718,1.0257839,3
KR6513344830,736768,STEP,1,0.9375525252525252,1.0126563,1.0071225,3
KR6573377837,736768,STEP,1,0.9497828282828285,1.010397,1.0049102,3
KR6543323838,736768,LIZARD,0,1.0,1.0030466,0.9962529,3
KR6553357833,736768,STEP,0,0.9516050505050504,1.0071175,1.001997,3
KR65333D3837,736768,STEP,0,0.9977656565656564,1.0295589,1.0252138,3
KR6513343832,736768,STEP,1,0.9412343434343434,1.0133383,1.0055711,3
KR6503356836,736768,STEP,1,0.9354818181818182,1.0160993,0.99810684,3
KR6543324836,736768,STEP,1,1.0386868686868689,1.0133933,1.009468,3
KR6553353832,736768,STEP,0,0.92450101010101,1.0085075,1.0025693,3
KR6573389832,736768,LIZARD,0,0.934410101010101,1.0110147,1.0092102,3
KR6553354830,736768,STEP,0,0.9240242424242424,1.0199149,1.0155672,3
KR6553355837,736768,STEP,0,0.9517363636363636,1.0099379,1.0059093,3
KR6573379833,736768,STEP,1,0.9493727272727274,1.0123001,1.0036868,3
KR6573380831,736768,STEP,1,0.9380818181818182,1.0133319,1.0054859,3
KR65733B6838,736769,STEP,1,0.901607,0.99737066,0.97273237,3
KR65733A2838,736769,STEP,1,0.948497,1.0073092,1.0029091,3
KR65733A1830,736769,STEP,1,0.947466,1.0079612,1.0015979,3
KR65533B7838,736769,STEP,0,0.9777666666666666,1.0097532,0.99639744,3
KR65733AZ834,736769,LIZARD,1,0.91134,1.013427,0.9989738,3
KR6543322830,736769,STEP,1,0.9864,0.9993472,0.99200207,3
KR6523378836,736769,STEP,1,0.949379797979798,1.0117177,1.0072339,3
KR65293A0834,736769,STEP,1,0.903144,0.9868149,0.9793294,2
KR65733B1839,736769,STEP,0,0.911045,1.0080031,1.0026249,3
KR6523394833,736769,STEP,1,0.955882,1.014942,1.0102869,3
KR6523393835,736769,LIZARD,0,0.928758,1.0141575,1.0100172,3
KR6543320834,736769,STEP,1,1.0144,1.0186707,1.015228,3
KR6583379831,736769,STEP,1,0.9347545454545454,1.0118314,1.006633,3
KR6523398834,736769,STEP,0,0.923856,1.0267613,1.0119926,3
KR65733B5830,736769,STEP,1,0.908403,1.0100532,1.0042169,3
KR65533C3836,736769,STEP,0,0.9316040404040404,1.0105964,1.0068927,3
KR65733B4833,736769,STEP,1,0.938268,1.0083406,1.0050479,3
KR65233AV834,736769,LIZARD,0,0.9396646464646464,1.0179944,1.0142094,3
KR65733B2837,736769,STEP,1,0.946907,1.0086384,1.0028834,3
KR6583378833,736769,STEP,1,0.9504232323232324,1.0087435,1.006398,3
KR6523396838,736769,STEP,1,0.960621,1.0203646,1.0126079,3
KR6523399832,736769,STEP,0,0.920459,1.0291648,1.0247695,3
KR6653321838,736769,STEP,0,0.8739319999999999,1.0137749,1.0060663,3
KR65333DT830,736769,STEP,1,1.0081646464646463,1.0095091,1.0066568,3
KR6543321832,736769,STEP,1,0.9971,1.011451,1.0035741,3
KR65713B3839,736769,STEP,1,0.900043,1.0172232,1.002372,3
KR65033B5837,736772,STEP,0,0.8994252525252525,1.0150505,1.0122296,3
KR65733BN838,736772,LIZARD,0,0.9542656565656564,1.0100409,1.0062766,3
KR6513332835,736772,STEP,0,0.890934,1.0157113,1.0095377,3
KR65733BH830,736772,LIZARD,0,0.9591171717171716,1.013142,1.0126952,3
KR65533BB837,736772,STEP,0,0.9414676767676768,1.0116223,1.0036057,3
KR6663329839,736772,STEP,1,0.9567,1.0094359,1.0032982,3
KR65733C6837,736772,STEP,1,0.935899,1.0113158,1.0035977,3
KR65233AW832,736772,STEP,0,0.9265292929292928,1.0105219,1.0081296,3
KR6703372831,736772,STEP,1,0.914709,1.0108621,1.0078346,3
KR65533CX839,736772,STEP,0,0.969588888888889,1.0101321,1.0075847,3
KR65333EL835,736772,STEP,0,0.9946828282828284,1.019607,1.011039,3
KR65333EF837,736772,STEP,0,1.002252,1.0230548,1.0240413,3
KR65733BG832,736772,LIZARD,0,0.9691383838383838,1.012584,1.0119761,3
KR65833A1839,736772,STEP,0,0.920210101010101,1.0080645,1.0055664,3
KR65333DV836,736772,STEP,0,0.9944646464646464,1.0148185,1.0126157,3
KR65733C4832,736772,STEP,1,0.872028,1.0059364,0.99668384,3
KR6703368839,736772,LIZARD,0,0.888576,1.014835,1.001217,3
KR65033B9839,736772,LIZARD,0,0.907478787878788,1.010613,1.0084735,3
KR65733C5839,736772,STEP,1,0.923003,1.014048,1.0025138,3
KR6703371833,736772,STEP,1,0.931367,1.012115,1.0102644,3
KR6703369837,736772,LIZARD,0,0.893525,1.0080452,0.995659,3
KR6703370835,736772,STEP,1,0.921602,1.0161184,1.0127786,3
KR65333EJ839,736772,STEP,0,0.9989515151515151,1.0084108,1.0039768,3
KR65333EK837,736772,LIZARD,0,1.0011070707070706,1.0167063,1.01103,3
KR65333EG835,736772,STEP,0,0.996729292929293,1.0201367,1.0144262,3
KR65333EH833,736772,STEP,0,0.9918424242424242,1.0169462,1.0068365,3
KR65533B8836,736772,STEP,0,0.969588888888889,1.0101959,1.0071919,3
KR6703361834,736772,STEP,0,0.953610101010101,1.0141495,1.0141891,3
KR65233AX830,736772,LIZARD,0,0.941669696969697,1.0162078,1.0160162,3
KR65033BF839,736772,LIZARD,0,0.906416,1.0143217,1.0124297,3
KR65533BC835,736772,STEP,0,0.971139393939394,1.004267,0.9951646,3
KR65733BJ836,736772,STEP,0,0.9297040404040404,1.0125487,1.0022266,3
KR65733BL832,736772,STEP,0,0.9226747474747474,1.0059406,0.99747527,3
KR6583398831,736772,STEP,0,0.9081636363636364,1.011532,1.0084385,3
KR65833A0831,736772,STEP,0,0.9167969696969698,1.0090308,1.0057951,3
KR65033BL837,736772,LIZARD,0,0.906416,1.0142689,1.0122994,3
KR65733BM830,736772,LIZARD,0,0.93239898989899,1.0157791,1.0091151,3
KR65333FF834,736773,STEP,0,0.9937036290322582,1.0390861,1.0333078,3
KR65333EZ835,736773,STEP,0,0.998283,1.0244571,1.0195004,3
KR65833BT833,736773,STEP,1,0.9625676767676768,1.0155433,1.0005506,3
KR65333F5830,736773,STEP,0,1.0004838383838384,1.0125067,1.0053861,3
KR65333F6838,736773,STEP,1,1.004538383838384,1.0112882,1.006398,3
KR65333FR839,736773,STEP,1,1.0038102926337034,1.0236098,1.0174985,3
KR65333F8834,736773,STEP,1,1.0027040404040404,1.0160717,1.0050889,3
KR65333FN838,736773,LIZARD,0,0.99752,1.0254167,1.0266476,3
KR65333EW832,736773,STEP,0,0.997578787878788,1.0223546,1.021726,3
KR65333F4833,736773,STEP,1,1.0060040404040405,1.0150702,1.0096433,3
KR65333FS837,736773,LIZARD,0,0.993201816347124,1.0132982,1.0024016,3
KR65333FT835,736773,STEP,0,0.996505,1.0173542,1.006049,3
KR65333C7839,736773,STEP,1,0.999082,1.0190997,1.0100455,3
KR65333FE837,736773,STEP,1,0.995645,1.0284201,1.0167737,3
KR65333CE834,736773,STEP,1,0.992219,1.0114555,1.0035657,3
KR65333F3835,736773,STEP,1,1.003961616161616,1.0170308,1.0090215,3
KR65333FA835,736773,STEP,1,1.005717,1.0155897,1.0032452,3
KR65333CA832,736773,STEP,1,0.987337,1.010122,1.0022436,3
KR65033AF831,736773,STEP,0,0.9410272727272728,1.0194398,1.0119264,3
20180319000235_15539,736773,STEP,0,0.755843,0.9594572,0.94754386,3
KR65333F0831,736773,STEP,1,1.0033272727272728,1.0239838,1.0144879,3
KR65333CF831,736773,STEP,1,0.998447,1.0091323,1.0048794,3
KR65033AG839,736773,LIZARD,0,0.932360606060606,1.0160072,1.0127914,3
KR65033AH837,736773,LIZARD,0,0.9572141414141414,1.010346,1.0096027,3
KR65333FQ831,736773,STEP,1,0.9973471241170534,1.0178857,1.0078361,3
KR65333C6831,736773,STEP,1,0.980139,1.0084069,0.9854422,3
KR65333F2837,736773,STEP,1,1.00329898989899,1.0196749,1.011422,3
KR65333F1839,736773,STEP,1,1.002760606060606,1.02086,1.0112778,3
KR65333F7836,736773,STEP,1,1.004459595959596,1.0086637,1.0038371,3
KR65333CD836,736773,STEP,1,0.99897,1.0183157,1.0106736,3
KR65333EY838,736773,STEP,0,0.999595,1.0246321,1.0283442,3
KR65333EX830,736773,STEP,0,0.998419191919192,1.0334195,1.0332352,3
KR65333F9832,736773,STEP,1,1.008011111111111,1.0223225,1.0147133,3
KR65333FG832,736773,STEP,0,1.0006393939393938,1.0111394,1.009676,3
KR65333C5833,736773,STEP,1,1.006658,1.0179478,1.0137416,3
KR65333FK834,736773,LIZARD,0,1.0007767676767678,1.0079783,1.0003943,3
KR65333FJ836,736773,LIZARD,0,0.9998565656565656,1.0135696,1.0129359,3
KR65333FM830,736773,STEP,0,0.998429,1.0290403,1.0298138,3
KR65333FH830,736773,STEP,0,1.007738383838384,1.0149056,1.0097021,3
KR65333EM833,736773,LIZARD,0,1.000773737373737,1.0141957,1.01196,3
KR65333FD839,736773,STEP,0,0.989157,1.025342,1.0149347,3
KR65533B9834,736774,STEP,0,0.9546686868686868,1.0033395,0.9815261,3
KR65533BA839,736774,STEP,0,0.9551656565656566,1.0121857,1.00432,3
KR6663338830,736774,STEP,1,0.9879,1.017624,0.9967246,3
KR65833CP839,736774,STEP,1,0.9339828282828284,1.0102963,1.0039634,3
KR65033AP830,736774,LIZARD,0,0.9413858585858584,1.0154306,1.0130935,3
KR65733CE835,736774,STEP,1,0.952109,1.0100716,1.0016153,3
KR65733CF832,736774,STEP,1,0.944336,1.0090749,0.9985012,3
KR65033A6836,736774,LIZARD,0,0.9227949494949496,1.0172414,1.0131791,3
KR6653328833,736774,LIZARD,0,0.9840858585858586,1.0129117,1.0121175,3
KR65033BG837,736774,STEP,0,0.892893,1.009078,0.99937356,3
KR65533A4836,736774,STEP,1,0.9497111111111112,1.0170984,1.0120115,3
KR6663339838,736774,STEP,0,0.9668,1.0160223,0.99914944,3
KR6663340836,736774,LIZARD,0,0.9998,1.0149773,1.0039097,3
KR67033AG837,736774,LIZARD,0,0.904647,1.0093703,1.0009363,3
KR6703362832,736774,LIZARD,0,0.9765454545454544,1.0173612,1.0129802,3
KR6703353831,736774,STEP,1,0.9286858585858586,1.0210963,1.0148094,3
KR65033AQ838,736774,STEP,1,0.9186848484848484,1.020548,1.0142956,3
KR65733CC839,736774,LIZARD,1,0.91597,1.0088924,1.001327,3
KR65033AK831,736774,STEP,0,0.9287484848484848,0.99748033,0.9816909,3
KR65033AL839,736774,STEP,0,0.9440666666666668,0.9927618,0.97665614,3
KR65033AX834,736774,STEP,0,0.921320202020202,1.0092297,1.0028807,3
KR6623312834,736774,LIZARD,0,1.0,1.013437,1.0117275,3
KR65533A5833,736774,STEP,1,0.957929292929293,1.0175958,1.0058848,3
KR65733CJ834,736774,STEP,1,0.928536,1.0176427,1.000935,3
KR65033AT832,736774,STEP,1,0.9253303030303032,1.0181913,1.0126588,3
KR65833A5830,736774,STEP,1,0.946240404040404,1.0096827,1.0062368,3
KR65033AS834,736774,STEP,1,0.9212636363636364,1.019547,1.0128068,3
KR65833A7836,736774,LIZARD,0,0.975640404040404,1.0138414,1.0111097,3
KR65533A6831,736774,STEP,1,0.9395565656565658,1.0119656,1.008665,3
KR65833A4833,736774,STEP,1,0.922260606060606,1.0163964,1.0116462,3
KR65533A7839,736774,STEP,1,0.9470282828282828,1.0123932,1.0043972,3
KR65033BH835,736774,STEP,0,0.893006,1.0167282,1.0091586,3
KR65733CL830,736774,STEP,1,0.895172,1.0021055,0.9853741,3
KR65233AT838,736774,LIZARD,0,0.965310101010101,1.0104624,1.0104886,3
KR65733CH838,736774,STEP,1,0.906514,1.0065517,0.9914989,3
KR65833CQ837,736774,STEP,1,0.929949494949495,1.0112275,1.0058988,3
KR65033AV838,736774,STEP,1,0.944950505050505,1.0137464,1.0106376,3
KR65733CG830,736774,STEP,1,0.939041,1.0129822,1.0002986,3
KR65833A3835,736774,STEP,1,0.9281252525252526,1.0142536,1.008638,3
KR65833A8834,736774,LIZARD,0,0.951250505050505,1.0189939,1.0126098,3
KR65833A6838,736774,LIZARD,0,0.9008575757575756,1.0132228,1.0081867,3
KR65033AZ839,736774,LIZARD,0,0.9574020202020204,1.0152171,1.0098498,3
KR65833AT835,736774,LIZARD,0,0.8910191725529768,1.0157164,0.99614096,3
KR65033AN835,736774,LIZARD,0,0.9609252525252524,1.0174178,1.0126047,3
KR65033C5836,736774,STEP,0,0.908284,0.83818555,0.80197906,3
KR65733DD835,736775,STEP,0,0.9310040404040404,1.0100404,0.99172205,3
KR6663352831,736775,STEP,1,0.9946,1.0087206,0.98345035,3
KR65733BE837,736775,STEP,0,0.9378252525252524,1.0303667,1.0029601,3
KR65733DH836,736775,LIZARD,0,0.9386161616161616,1.0148605,1.0016842,3
KR65233AA838,736775,LIZARD,0,0.9412151515151516,1.0156777,1.0026292,3
KR65833AA835,736775,LIZARD,0,0.8916980749746707,1.0180169,0.99105895,3
KR65833A9832,736775,LIZARD,0,0.9483565656565656,1.0164324,1.0082934,3
KR6763333830,736775,STEP,1,0.9567373737373738,1.0178854,1.0081915,3
KR6703355836,736775,STEP,1,0.9286929292929292,1.0206853,1.0011417,3
KR65833AB833,736775,LIZARD,0,0.9479949494949494,1.0136552,1.0061263,3
KR65233A9838,736775,LIZARD,0,0.9318989898989898,1.0175655,0.9996795,3
KR6513341836,736775,STEP,1,0.98177,1.0148323,1.0057921,3
KR65733DK830,736775,LIZARD,0,0.9598111111111112,1.009469,1.0010446,3
KR65733DG838,736775,STEP,0,0.935540404040404,1.0101521,0.9956762,3
KR67033A8838,736775,LIZARD,0,0.9406525252525252,1.0120623,0.9976822,3
KR65533DP833,736775,STEP,0,0.93599898989899,1.0150537,0.9930839,3
KR65833C0839,736775,LIZARD,0,0.9349333333333334,1.012946,0.9989017,3
KR67033AB838,736775,STEP,1,0.9383484848484848,1.0103014,0.9934339,3
KR67033AA830,736775,STEP,1,0.9304252525252524,1.0146722,0.9960676,3
KR67033A6832,736775,LIZARD,0,0.9411040404040404,1.0107584,0.9985789,3
KR67033A7830,736775,STEP,0,0.9575121212121211,1.0067184,0.99782556,3
KR67033A9836,736775,LIZARD,0,0.965840404040404,1.0074311,1.0003773,3
KR6513342834,736775,STEP,1,0.909861,1.0138088,1.0058198,3
KR6703393837,736775,LIZARD,0,0.9346939393939392,1.0027903,0.9829154,3
KR65533A8837,736775,STEP,0,0.931050505050505,1.0271062,1.003952,3
KR6663353839,736775,LIZARD,0,0.986,1.0028586,0.9820732,3
KR65733BF834,736775,STEP,1,0.9527060606060608,1.0132897,1.0040239,3
KR65533CD831,736775,STEP,0,0.944920202020202,1.0050908,0.98098797,3
KR65733DJ832,736775,LIZARD,0,0.9590282828282828,1.0133517,1.0054778,3
KR65733DC837,736775,STEP,0,0.943531313131313,1.0188056,0.8911752,3
KR65733CK832,736776,STEP,1,0.951522,1.008766,0.97070396,3
KR65733CS835,736776,LIZARD,1,0.8579319999999999,1.007736,0.9528448,3
KR65233BF835,736776,STEP,1,0.945354,1.0114384,0.984466,3
KR65233BJ837,736776,STEP,1,0.956304,1.0206814,0.9791155,3
KR6653349839,736776,STEP,0,0.865992,1.0146743,0.9589593,3
KR65233BG833,736776,STEP,0,0.910523,1.018238,0.960294,3
KR65733CX835,736776,STEP,1,0.924253,1.0102097,0.9604652,3
KR6543331831,736776,STEP,1,1.0002,1.0065085,0.9778826,3
KR65293BK839,736776,STEP,1,0.887501,0.98168766,0.9521706,2
KR65233B0836,736776,LIZARD,0,0.9720181818181818,1.0132684,0.98539525,3
KR65233BE838,736776,STEP,0,0.925099,1.0089701,0.96961206,3
KR65533A3838,736776,STEP,0,0.9743444444444443,1.0089481,0.9558476,3
KR6543338836,736776,LIZARD,0,1.0127272727272727,1.020306,0.98809314,3
KR65733D0839,736776,STEP,1,0.91903,1.0236379,0.9460703,3
KR6523386839,736776,STEP,1,0.9435686868686868,1.0204132,0.99066406,3
KR65733CZ830,736776,STEP,1,0.92841,1.0041726,0.9608235,3
KR65733CW837,736776,STEP,1,0.934725,1.0052809,0.9667497,3
KR6523388835,736776,STEP,1,0.950837373737374,1.0144228,0.98980105,3
KR65733CP831,736776,STEP,1,0.944437,1.0091107,0.96777666,3
KR65733CQ839,736776,STEP,1,0.904536,1.0059011,0.9305155,3
KR6543330833,736776,STEP,1,0.9891,1.0097533,0.969901,3
KR6513330839,736776,STEP,1,0.9388,1.016653,0.9816598,3
KR65733D1837,736776,STEP,0,0.891191,1.0237483,0.95948285,3
KR65733CY833,736776,STEP,1,0.938886,1.0058264,0.97232175,3
KR6523387837,736776,STEP,1,0.9452545454545456,1.0189831,0.98937976,3
KR6543341830,736779,STEP,0,1.0156565656565657,1.0090778,0.9740766,3
KR6543339834,736779,STEP,0,1.0106060606060605,1.0035682,0.9753015,3
KR65233CX836,736779,STEP,0,0.9240252525252526,1.0037279,0.9714045,3
KR65233CW838,736779,STEP,0,0.937960606060606,1.0017158,0.9733983,3
KR6543340832,736779,STEP,0,1.0167676767676768,1.0027233,0.9707239,3
KR6653365835,736779,LIZARD,0,0.9563959595959596,1.0100043,0.98040426,3
KR6543342838,736779,STEP,0,1.0125252525252526,1.0075762,0.9820463,3
KR65233CZ831,736779,STEP,0,0.9101363636363636,1.0083836,0.9717185,3
KR6653362832,736780,STEP,0,0.9237777777777776,1.007859,0.988891,3
KR6543357836,736780,LIZARD,0,0.9951515151515152,1.0063646,0.9785192,3
KR6653360836,736780,LIZARD,0,0.9543444444444444,1.0104027,0.9865635,3
KR65233B8839,736780,STEP,1,0.9356070707070708,1.0132307,0.98431116,3
KR65233DW836,736780,LIZARD,0,0.9652,1.0067124,0.99570185,3
KR65233DV838,736780,LIZARD,0,0.9406535353535352,1.0114492,0.99011254,3
KR6543356838,736780,LIZARD,0,1.0204040404040404,1.0095406,0.97142744,3
KR6543355830,736780,LIZARD,0,1.0304040404040404,1.011266,0.9723201,3
KR6543353835,736780,STEP,0,1.007272727272727,1.0072694,0.960063,3
KR65233B7831,736780,STEP,1,0.9463929292929294,1.0094014,0.98893166,3
KR65233B6833,736780,STEP,1,0.9311767676767676,1.0136529,0.98245096,3
KR6653364838,736780,STEP,0,0.9331959595959596,1.0145217,0.9903466,3
KR65233C0835,736780,STEP,0,0.928778787878788,1.0183423,0.98226887,3
KR65233BT836,736780,STEP,0,0.9576353535353536,1.0061651,0.9805149,3
KR65233D5833,736780,STEP,1,0.94225,1.0087831,0.9902815,3
KR65233D6831,736780,STEP,1,0.955568,1.0159203,0.9736566,3
KR65233BS838,736780,LIZARD,0,0.9566282828282828,1.0109712,0.9808709,3
KR65233BV832,736780,STEP,0,0.917160606060606,1.0111438,0.9636263,3
KR6653363830,736780,STEP,0,0.928340404040404,1.0124865,0.992413,3
KR6653361834,736780,LIZARD,0,0.9398535353535352,1.0095311,0.9797484,3
KR65233BZ833,736780,LIZARD,0,0.9359050505050504,1.0115653,0.98845905,3
KR6723346831,736780,LIZARD,0,0.9323292929292928,1.011259,0.9646951,3
KR6723344836,736780,STEP,0,0.9297353535353534,1.0042061,0.96480364,3
KR6723345833,736780,STEP,0,0.9274080808080808,1.0039,0.98109454,3
KR6723343838,736780,STEP,0,0.9303262626262626,1.0088651,0.97147727,3
KR65233C4837,736780,LIZARD,0,0.9596858585858584,1.0129954,0.97706753,3
KR65233C3839,736780,LIZARD,0,0.959580808080808,1.0094715,0.97999626,3
KR65233C7830,736780,LIZARD,0,0.9355929292929294,1.0092696,0.98592675,3
KR6543371837,736781,STEP,1,1.0025252525252526,1.0130455,0.966701,3
KR6543359832,736781,LIZARD,0,1.0071717171717172,1.0091497,0.98066515,3
KR6543370839,736781,STEP,1,1.0001010101010102,1.0124801,0.96914536,3
KR6723348837,736781,LIZARD,0,0.936659595959596,1.0109887,0.97314185,3
KR6543392833,736782,STEP,1,0.9997,1.0206586,0.98530585,3
KR6543384830,736782,STEP,0,1.0427272727272727,1.0067903,0.979319,3
KR6543383832,736782,STEP,1,1.0082828282828282,1.0094643,0.9859664,3
KR65033DF835,736782,STEP,0,0.92223,1.0094105,0.9868396,3
KR6543373833,736782,LIZARD,0,1.0327272727272727,1.0114992,0.9922128,3
KR6613332834,736782,LIZARD,0,0.8872502532928065,1.0044923,0.9679005,3
KR6613333832,736782,LIZARD,0,0.9463151515151516,1.0076874,0.99574536,3
KR6543381836,736782,STEP,1,1.0053535353535354,1.0076481,0.9871173,3
KR6543382834,736782,STEP,1,1.0012121212121212,1.008007,0.98219407,3
KR6543380838,736782,STEP,1,1.0006060606060605,1.0133839,0.9813813,3
KR65333HE833,736782,STEP,1,0.990558,1.0135658,0.9865196,3
KR65333HF830,736782,STEP,1,0.98352,1.0049098,0.96121305,3
KR6613330838,736782,STEP,0,0.9093505050505052,1.0042919,0.97473836,3
KR65333HD835,736782,STEP,1,0.991478,1.0110574,0.9900239,3
KR6543393831,736782,STEP,1,1.001414141414141,1.005677,0.9877058,3
KR6543375838,736782,LIZARD,0,1.0347474747474747,1.0026388,0.9748538,3
KR6543378832,736782,LIZARD,0,1.0347474747474747,1.0023533,0.97403806,3
KR6543387833,736782,STEP,1,1.0071717171717172,1.0123674,0.98262745,3
KR6543385837,736782,STEP,1,0.9911111111111112,1.0073681,0.97159296,3
KR6543386835,736782,STEP,1,0.992020202020202,1.008876,0.9697479,3
KR6613331836,736782,LIZARD,0,0.9260131313131312,1.0143348,0.9909032,3
KR65033DG833,736783,LIZARD,0,0.896644,1.0064852,0.9743642,3
KR6613335837,736783,LIZARD,0,0.92909898989899,1.0087615,0.9842206,3
KR6613337833,736783,STEP,0,0.912720202020202,1.0064293,0.97782785,3
KR6613336835,736783,STEP,0,0.9185080808080808,1.0040947,0.9748124,3
KR65033D1834,736783,LIZARD,0,0.902276,1.0108502,0.97725546,3
KR65033DJ837,736783,LIZARD,0,0.901011,1.0039955,0.9722547,3
KR6543395836,736783,LIZARD,0,1.0403030303030305,1.0082442,0.9846758,3
KR65033D0836,736783,STEP,0,0.906685,1.013776,0.9733435,3
KR6543397832,736783,STEP,0,1.0396969696969698,1.0060903,0.9788811,3
KR6533352847,736787,STEP,0,0.981025,1.0167401,1.0035597,3
KR6613304841,736787,LIZARD,0,0.9241181818181818,1.0087415,0.9810177,3
KR6613303843,736787,STEP,0,0.903889898989899,1.006589,0.96936786,3
KR6503329841,736787,STEP,0,0.9085919191919192,1.0058943,0.97793764,3
KR6533351849,736787,STEP,0,0.998504,1.0190585,1.0055948,3
KR6503328843,736787,STEP,0,0.932610101010101,1.0085537,0.9757779,3
KR6503333843,736787,LIZARD,0,0.9326313131313132,1.0147886,0.984915,3
KR6503330849,736787,STEP,0,0.9080060606060606,1.0140015,0.9718479,3
KR6503331847,736787,STEP,0,0.9249,1.0067735,0.97278875,3
KR6503332845,736787,LIZARD,0,0.9465171717171718,1.0111766,0.9895573,3
KR6613345844,736787,LIZARD,0,0.9273343434343436,1.0132074,0.986271,3
KR6543302840,736787,LIZARD,0,1.0288,1.0177143,0.99531907,3
KR6543301842,736787,STEP,0,1.0455,1.0182848,0.9925139,3
KR6543306841,736787,LIZARD,0,1.0427272727272727,1.0076239,0.986741,3
KR6613301847,736787,STEP,0,0.9192929292929292,1.0043718,0.9684723,3
KR6613302845,736787,STEP,0,0.9218959595959596,1.0032566,0.97489756,3
KR6533350841,736787,STEP,0,0.994541414141414,1.0013026,0.9817366,3
KR6613305848,736787,STEP,0,0.9222101010101008,1.0040394,0.97455865,3
KR6613341843,736788,STEP,0,0.957706,1.0171175,1.0072265,3
KR6613334848,736788,STEP,1,0.9463151515151516,1.0075029,0.9722879,3
KR6543319844,736788,STEP,1,0.9994949494949495,1.0102514,0.9720304,3
KR6613336843,736788,STEP,0,0.9317282828282828,1.0070724,0.9787382,3
KR6613342841,736788,STEP,0,0.920642,1.0153022,0.9860322,3
KR6613352840,736788,LIZARD,0,0.9417666666666666,1.0081419,0.9825639,3
KR6613353848,736788,LIZARD,0,0.9418656565656564,1.0085143,0.9842765,3
KR6613306846,736788,LIZARD,0,0.9534434343434344,1.0076547,0.98740363,3
KR6613307844,736788,LIZARD,0,0.9585828282828284,1.0107244,0.9961391,3
KR6613362849,736788,STEP,1,0.9213777777777776,1.0095311,0.9748746,3
KR6533324846,736788,STEP,1,0.982057,1.0105338,0.977094,3
KR6613308842,736788,LIZARD,0,0.9202171717171715,1.0058787,0.9711649,3
KR6533317840,736788,STEP,1,0.984286,1.0137386,0.98468435,3
KR6533318848,736788,STEP,1,0.98556,1.0202837,0.9781055,3
KR6573312842,736788,STEP,1,0.945692,1.008827,0.97322744,3
KR6543303848,736788,LIZARD,0,1.0116161616161616,1.0078119,0.9872421,3
KR6533320844,736788,STEP,1,0.985076,1.0047667,0.9555002,3
KR6573313840,736788,STEP,1,0.904017,1.0036196,0.94109666,3
KR6573310846,736788,STEP,1,0.930407,1.0072945,0.96844095,3
KR6543308847,736788,LIZARD,0,1.0076767676767675,1.0076299,0.9807754,3
KR6543310843,736788,STEP,0,1.0377777777777777,1.0143752,0.986162,3
KR6613309840,736788,LIZARD,0,0.921561616161616,1.0066975,0.9729499,3
KR6613329848,736788,STEP,1,0.9463151515151516,1.0100313,0.97122216,3
KR6613328840,736788,STEP,1,0.8845616161616161,1.0053856,0.9662119,3
KR6533322840,736788,STEP,1,0.984697,1.0190905,0.9751685,3
KR6543309845,736788,STEP,0,1.032020202020202,1.0120269,0.98848605,3
KR6573311844,736788,STEP,1,0.917358,1.0074664,0.96123374,3
KR6573306844,736788,LIZARD,1,0.920693,1.0067779,0.96273136,3
KR6573307842,736788,LIZARD,1,0.915351,1.0075929,0.9586274,3
KR6583301843,736788,LIZARD,0,0.9349333333333334,1.0074227,0.9829647,3
KR6533325843,736788,STEP,1,0.981519,1.0129807,0.9720511,3
KR6533363844,736789,STEP,0,0.9823346774193548,1.0263764,1.0025617,3
KR6543323846,736789,LIZARD,0,1.034040404040404,1.0112255,0.9982846,3
KR6543325841,736789,LIZARD,0,1.0247474747474747,1.0068128,1.0012124,3
KR6613356841,736789,LIZARD,0,0.910259595959596,1.0027874,0.9730286,3
KR6613355843,736789,LIZARD,0,0.9394050505050504,1.0115721,0.9984432,3
KR6533366847,736789,LIZARD,0,0.994839393939394,1.0023596,0.9728939,3
KR6553330848,736789,STEP,0,0.9633686868686868,1.0003922,0.97910064,3
KR6553329840,736789,STEP,0,0.9285212121212122,1.017832,0.99660254,3
KR6503327845,736789,LIZARD,0,0.9447333333333334,1.0114338,0.99903804,3
KR6533365849,736789,LIZARD,0,0.9942212121212122,1.0104797,1.0032719,3
KR6583322849,736789,STEP,0,0.9143737373737372,1.0181103,0.9967434,3
KR6533364842,736789,LIZARD,0,0.9905055724417428,1.0066506,0.96660465,3
KR6523312843,736789,STEP,1,0.968089,1.0150918,0.99258673,3
KR6543314845,736790,STEP,1,1.0021,1.0119991,0.98129314,3
KR6543332847,736790,LIZARD,0,1.0005050505050506,1.0033627,0.9619451,3
KR6523303842,736790,STEP,1,0.960629,1.011854,0.9923769,3
KR6523305847,736790,STEP,1,0.931001,1.0131354,0.9856012,3
KR6543331849,736790,LIZARD,0,1.0015151515151517,1.008525,0.9796335,3
KR6573325844,736790,STEP,0,0.935974,1.0128573,0.9962831,3
