item,isu_ord,opt_type,ki_yn,fair,mc,mc_iv,n_iv_udl
KR6SS0001JE3,737950,STEP,0,0.9035681362725452,0.9853292,1.008245,3
KR6SS0001JC7,737950,STEP,1,0.9261460221550856,0.990916,1.0107214,3
KR6SS0001JA1,737950,STEP,1,0.9151570996978852,0.9934123,1.0100425,3
KR6MZ0000Q40,737950,LIZARD,1,0.905460221550856,0.9912377,1.0119756,3
KR6MZ0000Q24,737950,LIZARD,0,0.8615282258064517,0.9634224,0.9966477,3
KR6NH0001261,737950,STEP,1,0.9077331319234644,0.99397343,1.0092446,3
KR6MZ0000Q57,737950,LIZARD,1,0.9212547834843908,0.98843783,1.0071137,3
KR6KS0001595,737951,STEP,1,0.8784853977844915,0.9938252,1.0076424,3
KR6MD0001G21,737951,STEP,1,0.8493544813695871,0.99074024,1.0130638,3
KR6MD0001G13,737951,STEP,1,0.843380664652568,0.9870416,1.0120195,3
KR6ZY00009R8,737951,STEP,1,0.8884934541792547,0.9908997,1.013277,3
KR6SS0001G44,737951,STEP,0,0.8705290000000001,0.95390046,0.98189676,2
KR6SS0001G93,737951,STEP,1,0.905909,1.008434,1.027604,3
KR6SS0001G77,737951,STEP,0,0.906706,0.9629487,0.99135005,3
KR6MZ0000QG3,737951,STEP,0,0.8776475327291038,0.9653614,1.0065038,3
KR6SS0001G36,737951,STEP,0,0.887019,0.9996492,1.0451919,3
KR6MZ0000QE8,737951,LIZARD,1,0.9438147029204432,0.9807758,1.0035621,3
KR6MZ0000QF5,737951,LIZARD,1,0.8914823766364552,0.9875538,1.0107998,3
KR6MZ0000QC2,737951,STEP,1,0.8999355488418933,0.9896828,1.0189929,3
KR6HN0001170,737951,STEP,0,0.823539314516129,0.9795288,1.0111533,3
KR6HN0001188,737951,LIZARD,0,0.8172671370967742,0.96623963,1.0084269,3
KR6MZ0000QB4,737951,STEP,1,0.8998257804632428,0.99112594,1.0128261,3
KR6MZ0000QD0,737951,LIZARD,1,0.912860020140987,0.9863586,1.0062901,3
KR6KB0001MY8,737951,STEP,1,0.8522799597180262,0.9869096,1.0110029,3
KR6KB0001MX0,737951,LIZARD,1,0.8490060422960725,0.9907843,1.0124044,3
KR6DS00007V8,737951,STEP,0,0.8303152064451159,0.96821946,0.9997771,3
KR6SS0001JV7,737951,STEP,1,0.9218610271903324,0.991857,1.013179,3
KR6SS0001JT1,737951,STEP,1,0.9131963746223566,0.99124163,1.0189464,3
KR6SS0001G69,737951,STEP,1,0.880107,0.98563147,1.0224538,3
KR6SS0001G51,737951,STEP,1,0.900468,1.0051926,1.0343043,3
KR6KS0001660,737951,STEP,1,0.883653,0.9983251,1.0119902,3
KR6HH0000AQ4,737951,STEP,0,0.8804223790322582,0.96171016,0.9995151,3
KR6SH0001H61,737951,STEP,1,0.9010453172205436,0.998326,1.0121166,3
KR6SH0001H53,737951,STEP,1,0.8991490433031217,0.9978219,1.0139188,3
KR6HH0000B12,737951,STEP,1,0.897474,0.95638376,0.99305767,3
KR6HH0000B04,737951,STEP,0,0.90688,0.96958786,0.9977909,3
KR6SH0001H46,737951,STEP,1,0.9016465256797584,0.9907352,1.0139294,3
KR6MD0001G47,737951,STEP,1,0.8626153071500504,0.99229085,1.0129691,3
KR6KS00016C0,737951,LIZARD,1,0.764644,0.8975118,0.9032042,1
KR6KS0001686,737951,STEP,1,0.8197610000000001,0.9638856,1.0008214,3
KR6KS0001678,737951,STEP,1,0.8204,0.98187697,1.0177693,3
KR6KW0000BD3,737952,STEP,1,0.802226,0.97805077,1.0328351,3
KR6SH0001JZ1,737952,LIZARD,0,0.883642,0.97671187,1.0122654,3
20210525000402_30937,737952,STEP,0,0.8311238670694864,0.9705776,1.0117444,3
KR6SH0001JY4,737952,LIZARD,0,0.8791700000000001,0.9860391,1.0115771,3
KR6SH0001K09,737952,LIZARD,0,0.904466,0.98323506,1.0090542,3
KR6SH0001K17,737952,STEP,0,0.906881,0.9716655,0.9875432,2
KR6SH0001HR2,737952,STEP,0,0.8786484848484849,0.9667535,1.0080193,3
KR6SH0001HP6,737952,LIZARD,0,0.8841929292929294,0.9797522,1.0086875,3
KR6KB0001N83,737952,LIZARD,0,0.8147854984894259,0.9727382,1.006656,3
KR6SS0001KJ0,737952,STEP,0,0.9321742195367572,0.9822749,1.0030979,3
KR6SS0001KK8,737952,STEP,1,0.9134974823766364,0.991342,1.0201439,3
KR6SS0001KM4,737952,STEP,1,0.92217,0.99958426,1.0207446,3
KR6SS0001KP7,737952,STEP,0,0.9069292929292928,0.9675652,1.013574,3
KR6KB0001NA6,737952,LIZARD,0,0.833539393939394,0.97438794,1.0078969,3
KR6MZ0000QK5,737952,STEP,1,0.9045438066465258,0.9876146,1.0199758,3
KR6MZ0000QM1,737952,STEP,1,0.9464179254783484,0.98344684,1.0193515,3
KR6NH00012K2,737952,STEP,0,0.8641552419354839,0.96736795,1.013628,3
20210524000243_26156,737952,STEP,0,0.9312364185110664,0.98154527,1.0033275,3
KR6MZ0000QN9,737952,STEP,1,0.9397150050352469,0.98766786,1.0171679,3
KR6MZ0000QL3,737952,STEP,1,0.9253655589123866,0.98561084,1.0124537,3
KR6MZ0000QT6,737952,STEP,0,0.8858467741935484,0.9606647,1.0025762,3
KR6MZ0000QP4,737952,STEP,1,0.9492175226586104,0.98494637,1.0145674,3
KR6MZ0000QS8,737952,STEP,0,0.8718728557013118,0.97534996,1.0105544,3
KR6MZ0000QR0,737952,STEP,0,0.882899091826438,0.9782204,1.0079856,3
KR6MD0001G54,737952,STEP,1,0.8625770392749245,0.99403495,1.0134431,3
KR6HN00011B3,737952,STEP,1,0.8430815709969788,0.9923122,1.0201924,3
KR6MD0001G39,737952,STEP,1,0.8428529707955691,0.9923092,1.0202645,3
KR6NH00012J4,737952,STEP,0,0.8556743951612904,0.9675369,1.01591,3
KR6HN00011A5,737952,STEP,1,0.8430815709969788,0.99116963,1.0200764,3
KR6SS0001KL6,737952,STEP,1,0.913598,0.99955684,1.027279,3
KR6SH0001H95,737952,LIZARD,1,0.8994602215508559,0.99358,1.0137777,3
20210524000275_2792,737952,STEP,1,0.9421671701913392,0.9872551,1.0120077,3
KR6SH0001HE0,737952,LIZARD,0,0.8749103726082579,0.96348184,1.0093255,3
KR6HH0000AL5,737952,STEP,0,0.8705534274193548,0.97326213,1.0082383,3
KR6SH0001H79,737952,STEP,1,0.9116616314199396,1.0013547,1.0105016,3
KR6SH0001H87,737952,LIZARD,1,0.8990443101711985,0.9929996,1.0130554,3
KR6SH0001HA8,737952,LIZARD,1,0.9129637462235648,0.97913677,1.0071971,3
KR6HN00011V1,737955,STEP,0,0.8469081735620586,0.98405886,1.0096469,3
KR6SS0001KS1,737955,STEP,0,0.916714,1.0067085,1.0235696,3
KR6KB0001NE8,737955,STEP,0,0.8293965691220989,0.98044366,1.0118414,3
KR6MD0001GV8,737955,LIZARD,0,0.8311372351160443,0.957709,1.0105023,3
KR6HN00011W9,737955,STEP,0,0.8332906155398587,0.9845441,1.0156066,3
KR6KB0001NC2,737955,LIZARD,0,0.8119989909182643,0.9727778,1.0085655,3
KR6ZW0000CF4,737955,STEP,0,0.810593,0.9646816,1.0110914,3
KR6ZW0000CH0,737955,STEP,0,0.868426,0.9775168,0.99139327,2
KR6SS0001KQ5,737955,STEP,0,0.9207127016129032,0.97109246,1.004537,3
KR6MD0001GT2,737955,STEP,0,0.8483965691220989,0.9786116,1.0071192,3
KR6MD0001GW6,737955,LIZARD,0,0.8426508577194752,0.9878036,1.0104663,3
KR6SH0001J51,737955,LIZARD,0,0.8714379414732594,0.987598,1.010592,3
KR6MZ0000QW0,737955,STEP,0,0.8844106962663976,0.9602929,1.0039233,3
KR6ZY00009Y4,737955,STEP,0,0.8605529767911201,0.97710234,1.0115501,3
KR6HN00011X7,737955,STEP,0,0.8503723511604441,0.98407155,1.010977,3
KR6HN00011Y5,737955,LIZARD,0,0.8460050403225807,0.9628642,1.0070429,3
KR6HN0001238,737955,STEP,0,0.8265010080645161,0.98400915,1.0193167,3
KR6SY0000VA6,737955,STEP,0,0.9557237903225808,0.9725093,1.0101697,3
KR6SH0001ML5,737955,STEP,0,0.909036,0.9701791,0.9876612,2
KR6SY0000V48,737955,STEP,0,0.9653087790110998,0.99168813,1.0090036,3
KR6BK00004X1,737955,STEP,0,0.9139233097880928,0.99145406,1.0062671,3
KR6MD0001FZ1,737955,STEP,0,0.8311238670694864,0.9696536,1.0104936,3
KR6NH00012L0,737955,STEP,0,0.9276965725806452,0.96684575,1.0016407,3
KR6MD0001GZ9,737955,STEP,0,0.8386294058408862,0.97726226,1.0083528,3
KR6MZ0000QV2,737955,STEP,0,0.8945116044399597,0.96573466,1.0025438,3
KR6SS0001KR3,737955,STEP,0,0.9122600806451614,0.9839202,1.0154774,3
KR6KB0001ND0,737955,LIZARD,0,0.8317729566094855,0.97727716,1.0065757,3
KR6SY0000V55,737955,STEP,0,0.966133198789102,0.9852778,1.0096834,3
KR6HH0000AS0,737955,STEP,0,0.9044395161290324,0.98416466,1.0071938,3
KR6HH0000AT8,737955,STEP,0,0.9001069626639757,0.9719777,1.0075884,3
KR6HH0000BQ2,737955,STEP,0,0.8496250000000001,0.96692395,1.015934,3
KR6SH0001J44,737955,STEP,0,0.883782038345106,0.9881463,1.0088948,3
KR6SY0000VB4,737955,STEP,0,0.959076612903226,0.98465186,1.0073054,3
KR6SH0001J36,737955,STEP,0,0.8980413723511604,0.9913505,1.0088559,3
KR6MZ0000PH3,737956,LIZARD,0,0.8819979838709677,0.98605245,0.99843603,3
KR6NH00012H8,737956,STEP,0,0.896669696969697,0.98565483,0.99723995,3
KR6NH00012M8,737956,STEP,0,0.9276965725806452,0.9658571,0.9829915,3
KR6MZ0000PG5,737956,STEP,0,0.8762585858585857,0.9732773,0.99055016,3
KR6MD0001HP8,737956,STEP,0,0.803005,0.9622124,0.95955026,2
KR6MD0001G88,737956,LIZARD,0,0.8526474747474747,0.9841177,0.99694365,3
KR6HN0001253,737956,LIZARD,0,0.8295836693548386,0.9843079,0.994768,3
KR6SY0000TX2,737956,STEP,1,0.948792,0.9536123,0.9499834,2
KR6HN0001246,737956,STEP,0,0.8334959677419356,0.9830496,0.9934349,3
KR6MZ0000QY6,737956,LIZARD,0,0.8534127144298688,0.9737833,0.9938683,3
KR6MD0001HQ6,737956,STEP,1,0.85364,0.9955973,1.0083398,3
KR6MD0001HR4,737956,STEP,1,0.800342,0.9617049,0.9666176,2
KR6MD0001HS2,737956,STEP,1,0.8181649999999999,0.9634957,0.9682261,2
KR6HN00013H6,737956,LIZARD,0,0.807852,0.967232,0.99287385,3
KR6HN00013J2,737956,LIZARD,0,0.766886,0.8918326,0.8942546,2
KR6DS00007Y2,737956,STEP,0,0.8248286290322581,0.96714616,0.9928938,3
KR6SH0001K41,737956,LIZARD,0,0.8838242424242425,0.98897475,0.9964154,3
KR6DS00007Z9,737956,STEP,0,0.8348810483870969,0.967508,1.0198783,3
KR6SS0001L21,737956,STEP,0,0.9096995967741934,0.9720004,0.9954957,3
KR6SY0000TY0,737956,STEP,1,0.948967,0.96062136,0.9597697,2
KR6SS0001L13,737956,STEP,0,0.9265090543259558,0.98058385,0.997454,3
KR6SS0001L54,737956,STEP,0,0.9210987903225806,0.9721222,1.0110757,3
KR6SS0001L39,737956,STEP,0,0.927001008064516,0.97891206,0.9965335,3
20210526000149_26201,737956,STEP,0,0.9133719758064516,0.9680657,1.0136961,3
20210601000363_30947,737956,STEP,0,0.8386294058408862,0.9775199,0.99682665,3
KR6SH0001JD8,737956,LIZARD,0,0.8797343434343435,0.98042375,0.9960374,3
KR6HH0000AR2,737956,STEP,0,0.8779707661290322,0.9752303,0.99367744,3
KR6SY0000VC2,737956,STEP,0,0.9621391129032258,0.9822828,0.99462736,3
KR6MD0001H46,737956,STEP,0,0.8321391129032257,0.9753694,0.996753,3
20210531001017_26223,737957,STEP,1,0.8950551102204408,0.99794614,1.0143507,3
KR6MZ0000R49,737957,STEP,0,0.868827620967742,0.9864991,1.0011864,3
KR6YT0000BG3,737957,STEP,1,0.9744209466263848,0.99384284,1.008857,3
KR6SH0001HW2,737957,STEP,1,0.9068902316213494,0.98665345,1.0089264,3
KR6MZ0000R56,737957,LIZARD,0,0.8665554435483871,0.98958355,1.0032017,3
20210531001017_26217,737957,STEP,0,0.8731032064128256,0.9474637,0.9603346,2
20210531001017_26218,737957,STEP,0,0.900566132264529,0.9741227,1.0101676,3
20210531001017_26219,737957,STEP,0,0.8698507014028056,0.95639354,0.9657855,2
20210531001017_26222,737957,STEP,1,0.8926723446893788,0.99116546,1.011662,3
KR6MZ0000R07,737957,STEP,1,0.8929859013091642,0.99496764,1.0150431,3
KR6MZ0000R23,737957,LIZARD,1,0.8971127895266868,0.99458957,1.0106539,3
KR6MZ0000R31,737957,LIZARD,1,0.8792849949647532,0.9917537,1.0134734,3
KR6MZ0000QZ3,737957,LIZARD,0,0.8514984863773966,0.96775186,0.9979999,3
KR6KB0001P73,737957,STEP,1,0.8488872104733133,0.9880873,1.0119476,3
KR6MZ0000R64,737957,STEP,1,0.9400130916414904,0.99252605,1.0209471,3
KR6MD0001GH7,737957,STEP,1,0.8499607250755288,0.99654675,1.0167733,3
KR6MD0001GJ3,737957,STEP,1,0.844792547834844,0.99496454,1.015067,3
KR6MD0001GK1,737957,STEP,1,0.8544149043303122,0.9924951,1.0096532,3
KR6MD0001GL9,737957,STEP,1,0.8625931520644511,0.99484324,1.0091075,3
KR6MD0001GM7,737957,STEP,1,0.8741430010070493,0.9955037,1.0078863,3
KR6HN00011N8,737957,STEP,1,0.844792547834844,0.9952898,1.0154319,3
KR6HN0001279,737957,LIZARD,0,0.8295241448692152,0.98662853,1.0044625,3
KR6MZ0000RA4,737958,STEP,1,0.9401802618328298,0.98893166,1.0125549,3
KR6SS0001GZ4,737958,STEP,1,0.898357,0.9986873,1.0325514,3
KR6SS0001H19,737958,STEP,1,0.903083,1.0004956,1.0203937,3
KR6SS0001H68,737958,STEP,1,0.928766,1.0051428,1.0152937,3
KR6KB0001PA1,737958,STEP,1,0.8744420946626383,0.99507546,1.0100178,3
KR6KB0001PB9,737958,LIZARD,1,0.8522729103726082,0.9948334,1.0128,3
KR6KS00015N9,737958,STEP,1,0.8786636455186303,0.99673337,1.0113784,3
KR6KS00016S6,737958,STEP,1,0.808334,0.97594845,1.0114794,3
KR6MD0001KQ0,737958,STEP,1,0.856326,0.9954105,1.0155908,3
KR6KS00016R8,737958,STEP,1,0.886534,0.99955386,1.0145117,3
KR6SS0001H43,737958,STEP,1,0.879101,0.98825735,1.0211895,3
KR6KS00016T4,737958,STEP,0,0.820321,0.9691992,1.0056394,3
KR6KS00016X6,737958,LIZARD,1,0.7652770000000001,0.8854691,0.88940096,1
KR6SS0001H35,737958,STEP,1,0.90878,1.0023617,1.016025,3
KR6HN00011P3,737958,STEP,1,0.844792547834844,0.9953477,1.0198369,3
KR6HN00011Q1,737958,STEP,1,0.8499617321248742,0.99633276,1.0218234,3
KR6SS0001LC3,737958,STEP,1,0.9240876132930514,0.993722,1.0118082,3
KR6SS0001H27,737958,STEP,1,0.92046,0.999074,1.0102873,3
KR6KS00015M1,737958,STEP,1,0.8627129909365558,0.9925798,1.0117452,3
KR6SS0001HA5,737958,STEP,0,0.869445,0.9586355,0.98179173,2
KR6SS0001LD1,737958,STEP,1,0.9311017119838872,0.9955124,1.0099353,3
KR6SS0001LB5,737958,STEP,1,0.920394763343404,0.99271923,1.0128189,3
KR6SS0001H01,737958,STEP,1,0.899758,1.008248,1.0331329,3
KR6SH0001HX0,737958,STEP,1,0.8943605236656597,0.9944621,1.015161,3
KR6SH0001HZ5,737958,STEP,1,0.908510574018127,1.0007799,1.0107428,3
KR6SH0001HY8,737958,STEP,1,0.9083716012084592,0.99612397,1.0113704,3
KR6MD0001KR8,737958,STEP,1,0.823585,0.98729247,1.0170659,3
KR6MZ0000R80,737958,STEP,1,0.8927995971802618,0.98988724,1.0194608,3
KR6MZ0000R98,737958,STEP,1,0.9067270896273916,0.9912188,1.013365,3
KR6HH0000BC2,737958,STEP,0,0.8983620000000001,0.970349,1.0047395,3
KR6HH0000BD0,737958,STEP,1,0.887511,0.95927817,1.0025909,3
KR6SH0001LP8,737959,STEP,0,0.879648,0.93305045,0.94094527,2
KR6SH0001LD4,737959,STEP,0,0.848244,0.95162123,0.9691661,2
KR6KW0000BQ5,737959,STEP,1,0.8052199999999999,0.98155767,1.021854,3
KR6HH0000C37,737959,STEP,0,0.8752929292929292,0.97614497,1.0047728,3
KR6ZY0000AB3,737959,STEP,1,0.8863061430010071,0.9976604,1.0218118,3
KR6MD0001J02,737959,LIZARD,0,0.8327707070707071,0.9783607,1.0033395,3
KR6MD0001H38,737959,STEP,0,0.8348388721047332,0.9750966,1.0057634,3
KR6MD0001H20,737959,LIZARD,0,0.82534944612286,0.97916645,1.0082041,3
KR6MD0001HZ7,737959,LIZARD,0,0.838319191919192,0.982781,1.0048321,3
KR6MZ0000RK3,737959,LIZARD,0,0.8731814516129032,0.9822721,1.0067483,3
KR6SS0001M04,737959,STEP,1,0.9185216515609264,0.9977198,1.0217558,3
KR6MZ0000RL1,737959,LIZARD,0,0.8594133064516128,0.9757887,1.0098948,3
KR6MZ0000RJ5,737959,STEP,0,0.8865387713997985,0.9561195,1.0026541,3
KR6SS0001M12,737959,STEP,1,0.911565,1.0024351,1.0256575,3
KR6SH0001LA0,737959,LIZARD,0,0.878382,0.98439837,1.0055776,3
KR6SH0001LC6,737959,STEP,0,0.8598899999999999,0.9690849,1.0043088,3
KR6SH0001JC0,737959,STEP,0,0.8984737903225807,0.99078625,1.0057603,3
KR6SH0001KA2,737959,STEP,0,0.8779555555555556,0.9695545,1.0003047,3
KR6SH0001J10,737959,LIZARD,1,0.9063605236656596,0.98085415,1.0045004,3
KR6SH0001J02,737959,LIZARD,1,0.8974763343403828,0.99562246,1.0128142,3
KR6SH0001J93,737959,STEP,0,0.8797741935483872,0.9868442,1.0056622,3
KR6SH0001JA4,737959,STEP,0,0.8816800804828974,0.987629,1.0060873,3
KR6SH0001JB2,737959,STEP,0,0.8819848790322582,0.98648894,1.0048664,3
KR6MZ0000RD8,737959,STEP,0,0.8786475327291037,0.9771353,1.0039086,3
KR6KB0001PQ7,737959,STEP,1,0.8549530000000001,1.0001028,1.0187577,3
KR6MZ0000RH9,737959,STEP,1,0.9370704934541794,0.99042004,1.0174522,3
KR6HN00011S7,737959,STEP,1,0.8499556898288015,0.9977219,1.0218705,3
KR6HN00012V9,737959,STEP,0,0.8130222222222222,0.97040457,1.0039878,3
KR6MZ0000RE6,737959,STEP,1,0.8893091641490433,0.9972199,1.0216286,3
KR6MZ0000RF3,737959,LIZARD,1,0.9099667673716012,1.0012348,1.0122238,3
KR6MZ0000RG1,737959,LIZARD,1,0.9029667673716012,0.9927613,1.007416,3
KR6KB0001PM6,737959,STEP,1,0.8503474320241693,0.9972117,1.0217581,3
KR6SH0001L99,737959,LIZARD,0,0.872326,0.98335177,1.006355,3
KR6SS0001LZ4,737962,STEP,0,0.9168931451612904,0.9692506,0.98366153,3
KR6ZW0000CQ1,737962,STEP,1,0.807823,0.9635779,0.9980889,3
KR6ZW0000CR9,737962,STEP,0,0.867238,0.98062205,0.9855627,2
KR6HN00014Q5,737962,LIZARD,0,0.790043,0.94300216,0.9555727,2
KR6NH00013C7,737962,STEP,0,0.9073625377643504,0.96765053,0.9869726,3
KR6HN00014R3,737962,STEP,1,0.807496,0.9506968,0.95640284,2
KR6YT0000BP4,737962,STEP,0,0.9656596173212488,0.991926,0.988713,3
20210602000084_2843,737962,STEP,0,0.8948308157099698,0.9623016,0.9973852,3
20210602000162_26236,737962,STEP,0,0.9184627016129032,0.9650446,0.98104554,3
KR6HN00012P1,737962,STEP,0,0.8517006048387098,0.98365116,0.9800504,3
KR6HN00012N6,737962,LIZARD,0,0.8432842741935483,0.9628656,0.999218,3
KR6YT0000BN9,737962,STEP,0,0.9838872104733132,0.9982837,0.9963157,3
KR6DS0000816,737962,STEP,0,0.8650000000000001,0.97683996,0.98801166,3
KR6MD0001JP4,737962,STEP,1,0.821575,0.98596585,1.011241,3
KR6MD0001HY0,737962,STEP,0,0.8470684793554883,0.97995603,0.9975945,3
KR6MD0001JM1,737962,STEP,1,0.854374,0.9960318,1.0126319,3
KR6MD0001HX2,737962,STEP,0,0.8372862903225806,0.97760206,0.9963013,3
KR6MD0001JS8,737962,STEP,0,0.804796,0.96345896,0.9681957,2
KR6MD0001HW4,737962,LIZARD,0,0.8289405241935484,0.9587583,1.002805,3
KR6MZ0000RP2,737962,STEP,0,0.8857542799597181,0.9559607,0.9985559,3
KR6SS0001LY7,737962,STEP,0,0.9135689828801612,0.9668808,0.984793,3
KR6SS0001LX9,737962,STEP,0,0.9158014112903226,0.98166716,0.976075,3
KR6SS0001LW1,737962,STEP,0,0.920511,1.0059571,1.0038573,3
KR6SS0001M20,737962,STEP,0,0.9179717741935484,0.9686943,0.98395586,3
KR6SS0001M46,737962,STEP,0,0.9091360887096772,0.97198707,0.99698687,3
KR6SS0001M53,737962,STEP,0,0.909072434607646,0.97551227,1.0003208,3
KR6MD0001JQ2,737962,STEP,1,0.793917,0.9563323,0.9616982,2
KR6MD0001JN9,737962,STEP,1,0.798932,0.93358433,0.94601905,2
KR6ZY0000AH0,737962,STEP,0,0.8758659274193549,0.9780953,0.9738217,3
20210602000084_2840,737962,STEP,0,0.8600251762336354,0.9715304,0.9940047,3
20210601000138_7447,737962,STEP,0,0.8569032258064516,0.9712685,0.98403376,3
KR6HN00012Q9,737962,STEP,0,0.8206183282980866,0.9748137,0.99736625,3
KR6ZW0000CS7,737962,STEP,1,0.79652,0.9414599,0.94623876,2
KR6SH0001KM7,737962,LIZARD,0,0.8804254032258064,0.9869048,0.9828626,3
KR6SH0001KL9,737962,STEP,0,0.9037562940584088,0.984602,0.9994969,3
KR6HH0000B20,737962,STEP,0,0.9051560926485398,0.9851848,0.987371,3
KR6MD0001HM5,737963,STEP,1,0.8621923464249748,0.99380726,0.99951285,3
KR6KB0001Q56,737963,LIZARD,1,0.8517653575025177,0.99425584,1.0005126,3
KR6MZ0000RT4,737963,LIZARD,1,0.9202426988922456,1.0015032,1.0117569,3
KR6KB0001Q64,737963,STEP,1,0.8489073514602216,0.98867893,0.9985098,3
KR6NH0001394,737963,STEP,0,0.907306143001007,0.967498,0.9967169,3
KR6NH0001378,737963,STEP,0,0.8980020202020201,0.9865053,1.0067053,3
KR6NH00013D5,737963,STEP,0,0.9126596173212488,0.9719044,1.0076449,3
KR6MZ0000RW8,737963,STEP,1,0.9085971802618328,0.99083006,0.9980149,3
KR6MD0001JT6,737963,STEP,0,0.80475,0.9639129,0.9783139,2
KR6MD0001HT0,737963,STEP,0,0.8221431451612903,0.9743931,0.98664117,3
KR6MD0001HV6,737963,STEP,0,0.8565695564516129,0.97102743,0.98307353,3
KR6HH0000B38,737963,STEP,0,0.8811804435483871,0.9795953,1.0059878,3
KR6SH0001KZ9,737963,STEP,0,0.8785635080645162,0.97858405,1.0078548,3
KR6KB0001Q49,737963,LIZARD,0,0.8315766129032258,0.97562945,0.9811094,3
KR6HN0001329,737963,LIZARD,0,0.8163629032258064,0.9728748,0.9848157,3
KR6MZ0000PK7,737963,STEP,0,0.8820191919191919,0.9749953,1.0034912,3
KR6DS0000832,737963,STEP,0,0.8590473313192346,0.97074884,0.98322874,3
KR6DS0000840,737963,STEP,0,0.8336189516129032,0.9641974,0.97966206,3
KR6MZ0000PJ9,737963,LIZARD,0,0.90620101010101,0.99283844,1.0084269,3
KR6MZ0000PR2,737963,LIZARD,0,0.8900656565656565,0.98531055,1.0080457,3
KR6KB0001Q31,737963,LIZARD,0,0.8125756048387097,0.96965104,0.9770784,3
KR6HH0000B46,737963,STEP,0,0.9194078549848942,0.9813146,1.0021569,3
KR6SH0001KY2,737963,STEP,0,0.8787292929292929,0.97627395,1.0060371,3
KR6SH0001JS6,737963,STEP,0,0.883429292929293,0.95916814,0.97259104,3
KR6MZ0000RS6,737963,LIZARD,1,0.9024682779456192,0.9964972,1.0137888,3
KR6MZ0000RV0,737963,STEP,1,0.9008398791540786,0.9913281,1.0186578,3
KR6HN0001337,737963,LIZARD,0,0.8303390342052314,0.9819901,1.0030643,3
KR6MD0001HL7,737963,STEP,1,0.853944612286002,0.9923291,0.998921,3
KR6MD0001HK9,737963,STEP,1,0.8436294058408862,0.99360925,1.0015113,3
KR6MZ0000RR8,737963,LIZARD,0,0.855601814516129,0.9704421,1.0044042,3
KR6SS0001MR9,737964,STEP,1,0.9215790533736152,0.9961551,1.0201238,3
KR6NH0001352,737964,STEP,1,0.915010070493454,0.99712884,1.0113947,3
KR6KB0001Q72,737964,LIZARD,1,0.8457039274924472,0.9951793,1.0136857,3
KR6SH0001KR6,737964,STEP,0,0.9045427995971804,0.9864107,1.007827,3
KR6SS0001MQ1,737964,STEP,1,0.9268942598187312,0.99441797,1.011049,3
KR6DS0000899,737964,STEP,0,0.8230211480362538,0.9690131,1.0039691,3
20210607000076_26259,737964,STEP,0,0.8863807615230461,0.9621211,0.9808991,2
KR6HH0000B53,737964,STEP,0,0.8892004028197382,0.9741915,1.0043647,3
KR6HN0001345,737964,STEP,0,0.8137691532258065,0.9732021,1.0069176,3
KR6HN0001352,737964,STEP,0,0.8274314516129033,0.9805258,1.0045067,3
20210607000076_26265,737964,STEP,1,0.9044829659318636,0.9784105,1.013073,3
20210607000076_26266,737964,STEP,1,0.9017665330661322,0.99991596,1.0220304,3
KR6SH0001KV8,737964,STEP,0,0.8758598790322581,0.97539645,1.0108577,3
KR6MD0001L40,737964,STEP,1,0.8488610000000001,0.99456435,1.0155764,3
KR6EG00003C0,737964,STEP,0,0.8794905000000001,0.95364267,0.9714894,2
KR6SH0001KS4,737964,STEP,0,0.8889929506545822,0.981596,1.0083034,3
20210607000076_26262,737964,STEP,0,0.8755,0.9594861,0.97817177,2
KR6MD0001L57,737964,STEP,1,0.794104,0.9555541,0.9694459,2
KR6ZY0000AE7,737964,STEP,1,0.8999355488418933,0.9961674,1.0205446,3
KR6SS0001MN8,737964,STEP,1,0.9135991943605236,0.99456644,1.0177007,3
KR6SS0001MP3,737964,STEP,1,0.922882175226586,0.9930542,1.0122988,3
KR6ZY0000AD9,737964,STEP,1,0.8999355488418933,0.99640405,1.0203799,3
KR6SH0001KT2,737964,STEP,0,0.8888470824949698,0.9818316,1.0089345,3
KR6SS0001K48,737965,STEP,1,0.905907,1.005149,1.0305923,3
KR6SS0001K22,737965,STEP,0,0.8732200000000001,0.9621199,0.9836545,2
KR6SS0001K55,737965,STEP,1,0.905712,0.99255407,1.0149559,3
KR6SS0001KC5,737965,STEP,1,0.907082,1.0065918,1.0249302,3
KR6SS0001K63,737965,STEP,1,0.926386,0.9981536,1.0096419,3
KR6NH0001360,737965,STEP,1,0.9234582074521652,0.9865022,1.0069364,3
KR6SH0001KJ3,737965,LIZARD,1,0.9082708962739172,0.99626404,1.0138617,3
KR6MZ0000S30,737965,STEP,1,0.938387713997986,0.98780805,1.0118899,3
KR6MZ0000S14,737965,STEP,1,0.8939506545820746,0.99374086,1.0144932,3
KR6KS00017Q8,737965,STEP,1,0.817195,0.9798335,1.0177765,3
KR6SS0001MY5,737965,STEP,1,0.913418932527694,0.99334675,1.0139147,3
KR6SS0001K71,737965,STEP,1,0.884151,0.97150993,1.0068238,3
KR6SS0001K97,737965,STEP,1,0.917544,1.000843,1.0183771,3
KR6SS0001K89,737965,STEP,0,0.914134,0.96204007,1.000952,3
KR6SS0001K30,737965,STEP,1,0.902697,0.9983473,1.026692,3
KR6SS0001KB7,737965,STEP,1,0.90562,0.998219,1.0208223,3
