payoff,monthly,axis,offset,replicate,delta_krw
reference,True,coupon_regular,-0.005,1,-35.036556518636644
reference,True,coupon_regular,-0.005,2,-35.012944862712175
reference,True,coupon_regular,-0.0025,0,-17.518756072269753
reference,True,coupon_regular,-0.0025,1,-17.518270807806402
reference,True,coupon_regular,-0.0025,2,-17.506464999401942
reference,True,coupon_regular,-0.001,0,-7.007479327498004
reference,True,coupon_regular,-0.001,1,-7.00728539051488
reference,True,coupon_regular,-0.001,2,-7.002563047455624
reference,True,coupon_regular,0.001,0,7.007526831468567
reference,True,coupon_regular,0.001,1,7.007332389242947
reference,True,coupon_regular,0.001,2,7.002610241761431
reference,True,coupon_regular,0.0025,0,17.518756778445095
reference,True,coupon_regular,0.0025,1,17.518270721426234
reference,True,coupon_regular,0.0025,2,17.5064649770502
reference,True,coupon_regular,0.005,0,35.03752599097788
reference,True,coupon_regular,0.005,1,35.03655461571179
reference,True,coupon_regular,0.005,2,35.01294323708862
reference,True,coupon_regular,0.01,0,70.07504713023081
reference,True,coupon_regular,0.01,1,70.07310473476537
reference,True,coupon_regular,0.01,2,70.02588152815588
reference,True,first_strike,-0.05,0,59.025820260634646
reference,True,first_strike,-0.05,1,59.10591200989438
reference,True,first_strike,-0.05,2,59.851801090520894
reference,True,first_strike,-0.025,0,27.707339728440274
reference,True,first_strike,-0.025,1,27.628519878002407
reference,True,first_strike,-0.025,2,28.120394475434296
reference,True,first_strike,-0.01,0,10.62197417945572
reference,True,first_strike,-0.01,1,10.672734777188452
reference,True,first_strike,-0.01,2,10.949644088064815
reference,True,first_strike,-0.005,0,5.290815545311489
reference,True,first_strike,-0.005,1,5.217410842276877
reference,True,first_strike,-0.005,2,5.418279551657179
reference,True,first_strike,0.005,0,-5.0723867196793435
reference,True,first_strike,0.005,1,-5.151248539528751
reference,True,first_strike,0.005,2,-5.040216415269242
reference,True,first_strike,0.01,0,-9.9741729078778
reference,True,first_strike,0.01,1,-10.180271357774473
reference,True,first_strike,0.01,2,-9.960435507618968
reference,True,first_strike,0.025,0,-24.12581842454165
reference,True,first_strike,0.025,1,-24.37570915111428
reference,True,first_strike,0.025,2,-23.89114892032012
reference,True,first_strike,0.05,0,-44.27686039706168
reference,True,first_strike,0.05,1,-44.81497802292688
reference,True,first_strike,0.05,2,-44.49784914652264
reference,True,ki_barrier,-0.05,0,121.79221116110335
reference,True,ki_barrier,-0.05,1,121.87553515181293
reference,True,ki_barrier,-0.05,2,122.13647028370652
reference,True,ki_barrier,-0.025,0,58.7719623957609
reference,True,ki_barrier,-0.025,1,59.28496475257846
reference,True,ki_barrier,-0.025,2,58.932570098964284
reference,True,ki_barrier,-0.01,0,23.07843379693669
reference,True,ki_barrier,-0.01,1,23.411112054835918
reference,True,ki_barrier,-0.01,2,23.22585650498784
reference,True,ki_barrier,-0.005,0,11.525458510705205
reference,True,ki_barrier,-0.005,1,11.641755090030127
reference,True,ki_barrier,-0.005,2,11.361741782794166
reference,True,ki_barrier,0.005,0,-11.525951345646105
reference,True,ki_barrier,0.005,1,-11.234599814685279
reference,True,ki_barrier,0.005,2,-11.191013636457365
reference,True,ki_barrier,0.01,0,-22.58317917065565
reference,True,ki_barrier,0.01,1,-22.205109894795473
reference,True,ki_barrier,0.01,2,-22.323772069673204
reference,True,ki_barrier,0.025,0,-54.413894235221456
reference,True,ki_barrier,0.025,1,-54.632371046861934
reference,True,ki_barrier,0.025,2,-54.18359492234019
reference,True,ki_barrier,0.05,0,-103.11108406425215
reference,True,ki_barrier,0.05,1,-102.80294261439595
reference,True,ki_barrier,0.05,2,-103.08605299370234
reference,True,last_strike,-0.05,0,60.716351243900135
reference,True,last_strike,-0.05,1,60.79574283247348
reference,True,last_strike,-0.05,2,60.71367109718267
reference,True,last_strike,-0.025,0,29.333018055476714
reference,True,last_strike,-0.025,1,29.55419809994055
reference,True,last_strike,-0.025,2,29.209555816603824
reference,True,last_strike,-0.01,0,11.41182296781335
reference,True,last_strike,-0.01,1,11.531630807206966
reference,True,last_strike,-0.01,2,11.30886326590553
reference,True,last_strike,-0.005,0,5.591400811623316
reference,True,last_strike,-0.005,1,5.831573127419688
reference,True,last_strike,-0.005,2,5.59260151226772
reference,True,last_strike,0.005,0,-5.535658546199556
reference,True,last_strike,0.005,1,-5.681483394582756
reference,True,last_strike,0.005,2,-5.610259564651642
reference,True,last_strike,0.01,0,-11.01319507905282
reference,True,last_strike,0.01,1,-11.196381482528523
reference,True,last_strike,0.01,2,-11.18378555268282
reference,True,last_strike,0.025,0,-26.64318387088133
reference,True,last_strike,0.025,1,-26.705615783983376
reference,True,last_strike,0.025,2,-26.60617423610529
reference,True,last_strike,0.05,0,-49.98276476142928
reference,True,last_strike,0.05,1,-50.19316562340828
reference,True,last_strike,0.05,2,-50.05181855073897
reference,True,monthly_barrier,-0.05,0,0.0
reference,True,monthly_barrier,-0.05,1,0.0
reference,True,monthly_barrier,-0.05,2,0.0
reference,True,monthly_barrier,-0.025,0,0.0
reference,True,monthly_barrier,-0.025,1,0.0
reference,True,monthly_barrier,-0.025,2,0.0
reference,True,monthly_barrier,-0.01,0,0.0
reference,True,monthly_barrier,-0.01,1,0.0
reference,True,monthly_barrier,-0.01,2,0.0
reference,True,monthly_barrier,-0.005,0,0.0
reference,True,monthly_barrier,-0.005,1,0.0
reference,True,monthly_barrier,-0.005,2,0.0
reference,True,monthly_barrier,0.005,0,0.0
reference,True,monthly_barrier,0.005,1,0.0
reference,True,monthly_barrier,0.005,2,0.0
reference,True,monthly_barrier,0.01,0,0.0
reference,True,monthly_barrier,0.01,1,0.0
reference,True,monthly_barrier,0.01,2,0.0
reference,True,monthly_barrier,0.025,0,0.0
reference,True,monthly_barrier,0.025,1,0.0
reference,True,monthly_barrier,0.025,2,0.0
reference,True,monthly_barrier,0.05,0,0.0
reference,True,monthly_barrier,0.05,1,0.0
reference,True,monthly_barrier,0.05,2,0.0
reference,True,nobs_early,1.0,0,12.976115933728579
reference,True,nobs_early,1.0,1,12.546594384341006
reference,True,nobs_early,1.0,2,12.120934269507416
reference,True,nobs_late,1.0,0,29.31727307104302
reference,True,nobs_late,1.0,1,28.831648364768625
reference,True,nobs_late,1.0,2,28.6918715106367
reference,True,nobs_middle,1.0,0,11.143877771457483
reference,True,nobs_middle,1.0,1,10.88060883725484
reference,True,nobs_middle,1.0,2,10.285561941513151
reference,True,tenor_months,-12.0,0,98.59939058643977
reference,True,tenor_months,-12.0,1,98.95071608786748
reference,True,tenor_months,-12.0,2,98.28696116705305
reference,True,tenor_months,-6.0,0,47.43761147472105
reference,True,tenor_months,-6.0,1,47.671588723784225
reference,True,tenor_months,-6.0,2,47.35470462538706
reference,True,tenor_months,-3.0,0,23.080492019534177
reference,True,tenor_months,-3.0,1,23.04340139008127
reference,True,tenor_months,-3.0,2,23.24299166661058
reference,True,tenor_months,-1.0,0,7.83312729885165
reference,True,tenor_months,-1.0,1,7.317770371622828
reference,True,tenor_months,-1.0,2,8.181264637029926
reference,True,tenor_months,1.0,0,-7.749166305052313
reference,True,tenor_months,1.0,1,-7.877495371644727
reference,True,tenor_months,1.0,2,-7.608629401424878
reference,True,tenor_months,3.0,0,-21.881879557872708
reference,True,tenor_months,3.0,1,-22.74682877547184
reference,True,tenor_months,3.0,2,-22.24444592621012
reference,True,tenor_months,6.0,0,-42.95272267875771
reference,True,tenor_months,6.0,1,-43.613526052668476
reference,True,tenor_months,6.0,2,-42.17314467665756
reference,True,tenor_months,12.0,0,-80.5038974089448
reference,True,tenor_months,12.0,1,-81.42235181299657
reference,True,tenor_months,12.0,2,-79.93860185792983
