payoff,split,origin,monthly,structure,axis,offset,scope,n_families,mean_delta,median_delta,min_delta,max_delta,mean_delta_se,positive,negative
detailed,train,synthetic_regular,False,LIZARD KI,coupon_regular,0.001,terms,256,4.9353915122253555,4.0504860166837915,1.2275763662517192,15.40034105525162,0.027087408411304786,256,0
detailed,train,synthetic_regular,False,LIZARD KI,coupon_regular,0.0025,terms,256,12.338478780563378,10.126215041706837,3.0689409156287653,38.50085263813001,0.06771852102826198,256,0
detailed,train,synthetic_regular,False,LIZARD KI,coupon_regular,0.005,terms,256,24.676957561126773,20.25243008341284,6.137881831258598,77.00170527625984,0.13543704205652407,256,0
detailed,train,synthetic_regular,False,LIZARD KI,coupon_regular,0.01,terms,256,49.35391512225357,40.50486016682561,12.275763662518273,154.00341055251863,0.2708740841130479,256,0
detailed,train,synthetic_regular,False,LIZARD KI,first_strike,-0.05,terms,256,11.40343537866012,4.961936282888018,-272.2564458010628,273.63656527677045,1.8259765114946152,156,100
detailed,train,synthetic_regular,False,LIZARD KI,first_strike,-0.025,terms,256,4.871889209575946,2.804652893376233,-137.87106808690436,125.0285604699652,1.2067949765946584,153,103
detailed,train,synthetic_regular,False,LIZARD KI,first_strike,-0.01,terms,256,1.7098986020162932,1.161861312301142,-51.90078649795134,46.92935636236681,0.7281787939957627,152,104
detailed,train,synthetic_regular,False,LIZARD KI,first_strike,-0.005,terms,256,0.8596831337232944,0.5438661646651619,-23.660849798072164,23.27801524291778,0.5073957139027737,150,106
detailed,train,synthetic_regular,False,LIZARD KI,first_strike,0.005,terms,256,-0.8196272859706942,-0.6481409021706261,-24.184019980951504,25.43884105420595,0.48904126563482886,108,148
detailed,train,synthetic_regular,False,LIZARD KI,first_strike,0.01,terms,256,-1.696772242886901,-1.6462751385879122,-47.55646367157745,47.79686762742445,0.6875624067757466,108,148
detailed,train,synthetic_regular,False,LIZARD KI,first_strike,0.025,terms,256,-3.6388815871860447,-3.9238713842854605,-106.41233802770094,106.4859976217553,1.0257607174611247,108,148
detailed,train,synthetic_regular,False,LIZARD KI,first_strike,0.05,terms,256,-5.999055315287222,-4.798141718931382,-176.9654820391722,168.55671274183658,1.3254767640750846,112,144
detailed,train,synthetic_regular,False,LIZARD KI,ki_barrier,-0.05,terms,256,51.13499402711544,21.035532349330772,0.0,296.6873246466753,2.210346614440882,228,0
detailed,train,synthetic_regular,False,LIZARD KI,ki_barrier,-0.025,terms,256,25.483592563652763,11.704475111809831,0.0,159.34684110343622,1.5530782602219606,225,0
detailed,train,synthetic_regular,False,LIZARD KI,ki_barrier,-0.01,terms,256,10.073414301591985,4.6475090498839124,0.0,65.21883113327664,0.9649558113815209,213,0
detailed,train,synthetic_regular,False,LIZARD KI,ki_barrier,-0.005,terms,256,4.926284248938135,2.0918184719507216,0.0,34.32461638672348,0.6702688270874442,204,0
detailed,train,synthetic_regular,False,LIZARD KI,ki_barrier,0.005,terms,256,-4.968472934333937,-2.115494634025074,-33.46900364841953,0.0,0.6765971328819946,0,212
detailed,train,synthetic_regular,False,LIZARD KI,ki_barrier,0.01,terms,256,-9.872145760184488,-4.122060577402463,-60.986066566954406,0.0,0.9550077408724843,0,219
detailed,train,synthetic_regular,False,LIZARD KI,ki_barrier,0.025,terms,256,-24.307220562136237,-10.32984861117573,-158.042505033459,0.0,1.4915512161399591,0,225
detailed,train,synthetic_regular,False,LIZARD KI,ki_barrier,0.05,terms,256,-46.34008131275314,-19.453285513998082,-311.8305359063751,0.0,2.0318558432927816,0,233
detailed,train,synthetic_regular,False,LIZARD KI,last_strike,-0.05,terms,256,13.913342708145176,2.1904810082939115,0.0,194.3839599376406,0.896163342938806,188,0
detailed,train,synthetic_regular,False,LIZARD KI,last_strike,-0.025,terms,256,6.1178178322026655,0.842729259082458,0.0,91.3318495581498,0.5807492267423127,174,0
detailed,train,synthetic_regular,False,LIZARD KI,last_strike,-0.01,terms,256,2.2822442032661634,0.31532403676860693,0.0,38.494877876329134,0.3440488485750492,155,0
detailed,train,synthetic_regular,False,LIZARD KI,last_strike,-0.005,terms,256,1.1131030468966208,0.1349760826723343,0.0,18.748361412266785,0.23390407429608367,139,0
detailed,train,synthetic_regular,False,LIZARD KI,last_strike,0.005,terms,256,-1.0200251059615784,-0.10357593244175864,-15.780291127064718,0.0,0.21975578236190946,0,135
detailed,train,synthetic_regular,False,LIZARD KI,last_strike,0.01,terms,256,-2.034011439352997,-0.21368805156796078,-31.56771221712858,0.0,0.3169305606223292,0,149
detailed,train,synthetic_regular,False,LIZARD KI,last_strike,0.025,terms,256,-4.747299789944605,-0.5012520396513562,-79.81617560662131,0.0,0.4859713334026148,0,160
detailed,train,synthetic_regular,False,LIZARD KI,last_strike,0.05,terms,256,-8.38020489864351,-0.9185273729995918,-145.69176213035948,0.0,0.6386911652516822,0,170
detailed,train,synthetic_regular,False,LIZARD no-KI,base,0.0,terms,256,0.0,0.0,0.0,0.0,0.0,0,0
detailed,train,synthetic_regular,False,LIZARD no-KI,coupon_regular,-0.01,terms,256,-41.34290809913051,-34.85057189661546,-118.22525509766848,-10.94483828345939,0.21933054687921866,0,256
detailed,train,synthetic_regular,False,LIZARD no-KI,coupon_regular,-0.005,terms,256,-20.671454049565213,-17.425285948307042,-59.11262754883374,-5.472419141730117,0.10966527343960938,0,256
detailed,train,synthetic_regular,False,LIZARD no-KI,coupon_regular,-0.0025,terms,256,-10.335727024782681,-8.712642974153923,-29.556313774416807,-2.7362095708650584,0.0548326367198046,0,256
detailed,train,synthetic_regular,False,LIZARD no-KI,coupon_regular,-0.001,terms,256,-4.134290809913032,-3.4850571896614273,-11.822525509766198,-1.094483828346878,0.02193305468792188,0,256
detailed,train,synthetic_regular,False,LIZARD no-KI,coupon_regular,0.001,terms,256,4.134290809913106,3.4850571896614038,1.0944838283460232,11.822525509766908,0.021933054687921873,256,0
detailed,train,synthetic_regular,False,LIZARD no-KI,coupon_regular,0.0025,terms,256,10.335727024782713,8.71264297415383,2.73620957086506,29.55631377441734,0.05483263671980462,256,0
detailed,train,synthetic_regular,False,LIZARD no-KI,coupon_regular,0.005,terms,256,20.671454049565263,17.425285948306904,5.472419141729271,59.11262754883456,0.10966527343960936,256,0
detailed,train,synthetic_regular,False,LIZARD no-KI,coupon_regular,0.01,terms,256,41.342908099130554,34.85057189661536,10.944838283458544,118.22525509766916,0.21933054687921863,256,0
detailed,train,synthetic_regular,False,LIZARD no-KI,first_strike,-0.05,terms,256,41.701797893868196,22.04157933355294,-116.57280026615798,275.6148911019497,2.1322458092413292,200,56
detailed,train,synthetic_regular,False,LIZARD no-KI,first_strike,-0.025,terms,256,18.80470692466683,10.801301753193288,-52.15633421448109,126.54675529276798,1.4221003182082264,193,63
detailed,train,synthetic_regular,False,LIZARD no-KI,first_strike,-0.01,terms,256,7.005617251043821,4.300095127556385,-19.97833458502625,47.20996441672375,0.8618535823575983,190,66
detailed,train,synthetic_regular,False,LIZARD no-KI,first_strike,-0.005,terms,256,3.4509561339496972,2.340116915068138,-10.425795354100604,23.946905590411266,0.6004085850460896,187,69
detailed,train,synthetic_regular,False,LIZARD no-KI,first_strike,0.005,terms,256,-3.3453026205200715,-2.0899568516941454,-24.06724684800225,11.070930728176542,0.5909939044699364,73,183
detailed,train,synthetic_regular,False,LIZARD no-KI,first_strike,0.01,terms,256,-6.3701820449165805,-4.134853393857041,-48.30460044556549,22.80552911570793,0.8187249551329588,78,178
detailed,train,synthetic_regular,False,LIZARD no-KI,first_strike,0.025,terms,256,-14.552310068295771,-10.299911512842986,-113.551275008591,57.60327142385844,1.2389530321939248,80,176
detailed,train,synthetic_regular,False,LIZARD no-KI,first_strike,0.05,terms,256,-24.730654315339375,-19.848377898570995,-212.61922987370116,109.12227095898449,1.6058506544278561,82,174
detailed,train,synthetic_regular,False,LIZARD no-KI,last_strike,-0.05,terms,256,43.49530357562237,17.7517228293025,0.0,294.48122855853774,1.8903262113659733,246,0
detailed,train,synthetic_regular,False,LIZARD no-KI,last_strike,-0.025,terms,256,21.1669673371644,8.52878137578401,0.0,144.90280402850635,1.3043135688248575,242,0
detailed,train,synthetic_regular,False,LIZARD no-KI,last_strike,-0.01,terms,256,8.326973101617012,3.665067786109766,0.0,58.20677489121345,0.8068527383183153,232,0
detailed,train,synthetic_regular,False,LIZARD no-KI,last_strike,-0.005,terms,256,4.131311097990796,1.658939362418082,0.0,30.679834581238552,0.56594311133556,222,0
detailed,train,synthetic_regular,False,LIZARD no-KI,last_strike,0.005,terms,256,-4.049800225993819,-1.6197878618200914,-26.414358605326512,0.0,0.5543494337861519,0,223
detailed,train,synthetic_regular,False,LIZARD no-KI,last_strike,0.01,terms,256,-7.933802642209956,-3.1734160467543266,-50.21512536312518,0.0,0.7787933483806102,0,231
detailed,train,synthetic_regular,False,LIZARD no-KI,last_strike,0.025,terms,256,-19.36585180436716,-7.836056953874937,-134.0928376322495,0.0,1.2076594223672794,0,238
detailed,train,synthetic_regular,False,LIZARD no-KI,last_strike,0.05,terms,256,-37.01407525489516,-14.521085727989352,-259.3301237949652,0.0,1.6397571039500107,0,244
detailed,train,synthetic_regular,False,STEP KI,base,0.0,terms,256,0.0,0.0,0.0,0.0,0.0,0,0
detailed,train,synthetic_regular,False,STEP KI,coupon_regular,-0.01,terms,256,-72.701714495544,-68.2046867807164,-172.5897782447741,-25.139687460893114,0.35612586978525457,0,256
detailed,train,synthetic_regular,False,STEP KI,coupon_regular,-0.005,terms,256,-36.35085724777197,-34.1023433903577,-86.29488912238827,-12.569843730446005,0.1780629348926273,0,256
detailed,train,synthetic_regular,False,STEP KI,coupon_regular,-0.0025,terms,256,-18.175428623885992,-17.051171695178923,-43.14744456119361,-6.284921865221894,0.0890314674463136,0,256
detailed,train,synthetic_regular,False,STEP KI,coupon_regular,-0.001,terms,256,-7.270171449554365,-6.820468678071012,-17.25897782447805,-2.513968746087871,0.03561258697852533,0,256
detailed,train,synthetic_regular,False,STEP KI,coupon_regular,0.001,terms,256,7.270171449554391,6.820468678071029,2.513968746090084,17.2589778244769,0.035612586978525644,256,0
detailed,train,synthetic_regular,False,STEP KI,coupon_regular,0.0025,terms,256,18.175428623886013,17.05117169517888,6.284921865224108,43.14744456119473,0.08903146744631384,256,0
detailed,train,synthetic_regular,False,STEP KI,coupon_regular,0.005,terms,256,36.35085724777207,34.102343390357746,12.56984373044932,86.2948891223876,0.17806293489262742,256,0
detailed,train,synthetic_regular,False,STEP KI,coupon_regular,0.01,terms,256,72.70171449554401,68.20468678071609,25.139687460895324,172.58977824477532,0.35612586978525473,256,0
detailed,train,synthetic_regular,False,STEP KI,first_strike,-0.05,terms,256,3.569992504109316,-2.162346338148292,-316.251852279402,283.97009503528767,3.3130101882723353,126,130
detailed,train,synthetic_regular,False,STEP KI,first_strike,-0.025,terms,256,-0.9315587169437876,-2.458975805543422,-153.18592871522134,140.66055537167887,2.3249878611932484,124,132
detailed,train,synthetic_regular,False,STEP KI,first_strike,-0.01,terms,256,-0.9028654834381165,-1.9042652653693715,-57.60786750548577,56.44736001905747,1.4570890333491113,119,137
detailed,train,synthetic_regular,False,STEP KI,first_strike,-0.005,terms,256,-0.5382735298557124,-0.8140650813981669,-28.190273117484395,28.08527009326184,1.0279237428964414,120,136
detailed,train,synthetic_regular,False,STEP KI,first_strike,0.005,terms,256,0.8516505118171133,1.091920229030996,-28.44192319155089,27.55207996152788,1.0028137737487466,133,123
detailed,train,synthetic_regular,False,STEP KI,first_strike,0.01,terms,256,1.889744458154122,2.5766851693143344,-50.79750454479585,55.769018929770894,1.4077060227449256,138,118
detailed,train,synthetic_regular,False,STEP KI,first_strike,0.025,terms,256,5.680884980620823,7.782031952343974,-123.61679562764829,132.2960679437944,2.154892629424685,137,119
detailed,train,synthetic_regular,False,STEP KI,first_strike,0.05,terms,256,13.23567368967372,18.097994545174032,-224.9237838010532,221.4646808124998,2.854847478222387,144,112
detailed,train,synthetic_regular,False,STEP KI,ki_barrier,-0.05,terms,256,72.86194010198236,50.625484940190944,0.0,382.423356544279,2.9167083917168757,250,0
detailed,train,synthetic_regular,False,STEP KI,ki_barrier,-0.025,terms,256,36.37910095417803,24.152047892134533,0.0,188.9092509516184,2.057937869818486,249,0
detailed,train,synthetic_regular,False,STEP KI,ki_barrier,-0.01,terms,256,14.495852408448375,9.857036053923935,0.0,79.93733493630455,1.290678018718236,243,0
detailed,train,synthetic_regular,False,STEP KI,ki_barrier,-0.005,terms,256,7.304069452221478,4.6553335411145245,0.0,41.71439548619338,0.91263713977959,239,0
detailed,train,synthetic_regular,False,STEP KI,ki_barrier,0.005,terms,256,-7.07392305541465,-4.636603219571023,-37.49733274809902,0.0,0.8961130081891535,0,241
detailed,train,synthetic_regular,False,STEP KI,ki_barrier,0.01,terms,256,-14.192289555113522,-9.583141415482883,-77.874313683092,0.0,1.2752172894284466,0,246
detailed,train,synthetic_regular,False,STEP KI,ki_barrier,0.025,terms,256,-34.70418756632547,-23.855805105914126,-200.42310846123883,0.0,1.9774017875312029,0,249
detailed,train,synthetic_regular,False,STEP KI,ki_barrier,0.05,terms,256,-66.51498893931068,-42.031139873989225,-410.14134942066295,0.0,2.694170264390292,0,252
detailed,train,synthetic_regular,False,STEP KI,last_strike,-0.05,terms,256,23.641858807636783,8.281787559812791,0.0,214.550405511854,1.3047241763258244,223,0
detailed,train,synthetic_regular,False,STEP KI,last_strike,-0.025,terms,256,10.326073870072388,3.242381177804048,0.0,99.03716061781012,0.8374952937027222,202,0
detailed,train,synthetic_regular,False,STEP KI,last_strike,-0.01,terms,256,3.792110407415886,1.2399366126485187,0.0,37.87302387041974,0.49776892165248243,187,0
detailed,train,synthetic_regular,False,STEP KI,last_strike,-0.005,terms,256,1.8863290836734907,0.6247366951451815,0.0,17.752528926494115,0.34769560621653123,175,0
detailed,train,synthetic_regular,False,STEP KI,last_strike,0.005,terms,256,-1.812228481284195,-0.4616009407627508,-20.376241338648164,0.0,0.3327573957554799,0,170
detailed,train,synthetic_regular,False,STEP KI,last_strike,0.01,terms,256,-3.5353018958981264,-1.0971206490643,-35.51650962743352,0.0,0.4730357695836143,0,188
detailed,train,synthetic_regular,False,STEP KI,last_strike,0.025,terms,256,-8.126371166597973,-2.5587056171681186,-84.34027626061412,0.0,0.7165561624603507,0,201
detailed,train,synthetic_regular,False,STEP KI,last_strike,0.05,terms,256,-14.368733112590373,-3.802980289964244,-154.7982877360882,0.0,0.935119982159692,0,204
detailed,train,synthetic_regular,False,STEP no-KI,base,0.0,terms,256,0.0,0.0,0.0,0.0,0.0,0,0
detailed,train,synthetic_regular,False,STEP no-KI,coupon_regular,-0.01,terms,256,-59.93473764749204,-56.01763150425552,-149.25448880019093,-25.59582378546576,0.30616294379668263,0,256
detailed,train,synthetic_regular,False,STEP no-KI,coupon_regular,-0.005,terms,256,-29.967368823746057,-28.008815752127724,-74.62724440009472,-12.79791189273234,0.15308147189834126,0,256
detailed,train,synthetic_regular,False,STEP no-KI,coupon_regular,-0.0025,terms,256,-14.983684411873007,-14.004407876063082,-37.31362220004806,-6.398955946365083,0.07654073594917075,0,256
detailed,train,synthetic_regular,False,STEP no-KI,coupon_regular,-0.001,terms,256,-5.993473764749248,-5.601763150424993,-14.9254488800186,-2.559582378544716,0.030616294379668132,0,256
detailed,train,synthetic_regular,False,STEP no-KI,coupon_regular,0.001,terms,256,5.993473764749158,5.601763150426421,2.559582378548005,14.925448880018816,0.03061629437966829,256,0
detailed,train,synthetic_regular,False,STEP no-KI,coupon_regular,0.0025,terms,256,14.983684411872996,14.00440787606445,6.3989559463673,37.31362220004819,0.07654073594917069,256,0
detailed,train,synthetic_regular,False,STEP no-KI,coupon_regular,0.005,terms,256,29.96736882374606,28.00881575212825,12.797911892733447,74.6272444000954,0.1530814718983412,256,0
detailed,train,synthetic_regular,False,STEP no-KI,coupon_regular,0.01,terms,256,59.93473764749193,56.0176315042564,25.595823785467964,149.2544888001915,0.3061629437966827,256,0
detailed,train,synthetic_regular,False,STEP no-KI,first_strike,-0.05,terms,256,65.53256393941838,59.01389204267045,-303.4640142850793,330.401867813974,4.013289068782609,201,55
detailed,train,synthetic_regular,False,STEP no-KI,first_strike,-0.025,terms,256,29.407118359526237,29.03158938551615,-154.2114513758312,164.59328554656685,2.819855255759217,196,60
detailed,train,synthetic_regular,False,STEP no-KI,first_strike,-0.01,terms,256,10.718274114864691,10.925205929359372,-63.14813399914934,63.07826080782799,1.7591113819646853,191,65
detailed,train,synthetic_regular,False,STEP no-KI,first_strike,-0.005,terms,256,5.1487849256991165,5.013165242660818,-31.140467073010548,33.15133416272044,1.232460074770994,189,67
detailed,train,synthetic_regular,False,STEP no-KI,first_strike,0.005,terms,256,-4.946577556592922,-4.522146974719401,-29.8245577349093,32.06381096556187,1.2225670773597224,69,187
detailed,train,synthetic_regular,False,STEP no-KI,first_strike,0.01,terms,256,-9.463587137983403,-9.303390747810447,-61.4550658610528,60.53298101605071,1.7140752256419018,67,189
detailed,train,synthetic_regular,False,STEP no-KI,first_strike,0.025,terms,256,-20.647085891879833,-21.046371170636764,-156.2682053778885,147.70022835984005,2.623047900854771,69,187
detailed,train,synthetic_regular,False,STEP no-KI,first_strike,0.05,terms,256,-31.53405879106872,-32.09658607416597,-279.0158954441316,271.31261382021165,3.466483413567608,79,177
detailed,train,synthetic_regular,False,STEP no-KI,last_strike,-0.05,terms,256,77.39454312750092,62.83088616608518,0.0,332.7353562521973,2.8629251640865085,255,0
detailed,train,synthetic_regular,False,STEP no-KI,last_strike,-0.025,terms,256,37.80211576417982,28.88156110620104,0.0,175.42017687490235,1.982157335803475,255,0
detailed,train,synthetic_regular,False,STEP no-KI,last_strike,-0.01,terms,256,14.916079943118188,11.433407861745042,0.0,66.89305089250001,1.2350546569678853,255,0
detailed,train,synthetic_regular,False,STEP no-KI,last_strike,-0.005,terms,256,7.420836317010638,5.626656558404797,0.0,32.3517932220044,0.8677491184252556,253,0
detailed,train,synthetic_regular,False,STEP no-KI,last_strike,0.005,terms,256,-7.2416698825418715,-5.5797760924718816,-36.41509837080884,0.0,0.8527572563706466,0,253
detailed,train,synthetic_regular,False,STEP no-KI,last_strike,0.01,terms,256,-14.434527638847202,-11.039750002565643,-72.23761116820748,0.0,1.200783996943489,0,253
detailed,train,synthetic_regular,False,STEP no-KI,last_strike,0.025,terms,256,-35.156903982340616,-26.21457897261726,-170.60492574512972,0.0,1.8552945310976112,0,255
detailed,train,synthetic_regular,False,STEP no-KI,last_strike,0.05,terms,256,-67.69154816156083,-48.61521175847621,-348.64845662920004,0.0,2.518780572315684,0,255
detailed,validation,synthetic_monthly,True,LIZARD no-KI,base,0.0,terms,43,0.0,0.0,0.0,0.0,0.0,0,0
detailed,validation,synthetic_monthly,True,LIZARD no-KI,coupon_regular,-0.01,terms,43,-86.73232653149292,-85.90640727398876,-93.7249062138386,-82.71015057574343,0.2962302326154813,0,43
detailed,validation,synthetic_monthly,True,LIZARD no-KI,coupon_regular,-0.005,terms,43,-43.36616326574637,-42.95320363699441,-46.86245310691905,-41.35507528787157,0.14811511630774074,0,43
detailed,validation,synthetic_monthly,True,LIZARD no-KI,coupon_regular,-0.0025,terms,43,-21.6830816328732,-21.4766018184973,-23.431226553460384,-20.67753764393592,0.07405755815387052,0,43
detailed,validation,synthetic_monthly,True,LIZARD no-KI,coupon_regular,-0.001,terms,43,-8.67323265314937,-8.590640727399558,-9.372490621383866,-8.271015057574447,0.029623023261547903,0,43
detailed,validation,synthetic_monthly,True,LIZARD no-KI,coupon_regular,0.001,terms,43,8.673232653149329,8.590640727398155,8.271015057573297,9.372490621384342,0.02962302326154786,43,0
detailed,validation,synthetic_monthly,True,LIZARD no-KI,coupon_regular,0.0025,terms,43,21.6830816328732,21.476601818497272,20.67753764393461,23.431226553459226,0.07405755815387031,43,0
detailed,validation,synthetic_monthly,True,LIZARD no-KI,coupon_regular,0.005,terms,43,43.36616326574647,42.9532036369946,41.35507528787042,46.86245310691962,0.14811511630774063,43,0
detailed,validation,synthetic_monthly,True,LIZARD no-KI,coupon_regular,0.01,terms,43,86.7323265314929,85.906407273989,82.71015057574199,93.72490621383864,0.29623023261548115,43,0
detailed,validation,synthetic_monthly,True,LIZARD no-KI,first_strike,-0.05,terms,43,12.255620131586472,10.38885217802034,-21.165379973642285,51.95731006243974,2.491260544519634,28,15
detailed,validation,synthetic_monthly,True,LIZARD no-KI,first_strike,-0.025,terms,43,4.3261971420179774,2.6951661832702327,-14.768898419849812,23.170798878953995,1.7206650409414652,26,17
detailed,validation,synthetic_monthly,True,LIZARD no-KI,first_strike,-0.01,terms,43,1.6506661871646064,1.4436389549204989,-5.775984979880668,9.879435891823608,1.085048551090531,25,18
detailed,validation,synthetic_monthly,True,LIZARD no-KI,first_strike,-0.005,terms,43,0.6367448578579672,0.1412237562748268,-3.260490522902116,4.51239805640837,0.7529957976002818,22,21
detailed,validation,synthetic_monthly,True,LIZARD no-KI,first_strike,0.005,terms,43,-0.4776909104061614,-0.1330101327730227,-5.477869377311492,2.9316547384259533,0.7479744490337489,21,22
detailed,validation,synthetic_monthly,True,LIZARD no-KI,first_strike,0.01,terms,43,-0.7194878308110343,0.1844041974734667,-9.280697491060195,5.545337041307832,1.0398454913155406,24,19
detailed,validation,synthetic_monthly,True,LIZARD no-KI,first_strike,0.025,terms,43,-0.09735312713133155,1.4225949722267548,-19.253219631922185,15.213713693527833,1.5650506784911113,25,18
detailed,validation,synthetic_monthly,True,LIZARD no-KI,first_strike,0.05,terms,43,3.118455695513933,6.2849826590733215,-33.3015895935653,30.950457984666905,2.09289874138889,26,17
detailed,validation,synthetic_monthly,True,LIZARD no-KI,last_strike,-0.05,terms,43,60.952543801752206,56.7522284920725,44.17452593505123,89.46589788223557,2.670563240712638,43,0
detailed,validation,synthetic_monthly,True,LIZARD no-KI,last_strike,-0.025,terms,43,30.673076174854312,29.535956873754813,22.708376048301645,42.41506759041007,1.880528614640623,43,0
detailed,validation,synthetic_monthly,True,LIZARD no-KI,last_strike,-0.01,terms,43,12.202557511664892,11.811299917979468,8.862658183056297,16.990728890819042,1.1807694616659303,43,0
detailed,validation,synthetic_monthly,True,LIZARD no-KI,last_strike,-0.005,terms,43,6.191497848171509,6.164300866527736,3.5935923787320148,9.2055529087405,0.8379664462278651,43,0
detailed,validation,synthetic_monthly,True,LIZARD no-KI,last_strike,0.005,terms,43,-6.092497862150613,-5.766633755679755,-8.431219142816172,-4.019598087672983,0.8274426171021103,0,43
detailed,validation,synthetic_monthly,True,LIZARD no-KI,last_strike,0.01,terms,43,-12.335938339451477,-12.249575069947577,-17.332910250040683,-8.804892016440622,1.1740563717520118,0,43
detailed,validation,synthetic_monthly,True,LIZARD no-KI,last_strike,0.025,terms,43,-30.718382791656243,-31.14417510823856,-40.16430896769726,-22.399785048631536,1.8367047847963427,0,43
detailed,validation,synthetic_monthly,True,LIZARD no-KI,last_strike,0.05,terms,43,-61.71355399016663,-62.36577654054647,-79.57275449878578,-46.936384509204416,2.561912803992416,0,43
detailed,validation,synthetic_monthly,True,LIZARD no-KI,monthly_barrier,-0.05,terms,43,26.57836242773519,26.41207730688989,15.02101869013486,43.2684039191775,0.4152133314709117,43,0
detailed,validation,synthetic_monthly,True,LIZARD no-KI,monthly_barrier,-0.025,terms,43,14.048933265336483,14.049480772636189,7.960080683471594,22.874076343499745,0.23430372988694556,43,0
detailed,validation,synthetic_monthly,True,LIZARD no-KI,monthly_barrier,-0.01,terms,43,5.817090809070938,5.800355574820433,3.3086019766989025,9.46525031682401,0.115228215770758,43,0
detailed,validation,synthetic_monthly,True,LIZARD no-KI,monthly_barrier,-0.005,terms,43,2.9404049008849276,2.9566381549907885,1.6474001301591408,4.771643509556192,0.07121797236444913,43,0
detailed,validation,synthetic_monthly,True,LIZARD no-KI,monthly_barrier,0.005,terms,43,-3.005790083911314,-3.023472774942052,-4.839963575727696,-1.83910235533284,0.0720506874762935,0,43
detailed,validation,synthetic_monthly,True,LIZARD no-KI,monthly_barrier,0.01,terms,43,-6.091196025000173,-6.127355463679348,-9.900692410049384,-3.7094661489351015,0.11782923698111956,0,43
detailed,validation,synthetic_monthly,True,LIZARD no-KI,monthly_barrier,0.025,terms,43,-15.720302979498278,-15.791797412885815,-25.23959708164842,-9.580943942754786,0.2486260335975978,0,43
detailed,validation,synthetic_monthly,True,LIZARD no-KI,monthly_barrier,0.05,terms,43,-33.094483021800905,-33.425813720711176,-52.46644378692238,-20.687259097632868,0.46481717087083735,0,43
detailed,validation,synthetic_monthly,True,STEP KI,base,0.0,terms,43,0.0,0.0,0.0,0.0,0.0,0,0
detailed,validation,synthetic_monthly,True,STEP KI,coupon_regular,-0.01,terms,43,-119.33592668988754,-121.30228259611457,-156.13104033974037,-69.27549818270836,0.38852582708573274,0,43
detailed,validation,synthetic_monthly,True,STEP KI,coupon_regular,-0.005,terms,43,-59.66796334494373,-60.6511412980573,-78.06552016987115,-34.63774909135438,0.19426291354286637,0,43
detailed,validation,synthetic_monthly,True,STEP KI,coupon_regular,-0.0025,terms,43,-29.833981672471875,-30.325570649028744,-39.03276008493514,-17.318874545677154,0.09713145677143321,0,43
detailed,validation,synthetic_monthly,True,STEP KI,coupon_regular,-0.001,terms,43,-11.933592668988807,-12.130228259611464,-15.613104033974308,-6.927549818271018,0.038852582708572996,0,43
detailed,validation,synthetic_monthly,True,STEP KI,coupon_regular,0.001,terms,43,11.933592668988739,12.130228259611687,6.927549818270637,15.613104033973247,0.03885258270857325,43,0
detailed,validation,synthetic_monthly,True,STEP KI,coupon_regular,0.0025,terms,43,29.83398167247196,30.32557064902813,17.318874545677275,39.03276008493513,0.09713145677143274,43,0
detailed,validation,synthetic_monthly,True,STEP KI,coupon_regular,0.005,terms,43,59.66796334494378,60.65114129805694,34.63774909135401,78.065520169871,0.1942629135428663,43,0
detailed,validation,synthetic_monthly,True,STEP KI,coupon_regular,0.01,terms,43,119.3359266898875,121.30228259611468,69.27549818270842,156.13104033974037,0.3885258270857321,43,0
detailed,validation,synthetic_monthly,True,STEP KI,first_strike,-0.05,terms,43,13.49306847935968,8.676326136218606,-72.53760788491945,141.2111597305939,2.956432278171959,25,18
detailed,validation,synthetic_monthly,True,STEP KI,first_strike,-0.025,terms,43,4.17864461104106,0.4682329567579038,-36.83108289462311,65.6063765846919,1.9973628694492782,23,20
detailed,validation,synthetic_monthly,True,STEP KI,first_strike,-0.01,terms,43,1.3064150007296065,-0.6491484948919555,-14.204924750717923,26.921947508247065,1.2267617949337315,21,22
detailed,validation,synthetic_monthly,True,STEP KI,first_strike,-0.005,terms,43,0.4872749888400925,-0.3642656182465273,-7.382389950345236,12.65106497499158,0.8530826179396569,20,23
detailed,validation,synthetic_monthly,True,STEP KI,first_strike,0.005,terms,43,-0.4877105212492015,0.1454056320894118,-13.641081233787007,6.987991978242809,0.8328457158895458,22,21
detailed,validation,synthetic_monthly,True,STEP KI,first_strike,0.01,terms,43,-0.7541766114589407,0.8397046421528417,-26.453548705507597,13.899331005292105,1.1620451669617042,24,19
detailed,validation,synthetic_monthly,True,STEP KI,first_strike,0.025,terms,43,-0.7938718294161764,2.89783430794832,-57.997365112142354,32.08523445374861,1.7632656035588958,26,17
detailed,validation,synthetic_monthly,True,STEP KI,first_strike,0.05,terms,43,0.6523966886669371,9.444735988679348,-109.73193871158682,59.04715081330553,2.327206525144335,26,17
detailed,validation,synthetic_monthly,True,STEP KI,ki_barrier,-0.05,terms,43,106.93357623681423,106.59235375809916,0.4467644473368066,207.23250794504216,3.150246115972665,43,0
detailed,validation,synthetic_monthly,True,STEP KI,ki_barrier,-0.025,terms,43,52.477507851965015,50.49003646451029,0.1130102191642195,105.50421435107012,2.200598983914821,43,0
