payoff,split,origin,monthly,structure,axis,offset,scope,n_families,mean_delta,median_delta,min_delta,max_delta,mean_delta_se,positive,negative
detailed,stress,previous_real_terms_synthetic,False,LIZARD KI,coupon_regular,0.01,terms,23,69.33664815815817,65.57462587438168,33.461440801015534,112.82684352511464,0.2111278204766688,23,0
detailed,stress,previous_real_terms_synthetic,False,LIZARD KI,first_strike,-0.05,terms,23,37.95817601506549,3.973634275394416,-63.09869346084119,196.68447486302165,1.68655863028174,14,9
detailed,stress,previous_real_terms_synthetic,False,LIZARD KI,first_strike,-0.025,terms,23,15.751015822357052,1.1955770599474225,-32.8313397341094,88.78732209710103,1.0986651139340082,14,9
detailed,stress,previous_real_terms_synthetic,False,LIZARD KI,first_strike,-0.01,terms,23,5.4936638082236735,0.3481118595740252,-13.326643812950536,34.910783391185674,0.6555230151648891,12,11
detailed,stress,previous_real_terms_synthetic,False,LIZARD KI,first_strike,-0.005,terms,23,2.6357849831316913,0.062648230362673,-6.4602025891997314,15.448494570069936,0.45416050782132766,12,11
detailed,stress,previous_real_terms_synthetic,False,LIZARD KI,first_strike,0.005,terms,23,-2.3798499762122542,-0.0399606031047227,-17.0174646894993,6.218260841269465,0.4423274788707773,11,12
detailed,stress,previous_real_terms_synthetic,False,LIZARD KI,first_strike,0.01,terms,23,-4.4412339983756395,-0.0758222951881241,-32.89329231211856,12.326272932456034,0.6074486186487433,11,12
detailed,stress,previous_real_terms_synthetic,False,LIZARD KI,first_strike,0.025,terms,23,-10.143269877462098,-0.0653481153883132,-78.20954288631303,29.8897602352984,0.9162039040166969,11,12
detailed,stress,previous_real_terms_synthetic,False,LIZARD KI,first_strike,0.05,terms,23,-16.22116636327343,0.4715950727222021,-146.03393705004,55.22243693949216,1.1906947374421872,12,11
detailed,stress,previous_real_terms_synthetic,False,LIZARD KI,ki_barrier,-0.05,terms,23,112.86020989262073,74.09229971737459,0.7585295825673154,363.6782271638654,2.093496444973634,23,0
detailed,stress,previous_real_terms_synthetic,False,LIZARD KI,ki_barrier,-0.025,terms,23,54.71327081014188,31.866147708930267,0.2748504359574426,161.49569282957003,1.4653315079772948,23,0
detailed,stress,previous_real_terms_synthetic,False,LIZARD KI,ki_barrier,-0.01,terms,23,21.515151455766496,13.6498764472736,0.0721859467281351,59.32765335027201,0.9234843261001026,23,0
