item,isu_ord,opt_type,ki_yn,fair,mc,mc_iv,n_iv_udl,hv_ns,iv_boot,iv_ns,hv_ns_se,iv_boot_se,iv_ns_se
KR6653347536,735676,STEP,1,0.872361,0.9484806,0.94918245,0,0.9497511952340603,0.9495948400761932,0.9497511952340603,0.0009640787964384003,0.0009875590055528033,0.0009640787964384003
KR6653346538,735676,STEP,1,0.904809,0.9894947,0.9909928,0,0.9885654419403523,0.9896683981902897,0.9885654419403523,0.0006555402379046624,0.0006795068633398142,0.0006555402379046624
KR65233CQ533,735676,STEP,1,0.9038070707070708,0.9904119,0.992243,0,0.9910254739720374,0.99178872519359,0.9910254739720374,0.0008375346012427949,0.0008702618979363296,0.0008375346012427949
KR65233AY531,735676,STEP,1,0.88382,1.0031714,1.0035805,0,1.0034077023364603,1.0040409172166138,1.0034077023364603,0.0005208122545303853,0.0005344672019959102,0.0005208122545303853
KR65233B0539,735676,STEP,1,0.879639,0.98755836,0.9873202,0,0.9873597716443241,0.9872926431659609,0.9873597716443241,0.0007869678864884535,0.000812054596870168,0.0007869678864884535
KR65233B1537,735676,STEP,0,0.837715,1.0012561,1.0014162,0,1.0007400719359516,1.0021525449361652,1.0007400719359516,0.0010215499794174136,0.001063781246814662,0.0010215499794174136
KR65233B4531,735676,STEP,1,0.880757,0.9519422,0.9508702,0,0.9498336455620825,0.9492464185025543,0.9498336455620825,0.000984838659518235,0.0010093957568014737,0.000984838659518235
KR65233B3533,735676,STEP,1,0.8653879999999999,0.9923288,0.9916499,0,0.9923328712195159,0.9920938132744282,0.9923328712195159,0.0008183848369356153,0.0008418676970710824,0.0008183848369356153
KR65733B6531,735677,STEP,1,0.921016,1.0010256,1.0009221,0,1.0010620451215655,1.001579747901112,1.0010620451215655,0.0005178233330662431,0.000525220822011382,0.0005178233330662431
KR65033AY535,735677,STEP,0,0.918202,0.9969947,0.9984702,0,0.9974591032750905,0.998263507533446,0.9974591032750905,0.0006020041179296084,0.0006232477458948942,0.0006020041179296084
KR65733B7539,735677,STEP,0,0.883066,1.0075934,1.0089451,0,1.00787315107435,1.0098152320355176,1.00787315107435,0.0007574639127995974,0.000789629633235926,0.0007574639127995974
KR65333AG536,735677,STEP,1,0.9915,0.9592283,0.95803815,0,0.9606155691079795,0.9600384605232626,0.9606155691079795,0.0008326434950771966,0.0008515883936953132,0.0008326434950771966
KR65733B4536,735677,STEP,1,0.947041,0.9913911,0.9949581,0,0.9921704867381602,0.9959699024770409,0.9921704867381602,0.0005812452179682654,0.0006005830249805791,0.0005812452179682654
KR65733B2530,735677,STEP,1,0.904972,0.9596983,0.9595757,0,0.9579652044262738,0.9590890866346657,0.9579652044262738,0.0008537500293472465,0.0008786329591340069,0.0008537500293472465
KR65733B3538,735677,STEP,1,0.893619,0.9870314,0.9870936,0,0.9872075186472387,0.9868643741436303,0.9872075186472387,0.0006980317379781816,0.0007126354601553443,0.0006980317379781816
KR6773323532,735677,STEP,1,0.8996262626262626,1.0011007,1.0027573,0,1.0002973873235286,1.0009348906807602,1.0002973873235286,0.0007979906806557238,0.000826499466768652,0.0007979906806557238
KR65233CX539,735677,STEP,1,0.9013484848484848,0.99941254,0.9997588,0,0.9979976643137634,0.9980786796521396,0.9979976643137634,0.0006449835080597175,0.0006660829691152406,0.0006449835080597175
KR65733B5533,735677,STEP,1,0.953827,1.002454,1.0024577,0,1.0026703371360899,1.0032639082446695,1.0026703371360899,0.00031141948454307787,0.0003170896544386545,0.00031141948454307787
KR67033AC539,735677,STEP,1,0.9264030303030304,0.9932145,0.9925941,0,0.9933519450265914,0.9935176411606371,0.9933519450265914,0.0006145072984865288,0.0006352100006695383,0.0006145072984865288
20150316000582_1531,735677,STEP,1,0.87067,0.948574,0.9478565,0,0.9495846326943487,0.9489075738813728,0.9495846326943487,0.0009679751925551781,0.0009926641295238219,0.0009679751925551781
KR65133AM538,735677,STEP,0,0.912834,0.83896667,0.8362988,0,0.8387228533368558,0.8375127334009856,0.8387228533368558,0.0010508230145885673,0.0010543496672302858,0.0010508230145885673
KR65833AJ539,735677,STEP,0,0.9013227,0.99742454,0.9968591,0,0.9952991616297513,0.9957937339317053,0.9952991616297513,0.0006700741686232708,0.0006898728670991537,0.0006700741686232708
KR6543344537,735677,STEP,1,0.9451,0.990551,0.9916067,0,0.9916994731422514,0.9918690090898424,0.9916994731422514,0.0005722064624859234,0.0005833216991784428,0.0005722064624859234
KR6543345534,735677,STEP,1,0.9049,0.98440313,0.9817506,0,0.9824647139500826,0.9815916706368327,0.9824647139500826,0.0008760148133522425,0.0009003839464320787,0.0008760148133522425
KR65533D2530,735677,STEP,0,0.9586131313131312,0.99871564,0.998821,0,0.9992562877539545,0.9995837218135595,0.9992562877539545,0.0004757887844032273,0.0004906927246408963,0.0004757887844032273
KR65033A1530,735677,STEP,0,0.958488888888889,1.0033258,1.0056255,0,1.003361957988888,1.0055576993931086,1.003361957988888,0.0006350075433552559,0.000668171359559762,0.0006350075433552559
KR65533C9536,735677,STEP,1,0.9519060606060606,1.002034,1.0027194,0,1.0025342510212212,1.003227737095207,1.0025342510212212,0.0005514394181889917,0.0005704684958219689,0.0005514394181889917
KR6543355533,735677,STEP,0,0.9395959595959597,0.9946784,0.9948387,0,0.9951428878191858,0.995691045897454,0.9951428878191858,0.0006689994763581783,0.000689620896351766,0.0006689994763581783
KR65733AJ531,735677,STEP,0,0.8998393939393939,0.9981368,0.99871534,0,0.9968650614507496,0.9971110757231713,0.9968650614507496,0.0006871290256154644,0.0007082272747623016,0.0006871290256154644
KR6773326535,735677,STEP,1,0.8929299999999999,0.99704194,0.99610305,0,0.9965440561674536,0.9963358781378716,0.9965440561674536,0.000728928520914753,0.0007434119733704737,0.000728928520914753
KR65133AL530,735677,STEP,0,0.908448,0.8374458,0.8356102,0,0.8376823543768376,0.8364844696719199,0.8376823543768376,0.0010499484543862734,0.0010529837771746143,0.0010499484543862734
KR65733AH535,735677,STEP,0,0.9646774193548387,1.0024451,1.0028602,0,1.002696899798885,1.003240842563659,1.002696899798885,0.0003052272596450426,0.0003135804435486125,0.0003052272596450426
KR6793307531,735680,STEP,1,0.912869,0.9476122,0.9473871,0,0.9483032518438995,0.9478490571387113,0.9483032518438995,0.0009647688824221871,0.0009885352057671442,0.0009647688824221871
KR65733AM535,735680,STEP,0,0.8955939393939393,0.9920854,0.9921693,0,0.9913557642463595,0.9911868179667741,0.9913557642463595,0.0007039206299687462,0.0007268280572516104,0.0007039206299687462
KR65033AL532,735680,STEP,0,0.9200171717171716,0.9969416,0.99785763,0,0.9972686986576765,0.9973080422673375,0.9972686986576765,0.0006810098741507627,0.0007036548858460726,0.0006810098741507627
KR6583399532,735680,STEP,0,0.9055909090909092,0.9979645,0.99725235,0,0.9998059784144163,0.9999150585632771,0.9998059784144163,0.0006563696029522708,0.0006802666046031452,0.0006563696029522708
KR6583398534,735680,STEP,0,0.9215292929292928,1.0013791,1.0033768,0,1.0024591011386366,1.0029326590832324,1.0024591011386366,0.0005925511622782026,0.000618307518910375,0.0005925511622782026
KR6773324530,735680,STEP,1,0.8986626262626263,1.0011125,1.0016987,0,1.0017535644691438,1.002064703932777,1.0017535644691438,0.0007887514171506603,0.0008172347840752292,0.0007887514171506603
KR65933AK535,735680,STEP,1,0.927044,0.9996418,1.0014099,0,0.9992455171197653,1.000699289254844,0.9992455171197653,0.00044571746471264487,0.00045985697219759036,0.00044571746471264487
KR65033AM530,735680,STEP,0,0.892220202020202,0.986169,0.98780507,0,0.9882294183086604,0.9893664613321423,0.9882294183086604,0.0009583271601409541,0.001000167705451605,0.0009583271601409541
KR65933AL533,735680,STEP,1,0.8972829999999999,0.986961,0.98768336,0,0.9856380354415626,0.9871122576318682,0.9856380354415626,0.0006809574215724001,0.000700784755950574,0.0006809574215724001
KR65033AX537,735680,STEP,0,0.939175,1.010573,1.0117161,0,1.0098885707002132,1.0105066532220692,1.0098885707002132,0.0006210346599587092,0.0006462820893093795,0.0006210346599587092
KR65933AP534,735680,STEP,1,0.8862260000000001,0.9946907,0.9942533,0,0.9941234431643039,0.9942013142343611,0.9941234431643039,0.0006594200942950703,0.000674806171388435,0.0006594200942950703
KR65533C6532,735680,STEP,0,0.8922080808080809,1.0031855,1.0039369,0,1.0044123394280673,1.0048420439567416,1.0044123394280673,0.0009354815667996462,0.0009738735909170674,0.0009354815667996462
KR65033CF530,735680,STEP,0,0.917466,1.0007263,1.0022594,0,1.000677814900875,1.002723543512076,1.000677814900875,0.0008243170426704271,0.0008620089398444906,0.0008243170426704271
KR65533C5534,735680,STEP,0,0.9334949494949496,0.99846214,1.0005155,0,0.9995097856681794,1.00035811066702,0.9995097856681794,0.0005954695656206288,0.0006167088600683632,0.0005954695656206288
KR65833A0534,735680,STEP,0,0.937639898989899,0.9944901,0.9946092,0,0.9939654006063938,0.9943433942679316,0.9939654006063938,0.000481643187829169,0.0004941989346551107,0.000481643187829169
KR65833A1532,735680,STEP,0,0.9024641414141414,0.9909339,0.9910802,0,0.9904780376132578,0.9908293508447706,0.9904780376132578,0.0006648983317436776,0.0006855176772868461,0.0006648983317436776
KR65033CJ532,735680,STEP,0,0.90170849,0.99212635,0.9935704,0,0.9931531684983522,0.9939896079797298,0.9931531684983522,0.0008639219213721613,0.0008960932482522262,0.0008639219213721613
KR65933AR530,735680,STEP,1,0.903431,1.0053374,1.0074936,0,1.0050706347893923,1.0068966682713478,1.0050706347893923,0.000510284702429484,0.0005253804459435587,0.000510284702429484
KR6583397536,735680,STEP,0,0.936539393939394,0.9986571,0.9989881,0,0.9988176763661206,0.999092121456936,0.9988176763661206,0.0004814856402809997,0.0004952923979269349,0.0004814856402809997
KR65933AQ532,735680,STEP,0,0.8834770000000001,0.99705976,0.99743253,0,0.9961039671447128,0.997318248397857,0.9961039671447128,0.0007494379198803747,0.0007829702334129179,0.0007494379198803747
KR65933AJ537,735680,STEP,1,0.897128,0.9911551,0.99220955,0,0.993409431347996,0.9933397756692022,0.993409431347996,0.0006374583682440541,0.0006545669017174278,0.0006374583682440541
KR65233CS539,735680,STEP,0,0.9298454545454544,0.99719894,0.9985929,0,0.9986773977834731,0.9987588557507843,0.9986773977834731,0.0004826990644258097,0.000498620819550505,0.0004826990644258097
KR65033BD537,735680,STEP,0,0.96798614,1.0028635,1.0029665,0,1.002790908459574,1.0033909252297133,1.002790908459574,0.0003062218492956117,0.0003136368507041381,0.0003062218492956117
KR65033BC539,735680,STEP,0,0.9388254,1.0032687,1.0059242,0,1.0040486323200166,1.006543117819354,1.0040486323200166,0.0006308006755080183,0.0006629603765425752,0.0006308006755080183
KR65033BF532,735680,STEP,0,0.92062263,1.0002676,1.0013878,0,1.0008990618340672,1.0015905598051846,1.0008990618340672,0.0006144938693333021,0.0006386355663828479,0.0006144938693333021
KR65933AT536,735680,STEP,1,0.918114,0.99893016,0.99940974,0,0.9998948914635927,1.0000457794655115,0.9998948914635927,0.0004882934004862565,0.0005005754352300182,0.0004882934004862565
KR65933AS538,735680,STEP,1,0.896382,0.9770001,0.9773275,0,0.9762341153923422,0.9765792330857367,0.9762341153923422,0.0007944168086924325,0.0008150514375440044,0.0007944168086924325
KR65933AN539,735680,STEP,1,0.8764709999999999,0.9944228,0.9955963,0,0.995850010376051,0.9963587070640176,0.995850010376051,0.0007592940631419908,0.0007873072675716251,0.0007592940631419908
KR65733BL535,735680,STEP,1,0.8903690000000001,0.9915951,0.99209493,0,0.9913388926677406,0.9916469965696335,0.9913388926677406,0.0006548804149506096,0.0006686851319458184,0.0006548804149506096
KR6663346536,735680,STEP,1,0.9974,0.9733665,0.970541,0,0.9709313100218773,0.969858418129012,0.9709313100218773,0.0010482343622469322,0.0010741871201629134,0.0010482343622469322
KR65233D4539,735680,STEP,0,0.913674,1.0117145,1.0117956,0,1.0098046601664274,1.0108009395323694,1.0098046601664274,0.0007186029114046897,0.0007495333371502776,0.0007186029114046897
KR6723358539,735680,STEP,1,0.906157,0.9796665,0.9791074,0,0.9796026946190745,0.9791445033088326,0.9796026946190745,0.0008224600436354915,0.0008435906887689986,0.0008224600436354915
KR65033BH538,735680,STEP,1,0.8913339400000001,0.98820454,0.98799074,0,0.9888301830530166,0.9884365999918431,0.9888301830530166,0.0007103772695342313,0.0007245213201579145,0.0007103772695342313
KR65733BK537,735680,STEP,1,0.908546,0.9863571,0.98881453,0,0.9856868938706815,0.9881094656422734,0.9856868938706815,0.0007639000882366439,0.0007886188102006668,0.0007639000882366439
KR65033BE535,735680,STEP,0,0.94187112,0.9957287,0.99721766,0,0.9971371743284165,0.9976449673663825,0.9971371743284165,0.00042848022150257867,0.00044283278642162177,0.00042848022150257867
KR65733BJ539,735680,STEP,1,0.924537,0.9887727,0.98937106,0,0.9888707005783915,0.9889198914565146,0.9888707005783915,0.0005035045146985962,0.0005149653905380381,0.0005035045146985962
KR65033BY533,735680,STEP,0,0.907822,0.99501634,0.99511164,0,0.9945160189539194,0.9946743997018784,0.9945160189539194,0.0006447856701374353,0.0006654739110629681,0.0006447856701374353
KR65033C0530,735680,STEP,1,0.891284,0.9579518,0.9571354,0,0.9567373180512339,0.9564801402300597,0.9567373180512339,0.001057475216665918,0.0010888574832756308,0.001057475216665918
KR6543371530,735681,STEP,1,0.9476767676767676,0.99333906,0.9930236,0,0.9928095529962331,0.9930423458680511,0.9928095529962331,0.0006201438049276807,0.0006405389529108061,0.0006201438049276807
KR65233C7533,735681,STEP,1,0.8966290000000001,0.99565107,0.996727,0,0.9966926466688514,0.9967309667728841,0.9966926466688514,0.000654293706035151,0.000672128997992244,0.000654293706035151
KR65233CH532,735681,STEP,1,0.8884549999999999,0.9840722,0.98620856,0,0.9859583301927894,0.9860972929172218,0.9859583301927894,0.0007936326572590505,0.0008208627165292521,0.0007936326572590505
KR67033AL530,735681,STEP,1,0.9317535353535354,0.99850744,0.99906516,0,0.9992226920865476,0.9996714813072234,0.9992226920865476,0.0006301346936471745,0.0006488014989784529,0.0006301346936471745
KR67033AK532,735681,STEP,1,0.9512969696969698,1.0028247,1.0036271,0,1.0026272710904478,1.0035428899422287,1.0026272710904478,0.0005593048333987261,0.0005791460646210115,0.0005593048333987261
KR65033BB531,735681,STEP,1,0.9618131313131314,0.9999412,0.99987257,0,1.0001665188618005,1.000540107294172,1.0001665188618005,0.0004592822329714148,0.0004723430849128679,0.0004592822329714148
KR65233C8531,735681,STEP,1,0.921042,0.99422365,0.9960943,0,0.9964778343040496,0.9978613020986319,0.9964778343040496,0.0007027944543258057,0.0007272704253847647,0.0007027944543258057
KR6793313539,735681,STEP,1,0.9359252525252524,0.99906033,0.9994918,0,0.999860252885893,1.000074641445279,0.999860252885893,0.0006310330395885296,0.000652294552223612,0.0006310330395885296
KR65233CG534,735681,STEP,1,0.909309,1.0061086,1.0077863,0,1.007023681370169,1.0081473227147013,1.007023681370169,0.0006921094066982488,0.0007166335459684577,0.0006921094066982488
KR6543370532,735681,STEP,1,0.9707070707070709,1.0004339,0.9999008,0,0.9992751767214387,0.9997500171095133,0.9992751767214387,0.000472990850728035,0.00048580699675744826,0.000472990850728035
KR65733C2539,735682,STEP,1,0.8834489999999999,0.95085967,0.95009893,0,0.9510497186474502,0.950548260204494,0.9510497186474502,0.0009870966423999037,0.001011164701600256,0.0009870966423999037
KR65733BZ535,735682,STEP,0,0.8933110000000001,0.9980035,0.99889195,0,0.9993970129497349,1.0007440884571523,0.9993970129497349,0.0007339305382853585,0.0007676280120793209,0.0007339305382853585
KR65933D0530,735682,STEP,1,1.0206565656565656,1.012146,1.0128341,0,1.0106615315936507,1.0120840023759752,1.0106615315936507,0.000592684695203968,0.0006175469894013619,0.000592684695203968
KR65033CV537,735682,STEP,0,0.91279968,0.99916875,1.0006094,0,1.000323844235763,1.0010400631524623,1.000323844235763,0.0006849681693386469,0.0007165516680547205,0.0006849681693386469
KR65233EG530,735682,STEP,1,0.87949898989899,1.0010948,1.0026246,0,1.0013959627959876,1.0017767579264938,1.0013959627959876,0.0007867954923757516,0.0008161377899053691,0.0007867954923757516
KR65933D1538,735682,STEP,1,1.0219555555555555,0.99830514,0.9983593,0,0.9988748110853135,0.99901961045973,0.9988748110853135,0.0006352483760301072,0.0006563222945660489,0.0006352483760301072
KR65033CW535,735682,STEP,0,0.90255126,1.0079557,1.007493,0,1.0068815428573639,1.0081037580940873,1.0068815428573639,0.0006869950588140894,0.0007144640575957701,0.0006869950588140894
KR65733BY538,735682,STEP,1,0.925776,0.99188477,0.9914456,0,0.9912747147094458,0.9913938105098903,0.9912747147094458,0.0005110579923320636,0.0005213822514008511,0.0005110579923320636
KR6543382537,735682,STEP,1,0.936969696969697,1.0011538,1.0016872,0,1.0014811220858246,1.0018753186192364,1.0014811220858246,0.0007940013580682053,0.0008227310714339822,0.0007940013580682053
KR65933CZ539,735682,STEP,1,1.016589898989899,0.9999074,0.9993839,0,0.9990523148771375,0.9992639700558037,0.9990523148771375,0.00047526073699809783,0.0004901847634707043,0.00047526073699809783
KR65733C1531,735682,STEP,1,0.901483,1.0039811,1.005356,0,1.004053676115349,1.0047942252706736,1.004053676115349,0.0006961138190155232,0.0007216751242213612,0.0006961138190155232
KR65733C0533,735682,STEP,1,0.881076,0.94846874,0.9470768,0,0.948190857759118,0.9479389343231917,0.948190857759118,0.0009706314391317409,0.0009931691924556791,0.0009706314391317409
KR65033CT531,735682,STEP,0,0.94767245,1.0023863,1.0022523,0,1.0014358326885848,1.0022687286999077,1.0014358326885848,0.0006056402360008378,0.0006288907958436685,0.0006056402360008378
KR65233EH538,735682,STEP,1,0.9141505050505052,0.9920856,0.99314106,0,0.9933708598215133,0.9936133536133915,0.9933708598215133,0.0006114458857920148,0.0006314407244089544,0.0006114458857920148
KR67033B5536,735682,STEP,1,0.929780808080808,1.0017005,1.0020393,0,1.0014144424345344,1.0020300819404424,1.0014144424345344,0.0007969430037107319,0.0008247178057599875,0.0007969430037107319
KR65733AL537,735683,STEP,1,0.9052424242424242,0.98765916,0.98941666,0,0.9879933854516596,0.9888734011497349,0.9879933854516596,0.0008454383071683889,0.0008781990057553236,0.0008454383071683889
KR65533E2539,735683,STEP,1,0.9462636363636364,0.9988377,0.9996856,0,0.9998245113052427,1.0003314206887037,0.9998245113052427,0.00046433560715511337,0.00047605009316047494,0.00046433560715511337
KR6773325537,735683,STEP,1,0.957010101010101,0.99965376,0.999772,0,0.9994785568524152,0.9997571928218008,0.9994785568524152,0.0004688403074371119,0.0004831689569686039,0.0004688403074371119
KR65233EL530,735683,STEP,1,0.9358454545454546,1.0001451,0.99992824,0,0.9999203083597124,1.0002967160817235,0.9999203083597124,0.0004650326916435392,0.00047732083796766487,0.0004650326916435392
KR65233DA535,735683,STEP,1,0.863461,0.980757,0.9810292,0,0.9816809475000948,0.9802875524684787,0.9816809475000948,0.000908066290870282,0.0009297290460893457,0.000908066290870282
KR65233EJ534,735683,STEP,1,0.8843484848484848,1.0007304,1.0002773,0,1.0009124869588764,1.001261613509804,1.0009124869588764,0.0007920037186295761,0.0008217218354420863,0.0007920037186295761
KR65233D8530,735683,STEP,1,0.88423,0.99675304,0.99521935,0,0.997025090033561,0.9966996609933675,0.997025090033561,0.000720993125929176,0.0007431111486301977,0.000720993125929176
KR65933C7536,735683,STEP,0,0.901405,0.99979335,1.0011988,0,1.0010533946193754,1.001943473681435,1.0010533946193754,0.000617289611383491,0.0006413715625745468,0.000617289611383491
KR65933C9532,735683,STEP,1,0.8943129999999999,0.97788054,0.97776634,0,0.9778926455136389,0.9777447229128331,0.9778926455136389,0.0007962149572975328,0.0008195393065034218,0.0007962149572975328
KR65233D9538,735683,STEP,1,0.918273,1.0154511,1.0171757,0,1.0150764199424536,1.0175819804668427,1.0150764199424536,0.000625199705510304,0.0006481330101651741,0.000625199705510304
KR65233EK532,735683,STEP,1,0.9053373737373738,0.9980759,0.9993922,0,0.9971519652448595,0.997393285818398,0.9971519652448595,0.0006439143282614963,0.0006638020583494702,0.0006439143282614963
KR65733D0532,735683,STEP,1,0.8833838383838384,0.9959269,0.9955005,0,0.9954674124833196,0.9950308814574033,0.9954674124833196,0.0007353474547009247,0.0007502210454730159,0.0007353474547009247
KR65933CC538,735683,STEP,1,0.915815,1.0093063,1.0103225,0,1.0088305151090027,1.0101733654104172,1.0088305151090027,0.0005214364621208039,0.0005395678891960218,0.0005214364621208039
KR65933CA532,735683,STEP,1,0.886925,0.9942847,0.99479026,0,0.9949751309171319,0.9951314374662936,0.9949751309171319,0.0007736965302868406,0.0008048150170290275,0.0007736965302868406
KR6543387536,735683,STEP,1,0.9472727272727272,0.9975797,0.99823236,0,0.9990177606709302,0.9994370646189898,0.9990177606709302,0.0006330608618456217,0.0006526949717838086,0.0006330608618456217
KR65933CD536,735683,STEP,1,0.890716,0.9934101,0.9937168,0,0.9930351698506623,0.9927619996305556,0.9930351698506623,0.0006747323734759195,0.0006927065015446211,0.0006747323734759195
KR65933C6538,735683,STEP,0,0.878324,0.9983365,1.0014843,0,1.0009048463150858,1.002417680933699,1.0009048463150858,0.0007580507559645831,0.0007911716152232355,0.0007580507559645831
KR65933CE534,735683,STEP,1,0.933079,1.0000577,1.0017749,0,0.9996213646303862,1.0011633190356195,0.9996213646303862,0.0004601346041377575,0.00047364595205581854,0.0004601346041377575
KR65933C8534,735683,STEP,1,0.922693,1.0000409,1.0000578,0,0.9999314019020646,1.00012981495969,0.9999314019020646,0.000511587043265893,0.0005228527431393119,0.000511587043265893
KR65933CB530,735683,STEP,1,0.913046,0.98915416,0.9913256,0,0.9893580663055181,0.9908244871553034,0.9893580663055181,0.0006819066269612993,0.0007021490912217024,0.0006819066269612993
KR65933DA530,735683,STEP,1,1.0216858585858586,0.99847454,0.9986628,0,0.999044285537675,0.9989121566258371,0.999044285537675,0.0006353112007468479,0.0006584664205390761,0.0006353112007468479
KR65733CX538,735684,STEP,1,0.932278,1.000742,1.0036343,0,1.0011474604547024,1.0034917198121547,1.0011474604547024,0.0005427972465829908,0.0005596595330222079,0.0005427972465829908
KR65833CD538,735684,STEP,1,0.9661415,1.0147446,1.0157759,0,1.0143190704628826,1.0157673136904837,1.0143190704628826,0.0004771982955847636,0.0004967796331168267,0.0004771982955847636
KR65833CB532,735684,STEP,0,0.9047385,0.9954687,0.99465656,0,0.9952423111896962,0.9951674765702337,0.9952423111896962,0.0006577022787492569,0.0006809119153410559,0.0006577022787492569
KR65833C9533,735684,STEP,0,0.9410495,0.99687034,0.9972375,0,0.9969176305785775,0.9976686893925071,0.9969176305785775,0.00044377342343987584,0.0004560865996261212,0.00044377342343987584
KR65033EX539,735684,STEP,0,0.900242,0.9917695,0.9902821,0,0.9905588171217591,0.990958029648289,0.9905588171217591,0.0007610945218926357,0.000786439049385814,0.0007610945218926357
KR65833CA534,735684,STEP,0,0.940949,1.0021144,1.0025642,0,1.0008983129348605,1.0013203038156033,1.0008983129348605,0.00046828316833852715,0.00048439799064753863,0.00046828316833852715
KR65833CF533,735684,STEP,1,0.918989,0.9853612,0.9859489,0,0.9864093975745142,0.9863050996061414,0.9864093975745142,0.0007743514260447888,0.0008002887701448232,0.0007743514260447888
KR65733CW530,735684,STEP,1,0.920556,0.997512,0.9980801,0,0.9972613363981246,0.9976375696223229,0.9972613363981246,0.0004886336676956843,0.0004990519018285741,0.0004886336676956843
KR65333C0537,735684,STEP,1,0.9915,0.9584291,0.9573518,0,0.9578295309126377,0.9571031792514026,0.9578295309126377,0.0008466887938933927,0.0008667325849317777,0.0008466887938933927
KR65133DX539,735684,STEP,0,0.9358353535353536,0.99893653,0.9989392,0,0.9979358068082481,0.9981658421769738,0.9979358068082481,0.000494208268349307,0.0005079984793794038,0.000494208268349307
KR65133DW531,735684,STEP,0,0.9679979838709678,1.0019199,1.0027599,0,1.0024695525560527,1.003003168508783,1.0024695525560527,0.0003120239905198874,0.0003198561405905115,0.0003120239905198874
KR65333BZ534,735684,STEP,1,0.9915,0.9843843,0.984922,0,0.9848282958697527,0.9849704780559987,0.9848282958697527,0.0006602403580230676,0.0006799151566983361,0.0006602403580230676
KR65033EB535,735684,STEP,0,0.950359,0.99685717,0.9973352,0,0.9967986508909613,0.9973782616242767,0.9967986508909613,0.00043573089978494507,0.0004497978085177816,0.00043573089978494507
KR65733CS538,735684,STEP,1,0.89902,0.9895766,0.9899571,0,0.9896647479962557,0.9898179807960987,0.9896647479962557,0.0006476427014266493,0.0006629572325679839,0.0006476427014266493
KR65733CT536,735684,STEP,1,0.8708600000000001,0.99040127,0.9902642,0,0.9897595557808876,0.9897842482842505,0.9897595557808876,0.0008472235242450199,0.0008751057499723252,0.0008472235242450199
KR65733CV532,735684,STEP,1,0.881083,0.9927718,0.992047,0,0.9907658346492797,0.9908416746344417,0.9907658346492797,0.0008043899421757911,0.000828097837616974,0.0008043899421757911
KR65533EK535,735684,STEP,0,0.9364969696969696,1.0006038,1.0024326,0,1.0007509363792837,1.0030030087735504,1.0007509363792837,0.0006441377959057369,0.0006782465912127221,0.0006441377959057369
KR6543375531,735684,STEP,0,0.9464,0.99838907,0.9988297,0,0.9977271633349359,0.9986529177125544,0.9977271633349359,0.0005978718748561475,0.0006185917045992099,0.0005978718748561475
KR6543374534,735684,STEP,1,0.9761,0.9917031,0.99422747,0,0.9919688467238098,0.9948964813519269,0.9919688467238098,0.0005557661922289021,0.0005771971406936479,0.0005557661922289021
KR65733CC532,735684,STEP,1,0.9339424242424244,0.9996518,0.99977416,0,0.9996959249455482,0.9998647293552756,0.9996959249455482,0.00046750226710238693,0.0004822484029987477,0.00046750226710238693
KR65033CQ537,735684,STEP,1,0.9337444444444444,0.99825335,0.99817854,0,0.9981964970327913,0.9982460517127066,0.9981964970327913,0.000633635467248065,0.0006553767187179483,0.000633635467248065
KR65733CY536,735684,STEP,0,0.892807,0.9969806,1.0020804,0,0.9981583210218697,1.001888894324377,0.9981583210218697,0.0009218394813033348,0.0009686662396400074,0.0009218394813033348
KR6773340536,735684,STEP,1,0.9460494949494948,1.0002167,0.9999564,0,0.9998773715667426,1.0003429906204342,0.9998773715667426,0.00046441817694057295,0.00047567946595463556,0.00046441817694057295
KR65033D0539,735684,STEP,1,0.9582434343434344,0.9986564,0.999695,0,0.9985810488436371,0.9989116503540426,0.9985810488436371,0.0004816899843010349,0.0004952234386857683,0.0004816899843010349
KR65033CR535,735684,STEP,1,0.922558585858586,0.9943072,0.99326646,0,0.9928965666383505,0.9933163068104536,0.9928965666383505,0.0006259155974781561,0.0006452177742960474,0.0006259155974781561
KR65033CC537,735684,STEP,1,0.9516474747474748,1.0014459,1.0014446,0,1.0014606914315374,1.0023117427732795,1.0014606914315374,0.0005618651012497469,0.0005802544952533935,0.0005618651012497469
KR65033CB539,735684,STEP,0,0.9250828282828284,0.99371207,0.99398,0,0.9932421334970742,0.9932521804027259,0.9932421334970742,0.0006847284568092512,0.0007075334082351983,0.0006847284568092512
KR65033CD535,735684,STEP,0,0.8870030303030303,1.0031048,1.0045137,0,1.0022447223577649,1.0043690026845784,1.0022447223577649,0.000639784404880381,0.000673087763939513,0.000639784404880381
KR65333D4538,735684,STEP,1,0.9994949494949495,0.996405,0.9965203,0,0.9963453333657235,0.9963972478505224,0.9963453333657235,0.00047901178328962554,0.000490453235720208,0.00047901178328962554
KR65333D5535,735687,STEP,0,0.9994949494949495,0.9934862,0.9943606,0,0.9938089080091566,0.993936071524769,0.9938089080091566,0.0007076619890525143,0.0007299253031017751,0.0007076619890525143
KR65133E0537,735687,STEP,0,0.9158434343434344,0.9985639,0.9985841,0,0.9993571016585454,0.9996958431348205,0.9993571016585454,0.0005894559527550336,0.0006155434964628722,0.0005894559527550336
