segment,n,mean_gap_hv_krw,mean_gap_iv_krw,mape_hv_pct,mape_iv_pct,mean_iv_minus_hv_krw,mape_change_iv_minus_hv_pp
"(0.718, 0.874]",1667,-1245.5959601574023,-1397.5147360988733,15.085542294250049,16.824747784436866,151.9187759414711,1.7392054901868175
"(0.874, 0.907]",1667,-941.097661740749,-1047.3475031153378,11.184664153451324,12.112593115425678,106.2498413745889,0.927928961974354
"(0.907, 0.932]",1667,-865.0904223366349,-787.1413323320706,9.685981976831627,9.434236578212984,-77.94909000456428,-0.25174539861864353
"(0.932, 0.952]",1667,-679.0108425747063,-573.6098721705448,7.372140957806052,7.411566534280854,-105.40097040416147,0.039425576474801716
"(0.952, 0.972]",1667,-468.7884385671358,-308.93403089742327,5.162441924674896,5.7953110513485235,-159.85440766971254,0.6328691266736275
"(0.972, 1.048]",1667,-221.96099421279433,-35.77224362594171,2.802826795797507,4.2493868861251896,-186.1887505868526,1.4465600903276825
