item,isu_ord,year,tenor,NS,bootstrap,difference_bp,cache_max_abs_diff,par_reprice_max_bp
KR65233AX541,735709,2015,1.5,0.02150374796336509,0.016594782892952614,-49.08965070412476,2.3592239273284576e-16,2.1510571102112408e-12
KR65233AX541,735709,2015,2.0,0.02209421696934858,0.016587397849130478,-55.068191202181026,2.3592239273284576e-16,2.1510571102112408e-12
KR65233AX541,735709,2015,3.0,0.02262491667831926,0.017196262782950472,-54.28653895368788,2.3592239273284576e-16,2.1510571102112408e-12
KR65233AX541,735709,2015,4.0,0.022701868511950198,0.017884906640015727,-48.169618719344705,2.3592239273284576e-16,2.1510571102112408e-12
KR65233AX541,735709,2015,5.0,0.02259036764993684,0.01855242485994167,-40.37942789995169,2.3592239273284576e-16,2.1510571102112408e-12
KR65233AX541,735709,2015,7.0,0.02222848191728735,0.019482244192882112,-27.46237724405239,2.3592239273284576e-16,2.1510571102112408e-12
KR65233AX541,735709,2015,10.0,0.021770000000000015,0.020802117049262193,-9.678829507378216,2.3592239273284576e-16,2.1510571102112408e-12
KR6573375559,735731,2015,0.25,0.018000000000000006,0.0180565519361941,0.5655193619409291,1.3183898417423734e-16,1.214306433183765e-12
KR6573375559,735731,2015,0.5,0.018786454488013537,0.017559427129984942,-12.270273580285949,1.3183898417423734e-16,1.214306433183765e-12
KR6573375559,735731,2015,1.0,0.02007312346508538,0.017310864726880367,-27.622587382050146,1.3183898417423734e-16,1.214306433183765e-12
KR6573375559,735731,2015,1.5,0.021060331577912858,0.01789745631718534,-31.628752607275185,1.3183898417423734e-16,1.214306433183765e-12
KR6573375559,735731,2015,2.0,0.021823715674780232,0.018190752112337828,-36.32963562442404,1.3183898417423734e-16,1.214306433183765e-12
KR6573375559,735731,2015,3.0,0.022887557276970914,0.01925419537175312,-36.333619052177944,1.3183898417423734e-16,1.214306433183765e-12
KR6573375559,735731,2015,4.0,0.02355865226112906,0.020300624594072773,-32.58027667056285,1.3183898417423734e-16,1.214306433183765e-12
KR6573375559,735731,2015,5.0,0.023999671162851954,0.021252814244645306,-27.468569182066485,1.3183898417423734e-16,1.214306433183765e-12
KR6573375559,735731,2015,7.0,0.024518182170297952,0.02252263523711285,-19.95546933185103,1.3183898417423734e-16,1.214306433183765e-12
KR6573375559,735731,2015,10.0,0.024900000000000005,0.023923659968865647,-9.763400311343581,1.3183898417423734e-16,1.214306433183765e-12
KR6773306560,735757,2015,0.25,0.017000000000000005,0.017954815040638415,9.548150406384105,1.6653345369377348e-16,1.6306400674181987e-12
KR6773306560,735757,2015,0.5,0.018631974202417127,0.017060039672316993,-15.719345301001345,1.6653345369377348e-16,1.6306400674181987e-12
KR6773306560,735757,2015,1.0,0.021088347738824925,0.016612651988156285,-44.756957506686405,1.6653345369377348e-16,1.6306400674181987e-12
KR6773306560,735757,2015,1.5,0.022741104241311885,0.016730736471565363,-60.10367769746522,1.6653345369377348e-16,1.6306400674181987e-12
KR6773306560,735757,2015,2.0,0.023833253779919152,0.016789778713269903,-70.43475066649249,1.6653345369377348e-16,1.6306400674181987e-12
KR6773306560,735757,2015,3.0,0.02497115813505415,0.017676624789622643,-72.94533345431505,1.6653345369377348e-16,1.6306400674181987e-12
KR6773306560,735757,2015,4.0,0.02535002411201234,0.018671736318479168,-66.78287793533171,1.6653345369377348e-16,1.6306400674181987e-12
KR6773306560,735757,2015,5.0,0.025385934959499763,0.01967511728378623,-57.10817675713534,1.6653345369377348e-16,1.6306400674181987e-12
KR6773306560,735757,2015,7.0,0.025124744497596888,0.021101390622509653,-40.233538750872356,1.6653345369377348e-16,1.6306400674181987e-12
KR6773306560,735757,2015,10.0,0.024680000000000007,0.02285092824478361,-18.29071755216398,1.6653345369377348e-16,1.6306400674181987e-12
KR65733CH564,735778,2015,0.25,0.017000000000000005,0.017953267429304278,9.532674293042733,1.5959455978986625e-16,1.4918621893400541e-12
KR65733CH564,735778,2015,0.5,0.018631974202417127,0.016776826798169914,-18.551474042472137,1.5959455978986625e-16,1.4918621893400541e-12
KR65733CH564,735778,2015,1.0,0.021088347738824925,0.016188606482602733,-48.99741256222192,1.5959455978986625e-16,1.4918621893400541e-12
KR65733CH564,735778,2015,1.5,0.022741104241311885,0.016708672584583088,-60.32431656728798,1.5959455978986625e-16,1.4918621893400541e-12
KR65733CH564,735778,2015,2.0,0.023833253779919152,0.016968705635573268,-68.64548144345883,1.5959455978986625e-16,1.4918621893400541e-12
KR65733CH564,735778,2015,3.0,0.02497115813505415,0.018133388707497186,-68.37769427556962,1.5959455978986625e-16,1.4918621893400541e-12
KR65733CH564,735778,2015,4.0,0.02535002411201234,0.019178593543848935,-61.71430568163404,1.5959455978986625e-16,1.4918621893400541e-12
KR65733CH564,735778,2015,5.0,0.025385934959499763,0.02018139843484766,-52.04536524652102,1.5959455978986625e-16,1.4918621893400541e-12
KR65733CH564,735778,2015,7.0,0.025124744497596888,0.02142222357123244,-37.02520926364448,1.5959455978986625e-16,1.4918621893400541e-12
KR65733CH564,735778,2015,10.0,0.024680000000000007,0.022955965207738387,-17.240347922616202,1.5959455978986625e-16,1.4918621893400541e-12
KR65733AQ577,735796,2015,0.25,0.016500000000000008,0.016960433190519455,4.6043319051944716,1.734723475976807e-16,1.6653345369377348e-12
KR65733AQ577,735796,2015,0.5,0.01861388310467372,0.016297543019472192,-23.163400852015265,1.734723475976807e-16,1.6653345369377348e-12
KR65733AQ577,735796,2015,1.0,0.02173292845180879,0.015966097933948563,-57.668305178602274,1.734723475976807e-16,1.6653345369377348e-12
KR65733AQ577,735796,2015,1.5,0.023757590949416506,0.01640192091542145,-73.55670033995055,1.734723475976807e-16,1.6653345369377348e-12
KR65733AQ577,735796,2015,2.0,0.025027890844251124,0.016619832406157897,-84.08058438093228,1.734723475976807e-16,1.6653345369377348e-12
KR65733AQ577,735796,2015,3.0,0.02618793529305146,0.01768282562804404,-85.05109665007421,1.734723475976807e-16,1.6653345369377348e-12
KR65733AQ577,735796,2015,4.0,0.026381221157883245,0.018727980890244716,-76.53240267638527,1.734723475976807e-16,1.6653345369377348e-12
KR65733AQ577,735796,2015,5.0,0.026169739261989577,0.019756440743473987,-64.13298518515589,1.734723475976807e-16,1.6653345369377348e-12
KR65733AQ577,735796,2015,7.0,0.02543906178909561,0.021287109222622086,-41.51952566473525,1.734723475976807e-16,1.6653345369377348e-12
KR65733AQ577,735796,2015,10.0,0.02450000000000001,0.02292576460424048,-15.74235395759533,1.734723475976807e-16,1.6653345369377348e-12
KR6533321586,735817,2015,0.25,0.01640000000000001,0.0164641512684106,0.6415126841059077,2.0469737016526324e-16,1.97758476261356e-12
KR6533321586,735817,2015,0.5,0.018261438666603177,0.01609951326475701,-21.61925401846166,2.0469737016526324e-16,1.97758476261356e-12
KR6533321586,735817,2015,1.0,0.02099626850358678,0.01591719426293022,-50.7907424065656,2.0469737016526324e-16,1.97758476261356e-12
KR6533321586,735817,2015,1.5,0.022757400904043813,0.016302502359136193,-64.5489854490762,2.0469737016526324e-16,1.97758476261356e-12
KR6533321586,735817,2015,2.0,0.02384897703314317,0.016495156407239184,-73.53820625903985,2.0469737016526324e-16,1.97758476261356e-12
KR6533321586,735817,2015,3.0,0.024811731420225556,0.01738057521984165,-74.31156200383906,2.0469737016526324e-16,1.97758476261356e-12
KR6533321586,735817,2015,4.0,0.02492625288991752,0.018297848530173046,-66.28404359744475,2.0469737016526324e-16,1.97758476261356e-12
KR6533321586,735817,2015,5.0,0.024691731337757754,0.019196838234341505,-54.948931034162484,2.0469737016526324e-16,1.97758476261356e-12
KR6533321586,735817,2015,7.0,0.02397486588005375,0.020464712796135393,-35.10153083918357,2.0469737016526324e-16,1.97758476261356e-12
KR6533321586,735817,2015,10.0,0.023080000000000007,0.02194234381601131,-11.376561839886966,2.0469737016526324e-16,1.97758476261356e-12
KR65333AQ584,735838,2015,0.25,0.01640000000000001,0.016463058632472223,0.6305863247221475,2.463307335887066e-16,2.185751579730777e-12
KR65333AQ584,735838,2015,0.5,0.018261438666603177,0.01589956088803443,-23.61877778568746,2.463307335887066e-16,2.185751579730777e-12
KR65333AQ584,735838,2015,1.0,0.02099626850358678,0.01561781201581553,-53.78456487771249,2.463307335887066e-16,2.185751579730777e-12
KR65333AQ584,735838,2015,1.5,0.022757400904043813,0.01585263475978868,-69.04766144255132,2.463307335887066e-16,2.185751579730777e-12
KR65333AQ584,735838,2015,2.0,0.02384897703314317,0.01597004613177526,-78.7893090136791,2.463307335887066e-16,2.185751579730777e-12
KR65333AQ584,735838,2015,3.0,0.024811731420225556,0.01662771715388903,-81.84014266336526,2.463307335887066e-16,2.185751579730777e-12
KR65333AQ584,735838,2015,4.0,0.02492625288991752,0.017494181989154083,-74.32070900763439,2.463307335887066e-16,2.185751579730777e-12
KR65333AQ584,735838,2015,5.0,0.024691731337757754,0.018289455908979842,-64.02275428777911,2.463307335887066e-16,2.185751579730777e-12
KR65333AQ584,735838,2015,7.0,0.02397486588005375,0.019452371900451577,-45.22493979602173,2.463307335887066e-16,2.185751579730777e-12
KR65333AQ584,735838,2015,10.0,0.023080000000000007,0.0208211700934434,-22.58829906556608,2.463307335887066e-16,2.185751579730777e-12
KR6703371593,735862,2015,0.25,0.016000000000000018,0.0163622833427303,3.622833427302831,2.498001805406602e-16,2.3592239273284576e-12
KR6703371593,735862,2015,0.5,0.01749723354478675,0.01558334530349475,-19.13888241292001,2.498001805406602e-16,2.3592239273284576e-12
KR6703371593,735862,2015,1.0,0.0197222954811899,0.015193876283876973,-45.28419197312929,2.498001805406602e-16,2.3592239273284576e-12
KR6703371593,735862,2015,1.5,0.02118577287850871,0.015361926280647788,-58.23846597860921,2.498001805406602e-16,2.3592239273284576e-12
KR6703371593,735862,2015,2.0,0.022122096926184068,0.015445951279033195,-66.76145647150872,2.498001805406602e-16,2.3592239273284576e-12
KR6703371593,735862,2015,3.0,0.023023296584252034,0.016078389671839135,-69.449069124129,2.498001805406602e-16,2.3592239273284576e-12
KR6703371593,735862,2015,4.0,0.023235593442920838,0.016919006524731293,-63.165869181895445,2.498001805406602e-16,2.3592239273284576e-12
KR6703371593,735862,2015,5.0,0.02315119740706597,0.01768805170968448,-54.631456973814885,2.498001805406602e-16,2.3592239273284576e-12
KR6703371593,735862,2015,7.0,0.02273311891684187,0.01890285369276332,-38.302652240785505,2.498001805406602e-16,2.3592239273284576e-12
KR6703371593,735862,2015,10.0,0.022160000000000016,0.020215761588911547,-19.442384110884696,2.498001805406602e-16,2.3592239273284576e-12
KR65333CN5A9,735899,2015,0.25,0.01580000000000001,0.015965895498638798,1.6589549863878923,1.942890293094024e-16,1.8388068845354155e-12
KR65333CN5A9,735899,2015,0.5,0.017047166345393914,0.015551520465940279,-14.956458794536353,1.942890293094024e-16,1.8388068845354155e-12
KR65333CN5A9,735899,2015,1.0,0.01889895337953273,0.015344332949591019,-35.54620429941712,1.942890293094024e-16,1.8388068845354155e-12
KR65333CN5A9,735899,2015,1.5,0.020114951114098854,0.015461852572939652,-46.53098541159202,1.942890293094024e-16,1.8388068845354155e-12
KR65333CN5A9,735899,2015,2.0,0.020891099379684794,0.015520612384613969,-53.70486995070825,1.942890293094024e-16,1.8388068845354155e-12
KR65333CN5A9,735899,2015,3.0,0.021633537254976597,0.01592523295725608,-57.08304297720516,1.942890293094024e-16,1.8388068845354155e-12
KR65333CN5A9,735899,2015,4.0,0.021802563742892408,0.016383059975330797,-54.195037675616106,1.942890293094024e-16,1.8388068845354155e-12
KR65333CN5A9,735899,2015,5.0,0.021725487228969373,0.01681794033853832,-49.07546890431054,1.942890293094024e-16,1.8388068845354155e-12
KR65333CN5A9,735899,2015,7.0,0.021366930717446726,0.017722203357284774,-36.44727360161953,1.942890293094024e-16,1.8388068845354155e-12
KR65333CN5A9,735899,2015,10.0,0.02088000000000001,0.01895843011234575,-19.215698876542607,1.942890293094024e-16,1.8388068845354155e-12
KR65233AA5B5,735932,2015,0.25,0.015900000000000015,0.015773059409826505,-1.2694059017350976,2.463307335887066e-16,2.185751579730777e-12
KR65233AA5B5,735932,2015,0.5,0.017162618396799004,0.016518792368801855,-6.438260279971499,2.463307335887066e-16,2.185751579730777e-12
KR65233AA5B5,735932,2015,1.0,0.019085519382204215,0.01689165884828953,-21.938605339146857,2.463307335887066e-16,2.185751579730777e-12
KR65233AA5B5,735932,2015,1.5,0.020405844940357295,0.017141990969416026,-32.63853970941269,2.463307335887066e-16,2.185751579730777e-12
KR65233AA5B5,735932,2015,2.0,0.02130255509964123,0.017267157029979274,-40.35398069661956,2.463307335887066e-16,2.185751579730777e-12
KR65233AA5B5,735932,2015,3.0,0.02229542678805461,0.017823265651127306,-44.72161136927305,2.463307335887066e-16,2.185751579730777e-12
KR65233AA5B5,735932,2015,4.0,0.022695164434484837,0.01833203259778123,-43.63131836703609,2.463307335887066e-16,2.185751579730777e-12
KR65233AA5B5,735932,2015,5.0,0.02281542257884832,0.018767065499061965,-40.483570797863536,2.463307335887066e-16,2.185751579730777e-12
KR65233AA5B5,735932,2015,7.0,0.022753980830150435,0.019542215057363282,-32.117657727871524,2.463307335887066e-16,2.185751579730777e-12
KR65233AA5B5,735932,2015,10.0,0.022540000000000008,0.020650275497810643,-18.897245021893653,2.463307335887066e-16,2.185751579730777e-12
KR65733EQ5C6,735963,2015,0.25,0.016700000000000007,0.015869114411071448,-8.308855889285587,2.185751579730777e-16,2.0469737016526324e-12
KR65733EQ5C6,735963,2015,0.5,0.01902462681427283,0.01596849443024788,-30.561323840249504,2.185751579730777e-16,2.0469737016526324e-12
KR65733EQ5C6,735963,2015,1.0,0.022335971174872512,0.016018184439836092,-63.177867350364195,2.185751579730777e-16,2.0469737016526324e-12
KR65733EQ5C6,735963,2015,1.5,0.024342612399566102,0.016034819210946044,-83.07793188620057,2.185751579730777e-16,2.0469737016526324e-12
KR65733EQ5C6,735963,2015,2.0,0.02546627351368179,0.01604313659650102,-94.23136917180767,2.185751579730777e-16,2.0469737016526324e-12
KR65733EQ5C6,735963,2015,3.0,0.026147757797762974,0.01639740275835066,-97.50355039412315,2.185751579730777e-16,2.0469737016526324e-12
KR65733EQ5C6,735963,2015,4.0,0.02579718371328223,0.016881273483177823,-89.15910230104407,2.185751579730777e-16,2.0469737016526324e-12
KR65733EQ5C6,735963,2015,5.0,0.025076190889432703,0.01734230369991525,-77.33887189517452,2.185751579730777e-16,2.0469737016526324e-12
KR65733EQ5C6,735963,2015,7.0,0.023529872458084532,0.01822109398938618,-53.08778468698351,2.185751579730777e-16,2.0469737016526324e-12
KR65733EQ5C6,735963,2015,10.0,0.02181000000000001,0.01937854582266469,-24.314541773353195,2.185751579730777e-16,2.0469737016526324e-12
KR6593303623,735995,2016,0.25,0.016400000000000012,0.01666014022049627,2.601402204962591,1.3877787807814457e-16,1.942890293094024e-12
KR6593303623,735995,2016,0.5,0.018213695789825898,0.015715516727001236,-24.981790628246618,1.3877787807814457e-16,1.942890293094024e-12
KR6593303623,735995,2016,1.0,0.020728801751742822,0.01524320498025372,-54.85596771489102,1.3877787807814457e-16,1.942890293094024e-12
KR6593303623,735995,2016,1.5,0.022167587928040144,0.015093555334286203,-70.74032593753941,1.3877787807814457e-16,1.942890293094024e-12
KR6593303623,735995,2016,2.0,0.022886658718918786,0.015018730511302444,-78.67928207616342,1.3877787807814457e-16,1.942890293094024e-12
KR6593303623,735995,2016,3.0,0.023075636837253707,0.015297906367159839,-77.77730470093869,1.3877787807814457e-16,1.942890293094024e-12
KR6593303623,735995,2016,4.0,0.022477319983843468,0.015756455654107077,-67.2086432973639,1.3877787807814457e-16,1.942890293094024e-12
KR6593303623,735995,2016,5.0,0.021633084936208684,0.01619159023381055,-54.41494702398134,1.3877787807814457e-16,1.942890293094024e-12
KR6593303623,735995,2016,7.0,0.019998211044648714,0.016913034842785554,-30.8517620186316,1.3877787807814457e-16,1.942890293094024e-12
KR6593303623,735995,2016,10.0,0.018260000000000012,0.017935443852937404,-3.245561470626088,1.3877787807814457e-16,1.942890293094024e-12
KR6503334635,736032,2016,0.25,0.016300000000000005,0.016360644368999568,0.6064436899956214,1.1796119636642288e-16,1.3183898417423734e-12
KR6503334635,736032,2016,0.5,0.01799777493839403,0.015283413110770118,-27.143618276239124,1.1796119636642288e-16,1.3183898417423734e-12
KR6503334635,736032,2016,1.0,0.020368182446079488,0.014744797481655393,-56.23384964424095,1.1796119636642288e-16,1.3183898417423734e-12
KR6503334635,736032,2016,1.5,0.02174475545619278,0.014528367715841423,-72.16387740351357,1.1796119636642288e-16,1.3183898417423734e-12
KR6503334635,736032,2016,2.0,0.022454838960002454,0.014420152832934437,-80.34686127068017,1.1796119636642288e-16,1.3183898417423734e-12
KR6503334635,736032,2016,3.0,0.02271212792289279,0.014573057689184777,-81.39070233708011,1.1796119636642288e-16,1.3183898417423734e-12
KR6503334635,736032,2016,4.0,0.02222823631092224,0.014878827393353692,-73.49408917568549,1.1796119636642288e-16,1.3183898417423734e-12
KR6503334635,736032,2016,5.0,0.021504037874012085,0.015082998797421976,-64.2103907659011,1.1796119636642288e-16,1.3183898417423734e-12
KR6503334635,736032,2016,7.0,0.020074146498596925,0.01559814141681779,-44.76005081779135,1.1796119636642288e-16,1.3183898417423734e-12
KR6503334635,736032,2016,10.0,0.01854000000000001,0.016409004270257942,-21.309957297420688,1.1796119636642288e-16,1.3183898417423734e-12
KR6503306641,736065,2016,0.25,0.016100000000000014,0.016261141329893987,1.6114132989397332,1.43982048506075e-16,1.1449174941446927e-12
KR6503306641,736065,2016,0.5,0.01755602807437317,0.015200469458154162,-23.55558616219007,1.43982048506075e-16,1.1449174941446927e-12
KR6503306641,736065,2016,1.0,0.01959145280739927,0.014670133522284249,-49.213192851150225,1.43982048506075e-16,1.1449174941446927e-12
KR6503306641,736065,2016,1.5,0.02077672267515285,0.014403521066427656,-63.73201608725196,1.43982048506075e-16,1.1449174941446927e-12
KR6503306641,736065,2016,2.0,0.021391548339633568,0.014270214838499358,-71.2133350113421,1.43982048506075e-16,1.1449174941446927e-12
KR6503306641,736065,2016,3.0,0.02162492449604397,0.014296909259526097,-73.28015236517874,1.43982048506075e-16,1.1449174941446927e-12
KR6503306641,736065,2016,4.0,0.021221991598674356,0.014501197503032344,-67.20794095642012,1.43982048506075e-16,1.1449174941446927e-12
KR6503306641,736065,2016,5.0,0.020611369807388768,0.014783013327292255,-58.283564800965124,1.43982048506075e-16,1.1449174941446927e-12
KR6503306641,736065,2016,7.0,0.01940098528296532,0.01522030340562113,-41.806818773441904,1.43982048506075e-16,1.1449174941446927e-12
KR6503306641,736065,2016,10.0,0.01810000000000001,0.016004800887963692,-20.951991120363168,1.43982048506075e-16,1.1449174941446927e-12
KR6663304659,736093,2016,0.25,0.015800000000000005,0.0160617636092877,2.617636092876949,8.326672684688674e-17,1.2490009027033011e-12
KR6663304659,736093,2016,0.5,0.01689766699763943,0.014967921880445406,-19.297451171940253,8.326672684688674e-17,1.2490009027033011e-12
KR6663304659,736093,2016,1.0,0.018450219491140965,0.014421001016024261,-40.29218475116704,8.326672684688674e-17,1.2490009027033011e-12
KR6663304659,736093,2016,1.5,0.01937729167365139,0.01408754024691991,-52.89751426731479,8.326672684688674e-17,1.2490009027033011e-12
KR6663304659,736093,2016,2.0,0.019882462383170808,0.013920809862367736,-59.61652520803072,8.326672684688674e-17,1.2490009027033011e-12
KR6663304659,736093,2016,3.0,0.020148999162965343,0.014074018709230253,-60.749804537350904,8.326672684688674e-17,1.2490009027033011e-12
KR6663304659,736093,2016,4.0,0.019931097797856855,0.014354321926956072,-55.76775870900783,8.326672684688674e-17,1.2490009027033011e-12
KR6663304659,736093,2016,5.0,0.019545234502612738,0.01466126548344852,-48.83969019164217,8.326672684688674e-17,1.2490009027033011e-12
KR6663304659,736093,2016,7.0,0.018746007272634965,0.015253275990213819,-34.92731282421146,8.326672684688674e-17,1.2490009027033011e-12
KR6663304659,736093,2016,10.0,0.017870000000000007,0.016115188113149916,-17.548118868500918,8.326672684688674e-17,1.2490009027033011e-12
20160526000219_13800,736118,2016,0.25,0.014300000000000005,0.015763589070345925,14.635890703459197,1.2663481374630692e-16,1.0755285551056204e-12
20160526000219_13800,736118,2016,0.5,0.01611379484143748,0.014785720243855733,-13.280745975817466,1.2663481374630692e-16,1.0755285551056204e-12
20160526000219_13800,736118,2016,1.0,0.018629356662016375,0.014296785830610635,-43.3257083140574,1.2663481374630692e-16,1.0755285551056204e-12
20160526000219_13800,736118,2016,1.5,0.02006881160641362,0.014096980834351125,-59.71830772062495,1.2663481374630692e-16,1.0755285551056204e-12
20160526000219_13800,736118,2016,2.0,0.02078865522994417,0.01399707833622137,-67.91576893722801,1.2663481374630692e-16,1.0755285551056204e-12
20160526000219_13800,736118,2016,3.0,0.020979238693235,0.014048733808065178,-69.30504885169823,1.2663481374630692e-16,1.0755285551056204e-12
20160526000219_13800,736118,2016,4.0,0.02038240075750754,0.014303652825373788,-60.78747932133753,1.2663481374630692e-16,1.0755285551056204e-12
20160526000219_13800,736118,2016,5.0,0.019539430675631,0.014636399932091879,-49.0303074353912,1.2663481374630692e-16,1.0755285551056204e-12
20160526000219_13800,736118,2016,7.0,0.017906461365883995,0.015072794208243487,-28.33667157640508,1.2663481374630692e-16,1.0755285551056204e-12
20160526000219_13800,736118,2016,10.0,0.016170000000000004,0.01585640014260821,-3.135998573917942,1.2663481374630692e-16,1.0755285551056204e-12
KR65733EC660,736145,2016,0.25,0.014300000000000005,0.015756668443990297,14.56668443990292,1.491862189340054e-16,1.1796119636642288e-12
KR65733EC660,736145,2016,0.5,0.01611379484143748,0.013519245620775774,-25.945492206617057,1.491862189340054e-16,1.1796119636642288e-12
KR65733EC660,736145,2016,1.0,0.018629356662016375,0.012400534209168512,-62.288224528478636,1.491862189340054e-16,1.1796119636642288e-12
