item,isu_ord,year,tenor,NS,bootstrap,difference_bp,cache_max_abs_diff,par_reprice_max_bp
KR65233BQ774,736534,2017,10.0,0.022520000000000002,0.01923188397840202,-32.88116021597981,2.0469737016526324e-16,1.97758476261356e-12
KR6503373781,736555,2017,0.25,0.013900000000000006,0.01388052430332611,-0.19475696673895357,2.0469737016526324e-16,1.942890293094024e-12
KR6503373781,736555,2017,0.5,0.01590380629832454,0.01470933146528551,-11.944748330390311,2.0469737016526324e-16,1.942890293094024e-12
KR6503373781,736555,2017,1.0,0.01890504885228403,0.01512373504626521,-37.813138060188194,2.0469737016526324e-16,1.942890293094024e-12
KR6503373781,736555,2017,1.5,0.02090695550160279,0.015909686992996358,-49.9726850860643,2.0469737016526324e-16,1.942890293094024e-12
KR6503373781,736555,2017,2.0,0.022213865235831142,0.01630266296636193,-59.112022694692115,2.0469737016526324e-16,1.942890293094024e-12
KR6503373781,736555,2017,3.0,0.02353693588158544,0.017185968445605576,-63.50967435979862,2.0469737016526324e-16,1.942890293094024e-12
KR6503373781,736555,2017,4.0,0.02393190313114121,0.01771769626959365,-62.14206861547559,2.0469737016526324e-16,1.942890293094024e-12
KR6503373781,736555,2017,5.0,0.023915090825708737,0.018124973461641353,-57.901173640673846,2.0469737016526324e-16,1.942890293094024e-12
KR6503373781,736555,2017,7.0,0.023501766195925356,0.018714431871061133,-47.87334324864223,2.0469737016526324e-16,1.942890293094024e-12
KR6503373781,736555,2017,10.0,0.02287000000000001,0.01966002941632109,-32.09970583678917,2.0469737016526324e-16,1.942890293094024e-12
KR65733AK794,736580,2017,0.25,0.013800000000000005,0.013880342138212497,0.8034213821249241,2.1510571102112408e-16,2.0816681711721685e-12
KR65733AK794,736580,2017,0.5,0.015445643324813938,0.014675995249494183,-7.696480753197552,2.1510571102112408e-16,2.0816681711721685e-12
KR65733AK794,736580,2017,1.0,0.017964925356572767,0.015073821805135026,-28.911035514377417,2.1510571102112408e-16,2.0816681711721685e-12
KR65733AK794,736580,2017,1.5,0.01970997185684819,0.015809557722373,-39.00414134475189,2.1510571102112408e-16,2.0816681711721685e-12
KR65733AK794,736580,2017,2.0,0.02090877230141906,0.016177425680991987,-47.31346620427072,2.1510571102112408e-16,2.0816681711721685e-12
KR65733AK794,736580,2017,3.0,0.022268214260469304,0.01698480198072302,-52.83412279746283,2.1510571102112408e-16,2.0816681711721685e-12
KR65733AK794,736580,2017,4.0,0.02285117087765178,0.01754245853637249,-53.087123412792934,2.1510571102112408e-16,2.0816681711721685e-12
KR65733AK794,736580,2017,5.0,0.02306164699977728,0.01797565980318907,-50.859871965882114,2.1510571102112408e-16,2.0816681711721685e-12
KR65733AK794,736580,2017,7.0,0.02306328882806554,0.018512589023935794,-45.50699804129747,2.1510571102112408e-16,2.0816681711721685e-12
KR65733AK794,736580,2017,10.0,0.022860000000000005,0.019377843226476822,-34.82156773523183,2.1510571102112408e-16,2.0816681711721685e-12
KR65733EX799,736597,2017,0.25,0.013800000000000005,0.013881526211556614,0.8152621155660921,2.255140518769849e-16,2.1163626406917047e-12
KR65733EX799,736597,2017,0.5,0.015445643324813938,0.014892680671467677,-5.529626533462614,2.255140518769849e-16,2.1163626406917047e-12
KR65733EX799,736597,2017,1.0,0.017964925356572767,0.015398257901423207,-25.666674551495603,2.255140518769849e-16,2.1163626406917047e-12
KR65733EX799,736597,2017,1.5,0.01970997185684819,0.016133845777206623,-35.76126079641566,2.255140518769849e-16,2.1163626406917047e-12
KR65733EX799,736597,2017,2.0,0.02090877230141906,0.01650163971509833,-44.07132586320729,2.255140518769849e-16,2.1163626406917047e-12
KR65733EX799,736597,2017,3.0,0.022268214260469304,0.017232970360393597,-50.352439000757066,2.255140518769849e-16,2.1163626406917047e-12
KR65733EX799,736597,2017,4.0,0.02285117087765178,0.017739750314357948,-51.11420563293834,2.255140518769849e-16,2.1163626406917047e-12
KR65733EX799,736597,2017,5.0,0.02306164699977728,0.018069955640391232,-49.916913593860485,2.255140518769849e-16,2.1163626406917047e-12
KR65733EX799,736597,2017,7.0,0.02306328882806554,0.01860838669272228,-44.54902135343261,2.255140518769849e-16,2.1163626406917047e-12
KR65733EX799,736597,2017,10.0,0.022860000000000005,0.01942130892752563,-34.38691072474374,2.255140518769849e-16,2.1163626406917047e-12
KR65133177A9,736620,2017,0.25,0.01380000000000001,0.013786060249610627,-0.13939750389383582,2.2898349882893854e-16,2.0469737016526324e-12
KR65133177A9,736620,2017,0.5,0.015582067859841035,0.01555978104435584,-0.2228681548519483,2.2898349882893854e-16,2.0469737016526324e-12
KR65133177A9,736620,2017,1.0,0.0183404110888579,0.016446641441728443,-18.937696471294576,2.2898349882893854e-16,2.0469737016526324e-12
KR65133177A9,736620,2017,1.5,0.020286105752000055,0.017449712621369188,-28.363931306308668,2.2898349882893854e-16,2.0469737016526324e-12
KR65133177A9,736620,2017,2.0,0.021653869842585306,0.017951248211189562,-37.02621631395744,2.2898349882893854e-16,2.0469737016526324e-12
KR65133177A9,736620,2017,3.0,0.023277307362953012,0.018732364422452102,-45.4494294050091,2.2898349882893854e-16,2.0469737016526324e-12
KR65133177A9,736620,2017,4.0,0.024051974699032214,0.01923868499562942,-48.13289703402793,2.2898349882893854e-16,2.0469737016526324e-12
KR65133177A9,736620,2017,5.0,0.024404262122390198,0.019724336932059536,-46.799251903306626,2.2898349882893854e-16,2.0469737016526324e-12
KR65133177A9,736620,2017,7.0,0.024595169869820337,0.020209061382995126,-43.86108486825212,2.2898349882893854e-16,2.0469737016526324e-12
KR65133177A9,736620,2017,10.0,0.024550000000000013,0.020916358150023275,-36.33641849976738,2.2898349882893854e-16,2.0469737016526324e-12
KR65233367B3,736634,2017,0.25,0.014500000000000006,0.013790705525560717,-7.0929447443928915,1.700029006457271e-16,1.5265566588595902e-12
KR65233367B3,736634,2017,0.5,0.01688197769737249,0.01640986654322239,-4.7211115415009965,1.700029006457271e-16,1.5265566588595902e-12
KR65233367B3,736634,2017,1.0,0.02045726422324935,0.017719447052053222,-27.37817171196127,1.700029006457271e-16,1.5265566588595902e-12
KR65233367B3,736634,2017,1.5,0.022851122177794544,0.019040432194957657,-38.106899828368874,1.700029006457271e-16,1.5265566588595902e-12
KR65233367B3,736634,2017,2.0,0.024422253397366228,0.019700924766409875,-47.213286309563536,1.700029006457271e-16,1.5265566588595902e-12
KR65233367B3,736634,2017,3.0,0.026033232410917914,0.020658685408002,-53.745470029159144,1.700029006457271e-16,1.5265566588595902e-12
KR65233367B3,736634,2017,4.0,0.026538951664769495,0.02131815723573662,-52.20794429032876,1.700029006457271e-16,1.5265566588595902e-12
KR65233367B3,736634,2017,5.0,0.026550374014944943,0.021698651461758613,-48.517225531863296,1.700029006457271e-16,1.5265566588595902e-12
KR65233367B3,736634,2017,7.0,0.026106808453311734,0.022209432783041338,-38.973756702703966,1.700029006457271e-16,1.5265566588595902e-12
KR65233367B3,736634,2017,10.0,0.02540000000000001,0.022783021888984296,-26.16978111015713,1.700029006457271e-16,1.5265566588595902e-12
KR65233FL7B3,736660,2017,0.25,0.014500000000000006,0.013791798532544083,-7.0820146745592325,1.9081958235744878e-16,1.8041124150158794e-12
KR65233FL7B3,736660,2017,0.5,0.01688197769737249,0.0166098868211781,-2.720908761943905,1.9081958235744878e-16,1.8041124150158794e-12
KR65233FL7B3,736660,2017,1.0,0.02045726422324935,0.018018930965495103,-24.383332577542458,1.9081958235744878e-16,1.8041124150158794e-12
KR65233FL7B3,736660,2017,1.5,0.022851122177794544,0.01907145236182992,-37.796698159646255,1.9081958235744878e-16,1.8041124150158794e-12
KR65233FL7B3,736660,2017,2.0,0.024422253397366228,0.019597713059997326,-48.24540337368902,1.9081958235744878e-16,1.8041124150158794e-12
KR65233FL7B3,736660,2017,3.0,0.026033232410917914,0.0204293525944091,-56.038798165088146,1.9081958235744878e-16,1.8041124150158794e-12
KR65233FL7B3,736660,2017,4.0,0.026538951664769495,0.020986964481042862,-55.51987183726632,1.9081958235744878e-16,1.8041124150158794e-12
KR65233FL7B3,736660,2017,5.0,0.026550374014944943,0.02134267461429022,-52.076994006547245,1.9081958235744878e-16,1.8041124150158794e-12
KR65233FL7B3,736660,2017,7.0,0.026106808453311734,0.02169701914343506,-44.09789309876674,1.9081958235744878e-16,1.8041124150158794e-12
KR65233FL7B3,736660,2017,10.0,0.02540000000000001,0.02230088198046647,-30.991180195335392,1.9081958235744878e-16,1.8041124150158794e-12
KR65833577C9,736675,2017,0.25,0.016600000000000014,0.014486786250353547,-21.132137496464672,2.0816681711721685e-16,1.942890293094024e-12
KR65833577C9,736675,2017,0.5,0.018475702098669416,0.016840501653432885,-16.352004452365314,2.0816681711721685e-16,1.942890293094024e-12
KR65833577C9,736675,2017,1.0,0.021276175582975846,0.01801735935497255,-32.58816228003295,2.0816681711721685e-16,1.942890293094024e-12
KR65833577C9,736675,2017,1.5,0.023133610589820844,0.01886918309846466,-42.64427491356182,2.0816681711721685e-16,1.942890293094024e-12
KR65833577C9,736675,2017,2.0,0.024336474620795273,0.019295094970210713,-50.4137965058456,2.0816681711721685e-16,1.942890293094024e-12
KR65833577C9,736675,2017,3.0,0.02553039868152835,0.020051533475211335,-54.78865206317015,2.0816681711721685e-16,1.942890293094024e-12
KR65833577C9,736675,2017,4.0,0.025857884297541305,0.020532848552067134,-53.25035745474171,2.0816681711721685e-16,1.942890293094024e-12
KR65833577C9,736675,2017,5.0,0.025805517814569096,0.020889471296196952,-49.16046518372144,2.0816681711721685e-16,1.942890293094024e-12
KR65833577C9,736675,2017,7.0,0.025362912137934096,0.02121865040444524,-41.44261733488856,2.0816681711721685e-16,1.942890293094024e-12
KR65833577C9,736675,2017,10.0,0.024720000000000013,0.021823172381810124,-28.968276181898894,2.0816681711721685e-16,1.942890293094024e-12
KR6553315815,736697,2018,0.25,0.0166,0.016571388731118412,-0.28611268881588436,2.1163626406917047e-16,1.8388068845354155e-12
KR6553315815,736697,2018,0.5,0.018730325672194514,0.017598756545181046,-11.315691270134682,2.1163626406917047e-16,1.8388068845354155e-12
KR6553315815,736697,2018,1.0,0.021925043557215626,0.01811244045221236,-38.12603105003268,2.1163626406917047e-16,1.8388068845354155e-12
KR6553315815,736697,2018,1.5,0.024060721559409467,0.019200351123360524,-48.60370436048943,2.1163626406917047e-16,1.8388068845354155e-12
KR6553315815,736697,2018,2.0,0.02545931167446118,0.01974430645893461,-57.15005215526571,2.1163626406917047e-16,1.8388068845354155e-12
KR6553315815,736697,2018,3.0,0.026885843385942177,0.02050056615240092,-63.852772335412574,2.1163626406917047e-16,1.8388068845354155e-12
KR6553315815,736697,2018,4.0,0.02732462958611621,0.020878993981500973,-64.45635604615238,2.1163626406917047e-16,1.8388068845354155e-12
KR6553315815,736697,2018,5.0,0.027323132006091534,0.021262227666178267,-60.609043399132666,2.1163626406917047e-16,1.8388068845354155e-12
KR6553315815,736697,2018,7.0,0.026908615114152115,0.02161810209128004,-52.90513022872076,2.1163626406917047e-16,1.8388068845354155e-12
KR6553315815,736697,2018,10.0,0.026260000000000002,0.022141948272940824,-41.18051727059178,2.1163626406917047e-16,1.8388068845354155e-12
KR65533AD819,736713,2018,0.25,0.0166,0.016571661887180997,-0.2833811281900342,1.5265566588595902e-16,1.4224732503009818e-12
KR65533AD819,736713,2018,0.5,0.018730325672194514,0.01764874410463401,-10.815815675605037,1.5265566588595902e-16,1.4224732503009818e-12
KR65533AD819,736713,2018,1.0,0.021925043557215626,0.018187285213360518,-37.377583438551085,1.5265566588595902e-16,1.4224732503009818e-12
KR65533AD819,736713,2018,1.5,0.024060721559409467,0.019426065618124145,-46.34655941285322,1.5265566588595902e-16,1.4224732503009818e-12
KR65533AD819,736713,2018,2.0,0.02545931167446118,0.020045455820505962,-54.13855853955218,1.5265566588595902e-16,1.4224732503009818e-12
KR65533AD819,736713,2018,3.0,0.026885843385942177,0.020953697232423598,-59.32146153518579,1.5265566588595902e-16,1.4224732503009818e-12
KR65533AD819,736713,2018,4.0,0.02732462958611621,0.021536944122683293,-57.87685463432918,1.5265566588595902e-16,1.4224732503009818e-12
KR65533AD819,736713,2018,5.0,0.027323132006091534,0.02194456918562235,-53.78562820469182,1.5265566588595902e-16,1.4224732503009818e-12
KR65533AD819,736713,2018,7.0,0.026908615114152115,0.022271631323952545,-46.369837901995695,1.5265566588595902e-16,1.4224732503009818e-12
KR65533AD819,736713,2018,10.0,0.026260000000000002,0.022875915939514015,-33.84084060485987,1.5265566588595902e-16,1.4224732503009818e-12
KR6553323827,736730,2018,0.25,0.01650000000000001,0.016571570835157968,0.7157083515795665,1.249000902703301e-16,1.214306433183765e-12
KR6553323827,736730,2018,0.5,0.018525894807704894,0.017632081584419684,-8.9381322328521,1.249000902703301e-16,1.214306433183765e-12
KR6553323827,736730,2018,1.0,0.021628793843282357,0.018162336959050538,-34.6645688423182,1.249000902703301e-16,1.214306433183765e-12
KR6553323827,736730,2018,1.5,0.02377983577888247,0.01955205801489746,-42.27777763985013,1.249000902703301e-16,1.214306433183765e-12
KR6553323827,736730,2018,2.0,0.02525908719448679,0.020246918542820923,-50.12168651665868,1.249000902703301e-16,1.214306433183765e-12
KR6553323827,736730,2018,3.0,0.026940149765408483,0.021485451668209143,-54.5469809719934,1.249000902703301e-16,1.214306433183765e-12
KR6553323827,736730,2018,4.0,0.027664915658225243,0.022324685583233903,-53.40230074991341,1.249000902703301e-16,1.214306433183765e-12
KR6553323827,736730,2018,5.0,0.02793019071688184,0.02288643554714021,-50.437551697416275,1.249000902703301e-16,1.214306433183765e-12
KR6553323827,736730,2018,7.0,0.027941587831392823,0.023499380948078952,-44.42206883313871,1.249000902703301e-16,1.214306433183765e-12
KR6553323827,736730,2018,10.0,0.027700000000000013,0.024260010733192783,-34.3998926680723,1.249000902703301e-16,1.214306433183765e-12
KR65233AH825,736747,2018,0.25,0.01650000000000001,0.016572299251403775,0.7229925140376375,1.1796119636642288e-16,1.0061396160665481e-12
KR65233AH825,736747,2018,0.5,0.018525894807704894,0.01776538175740251,-7.6051305030238465,1.1796119636642288e-16,1.0061396160665481e-12
KR65233AH825,736747,2018,1.0,0.021628793843282357,0.018361923010401873,-32.66870832880485,1.1796119636642288e-16,1.0061396160665481e-12
KR65233AH825,736747,2018,1.5,0.02377983577888247,0.019868982253474877,-39.108535254075946,1.1796119636642288e-16,1.0061396160665481e-12
KR65233AH825,736747,2018,2.0,0.02525908719448679,0.020622511875011382,-46.365753194754085,1.1796119636642288e-16,1.0061396160665481e-12
KR65233AH825,736747,2018,3.0,0.026940149765408483,0.021886125029819462,-50.54024735589021,1.1796119636642288e-16,1.0061396160665481e-12
KR65233AH825,736747,2018,4.0,0.027664915658225243,0.022699344859614723,-49.655707986105206,1.1796119636642288e-16,1.0061396160665481e-12
KR65233AH825,736747,2018,5.0,0.02793019071688184,0.023287288448637707,-46.42902268244133,1.1796119636642288e-16,1.0061396160665481e-12
KR65233AH825,736747,2018,7.0,0.027941587831392823,0.02392648672282741,-40.15101108565414,1.1796119636642288e-16,1.0061396160665481e-12
KR65233AH825,736747,2018,10.0,0.027700000000000013,0.024878245027610383,-28.217549723896298,1.1796119636642288e-16,1.0061396160665481e-12
KR6503378830,736765,2018,0.25,0.01650000000000001,0.016473985002491642,-0.2601499750836886,1.3877787807814457e-16,1.2490009027033011e-12
KR6503378830,736765,2018,0.5,0.018519753607787483,0.01789908660158796,-6.206670061995219,1.3877787807814457e-16,1.2490009027033011e-12
KR6503378830,736765,2018,1.0,0.021594389406323175,0.01861163740113612,-29.82752005187054,1.3877787807814457e-16,1.2490009027033011e-12
KR6503378830,736765,2018,1.5,0.02370396771972847,0.020001111631366756,-37.028560883617146,1.3877787807814457e-16,1.2490009027033011e-12
KR6503378830,736765,2018,2.0,0.025135303510914357,0.020695848746482077,-44.394547644322806,1.3877787807814457e-16,1.2490009027033011e-12
KR6503378830,736765,2018,3.0,0.02671683469456978,0.02178162562297259,-49.3520907159719,1.3877787807814457e-16,1.2490009027033011e-12
KR6503378830,736765,2018,4.0,0.02734990769105389,0.022389571035850195,-49.60336655203696,1.3877787807814457e-16,1.2490009027033011e-12
KR6503378830,736765,2018,5.0,0.027536754872699177,0.022796463193405725,-47.40291679293452,1.3877787807814457e-16,1.2490009027033011e-12
KR6503378830,736765,2018,7.0,0.02743006791480545,0.023333964436075407,-40.96103478730042,1.3877787807814457e-16,1.2490009027033011e-12
KR6503378830,736765,2018,10.0,0.027080000000000007,0.02418038999440916,-28.996100055908475,1.3877787807814457e-16,1.2490009027033011e-12
KR65233BJ837,736776,2018,0.25,0.01650000000000001,0.016472892364231165,-0.2710763576884573,1.700029006457271e-16,1.5612511283791264e-12
KR65233BJ837,736776,2018,0.5,0.018519753607787483,0.017699133799920802,-8.206198078666814,1.700029006457271e-16,1.5612511283791264e-12
KR65233BJ837,736776,2018,1.0,0.021594389406323175,0.018312254517765622,-32.82134888557553,1.700029006457271e-16,1.5612511283791264e-12
KR65233BJ837,736776,2018,1.5,0.02370396771972847,0.01956768226250349,-41.3628545722498,1.700029006457271e-16,1.5612511283791264e-12
KR65233BJ837,736776,2018,2.0,0.025135303510914357,0.020195396134872427,-49.399073760419306,1.700029006457271e-16,1.5612511283791264e-12
KR65233BJ837,736776,2018,3.0,0.02671683469456978,0.021332572780241,-53.84261914328777,1.700029006457271e-16,1.5612511283791264e-12
KR65233BJ837,736776,2018,4.0,0.02734990769105389,0.022043583080815044,-53.06324610238847,1.700029006457271e-16,1.5612511283791264e-12
KR65233BJ837,736776,2018,5.0,0.027536754872699177,0.022502026867073664,-50.34728005625513,1.700029006457271e-16,1.5612511283791264e-12
KR65233BJ837,736776,2018,7.0,0.02743006791480545,0.022985230503647945,-44.44837411157504,1.700029006457271e-16,1.5612511283791264e-12
KR65233BJ837,736776,2018,10.0,0.027080000000000007,0.023667623662263104,-34.12376337736902,1.700029006457271e-16,1.5612511283791264e-12
KR6503362842,736796,2018,0.25,0.016500000000000008,0.01647225499206276,-0.2774500793724724,1.942890293094024e-16,1.7694179454963432e-12
KR6503362842,736796,2018,0.5,0.018753873497717375,0.017582494693102642,-11.713788046147332,1.942890293094024e-16,1.7694179454963432e-12
KR6503362842,736796,2018,1.0,0.022128390953941195,0.01813761454362258,-39.90776410318614,1.942890293094024e-16,1.7694179454963432e-12
KR6503362842,736796,2018,1.5,0.024377777266012642,0.019124856983793348,-52.52920282219294,1.942890293094024e-16,1.7694179454963432e-12
KR6503362842,736796,2018,2.0,0.0258448627823304,0.01961847820387873,-62.2638457845167,1.942890293094024e-16,1.7694179454963432e-12
KR6503362842,736796,2018,3.0,0.027326695210860872,0.02045138298955499,-68.75312221305882,1.942890293094024e-16,1.7694179454963432e-12
KR6503362842,736796,2018,4.0,0.027764932831169632,0.020932504678429338,-68.32428152740295,1.942890293094024e-16,1.7694179454963432e-12
KR6503362842,736796,2018,5.0,0.02774080100380533,0.02134109808313018,-63.997029206751506,1.942890293094024e-16,1.7694179454963432e-12
KR6503362842,736796,2018,7.0,0.027267954395320485,0.02177491166166626,-54.930427336542245,1.942890293094024e-16,1.7694179454963432e-12
KR6503362842,736796,2018,10.0,0.026550000000000004,0.02251332198017916,-40.366780198208446,1.942890293094024e-16,1.7694179454963432e-12
KR65233AX848,736811,2018,0.25,0.016500000000000008,0.016473893949290535,-0.2610605070947278,1.491862189340054e-16,1.2836953722228372e-12
KR65233AX848,736811,2018,0.5,0.018753873497717375,0.017882423865785535,-8.7144963193184,1.491862189340054e-16,1.2836953722228372e-12
KR65233AX848,736811,2018,1.0,0.022128390953941195,0.018586688824033033,-35.41702129908161,1.491862189340054e-16,1.2836953722228372e-12
KR65233AX848,736811,2018,1.5,0.024377777266012642,0.019741371495771754,-46.36405770240888,1.491862189340054e-16,1.2836953722228372e-12
KR65233AX848,736811,2018,2.0,0.0258448627823304,0.020318712831641113,-55.26149950689289,1.491862189340054e-16,1.2836953722228372e-12
KR65233AX848,736811,2018,3.0,0.027326695210860872,0.02140539374929241,-59.21301461568461,1.491862189340054e-16,1.2836953722228372e-12
KR65233AX848,736811,2018,4.0,0.027764932831169632,0.022168413129515296,-55.965197016543364,1.491862189340054e-16,1.2836953722228372e-12
KR65233AX848,736811,2018,5.0,0.02774080100380533,0.022679067291793167,-50.61733712012163,1.491862189340054e-16,1.2836953722228372e-12
KR65233AX848,736811,2018,7.0,0.027267954395320485,0.023188112455910116,-40.798419394103696,1.491862189340054e-16,1.2836953722228372e-12
KR65233AX848,736811,2018,10.0,0.026550000000000004,0.02392429287447003,-26.25707125529973,1.491862189340054e-16,1.2836953722228372e-12
KR65333BR853,736828,2018,0.25,0.016500000000000004,0.016475259747558778,-0.24740252441226435,1.5612511283791264e-16,1.3530843112619095e-12
KR65333BR853,736828,2018,0.5,0.01840492232408288,0.018132364948873644,-2.7255737520923486,1.5612511283791264e-16,1.3530843112619095e-12
KR65333BR853,736828,2018,1.0,0.021339874113668698,0.018960917549531078,-23.7895656413762,1.5612511283791264e-16,1.3530843112619095e-12
KR65333BR853,736828,2018,1.5,0.023394595709989034,0.02021604372810867,-31.785519818803635,1.5612511283791264e-16,1.3530843112619095e-12
KR65333BR853,736828,2018,2.0,0.02482544537327697,0.020843606817397463,-39.81838555879507,1.5612511283791264e-16,1.3530843112619095e-12
KR65333BR853,736828,2018,3.0,0.02649294619600279,0.021828084790831783,-46.64861405171007,1.5612511283791264e-16,1.3530843112619095e-12
KR65333BR853,736828,2018,4.0,0.027256712528437227,0.022514151334193235,-47.425611942439915,1.5612511283791264e-16,1.3530843112619095e-12
KR65333BR853,736828,2018,5.0,0.02757751094414787,0.02297330223944973,-46.04208704698142,1.5612511283791264e-16,1.3530843112619095e-12
KR65333BR853,736828,2018,7.0,0.027696756902341732,0.02345731854657691,-42.39438355764822,1.5612511283791264e-16,1.3530843112619095e-12
KR65333BR853,736828,2018,10.0,0.027570000000000004,0.024195344997739326,-33.74655002260678,1.5612511283791264e-16,1.3530843112619095e-12
KR6613302860,736849,2018,0.25,0.016500000000000004,0.016473256576947967,-0.2674342305203706,1.5959455978986625e-16,1.457167719820518e-12
KR6613302860,736849,2018,0.5,0.01851460292398579,0.01776578472709539,-7.488181968903981,1.5959455978986625e-16,1.457167719820518e-12
KR6613302860,736849,2018,1.0,0.02156553407209936,0.0184120488021691,-31.534852699302597,1.5959455978986625e-16,1.457167719820518e-12
KR6613302860,736849,2018,1.5,0.023640336444309004,0.019499745283394144,-41.4059116091486,1.5959455978986625e-16,1.457167719820518e-12
KR6613302860,736849,2018,2.0,0.025031484937595563,0.02004359352400667,-49.878914135888934,1.5959455978986625e-16,1.457167719820518e-12
KR6613302860,736849,2018,3.0,0.02652953818354379,0.021003277959450423,-55.26260224093367,1.5959455978986625e-16,1.457167719820518e-12
KR6613302860,736849,2018,4.0,0.027085707460523092,0.021715346237347825,-53.70361223175267,1.5959455978986625e-16,1.457167719820518e-12
KR6613302860,736849,2018,5.0,0.02720677642273954,0.02222659505457684,-49.80181368162698,1.5959455978986625e-16,1.457167719820518e-12
KR6613302860,736849,2018,7.0,0.02700105121057089,0.022789305133646017,-42.117460769248716,1.5959455978986625e-16,1.457167719820518e-12
KR6613302860,736849,2018,10.0,0.02656000000000001,0.0234975974733889,-30.62402526611111,1.5959455978986625e-16,1.457167719820518e-12
KR6703382863,736863,2018,0.25,0.016500000000000004,0.01647416710890093,-0.2583289109907294,1.5265566588595902e-16,1.5265566588595902e-12
KR6703382863,736863,2018,0.5,0.01851460292398579,0.017932412074487942,-5.8219084949784685,1.5265566588595902e-16,1.5265566588595902e-12
KR6703382863,736863,2018,1.0,0.02156553407209936,0.018661534557281447,-29.039995148179113,1.5265566588595902e-16,1.5265566588595902e-12
KR6703382863,736863,2018,1.5,0.023640336444309004,0.0196652655458498,-39.75070898459204,1.5265566588595902e-16,1.5265566588595902e-12
KR6703382863,736863,2018,2.0,0.025031484937595563,0.02016713104013398,-48.64353897461582,1.5265566588595902e-16,1.5265566588595902e-12
KR6703382863,736863,2018,3.0,0.02652953818354379,0.02107627084780436,-54.53267335739431,1.5265566588595902e-16,1.5265566588595902e-12
KR6703382863,736863,2018,4.0,0.027085707460523092,0.02173725819899234,-53.48449261530754,1.5265566588595902e-16,1.5265566588595902e-12
KR6703382863,736863,2018,5.0,0.02720677642273954,0.02214477006638075,-50.620063563587905,1.5265566588595902e-16,1.5265566588595902e-12
KR6703382863,736863,2018,7.0,0.02700105121057089,0.02260363788370498,-43.97413326865909,1.5265566588595902e-16,1.5265566588595902e-12
KR6703382863,736863,2018,10.0,0.02656000000000001,0.023341861272205965,-32.18138727794046,1.5265566588595902e-16,1.5265566588595902e-12
KR6583305877,736878,2018,0.25,0.016500000000000004,0.01647161762000104,-0.2838237999896326,2.185751579730777e-16,1.908195823574488e-12
KR6583305877,736878,2018,0.5,0.018504004401547668,0.017465855605807677,-10.381487957399905,2.185751579730777e-16,1.908195823574488e-12
KR6583305877,736878,2018,1.0,0.021506158672831073,0.017962974598710997,-35.43184074120076,2.185751579730777e-16,1.908195823574488e-12
KR6583305877,736878,2018,1.5,0.02350940285834965,0.018816212634702092,-46.93190223647559,2.185751579730777e-16,1.908195823574488e-12
KR6583305877,736878,2018,2.0,0.02481785825788182,0.01924283165269764,-55.750266051841805,2.185751579730777e-16,1.908195823574488e-12
KR6583305877,736878,2018,3.0,0.026144139593547933,0.01997459598893101,-61.69543604616922,2.185751579730777e-16,1.908195823574488e-12
KR6583305877,736878,2018,4.0,0.02654206467846928,0.02045640013549613,-60.8566454297315,2.185751579730777e-16,1.908195823574488e-12
KR6583305877,736878,2018,5.0,0.02652778230455331,0.020813314857580215,-57.14467446973095,2.185751579730777e-16,1.908195823574488e-12
KR6583305877,736878,2018,7.0,0.026118266838395895,0.02122177870925761,-48.964881291382845,2.185751579730777e-16,1.908195823574488e-12
KR6583305877,736878,2018,10.0,0.025490000000000002,0.0218524295313111,-36.37570468688904,2.185751579730777e-16,1.908195823574488e-12
KR6613332875,736892,2018,0.25,0.016500000000000004,0.01647261920471715,-0.2738079528285392,1.8041124150158794e-16,1.700029006457271e-12
KR6613332875,736892,2018,0.5,0.018504004401547668,0.01764914560885596,-8.548587926917074,1.8041124150158794e-16,1.700029006457271e-12
KR6613332875,736892,2018,1.0,0.021506158672831073,0.018237408810925365,-32.68749861905708,1.8041124150158794e-16,1.700029006457271e-12
KR6613332875,736892,2018,1.5,0.02350940285834965,0.01910725809006376,-44.0214476828589,1.8041124150158794e-16,1.700029006457271e-12
KR6613332875,736892,2018,2.0,0.02481785825788182,0.01954218272963296,-52.75675528248862,1.8041124150158794e-16,1.700029006457271e-12
KR6613332875,736892,2018,3.0,0.026144139593547933,0.020223028616353316,-59.21110977194617,1.8041124150158794e-16,1.700029006457271e-12
KR6613332875,736892,2018,4.0,0.02654206467846928,0.020653649762924546,-58.88414915544735,1.8041124150158794e-16,1.700029006457271e-12
KR6613332875,736892,2018,5.0,0.02652778230455331,0.020985011323468607,-55.42770981084702,1.8041124150158794e-16,1.700029006457271e-12
KR6613332875,736892,2018,7.0,0.026118266838395895,0.021341654759179957,-47.76612079215939,1.8041124150158794e-16,1.700029006457271e-12
KR6613332875,736892,2018,10.0,0.025490000000000002,0.02205484634532174,-34.351536546782626,1.8041124150158794e-16,1.700029006457271e-12
KR6533304889,736906,2018,0.25,0.016500000000000004,0.016473985002491642,-0.2601499750836192,1.7694179454963432e-16,1.6653345369377348e-12
KR6533304889,736906,2018,0.5,0.018504004401547668,0.01789908660158796,-6.0491779995970605,1.7694179454963432e-16,1.6653345369377348e-12
KR6533304889,736906,2018,1.0,0.021506158672831073,0.01861163740113612,-28.94521271694952,1.7694179454963432e-16,1.6653345369377348e-12
