price_seg,n,fair_mean,mc_mean,err_mean_KRW,err_median_KRW,MAPE_pct
"(0.702, 0.878]",5932,0.8519762806068667,0.9823669282588016,-1303.9064765193482,-1373.1512289011662,15.650986964526462
"(0.878, 0.907]",5931,0.8937792952375425,0.9894400274445394,-956.6073220699694,-1072.6456911544724,11.336049949224419
"(0.907, 0.928]",5931,0.9177045317159225,0.9922805885289258,-745.760568130032,-892.923514052102,9.26535953329467
"(0.928, 0.946]",5931,0.9366207776105591,0.9946463049297599,-580.255273192008,-738.6644563285382,7.697906349618025
"(0.946, 0.967]",5931,0.9561068387581622,0.9915244987538263,-354.1765999566423,-540.5199210695799,6.051958370132604
"(0.967, 1.049]",5931,0.9877517525663311,0.9929159997335284,-51.642471671973816,-239.81132096871028,4.149029998465428
