item,reason
KR6503320626,iv_before_history
KR6503320667,iv_before_history
KR6503320691,iv_before_history
KR65033206A7,iv_before_history
KR65033206B5,iv_before_history
KR6503320717,iv_before_history
KR6503320733,iv_before_history
KR6503320782,iv_before_history
KR6503320A41,unsupported_PRCP_GRTE_RT
KR6503321517,iv_before_history
KR6503321525,iv_before_history
KR6503321533,iv_before_history
KR6503321541,iv_before_history
KR6503321558,iv_before_history
KR6503321574,iv_before_history
KR65033215A8,iv_before_history
KR6503321616,iv_before_history
KR6503321624,iv_before_history
KR6503321632,iv_before_history
KR6503321657,iv_before_history
KR6503321699,iv_before_history
KR65033216B4,iv_before_history
KR6503321731,iv_before_history
KR6503321798,iv_before_history
KR6503322515,iv_before_history
KR6503322531,iv_before_history
KR6503322549,iv_before_history
KR6503322556,iv_before_history
KR6503322564,iv_before_history
KR65033225A7,iv_before_history
KR6503322614,iv_before_history
KR6503322622,iv_before_history
KR6503322671,iv_before_history
KR6503322697,iv_before_history
KR6503322754,iv_before_history
KR6503323513,iv_before_history
KR6503323539,iv_before_history
KR6503323547,iv_before_history
KR6503323554,iv_before_history
KR6503323562,iv_before_history
KR65033235A6,iv_before_history
KR6503323612,iv_before_history
KR6503323620,iv_before_history
KR6503323679,iv_before_history
KR6503323711,iv_before_history
KR6503323737,iv_before_history
KR6503323752,iv_before_history
KR6503323794,iv_before_history
KR6503324511,iv_before_history
KR6503324529,iv_before_history
KR6503324552,iv_before_history
KR6503324610,iv_before_history
KR6503324636,iv_before_history
KR6503324644,iv_before_history
KR65033246A3,iv_before_history
KR6503324735,iv_before_history
KR6503324792,iv_before_history
KR6503324826,extra_formula_or_level_STRK_2
KR6503325518,iv_before_history
KR6503325526,iv_before_history
KR6503325559,iv_before_history
KR6503325633,iv_before_history
KR6503325641,iv_before_history
KR6503325658,iv_before_history
KR6503325682,iv_before_history
KR6503325690,iv_before_history
KR65033256A2,iv_before_history
KR65033256B0,iv_before_history
KR6503325716,iv_before_history
KR6503325732,iv_before_history
KR6503326524,iv_before_history
KR6503326557,iv_before_history
KR6503326615,iv_before_history
KR6503326631,iv_before_history
KR6503326656,iv_before_history
KR6503326680,iv_before_history
KR6503326698,iv_before_history
KR65033266A1,iv_before_history
KR6503326722,iv_before_history
KR6503326730,iv_before_history
KR6503326755,iv_before_history
KR6503326771,iv_before_history
KR6503326797,iv_before_history
KR6503327522,iv_before_history
KR6503327555,iv_before_history
KR6503327639,iv_before_history
KR6503327647,iv_before_history
KR6503327654,iv_before_history
KR6503327662,iv_before_history
KR6503327688,iv_before_history
KR65033276A0,iv_before_history
KR6503327712,iv_before_history
KR6503327720,iv_before_history
KR6503327753,iv_before_history
KR6503327779,iv_before_history
KR6503327795,iv_before_history
KR6503327837,extra_formula_or_level_STRK_2
KR65033278A6,payment_lag_not_identifiable_from_maturity
KR6503328520,iv_before_history
KR6503328553,iv_before_history
KR6503328645,iv_before_history
KR6503328660,iv_before_history
KR6503328694,iv_before_history
KR65033286C5,iv_before_history
KR6503328710,iv_before_history
KR6503328728,iv_before_history
KR6503328777,iv_before_history
KR6503328793,iv_before_history
KR6503328835,extra_formula_or_level_STRK_2
KR65033289A3,payment_lag_not_identifiable_from_maturity
KR6503329528,iv_before_history
KR6503329551,iv_before_history
KR6503329643,iv_before_history
KR65033296B6,iv_before_history
KR65033296C4,iv_before_history
KR6503329759,iv_before_history
KR6503329767,iv_before_history
KR6503329775,iv_before_history
KR6503330526,iv_before_history
KR6503330591,iv_before_history
KR6503330641,iv_before_history
KR6503330658,iv_before_history
KR65033306A5,iv_before_history
KR65033306B3,iv_before_history
KR65033306C1,iv_before_history
KR6503330765,iv_before_history
KR6503331524,iv_before_history
KR6503331615,iv_before_history
KR6503331631,iv_before_history
KR6503331649,iv_before_history
KR6503331656,iv_before_history
KR65033316B2,iv_before_history
KR6503331771,iv_before_history
KR6503331862,extra_formula_or_level_STRK_2
KR6503332522,iv_before_history
KR6503332647,iv_before_history
KR65033326B1,iv_before_history
KR6503332761,iv_before_history
KR6503333520,iv_before_history
KR65033335C0,iv_before_history
KR6503333611,iv_before_history
KR6503333645,iv_before_history
KR6503333652,iv_before_history
KR6503333736,iv_before_history
KR6503333819,extra_formula_or_level_STRK_2
KR6503334510,iv_before_history
KR6503334528,iv_before_history
KR6503334619,iv_before_history
KR6503334635,iv_before_history
KR6503334643,iv_before_history
KR6503334650,iv_before_history
KR6503334668,iv_before_history
KR65033346A1,iv_before_history
KR6503334734,iv_before_history
KR6503334817,extra_formula_or_level_STRK_2
KR6503335517,iv_before_history
KR6503335525,iv_before_history
KR6503335541,iv_before_history
KR6503335558,iv_before_history
KR6503335582,iv_before_history
KR6503335590,iv_before_history
KR6503335640,iv_before_history
KR6503335657,iv_before_history
KR6503335665,iv_before_history
KR6503335699,iv_before_history
KR65033356A0,iv_before_history
KR65033356B8,iv_before_history
KR6503335715,iv_before_history
KR6503335731,iv_before_history
KR65033357B6,extra_formula_or_level_STRK_2
KR6503335A69,unsupported_PRCP_GRTE_RT
KR6503336523,iv_before_history
KR6503336580,iv_before_history
KR6503336598,iv_before_history
KR6503336622,iv_before_history
KR6503336655,iv_before_history
KR6503336663,iv_before_history
KR6503336697,iv_before_history
KR65033366A9,iv_before_history
KR6503336713,iv_before_history
KR6503336721,iv_before_history
KR6503336739,iv_before_history
KR6503336788,iv_before_history
KR6503336A68,unsupported_PRCP_GRTE_RT
KR6503337521,iv_before_history
KR6503337588,iv_before_history
KR6503337596,iv_before_history
KR65033375C6,iv_before_history
KR6503337653,iv_before_history
KR6503337661,iv_before_history
KR6503337695,iv_before_history
KR65033376A8,iv_before_history
KR6503337711,iv_before_history
KR6503337729,iv_before_history
KR6503338586,iv_before_history
KR6503338594,iv_before_history
KR6503338636,iv_before_history
KR6503338651,iv_before_history
KR6503338693,iv_before_history
KR6503338719,iv_before_history
KR6503338727,iv_before_history
KR6503338750,iv_before_history
KR6503339543,iv_before_history
KR6503339592,iv_before_history
KR65033395C4,iv_before_history
KR6503339618,iv_before_history
KR6503339659,iv_before_history
KR6503339717,iv_before_history
KR6503339725,iv_before_history
KR65033405C1,iv_before_history
KR65033406B1,iv_before_history
KR65033406C9,iv_before_history
KR6503340723,iv_before_history
KR6503340756,iv_before_history
KR6503341572,iv_before_history
KR65033415B2,iv_before_history
KR65033415C0,iv_before_history
KR65033416A2,iv_before_history
KR6503341721,iv_before_history
KR6503341754,iv_before_history
KR65033419A6,payment_lag_not_identifiable_from_maturity
KR6503342521,iv_before_history
KR6503342547,iv_before_history
KR65033425A3,iv_before_history
KR65033425B1,iv_before_history
KR6503342638,iv_before_history
KR6503342661,iv_before_history
KR6503342687,iv_before_history
KR6503342695,iv_before_history
KR6503342729,iv_before_history
KR6503342885,extra_formula_or_level_STRK_2
KR65033429A5,payment_lag_not_identifiable_from_maturity
KR6503343529,iv_before_history
KR6503343545,iv_before_history
KR65033435B0,iv_before_history
KR6503343610,iv_before_history
KR6503343693,iv_before_history
KR6503343727,iv_before_history
KR6503343784,iv_before_history
KR65033439A4,payment_lag_not_identifiable_from_maturity
KR6503344543,iv_before_history
KR6503344576,iv_before_history
KR6503344584,iv_before_history
KR65033445B9,iv_before_history
KR6503344618,iv_before_history
KR6503344667,iv_before_history
KR6503344782,iv_before_history
KR6503345573,iv_before_history
KR6503345581,iv_before_history
KR65033455A0,iv_before_history
KR6503345623,iv_before_history
KR6503345672,iv_before_history
KR6503345680,iv_before_history
KR6503345698,iv_before_history
KR65033456A8,iv_before_history
KR6503345771,iv_before_history
KR6503346530,iv_before_history
KR6503346548,iv_before_history
KR6503346571,iv_before_history
KR6503346589,iv_before_history
KR6503346621,iv_before_history
KR6503346654,iv_before_history
KR6503346670,iv_before_history
KR6503346696,iv_before_history
KR6503346720,iv_before_history
KR6503346787,iv_before_history
KR6503347538,iv_before_history
KR6503347546,iv_before_history
KR6503347579,iv_before_history
KR6503347587,iv_before_history
KR65033475A8,iv_before_history
KR65033475B6,iv_before_history
KR6503347629,iv_before_history
KR6503347652,iv_before_history
KR6503347678,iv_before_history
KR6503347686,iv_before_history
KR65033476B4,iv_before_history
KR6503347744,iv_before_history
KR6503348544,iv_before_history
KR6503348585,iv_before_history
KR65033485A7,iv_before_history
KR6503348627,iv_before_history
KR6503348684,iv_before_history
KR65033486B3,iv_before_history
KR6503348742,iv_before_history
KR6503348759,iv_before_history
KR6503348775,iv_before_history
KR6503349518,iv_before_history
KR6503349542,iv_before_history
KR6503349583,iv_before_history
KR65033495A6,iv_before_history
KR65033495B4,iv_before_history
KR6503349625,iv_before_history
KR6503349674,iv_before_history
KR6503349682,iv_before_history
KR65033496B2,iv_before_history
KR6503349740,iv_before_history
KR6503350540,iv_before_history
KR6503350581,iv_before_history
KR65033505A2,iv_before_history
KR65033505B0,iv_before_history
KR6503350680,iv_before_history
KR6503350698,iv_before_history
KR65033506B8,iv_before_history
KR6503350730,iv_before_history
KR6503351548,iv_before_history
KR6503351589,iv_before_history
KR65033515B9,iv_before_history
KR6503351639,iv_before_history
KR6503351647,iv_before_history
KR6503351670,iv_before_history
KR6503351696,iv_before_history
KR65033516B7,iv_before_history
KR6503351712,iv_before_history
KR6503351738,iv_before_history
KR6503352512,iv_before_history
KR6503352538,iv_before_history
KR6503352546,iv_before_history
KR65033525B8,iv_before_history
KR6503352637,iv_before_history
KR6503352652,iv_before_history
KR6503352678,iv_before_history
KR6503352694,iv_before_history
KR65033526B6,iv_before_history
KR6503352744,iv_before_history
KR6503353510,iv_before_history
KR6503353536,iv_before_history
KR6503353544,iv_before_history
KR6503353569,iv_before_history
KR6503353619,iv_before_history
KR6503353676,iv_before_history
KR65033536B5,iv_before_history
KR6503353742,iv_before_history
KR6503354542,iv_before_history
KR6503354575,iv_before_history
KR6503354591,iv_before_history
KR6503354674,iv_before_history
KR65033546C2,iv_before_history
KR6503354740,iv_before_history
KR6503355549,iv_before_history
KR6503355572,iv_before_history
KR6503355598,iv_before_history
KR6503355630,iv_before_history
KR6503355671,iv_before_history
KR65033556C1,iv_before_history
KR6503355747,iv_before_history
KR6503356547,iv_before_history
KR6503356570,iv_before_history
KR6503356596,iv_before_history
KR6503356612,iv_before_history
KR6503356638,iv_before_history
KR6503356687,iv_before_history
KR65033566C0,iv_before_history
KR6503356794,iv_before_history
KR6503357537,iv_before_history
KR6503357578,iv_before_history
KR6503357610,iv_before_history
KR6503357636,iv_before_history
KR6503357644,iv_before_history
KR6503357776,iv_before_history
KR6503357792,iv_before_history
KR6503358535,iv_before_history
KR6503358568,iv_before_history
KR6503358576,iv_before_history
KR6503358618,iv_before_history
KR6503358634,iv_before_history
KR6503358667,iv_before_history
KR6503358675,iv_before_history
KR6503358790,iv_before_history
KR6503359574,iv_before_history
KR65033595A3,iv_before_history
KR6503359616,iv_before_history
KR6503359665,iv_before_history
KR65033596A1,iv_before_history
KR6503359798,iv_before_history
KR65033597C5,extra_formula_or_level_STRK_2
KR6503359855,extra_formula_or_level_STRK_2
KR6503360515,iv_before_history
KR6503360572,iv_before_history
KR65033605A0,iv_before_history
KR65033606A8,iv_before_history
KR65033606C4,iv_before_history
KR6503360796,iv_before_history
KR6503360812,extra_formula_or_level_STRK_2
KR6503361539,iv_before_history
KR6503361547,iv_before_history
KR6503361570,iv_before_history
KR6503361588,iv_before_history
KR6503361596,iv_before_history
KR65033615A9,iv_before_history
KR6503361612,iv_before_history
KR6503361638,iv_before_history
KR65033616A7,iv_before_history
KR65033616B5,iv_before_history
KR6503361794,iv_before_history
KR6503362511,iv_before_history
KR6503362537,iv_before_history
KR6503362560,iv_before_history
KR6503362578,iv_before_history
KR6503362586,iv_before_history
KR6503362594,iv_before_history
KR65033625A8,iv_before_history
KR6503362727,iv_before_history
KR6503362735,iv_before_history
KR6503362792,iv_before_history
KR6503363519,iv_before_history
KR6503363568,iv_before_history
KR6503363576,iv_before_history
KR6503363584,iv_before_history
KR6503363592,iv_before_history
KR65033635B5,iv_before_history
KR6503363642,iv_before_history
KR65033636A5,iv_before_history
KR6503363725,iv_before_history
KR6503363733,iv_before_history
KR6503363790,iv_before_history
KR6503364533,iv_before_history
KR6503364541,iv_before_history
KR6503364566,iv_before_history
KR6503364574,iv_before_history
KR6503364590,iv_before_history
KR65033645A6,iv_before_history
KR6503364640,iv_before_history
KR65033646A4,iv_before_history
KR6503364731,iv_before_history
KR6503364764,iv_before_history
KR6503365522,iv_before_history
KR6503365548,iv_before_history
KR6503365563,iv_before_history
KR6503365647,iv_before_history
KR6503365696,iv_before_history
KR6503365761,iv_before_history
KR6503365779,iv_before_history
KR6503365795,iv_before_history
KR6503366561,iv_before_history
KR65033665A4,iv_before_history
KR6503366611,iv_before_history
KR6503366645,iv_before_history
KR6503366694,iv_before_history
KR65033666A2,iv_before_history
KR6503366736,iv_before_history
KR6503366769,iv_before_history
KR6503366793,iv_before_history
KR65033675A3,iv_before_history
KR6503367619,iv_before_history
KR6503367643,iv_before_history
KR65033676A1,iv_before_history
KR6503367734,iv_before_history
KR6503367775,iv_before_history
KR6503367791,iv_before_history
KR6503367841,extra_formula_or_level_STRK_2
KR65033685A2,iv_before_history
KR6503368641,iv_before_history
KR6503368716,iv_before_history
KR6503368732,iv_before_history
KR6503368773,iv_before_history
KR6503368781,iv_before_history
KR6503368849,extra_formula_or_level_STRK_2
KR65033695B9,iv_before_history
KR6503369649,iv_before_history
KR6503369664,iv_before_history
KR6503369672,iv_before_history
KR65033696C5,iv_before_history
KR6503369714,iv_before_history
KR6503369763,iv_before_history
KR6503369771,iv_before_history
KR6503369789,iv_before_history
KR6503370530,iv_before_history
KR6503370555,iv_before_history
KR65033705A8,iv_before_history
KR6503370662,iv_before_history
KR6503370670,iv_before_history
KR6503370696,iv_before_history
KR65033706A6,iv_before_history
KR6503370712,iv_before_history
KR6503370738,iv_before_history
KR6503370787,iv_before_history
KR6503371538,iv_before_history
KR6503371553,iv_before_history
KR65033715C3,iv_before_history
KR6503371660,iv_before_history
KR6503371710,iv_before_history
KR6503371736,iv_before_history
KR6503371751,iv_before_history
KR6503371785,iv_before_history
KR6503372536,iv_before_history
KR6503372551,iv_before_history
KR6503372569,iv_before_history
KR65033725C2,iv_before_history
KR6503372643,iv_before_history
KR6503372668,iv_before_history
KR6503372718,iv_before_history
KR6503372734,iv_before_history
KR6503373534,iv_before_history
KR6503373567,iv_before_history
KR6503373625,iv_before_history
KR6503373666,iv_before_history
KR6503373716,iv_before_history
KR6503373724,iv_before_history
KR6503373732,iv_before_history
KR6503373765,iv_before_history
KR6503373773,iv_before_history
KR6503373781,iv_before_history
KR6503374532,iv_before_history
KR6503374565,iv_before_history
KR6503374649,iv_before_history
KR65033746A2,iv_before_history
KR6503374714,iv_before_history
KR6503374730,iv_before_history
KR6503374789,iv_before_history
KR6503374821,extra_formula_or_level_STRK_2
KR6503375539,iv_before_history
KR6503375562,iv_before_history
KR6503375588,iv_before_history
KR6503375620,iv_before_history
KR6503375653,iv_before_history
KR6503375711,iv_before_history
KR6503375786,iv_before_history
KR6503375927,extra_formula_or_level_STRK_2
KR6503376560,iv_before_history
KR6503376578,iv_before_history
KR6503376586,iv_before_history
KR65033765C8,iv_before_history
KR6503376669,iv_before_history
KR6503376784,iv_before_history
KR6503376792,iv_before_history
KR6503377568,iv_before_history
KR6503377584,iv_before_history
KR6503377626,iv_before_history
KR6503377642,iv_before_history
KR6503377782,iv_before_history
KR6503377790,iv_before_history
KR6503378566,iv_before_history
KR6503378632,iv_before_history
KR6503378657,iv_before_history
KR6503378780,iv_before_history
KR6503378798,iv_before_history
KR6503378897,extra_formula_or_level_STRK_2
KR6503379564,iv_before_history
KR6503379572,iv_before_history
KR6503379655,iv_before_history
KR6503379671,iv_before_history
KR65033796A7,iv_before_history
KR6503379747,iv_before_history
KR6503380513,iv_before_history
KR6503380521,iv_before_history
KR6503380539,iv_before_history
KR65033805C2,iv_before_history
KR6503380612,iv_before_history
KR6503380653,iv_before_history
KR65033806A4,iv_before_history
KR6503380786,iv_before_history
KR6503380A55,unsupported_PRCP_GRTE_RT
KR6503381511,iv_before_history
KR6503381560,iv_before_history
KR65033815C1,iv_before_history
KR6503381651,iv_before_history
KR6503381677,iv_before_history
KR6503381784,iv_before_history
KR6503382519,iv_before_history
KR6503382527,iv_before_history
KR6503382576,iv_before_history
KR65033825C0,iv_before_history
KR6503382725,iv_before_history
KR6503382733,iv_before_history
KR6503382741,iv_before_history
KR6503382782,iv_before_history
KR6503383517,iv_before_history
KR6503383582,iv_before_history
KR65033835C9,iv_before_history
KR6503383657,iv_before_history
KR65033836C7,iv_before_history
KR6503383723,iv_before_history
KR6503383749,iv_before_history
KR6503383772,iv_before_history
KR6503383780,iv_before_history
KR6503384515,iv_before_history
KR6503384572,iv_before_history
KR6503384580,iv_before_history
KR65033845B0,iv_before_history
KR65033845C8,iv_before_history
KR65033846C6,iv_before_history
KR6503384721,iv_before_history
KR6503384A36,invalid_evaluation_dates
KR6503385512,iv_before_history
KR6503385587,iv_before_history
KR65033855C7,iv_before_history
KR6503385645,iv_before_history
KR6503385686,iv_before_history
KR6503385728,iv_before_history
KR6503385744,iv_before_history
KR6503385777,iv_before_history
KR6503385785,iv_before_history
KR6503385793,iv_before_history
KR6503385A43,unsupported_PRCP_GRTE_RT
KR6503385A50,payment_lag_not_identifiable_from_maturity
KR6503386510,iv_before_history
KR65033865B8,iv_before_history
KR6503386643,iv_before_history
KR6503386676,iv_before_history
KR6503386684,iv_before_history
KR65033866C4,iv_before_history
KR6503386742,iv_before_history
KR6503386A59,payment_lag_not_identifiable_from_maturity
KR6503387518,iv_before_history
KR6503387559,iv_before_history
KR6503387591,iv_before_history
KR65033875A9,iv_before_history
KR65033875B7,iv_before_history
KR6503387674,iv_before_history
KR6503387682,iv_before_history
KR6503387690,iv_before_history
KR6503387724,iv_before_history
KR6503387740,iv_before_history
KR6503387773,iv_before_history
KR6503387831,unsupported_redemption_structure
KR6503387A58,payment_lag_not_identifiable_from_maturity
KR6503388532,iv_before_history
KR6503388581,iv_before_history
KR6503388599,iv_before_history
KR65033885A8,iv_before_history
KR6503388631,iv_before_history
KR6503388672,iv_before_history
KR6503388680,iv_before_history
KR6503388698,iv_before_history
KR65033886A6,iv_before_history
KR6503388714,iv_before_history
KR6503388A32,invalid_evaluation_dates
KR6503388A57,payment_lag_not_identifiable_from_maturity
KR6503389589,iv_before_history
KR65033895A7,iv_before_history
KR6503389621,iv_before_history
KR6503389639,iv_before_history
KR6503389654,iv_before_history
KR6503389670,iv_before_history
KR6503389688,iv_before_history
KR65033896A5,iv_before_history
KR65033897A3,extra_formula_or_level_STRK_2
KR6503389A56,payment_lag_not_identifiable_from_maturity
KR6503390553,iv_before_history
KR6503390579,iv_before_history
KR6503390587,iv_before_history
KR6503390611,iv_before_history
KR6503390637,iv_before_history
KR6503390678,iv_before_history
KR6503390686,iv_before_history
KR6503391551,iv_before_history
KR6503391577,iv_before_history
KR6503391585,iv_before_history
KR65033915A3,iv_before_history
KR6503391619,iv_before_history
KR6503391650,iv_before_history
KR65033916B9,iv_before_history
KR6503391817,extra_formula_or_level_STRK_2
KR6503392559,iv_before_history
KR6503392575,iv_before_history
KR65033925A2,iv_before_history
KR6503392641,iv_before_history
KR6503392658,iv_before_history
KR6503392740,iv_before_history
KR6503392765,iv_before_history
KR6503392781,iv_before_history
KR6503392815,extra_formula_or_level_STRK_2
KR6503393557,iv_before_history
KR6503393573,iv_before_history
KR65033935A1,iv_before_history
KR6503393615,iv_before_history
KR6503393649,iv_before_history
KR6503393656,iv_before_history
KR6503393664,iv_before_history
KR6503393987,extra_formula_or_level_STRK_2
KR6503393A50,unsupported_PRCP_GRTE_RT
KR6503394548,iv_before_history
KR6503394555,iv_before_history
KR65033945A0,iv_before_history
KR6503394613,iv_before_history
KR6503394639,iv_before_history
KR6503394647,iv_before_history
KR6503394662,iv_before_history
KR6503394811,extra_formula_or_level_STRK_2
KR6503395552,iv_before_history
KR6503395586,iv_before_history
KR6503395610,iv_before_history
KR6503395628,iv_before_history
KR6503395644,iv_before_history
KR6503395669,iv_before_history
KR6503395677,iv_before_history
KR6503395693,iv_before_history
KR65033956A7,iv_before_history
KR6503395776,iv_before_history
KR6503395A41,unsupported_PRCP_GRTE_RT
KR6503396527,iv_before_history
KR6503396543,iv_before_history
KR6503396550,iv_before_history
KR6503396626,iv_before_history
KR6503396634,iv_before_history
KR6503396642,iv_before_history
KR6503396675,iv_before_history
KR6503396683,iv_before_history
KR6503396691,iv_before_history
KR65033966C2,iv_before_history
KR6503396774,iv_before_history
KR6503397525,iv_before_history
KR6503397558,iv_before_history
KR6503397582,iv_before_history
KR65033975B5,iv_before_history
KR6503397616,iv_before_history
KR6503397632,iv_before_history
KR6503397640,iv_before_history
KR6503397673,iv_before_history
KR6503397681,iv_before_history
KR6503397699,iv_before_history
KR65033976A5,iv_before_history
KR65033976B3,iv_before_history
KR6503397772,iv_before_history
KR6503397939,extra_formula_or_level_STRK_2
KR6503398549,iv_before_history
KR6503398556,iv_before_history
KR6503398580,iv_before_history
KR6503398614,iv_before_history
KR6503398622,iv_before_history
KR6503398630,iv_before_history
KR6503398648,iv_before_history
KR6503398689,iv_before_history
KR6503398697,iv_before_history
KR6503398713,iv_before_history
KR6503398788,iv_before_history
KR6503398937,extra_formula_or_level_STRK_2
KR6503399554,iv_before_history
KR65033995C1,iv_before_history
KR6503399612,iv_before_history
KR6503399646,iv_before_history
KR6503399695,iv_before_history
KR6503399729,iv_before_history
KR6503399869,extra_formula_or_level_STRK_2
KR65033A0524,iv_before_history
KR65033A0557,iv_before_history
KR65033A0581,iv_before_history
KR65033A0615,iv_before_history
KR65033A0631,iv_before_history
KR65033A0722,iv_before_history
KR65033A1522,iv_before_history
KR65033A1530,iv_before_history
KR65033A1548,iv_before_history
KR65033A1589,iv_before_history
KR65033A1621,iv_before_history
KR65033A1639,iv_before_history
KR65033A1647,iv_before_history
KR65033A1720,iv_before_history
KR65033A1761,iv_before_history
KR65033A1779,iv_before_history
KR65033A1787,iv_before_history
KR65033A2512,iv_before_history
KR65033A2520,iv_before_history
KR65033A2587,iv_before_history
KR65033A2629,iv_before_history
KR65033A2645,iv_before_history
KR65033A2728,iv_before_history
KR65033A3528,iv_before_history
KR65033A3585,iv_before_history
KR65033A35C8,iv_before_history
KR65033A3627,iv_before_history
KR65033A3692,iv_before_history
KR65033A3742,iv_before_history
KR65033A4583,iv_before_history
KR65033A45C7,iv_before_history
KR65033A4625,iv_before_history
KR65033A4740,iv_before_history
KR65033A5523,iv_before_history
KR65033A5556,iv_before_history
KR65033A5580,iv_before_history
KR65033A55C6,iv_before_history
KR65033A5622,iv_before_history
KR65033A5630,iv_before_history
KR65033A5663,iv_before_history
KR65033A5747,iv_before_history
KR65033A6588,iv_before_history
KR65033A65C5,iv_before_history
KR65033A6638,iv_before_history
KR65033A6653,iv_before_history
KR65033A6661,iv_before_history
KR65033A6695,iv_before_history
KR65033A6729,iv_before_history
KR65033A75C4,iv_before_history
KR65033A7636,iv_before_history
KR65033A7669,iv_before_history
KR65033A7A32,extra_formula_or_level_STRK_2
KR65033A8527,iv_before_history
KR65033A8667,iv_before_history
KR65033A86A5,iv_before_history
KR65033A86C1,iv_before_history
KR65033A9517,iv_before_history
KR65033A9632,iv_before_history
KR65033A9665,iv_before_history
KR65033A96C0,iv_before_history
KR65033A9731,iv_before_history
KR65033A9749,iv_before_history
KR65033A9764,iv_before_history
KR65033AA634,iv_before_history
KR65033AA667,iv_before_history
KR65033AA766,iv_before_history
KR65033AB582,iv_before_history
KR65033AB624,iv_before_history
KR65033AB640,iv_before_history
KR65033AB715,iv_before_history
KR65033AB764,iv_before_history
KR65033AC697,iv_before_history
KR65033AC713,iv_before_history
KR65033AC762,iv_before_history
KR65033AD588,iv_before_history
KR65033AD646,iv_before_history
KR65033AD661,iv_before_history
KR65033AD711,iv_before_history
KR65033AD737,iv_before_history
KR65033AD745,iv_before_history
KR65033AE677,iv_before_history
KR65033AE719,iv_before_history
KR65033AF6B0,iv_before_history
KR65033AF716,iv_before_history
KR65033AF724,iv_before_history
KR65033AF7A0,extra_formula_or_level_STRK_2
KR65033AG516,iv_before_history
KR65033AG649,iv_before_history
KR65033AG6B9,iv_before_history
KR65033AG847,extra_formula_or_level_STRK_2
KR65033AH555,iv_before_history
KR65033AH563,iv_before_history
KR65033AH647,iv_before_history
KR65033AH6A0,iv_before_history
KR65033AH6B8,iv_before_history
KR65033AJ734,iv_before_history
KR65033AJ759,iv_before_history
KR65033AJ7C2,extra_formula_or_level_STRK_2
KR65033AJ841,extra_formula_or_level_STRK_2
KR65033AK534,iv_before_history
KR65033AK831,extra_formula_or_level_STRK_2
KR65033AL532,iv_before_history
KR65033AL631,iv_before_history
KR65033AL714,iv_before_history
KR65033AL722,iv_before_history
KR65033AL730,iv_before_history
KR65033AL748,iv_before_history
KR65033AL839,extra_formula_or_level_STRK_2
KR65033AM530,iv_before_history
KR65033AM548,iv_before_history
KR65033AM621,iv_before_history
KR65033AM696,iv_before_history
KR65033AM720,iv_before_history
KR65033AM837,extra_formula_or_level_STRK_2
KR65033AN546,iv_before_history
KR65033AN728,iv_before_history
KR65033AN751,iv_before_history
KR65033AP541,iv_before_history
KR65033AP566,iv_before_history
KR65033AP715,iv_before_history
KR65033AP723,iv_before_history
KR65033AQ549,iv_before_history
KR65033AQ564,iv_before_history
KR65033AQ663,iv_before_history
KR65033AQ671,iv_before_history
KR65033AQ820,extra_formula_or_level_STRK_2
KR65033AR547,iv_before_history
KR65033AR562,iv_before_history
KR65033AR646,iv_before_history
KR65033AR661,iv_before_history
KR65033AR679,iv_before_history
KR65033AR6B6,iv_before_history
KR65033AR711,iv_before_history
KR65033AR778,iv_before_history
KR65033ARA34,invalid_evaluation_dates
KR65033AS545,iv_before_history
KR65033AS5C5,iv_before_history
KR65033AS644,iv_before_history
KR65033AS6B5,iv_before_history
KR65033AS719,iv_before_history
KR65033AT543,iv_before_history
KR65033AT618,iv_before_history
KR65033AT642,iv_before_history
KR65033AT667,iv_before_history
KR65033AT675,iv_before_history
KR65033AT6B4,iv_before_history
KR65033AT717,iv_before_history
KR65033AV515,iv_before_history
KR65033AV549,iv_before_history
KR65033AV614,iv_before_history
KR65033AV648,iv_before_history
KR65033AV671,iv_before_history
KR65033AV713,iv_before_history
KR65033AW513,iv_before_history
KR65033AW547,iv_before_history
KR65033AW570,iv_before_history
KR65033AW612,iv_before_history
KR65033AW646,iv_before_history
KR65033AW679,iv_before_history
KR65033AW6B9,iv_before_history
KR65033AX537,iv_before_history
KR65033AX545,iv_before_history
KR65033AX578,iv_before_history
KR65033AX5C8,iv_before_history
KR65033AX644,iv_before_history
KR65033AX677,iv_before_history
KR65033AX6A0,iv_before_history
KR65033AX719,iv_before_history
KR65033AX727,iv_before_history
KR65033AY535,iv_before_history
KR65033AY5C7,iv_before_history
KR65033AY618,iv_before_history
KR65033AY691,iv_before_history
KR65033AY725,iv_before_history
KR65033AY790,iv_before_history
KR65033AZ5C6,iv_before_history
KR65033AZ698,iv_before_history
KR65033AZ6A8,iv_before_history
KR65033AZ722,iv_before_history
KR65033AZ730,iv_before_history
KR65033AZ821,extra_formula_or_level_STRK_2
KR65033B0549,iv_before_history
KR65033B05C9,iv_before_history
KR65033B0648,iv_before_history
KR65033B0697,iv_before_history
KR65033B06A1,iv_before_history
KR65033B0721,iv_before_history
KR65033B0770,iv_before_history
KR65033B0796,iv_before_history
KR65033B0820,extra_formula_or_level_STRK_2
KR65033B1547,iv_before_history
KR65033B1661,iv_before_history
KR65033B1695,iv_before_history
KR65033B16A0,iv_before_history
KR65033B1794,iv_before_history
KR65033B2529,iv_before_history
KR65033B2545,iv_before_history
KR65033B2610,iv_before_history
