item,structure,monthly,issue,issue_price_krw,fair_raw_krw,face_krw,group,payment_schedule_source,lag
KR6613354861,LIZARD no-KI,False,2018-06-28,9900.0,8970.83,10000,dafc766b555c6eeeafe9,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133548A9,STEP KI,False,2018-10-24,9900.0,9491.22,10000,4459a94c24e41b66e0ed,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133548B7,STEP KI,False,2018-11-30,9900.0,9531.68,10000,d923f606428f2788efe6,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133548C5,LIZARD no-KI,False,2018-12-27,9900.0,9475.42,10000,de3341d40b871785851a,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613354945,STEP KI,False,2019-04-03,9900.0,9359.63,10000,4824cf0b28ae863f5112,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613354952,STEP KI,False,2019-05-15,9900.0,9731.88,10000,f606aa9639c91157e919,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613354978,STEP no-KI,False,2019-07-26,9900.0,9138.79,10000,e6331ff14ce8ec81466c,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613354986,STEP KI,False,2019-08-08,9900.0,9067.73,10000,c47d06e2193fd8e3ed86,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133549A7,LIZARD KI,False,2019-10-17,9900.0,9311.47,10000,5ecaa50b30c228582d60,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133549B5,LIZARD no-KI,False,2019-11-29,9900.0,9297.29,10000,c77ee5848e99ef735133,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133549C3,LIZARD no-KI,False,2019-12-23,9900.0,9442.2,10000,1664813762699d744f45,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613355843,LIZARD no-KI,False,2018-04-05,9900.0,9300.11,10000,ef12a99d89a42eb62a5c,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613355884,STEP no-KI,True,2018-08-27,9900.0,9180.59,10000,cd4b8b937e9d48ddbae0,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133558A8,LIZARD no-KI,False,2018-10-25,9900.0,9385.0,10000,cfc261446291cd83713b,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133558B6,STEP KI,False,2018-11-30,9900.0,9486.49,10000,73ff41b71441056080fc,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133558C4,LIZARD no-KI,False,2018-12-27,9910.0,9439.07,10000,de3341d40b871785851a,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613355983,LIZARD no-KI,False,2019-08-26,9900.0,9350.07,10000,fdaa551e50ce8845bcff,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133559B4,STEP KI,False,2019-11-29,9900.0,9683.87,10000,26fc3607fbb66b97eed6,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613355A20,STEP KI,False,2020-02-21,9900.0,9411.98,10000,76f4805cdd4d98f67f0d,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613355A46,STEP KI,False,2020-04-27,9900.0,8677.52,10000,fbc943288fb4d6cfb7b7,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613356841,LIZARD no-KI,False,2018-04-05,9900.0,9011.57,10000,d7a8481812588255dd99,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613356882,LIZARD no-KI,False,2018-08-29,9900.0,9342.93,10000,ca19662078637c678afc,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133568A7,STEP KI,False,2018-10-26,9900.0,9501.1,10000,fa5a7aa0067a46570f15,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133568C3,STEP no-KI,False,2018-12-20,9900.0,9791.96,10000,7c0ae4400fc5be5c513c,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613356940,LIZARD no-KI,False,2019-04-03,9900.0,9194.14,10000,1472a0775bc065087bff,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613356957,STEP KI,False,2019-05-15,9900.0,9323.03,10000,9b12397ab6400ddecb78,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613356981,LIZARD no-KI,False,2019-08-26,9920.0,9484.09,10000,fdaa551e50ce8845bcff,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133569B3,STEP KI,False,2019-11-29,9900.0,9609.06,10000,c77ee5848e99ef735133,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613356A11,STEP KI,False,2020-01-30,9900.0,9357.68,10000,ab2c73e0036f0acb90e8,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613356A45,STEP KI,False,2020-04-27,9900.0,9283.71,10000,cb5be4f4d148befbcd50,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613357880,LIZARD no-KI,False,2018-08-27,9900.0,9342.97,10000,cd4b8b937e9d48ddbae0,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133578A6,LIZARD KI,False,2018-10-26,9900.0,9671.99,10000,a5a11af90ef370df82a2,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613357948,STEP KI,False,2019-04-04,9900.0,9372.79,10000,fbad8018f030cddd59c7,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613357955,STEP KI,False,2019-05-15,9900.0,9226.0,10000,9b12397ab6400ddecb78,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613357989,LIZARD no-KI,False,2019-08-26,9900.0,9293.87,10000,fdaa551e50ce8845bcff,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133579A4,LIZARD no-KI,False,2019-10-18,9990.0,9459.26,10000,f91e44bf8f25d6d0ccce,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133588A5,STEP KI,False,2018-10-26,9900.0,9687.64,10000,a5a11af90ef370df82a2,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613358946,STEP KI,False,2019-04-04,9900.0,9291.11,10000,7a6ff43e6d43d5ea471b,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613358961,STEP KI,False,2019-06-27,9900.0,9674.45,10000,2202fceecdae348ba65f,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133589A3,LIZARD no-KI,False,2019-10-18,9870.0,8834.63,10000,2ce95594747782413e72,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613359886,LIZARD no-KI,False,2018-08-29,9900.0,9124.54,10000,5d1c792d9533e6785446,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613359944,LIZARD no-KI,False,2019-04-04,9900.0,9185.98,10000,8d96a500acf5dd58a03a,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613359951,LIZARD no-KI,False,2019-05-31,9900.0,8990.6,10000,3bd939da7b91e49398fd,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613359985,LIZARD no-KI,False,2019-08-23,9900.0,9093.8,10000,07bd066b7ca22fbd44b3,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613359A18,LIZARD no-KI,False,2020-01-31,9900.0,9255.07,10000,1543cb23a60d5f87db5b,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613360850,LIZARD no-KI,False,2018-05-31,9900.0,9293.4,10000,c971d52e951a73af5ef3,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613360884,LIZARD no-KI,False,2018-08-29,9900.0,9277.46,10000,ca19662078637c678afc,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613360942,STEP KI,False,2019-04-04,9900.0,9447.88,10000,fbad8018f030cddd59c7,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613360959,LIZARD no-KI,False,2019-05-31,9900.0,9363.33,10000,ac5470da3e1db3690b38,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613360975,LIZARD no-KI,False,2019-07-31,9900.0,8993.44,10000,90ab14d1a73b2aa5b156,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613360983,LIZARD no-KI,False,2019-08-23,9900.0,9221.03,10000,dcb9e81fde72e49ff94c,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133609A9,LIZARD no-KI,False,2019-10-21,9900.0,9026.08,10000,2f191d631d418b4a2bf7,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613360A15,LIZARD no-KI,False,2020-01-31,9920.0,9395.43,10000,1543cb23a60d5f87db5b,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613361841,STEP KI,False,2018-04-06,9900.0,9108.86,10000,f4712e3a4c2390ff5cb5,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613361858,LIZARD no-KI,False,2018-05-29,9900.0,9188.24,10000,45b9a9b91263c50beeee,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613361882,LIZARD no-KI,False,2018-08-27,9900.0,9313.4,10000,c523d90d78ac22658b9d,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613361940,LIZARD no-KI,False,2019-04-05,9900.0,9227.32,10000,224ddc02c54683bfbe59,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613361973,LIZARD KI,False,2019-07-31,9900.0,9294.69,10000,90ab14d1a73b2aa5b156,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613361981,LIZARD no-KI,False,2019-08-23,9900.0,9293.79,10000,dcb9e81fde72e49ff94c,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133619C4,STEP KI,False,2019-12-23,9900.0,9690.34,10000,bdf07513b337916863ad,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613361A14,LIZARD KI,False,2020-01-31,9900.0,9408.64,10000,a8a421babb4e2a30e6a7,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613362849,STEP KI,False,2018-04-04,9900.0,9121.64,10000,a447bd5ac270d3eecffa,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613362856,LIZARD no-KI,False,2018-05-29,9900.0,9331.29,10000,45b9a9b91263c50beeee,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133628A9,STEP no-KI,True,2018-10-29,9900.0,9560.05,10000,0c6d0c34cf33052052de,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613362948,LIZARD no-KI,False,2019-04-04,9900.0,9239.52,10000,fbad8018f030cddd59c7,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133629C3,STEP KI,False,2019-12-23,9900.0,9671.14,10000,bdf07513b337916863ad,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613363847,STEP KI,False,2018-04-06,9900.0,9900.0,10000,f4712e3a4c2390ff5cb5,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613363854,LIZARD no-KI,False,2018-05-31,9900.0,9104.5,10000,7a282e49b21cf71bc5ec,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613363888,LIZARD no-KI,False,2018-08-27,9900.0,9310.31,10000,c523d90d78ac22658b9d,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133638A8,LIZARD no-KI,False,2018-10-29,9900.0,9561.83,10000,0c6d0c34cf33052052de,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133638C4,LIZARD no-KI,False,2018-12-31,9900.0,9504.77,10000,cced690e851d49d21eeb,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613363946,STEP KI,False,2019-04-04,10000.0,9432.06,10000,7a6ff43e6d43d5ea471b,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613363979,LIZARD no-KI,False,2019-07-31,9900.0,8834.83,10000,90ab14d1a73b2aa5b156,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613363A20,LIZARD no-KI,False,2020-02-27,9900.0,9322.66,10000,045592d212b1d9ad9658,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133648A7,LIZARD no-KI,False,2018-10-29,9900.0,9561.83,10000,0c6d0c34cf33052052de,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133648C3,LIZARD no-KI,False,2018-12-31,9900.0,9451.11,10000,cced690e851d49d21eeb,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613364944,STEP KI,False,2019-04-04,10000.0,9426.84,10000,fbad8018f030cddd59c7,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133649C1,STEP no-KI,True,2019-12-23,9900.0,9110.43,10000,1664813762699d744f45,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133658A6,LIZARD no-KI,False,2018-10-29,9900.0,9516.41,10000,0c6d0c34cf33052052de,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613365941,LIZARD KI,False,2019-04-03,9900.0,9471.02,10000,4824cf0b28ae863f5112,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133659C0,STEP no-KI,True,2019-12-23,9900.0,8987.57,10000,4843c3f7295a1dccbbbd,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613366840,LIZARD no-KI,False,2018-04-09,9900.0,9718.36,10000,4046322dda6f3925e869,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613366881,LIZARD no-KI,False,2018-08-29,9900.0,9353.06,10000,b31fa046ba5cfd04b260,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613366949,STEP KI,False,2019-04-08,9900.0,9400.58,10000,c833a3589cf64443ddab,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133669C9,LIZARD no-KI,False,2019-12-24,9900.0,9422.02,10000,4fdb569013ba27818441,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613366A27,LIZARD no-KI,False,2020-02-27,9900.0,9246.48,10000,1d65aa2f5f5592b30750,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613367848,LIZARD no-KI,False,2018-04-11,9900.0,9718.36,10000,80282416e25e62801c71,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613367947,STEP KI,False,2019-04-04,9900.0,9332.91,10000,7a6ff43e6d43d5ea471b,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613367988,STEP no-KI,False,2019-08-23,9900.0,9167.43,10000,a74da80fc9fbcc0c7541,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133679A2,LIZARD no-KI,False,2019-10-24,9900.0,9472.13,10000,4cb42943dd4b7b3f8477,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133679C8,LIZARD no-KI,False,2019-12-24,9900.0,9005.9,10000,420f504e83a0e8584437,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613367A26,LIZARD KI,False,2020-02-27,9900.0,9594.63,10000,1d65aa2f5f5592b30750,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133688C9,LIZARD no-KI,False,2018-12-28,9900.0,9597.1,10000,ec988377883aff1e8811,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613368945,STEP KI,False,2019-04-04,9900.0,9304.39,10000,7a6ff43e6d43d5ea471b,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613368986,STEP no-KI,True,2019-08-23,9900.0,9194.44,10000,a74da80fc9fbcc0c7541,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613369943,LIZARD no-KI,False,2019-04-08,9900.0,9175.03,10000,317a2c0aa3d282c71175,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613369950,LIZARD no-KI,False,2019-05-28,9900.0,9061.84,10000,7f24d17be501eabd4411,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613369984,LIZARD no-KI,False,2019-08-23,9900.0,9358.26,10000,a74da80fc9fbcc0c7541,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613370883,STEP KI,False,2018-08-24,9900.0,9380.37,10000,00ae00bac97a076988e4,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133708C5,STEP KI,False,2018-12-28,9900.0,9395.71,10000,94c5e73679d8a45d230c,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613370941,STEP KI,False,2019-04-08,9900.0,9362.04,10000,6d0bdea81fd446826508,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613371840,STEP KI,False,2018-04-12,10000.0,9097.87,10000,18cb2c010395d7415dea,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613371881,STEP no-KI,True,2018-08-29,9900.0,9415.75,10000,fc9402d51afab8b82164,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133718C4,STEP KI,False,2018-12-28,9900.0,9410.12,10000,94c5e73679d8a45d230c,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613371949,STEP KI,False,2019-04-09,9900.0,9328.49,10000,542fee26cc0a01da4e70,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613372848,STEP KI,False,2018-04-12,10000.0,9034.42,10000,03c8e43cf689035ab737,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613372889,STEP KI,False,2018-08-29,9900.0,9292.35,10000,ca19662078637c678afc,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133728C3,STEP KI,False,2018-12-28,9900.0,9478.75,10000,94c5e73679d8a45d230c,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613372947,STEP KI,False,2019-04-08,9900.0,9324.54,10000,6d0bdea81fd446826508,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613372954,LIZARD KI,False,2019-05-28,9900.0,9639.15,10000,3f09cd8e926c4ca15c21,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613372988,STEP no-KI,False,2019-08-22,9900.0,9038.77,10000,cebe490cfea762573ec1,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133738C2,LIZARD KI,False,2018-12-28,9900.0,9424.5,10000,d3e15280d1a8adeac0af,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613373945,STEP KI,False,2019-04-09,9900.0,9395.3,10000,0be23f41d5e19583f226,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613373986,STEP KI,False,2019-08-21,9900.0,9358.23,10000,ac20803a3e1505bf26b3,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613374844,LIZARD no-KI,False,2018-04-16,9900.0,9286.16,10000,be03b7aebf4730059764,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613374885,STEP KI,False,2018-08-24,9900.0,9558.44,10000,a5d8ff247b2d4422ca5d,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613374943,LIZARD no-KI,False,2019-04-05,9900.0,9264.96,10000,a2e93af0ae7ea530700c,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613374984,STEP KI,False,2019-08-22,9900.0,9393.96,10000,cebe490cfea762573ec1,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133749A3,STEP KI,False,2019-10-24,9900.0,9183.95,10000,a303a77028538e4ecdb1,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613375841,LIZARD no-KI,False,2018-04-16,9900.0,9570.01,10000,07eb0b45edeba3c5cb35,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613375981,LIZARD no-KI,False,2019-08-23,9900.0,9231.5,10000,a74da80fc9fbcc0c7541,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133759A2,STEP KI,False,2019-10-24,9900.0,9641.88,10000,4fff48998588da1e3771,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613376880,STEP KI,False,2018-08-24,9900.0,9644.14,10000,a5d8ff247b2d4422ca5d,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133768C9,LIZARD no-KI,False,2018-12-28,9900.0,9597.1,10000,32a60b9316dc6b10e2a2,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613376948,STEP KI,False,2019-04-04,9900.0,9410.3,10000,7a6ff43e6d43d5ea471b,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613376989,LIZARD no-KI,False,2019-08-23,9910.0,9299.88,10000,a74da80fc9fbcc0c7541,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133769A1,STEP KI,False,2019-10-24,9900.0,9655.2,10000,4fff48998588da1e3771,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613377847,STEP KI,False,2018-04-26,9900.0,8921.21,10000,cfc1435d7f2746d265ca,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613377946,STEP KI,False,2019-04-08,9900.0,9425.47,10000,317a2c0aa3d282c71175,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613377987,LIZARD no-KI,False,2019-08-23,9900.0,9229.1,10000,dbc9ec6974af5e42ba0f,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133779A0,LIZARD KI,False,2019-10-24,9900.0,9302.0,10000,8c99b8f9f5943657bf2c,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613378845,STEP KI,False,2018-04-27,9900.0,9014.13,10000,636fba7f6bf204e71877,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613378944,STEP KI,False,2019-04-08,9900.0,9375.62,10000,6d0bdea81fd446826508,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613378985,LIZARD no-KI,False,2019-08-23,9900.0,9287.7,10000,a74da80fc9fbcc0c7541,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133789A9,LIZARD no-KI,False,2019-10-25,9900.0,9553.67,10000,fca543d9b2f05106fc72,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613379843,STEP KI,False,2018-04-20,10000.0,9088.51,10000,113c8e2f44cf399251e6,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
KR6613379884,STEP no-KI,False,2018-08-31,10000.0,9245.96,10000,f339d3669624ece4b575,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613379942,STEP KI,False,2019-04-08,9900.0,9440.54,10000,c833a3589cf64443ddab,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613379959,STEP KI,False,2019-05-29,9900.0,9592.09,10000,18608073d88bfb2c1a1f,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613379983,LIZARD no-KI,False,2019-08-23,9900.0,9312.49,10000,a74da80fc9fbcc0c7541,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133799A8,STEP KI,False,2019-10-25,9900.0,9627.46,10000,ca7a3ffdd41066f99084,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613380841,LIZARD no-KI,False,2018-04-25,9900.0,9389.73,10000,59bed610f644ccc82c52,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613380940,STEP KI,False,2019-04-09,9900.0,9540.1,10000,0be23f41d5e19583f226,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613381849,LIZARD no-KI,False,2018-04-24,9900.0,9324.78,10000,3fd4069a5bc69aec0854,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613381880,STEP KI,False,2018-08-31,10000.0,9421.31,10000,f339d3669624ece4b575,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613381948,STEP no-KI,False,2019-04-08,9910.0,9284.17,10000,317a2c0aa3d282c71175,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613381989,LIZARD no-KI,False,2019-08-22,9900.0,9170.38,10000,3051a92cf62a157072f3,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613382847,LIZARD no-KI,False,2018-04-25,9900.0,9312.0,10000,af4e36a0f6ec972a8e87,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613382946,STEP no-KI,False,2019-04-08,9900.0,9165.45,10000,317a2c0aa3d282c71175,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613382987,LIZARD no-KI,False,2019-08-22,9900.0,9172.78,10000,3051a92cf62a157072f3,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133829A3,STEP KI,False,2019-10-25,10000.0,9773.13,10000,dbbf2cab827612522bdf,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613383845,LIZARD no-KI,False,2018-04-26,9900.0,9510.06,10000,f1b436558ad2ff139a5b,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613383985,STEP KI,False,2019-08-21,9900.0,9484.46,10000,ac20803a3e1505bf26b3,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133839A2,STEP KI,False,2019-10-25,9900.0,9463.97,10000,d283b3c223bd50bc4470,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613384884,STEP KI,False,2018-08-31,10000.0,9359.24,10000,cf453c7edb557858de91,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613384942,STEP KI,False,2019-04-09,9900.0,9617.08,10000,eef166e05f18a26d145d,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613384983,STEP no-KI,False,2019-08-22,9900.0,9315.12,10000,28eed615a40b59f9aaa3,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613385881,LIZARD KI,False,2018-08-24,9900.0,9579.41,10000,a5d8ff247b2d4422ca5d,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613385980,STEP no-KI,False,2019-08-22,9900.0,9261.31,10000,28eed615a40b59f9aaa3,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133859A0,LIZARD no-KI,False,2019-10-28,9900.0,9131.26,10000,c0202ce989621b8ddfe1,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613386988,STEP KI,False,2019-08-23,9900.0,9159.77,10000,6f4888486d854bf28c27,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133869A9,LIZARD no-KI,False,2019-10-30,9900.0,9613.61,10000,6e94d29249a9fab874a0,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613387887,STEP KI,False,2018-08-24,9900.0,9572.36,10000,a5d8ff247b2d4422ca5d,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613387986,STEP KI,False,2019-08-23,9900.0,9159.77,10000,6f4888486d854bf28c27,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR66133879A8,LIZARD no-KI,False,2019-10-30,9900.0,9381.69,10000,6e94d29249a9fab874a0,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
KR6613388844,LIZARD no-KI,False,2018-04-17,9900.0,9751.01,10000,0bfa9321c54e83e6d647,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
