item,structure,monthly,issue,issue_price_krw,fair_raw_krw,face_krw,group,payment_schedule_source,lag,paths_per_seed,replicates,total_paths,mc_face_krw,mc_se_face_krw,fair,mc_iv,fair_krw,mc_iv_krw,gap_krw,ape_pct
KR66133B7988,STEP no-KI,False,2019-08-29,9900.0,9060.54,10000,37a4c133adb138fc410a,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9840.72514107398,4.125716150034157,0.9152060606060607,0.9940126405125231,9152.060606060606,9940.126405125231,-788.0657990646245,8.61080179629446
KR66133B8986,STEP KI,False,2019-08-29,9900.0,9425.52,10000,37a4c133adb138fc410a,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10005.458906360807,2.496484572478439,0.9520727272727273,1.01065241478392,9520.727272727272,10106.5241478392,-585.7968751119269,6.1528584774188335
KR66133B9943,LIZARD no-KI,False,2019-04-29,9970.0,9409.22,10000,f6bb3388e4a5d6685c1b,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10065.196700692935,1.574707217161204,0.943753259779338,1.0095483150143365,9437.53259779338,10095.483150143365,-657.9505523499852,6.971637401324819
KR66133B9984,STEP no-KI,False,2019-08-29,9900.0,8900.68,10000,b438eedfaa1be75496d5,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9536.355166422543,5.687590310851031,0.8990585858585859,0.9632681986285397,8990.585858585859,9632.681986285397,-642.0961276995386,7.141871929139606
KR66133BA944,STEP KI,False,2019-04-29,9900.0,9241.16,10000,8074d05bed60aaaba837,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10227.481100818331,2.283221121986888,0.9334505050505051,1.0330788990725588,9334.505050505051,10330.788990725589,-996.283940220537,10.673130871214562
KR66133BA985,STEP KI,False,2019-08-29,9900.0,9003.12,10000,b438eedfaa1be75496d5,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9659.708510475111,5.60785739281998,0.9094060606060607,0.9757281323712234,9094.060606060606,9757.281323712234,-663.220717651627,7.292899688942396
KR66133BG982,STEP no-KI,False,2019-08-28,9900.0,8946.27,10000,55f08c0e5a10872d04e5,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9834.845027350915,4.3592649959253045,0.9036636363636364,0.9934186896314056,9036.636363636364,9934.186896314055,-897.5505326776911,9.932352000899975
KR66133BH980,STEP KI,False,2019-08-29,9900.0,9089.91,10000,185a7ec77dfd1d49c9f5,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9746.397797561376,5.257752230144328,0.9181727272727273,0.9844846260163006,9181.727272727272,9844.846260163005,-663.1189874357335,7.222159488502925
KR66133BJ986,LIZARD KI,False,2019-08-29,9900.0,9385.29,10000,3ae1e01011acfbff3c43,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9989.395771030473,2.407486601510294,0.948009090909091,1.009029875861664,9480.09090909091,10090.29875861664,-610.2078495257301,6.436729936213721
KR66133BK984,STEP KI,False,2019-08-30,9900.0,8823.91,10000,b219251700d6ac9e9a0b,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9309.380881139092,6.718766654814209,0.8913040404040404,0.9403415031453628,8913.040404040405,9403.415031453627,-490.37462741322366,5.501766010069136
KR6623302991,STEP no-KI,False,2019-09-04,9920.0,9272.01,10000,e74bade3f9f0be69e344,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9933.034589172636,3.158562576253145,0.9346784274193548,1.0013139706827254,9346.784274193547,10013.139706827254,-666.3554326337062,7.129248018203567
KR6623302A23,STEP no-KI,False,2020-02-05,9900.0,9325.64,10000,44f10c43c898e111865c,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9989.773463896257,2.198905307969302,0.9419838383838384,1.0090680266561876,9419.838383838383,10090.680266561876,-670.8418827234918,7.121585906128233
KR6623303932,STEP no-KI,False,2019-03-06,9900.0,9086.89,10000,e5b9106f4d36c5c2fec6,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10008.382848727686,3.0217697061306277,0.9178676767676767,1.010947762497746,9178.676767676767,10109.47762497746,-930.8008573006942,10.14090462994146
KR66233039A8,STEP no-KI,False,2019-10-02,9900.0,9359.56,10000,77a979ee87111da40ac9,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9627.01844556393,4.794591532360637,0.9454101010101009,0.9724261056125182,9454.101010101009,9724.261056125182,-270.16004602417263,2.8575963567083384
KR66233039B6,STEP no-KI,False,2019-11-06,9900.0,9503.52,10000,fe0f527e593e030180cd,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9532.099161143826,5.185217796685885,0.9599515151515152,0.962838299105437,9599.515151515152,9628.38299105437,-28.867839539217233,0.30072184983906025
KR6623304963,STEP KI,False,2019-06-05,9900.0,9206.39,10000,483db4550b7660e253e2,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,8702.366247098618,8.503775251181114,0.9299383838383838,0.879026893646325,9299.383838383837,8790.26893646325,509.1149019205876,5.474716505616009
KR6623304989,STEP no-KI,False,2019-08-02,9940.0,9082.48,10000,400c16ba9a6beeeb3f1f,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9975.705924190794,2.8346605036646944,0.9137303822937626,1.0035921452908243,9137.303822937625,10035.921452908244,-898.6176299706173,9.834603810752059
KR66233049A7,STEP no-KI,False,2019-10-02,9900.0,9397.21,10000,77a979ee87111da40ac9,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9642.308131153972,4.712832461262567,0.9492131313131312,0.973970518298381,9492.131313131313,9739.70518298381,-247.57386985249764,2.6082010634430075
KR6623304A21,STEP no-KI,False,2020-02-06,9940.0,9336.79,10000,9f2372689c039f5774b2,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9911.917174129709,3.2315559633419566,0.9393148893360161,0.997174766009025,9393.148893360161,9971.74766009025,-578.5987667300885,6.159795541398146
KR6623305960,STEP no-KI,False,2019-06-05,9900.0,9143.18,10000,483db4550b7660e253e2,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,8995.260087301136,7.7024453818689835,0.9235535353535353,0.9086121300304177,9235.535353535353,9086.121300304178,149.41405323117607,1.6178169159839828
KR6623305A38,STEP no-KI,False,2020-03-04,9900.0,9442.22,10000,199986cf7cabe9ebe9d9,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,8921.920024431702,6.9746622988572184,0.9537595959595959,0.901204042871889,9537.59595959596,9012.04042871889,525.5555308770687,5.510356415846041
KR6623306984,STEP no-KI,False,2019-08-07,9900.0,8877.53,10000,84694cecd9f2979e091e,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,8958.85067533849,7.404953493732662,0.8967202020202021,0.9049344116503525,8967.202020202021,9049.344116503526,-82.14209630150404,0.9160281670519728
KR6623306992,STEP no-KI,False,2019-09-11,9940.0,8975.97,10000,8a8b093cca6a78112490,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10017.895710659119,3.2470920916178425,0.9030150905432595,1.0078365906095692,9030.150905432594,10078.365906095692,-1048.2150006630975,11.6079455552895
KR66233069B3,STEP no-KI,False,2019-11-08,9940.0,9465.07,10000,371eae653634a5e91ab3,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10118.466107630491,1.0980265868951116,0.9522203219315895,1.0179543367837516,9522.203219315894,10179.543367837516,-657.3401485216212,6.9032358728513525
KR6623306A37,STEP no-KI,False,2020-03-04,9900.0,9366.21,10000,199986cf7cabe9ebe9d9,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,8824.12305461905,7.273439787315296,0.9460818181818181,0.8913255610726314,9460.818181818182,8913.255610726314,547.5625710918674,5.787687286329783
KR66233077C4,LIZARD no-KI,False,2017-12-06,9900.0,9900.0,10000,89ba77f8b0b11e3ad406,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10078.017203038113,0.5700501553944337,1.0,1.0179815356604154,10000.0,10179.815356604155,-179.8153566041538,1.7981535660415382
KR6623307941,STEP no-KI,False,2019-04-08,9920.0,9126.76,10000,317a2c0aa3d282c71175,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10059.625502026329,2.382712123923057,0.9200362903225807,1.0140751514139443,9200.362903225807,10140.751514139443,-940.3886109136362,10.221212150054642
KR6623307958,STEP no-KI,False,2019-05-08,9920.0,9123.21,10000,db3d5b2511239bbef81e,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9648.476934134564,4.991059791402966,0.9196784274193548,0.9726287231990488,9196.784274193547,9726.287231990487,-529.5029577969401,5.757479375511083
KR6623307982,STEP no-KI,False,2019-08-07,9900.0,8806.63,10000,84694cecd9f2979e091e,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,8870.288616014119,7.684283560979495,0.8895585858585858,0.8959887490923353,8895.585858585859,8959.887490923353,-64.30163233749452,0.7228487629674415
KR6623308956,STEP KI,False,2019-05-09,9900.0,9227.84,10000,d8dbcd2a5313e78fc4da,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9794.660621030142,4.665090318194522,0.9321050505050505,0.9893596586899133,9321.050505050505,9893.596586899133,-572.5460818486272,6.142505949714569
KR6623309921,STEP no-KI,False,2019-02-15,10000.0,9432.68,10000,603b79935f8fa4bf6d94,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10066.869847725868,1.505560895196688,0.943268,1.0066869847725868,9432.68,10066.869847725868,-634.1898477258678,6.723326220394076
KR6623309954,STEP no-KI,False,2019-05-09,9900.0,8938.0,10000,60539c70a807c32582d7,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9320.201580012204,6.3075105426709,0.9028282828282829,0.9414345030315358,9028.282828282829,9414.345030315357,-386.06220203252883,4.276142090089545
KR6623310952,STEP no-KI,False,2019-05-09,9900.0,9125.93,10000,60539c70a807c32582d7,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9452.830418089308,5.652836813872849,0.9218111111111111,0.9548313553625564,9218.111111111111,9548.313553625563,-330.2024425144523,3.5821052549088996
KR6623310994,STEP no-KI,False,2019-09-18,9940.0,9331.04,10000,59ed60d515aa4cee680c,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10069.967613845352,1.751565704086079,0.9387364185110665,1.0130752126604983,9387.364185110664,10130.752126604983,-743.3879414943178,7.9190273950744166
KR6623311927,STEP no-KI,False,2019-02-08,9910.0,9188.28,10000,0afb3b663d8ce955b435,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10071.219694860096,2.311260118105436,0.9271725529767911,1.0162683849505647,9271.725529767911,10162.683849505647,-890.9583197377358,9.60941215178571
KR6623311943,STEP no-KI,False,2019-04-11,9920.0,8907.93,10000,f4173f405b94adf2fa4d,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10136.859462408656,2.7431135314798283,0.8979768145161291,1.0218608329040983,8979.768145161292,10218.608329040984,-1238.8401838796926,13.79590390145247
KR6623311968,STEP KI,False,2019-06-12,9900.0,9226.36,10000,1087d19fc4d8941072fc,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10180.216251731827,2.476630095558823,0.9319555555555556,1.0283046718921036,9319.555555555557,10283.046718921036,-963.4911633654797,10.338381027098713
KR6623311992,STEP no-KI,False,2019-09-18,9900.0,9326.25,10000,59ed60d515aa4cee680c,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10056.882815053774,1.7854193596147647,0.9420454545454545,1.0158467489953307,9420.454545454546,10158.467489953307,-738.0129444987615,7.834154296247409
KR6623312834,LIZARD no-KI,False,2018-03-21,9900.0,9900.0,10000,14518e649d9775697615,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10108.74625950966,1.7468397284360255,1.0,1.0210854807585517,10000.0,10210.854807585516,-210.85480758551657,2.1085480758551656
KR6623312933,STEP no-KI,False,2019-03-13,9900.0,9415.87,10000,fbf8a35c3e12bb2d3d01,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9985.103116540222,2.016028285791576,0.9510979797979798,1.0085962743980021,9510.979797979799,10085.96274398002,-574.9829460002231,6.045464907015718
KR6623312941,STEP KI,False,2019-04-11,9900.0,9332.17,10000,e5d546a9c7d544defd75,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10150.181385315167,1.109516489133607,0.9426434343434343,1.025270847001532,9426.434343434343,10252.70847001532,-826.2741265809759,8.765500256801644
KR6623312A21,STEP no-KI,False,2020-02-12,9900.0,9338.33,10000,c070d4f99fcf33d0b91e,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10071.716328480243,1.2834986947296834,0.9432656565656565,1.017345083684873,9432.656565656565,10173.45083684873,-740.7942711921645,7.85350623163074
KR6623313949,STEP no-KI,False,2019-04-11,9900.0,9078.24,10000,e5d546a9c7d544defd75,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10076.664454065149,1.8582707065941155,0.9169939393939394,1.0178448943500151,9169.939393939394,10178.44894350015,-1008.5095495607577,10.997995801665853
KR6623313980,STEP no-KI,False,2019-08-13,9940.0,8985.1,10000,05a7cb61dde001da2fab,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9821.98076346001,3.8193708477518387,0.903933601609658,0.9881268373702222,9039.33601609658,9881.268373702222,-841.9323576056426,9.314095151528738
KR6623313A20,STEP no-KI,False,2020-02-12,9900.0,9373.86,10000,c070d4f99fcf33d0b91e,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10088.273851055626,1.0965382137779396,0.9468545454545455,1.0190175607126895,9468.545454545456,10190.175607126894,-721.6301525814395,7.621341166345828
KR66233177A6,LIZARD no-KI,False,2017-10-24,9900.0,9900.0,10000,caa45ca64b1110781081,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10059.729834412396,1.620549959640555,1.0,1.0161343267083227,10000.0,10161.343267083226,-161.3432670832271,1.613432670832271
KR6623317999,STEP no-KI,False,2019-09-25,9900.0,9391.59,10000,b90d6bb97d178d273097,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9583.945894242252,5.086729678626631,0.9486454545454546,0.9680753428527527,9486.454545454546,9680.753428527527,-194.29888307298083,2.048171760503291
KR66233187A5,LIZARD no-KI,False,2017-10-26,9900.0,9900.0,10000,68e016ec82097b64d5e6,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10041.180946954215,1.6327647701294299,1.0,1.014260701712547,10000.0,10142.607017125469,-142.60701712546899,1.4260701712546897
KR6623318997,STEP no-KI,False,2019-09-27,9940.0,9254.26,10000,9a2a284b73f942bd0342,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9998.047657011975,2.7680707302371723,0.9310120724346077,1.0058398045283679,9310.120724346078,10058.398045283679,-748.2773209376014,8.037246165679113
KR66233197B2,LIZARD no-KI,False,2017-11-13,9900.0,9900.0,10000,033ee8a222393675c6f7,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10063.351884358859,0.46261750037969135,1.0,1.0165001903392787,10000.0,10165.001903392787,-165.00190339278743,1.6500190339278742
KR66233199A0,STEP no-KI,False,2019-10-15,9940.0,9047.73,10000,272518603b253cc8b99f,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9715.769026253824,4.7965204354178015,0.9102344064386317,0.9774415519370043,9102.344064386318,9774.415519370043,-672.0714549837259,7.383498692531979
KR6623320977,STEP no-KI,False,2019-07-17,9900.0,8942.54,10000,a84925c0fd3b08a243bc,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10114.222718604993,2.2174842710551212,0.9032868686868688,1.0216386584449488,9032.868686868687,10216.386584449489,-1183.5178975808003,13.102348086841012
KR6623321959,STEP no-KI,False,2019-05-14,9920.0,9101.76,10000,ebd18f6143144a5a6efa,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9377.060285478598,6.142961504624005,0.9175161290322581,0.9452681739393748,9175.161290322581,9452.681739393747,-277.5204490711669,3.0246928668586905
KR6623321975,STEP no-KI,False,2019-07-18,9940.0,8903.36,10000,76ca48796801fa21e7c5,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9964.504059708517,3.6053348965126073,0.8957102615694166,1.0024651971537744,8957.102615694166,10024.651971537744,-1067.5493558435778,11.918467406782565
KR6623321A20,STEP no-KI,False,2020-02-18,9920.0,9263.48,10000,2b4879d2bd2fafe7d624,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10047.917983809755,1.811397793307588,0.9338185483870968,1.0128949580453381,9338.185483870968,10128.949580453382,-790.7640965824137,8.468070140052705
KR66233239A4,STEP no-KI,False,2019-10-16,9900.0,9390.68,10000,f26a3d02df197cb1f4c3,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9874.93207886613,2.9794410234861415,0.9485535353535354,0.9974678867541545,9485.535353535353,9974.678867541545,-489.1435140061917,5.156730703912068
KR6623323A28,STEP no-KI,False,2020-02-19,9900.0,9213.62,10000,a5eed20d4f9726c4db4f,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9966.323950803322,2.4578193873060723,0.930668686868687,1.0066993889700326,9306.68686868687,10066.993889700327,-760.3070210134566,8.169470314635529
KR6623324938,STEP no-KI,False,2019-03-20,9900.0,9101.25,10000,fd6250b9b098c8ee6d70,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10052.028478906988,2.1108424314622782,0.9193181818181818,1.015356412010807,9193.181818181818,10153.564120108069,-960.3823019262514,10.446680169284317
KR66233249A3,STEP no-KI,False,2019-10-16,9900.0,9384.04,10000,c30c785650e846a65851,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9703.038213576607,4.282019500483928,0.9478828282828283,0.9801048700582431,9478.828282828283,9801.04870058243,-322.22041775414766,3.39936971258228
KR6623324A27,STEP no-KI,False,2020-02-19,9900.0,9159.96,10000,a5eed20d4f9726c4db4f,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9952.868371179657,2.603460807278559,0.9252484848484848,1.0053402395130966,9252.484848484848,10053.402395130966,-800.9175466461182,8.656242725728685
KR6623324A35,STEP no-KI,False,2020-03-19,9920.0,9525.32,10000,692df4305bd28cb21460,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,5361.508804945865,12.701640678991684,0.9602137096774194,0.54047467791793,9602.137096774193,5404.746779179301,4197.3903175948935,43.71308465284247
KR6623326941,STEP no-KI,False,2019-04-17,9900.0,9112.69,10000,5feb1036957a6a9cada3,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10038.43473682625,2.024193447793438,0.9204737373737374,1.0139833067501263,9204.737373737375,10139.833067501262,-935.0956937638888,10.158852510359178
KR66233289A9,STEP no-KI,False,2019-10-21,9920.0,9232.47,10000,c4dbdaa2fa5ee0f87c61,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10051.107145565798,2.1196532398945043,0.9306925403225805,1.0132164461255846,9306.925403225805,10132.164461255847,-825.2390580300406,8.866935344125682
KR6623331974,STEP no-KI,False,2019-07-24,9900.0,8974.47,10000,590579bd59e23e93e4b0,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9982.964573212537,3.145539781320437,0.9065121212121211,1.0083802599204583,9065.12121212121,10083.802599204584,-1018.6813870833722,11.23737193630976
KR6623332972,STEP no-KI,False,2019-07-24,9900.0,9170.36,10000,590579bd59e23e93e4b0,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9974.584167087109,2.5069333577650634,0.92629898989899,1.007533754251223,9262.9898989899,10075.33754251223,-812.3476435223309,8.769821109390554
KR6623333947,STEP no-KI,False,2019-04-24,9900.0,9202.85,10000,ce0c2faadf83f3e3f69b,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10059.876297972867,1.8384647296499774,0.9295808080808081,1.0161491210073603,9295.808080808081,10161.491210073604,-865.6831292655221,9.312618351628753
KR6623333970,STEP no-KI,False,2019-07-24,9940.0,9142.26,10000,50ed2dd5dee32a9461a1,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10083.04674363786,1.6733779891486271,0.9197444668008049,1.0143910204867064,9197.44466800805,10143.910204867063,-946.4655368590147,10.29052710859088
KR6623333A18,STEP no-KI,False,2020-01-30,9900.0,9339.66,10000,b718a479308460f045ef,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9900.387323888675,3.096868541946022,0.9434,1.0000391236251187,9434.0,10000.391236251187,-566.3912362511869,6.003723089370224
KR66233349A1,STEP no-KI,False,2019-10-23,9900.0,9201.32,10000,1087d77aaa2477834477,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9941.825575265177,2.8933673418640375,0.9294262626262626,1.004224805582341,9294.262626262625,10042.248055823411,-747.9854295607846,8.047818957118944
KR66233367C9,LIZARD no-KI,False,2017-12-29,9900.0,9900.0,10000,ae37f121c61099e00f7b,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10095.572761054744,0.4243939472276596,1.0,1.019754824348964,10000.0,10197.54824348964,-197.5482434896403,1.9754824348964029
KR6623336924,STEP no-KI,False,2019-02-27,9900.0,9217.83,10000,248a8fb39dd026d38bfc,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10076.250781212424,3.391501539902704,0.9310939393939394,1.0178031092133761,9310.939393939394,10178.03109213376,-867.0916981943677,9.312612417590953
KR6623337922,STEP no-KI,False,2019-02-27,9930.0,9409.49,10000,76e33181ca2ad2cc6145,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10010.75267766283,2.2181304778764854,0.9475820745216516,1.0081321931181098,9475.820745216515,10081.321931181097,-605.5011859645821,6.389960323703303
KR6623338A21,STEP no-KI,False,2020-02-26,9900.0,9364.08,10000,b040aab30cc118274308,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,8954.015741400228,6.995773787703578,0.9458666666666666,0.9044460344848715,9458.666666666666,9044.460344848714,414.20632181795145,4.379119556857395
KR6623339977,STEP no-KI,False,2019-07-31,9900.0,8905.34,10000,ecaf4a6af3544f69d40d,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10033.03395441654,2.5428376042070866,0.899529292929293,1.013437773173388,8995.29292929293,10134.377731733879,-1139.0848024409495,12.663120716519973
KR6623339A20,STEP no-KI,False,2020-02-28,9920.0,9352.43,10000,33eb6db39384b1732dbc,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,7156.243486547007,10.748983395695351,0.9427852822580646,0.7213955127567547,9427.852822580646,7213.955127567548,2213.897695013098,23.482522867885603
KR66233429A1,STEP no-KI,False,2019-10-29,9940.0,9265.64,10000,79198ff28d1e8ce5d7b9,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10112.934360428422,1.3731699651452764,0.9321569416498994,1.0173978229807266,9321.569416498995,10173.978229807266,-852.4088133082719,9.144477450326391
KR66233438C8,STEP KI,False,2018-12-28,10000.0,8869.53,10000,fd68c8edf09b1b114006,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9220.90833223537,6.585125141534404,0.8869530000000001,0.9220908332235371,8869.53,9220.90833223537,-351.3783322353703,3.961634181691366
KR66233449A9,STEP no-KI,False,2019-10-30,9900.0,9552.84,10000,fae0118f440335350d2a,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9971.13619162309,2.153564855318506,0.9649333333333333,1.0071854739013224,9649.333333333334,10071.854739013224,-422.52140567989096,4.378762667678847
KR6629314958,STEP no-KI,False,2019-05-10,9920.0,8913.88,10000,5a8772490ec5ddd35455,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9362.259861161656,6.500158616445185,0.8985766129032258,0.9437761956816185,8985.766129032258,9437.761956816184,-451.99582778392755,5.030131224131985
KR66433018A0,LIZARD no-KI,False,2018-10-29,10000.0,9270.66,10000,c9dae55375f0c2340fe3,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9395.963825572286,6.013234775791329,0.927066,0.9395963825572285,9270.66,9395.963825572286,-125.30382557228603,1.3516170970813948
KR66433018C6,STEP no-KI,True,2018-12-03,10000.0,9132.76,10000,cc4a8b5ba33260967693,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9898.23674467195,4.090094424667775,0.913276,0.9898236744671951,9132.76,9898.23674467195,-765.4767446719512,8.381658388832633
KR6643301981,STEP no-KI,False,2019-08-02,10000.0,8953.765,10000,bad87e68bd16fe7e69ae,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9306.330087199727,6.993374643694306,0.8953764999999999,0.9306330087199727,8953.765,9306.330087199727,-352.56508719972766,3.9376182778945807
KR6643301999,LIZARD no-KI,False,2019-09-10,10000.0,9422.575,10000,4c60a1cd5f0191b38d79,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9188.272315308246,7.094598250280475,0.9422575000000001,0.9188272315308246,9422.575,9188.272315308246,234.30268469175508,2.4866099202368255
KR6643302A21,LIZARD no-KI,False,2020-02-06,10000.0,9013.425,10000,62d7a014ff9faf1b0bca,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9734.174853373679,4.901024181174037,0.9013424999999999,0.9734174853373679,9013.425,9734.174853373679,-720.74985337368,7.996403735246924
KR6643302A39,LIZARD no-KI,False,2020-03-05,10000.0,9069.85,10000,7d4ed7997b6656df7bee,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,8768.317189501915,7.414550420535451,0.906985,0.8768317189501915,9069.85,8768.317189501915,301.5328104980852,3.3245622639634083
KR6643302A47,LIZARD no-KI,False,2020-04-06,10000.0,7931.236,10000,690b708556877555a6c4,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,8231.226457318508,9.625781067616575,0.7931236,0.8231226457318508,7931.236000000001,8231.226457318508,-299.9904573185075,3.782392269231523
KR6643303888,STEP no-KI,False,2018-08-13,10000.0,9287.6,10000,9b4ff8e9c0b31707cb87,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9973.291691141829,3.327778672775772,0.92876,0.9973291691141829,9287.6,9973.291691141829,-685.6916911418288,7.382872767365398
